subscription_id,account_id,segment,start_date,end_date,contract_type,committed_actions_monthly,status
SUB-0002591,ACC-003352,SMB,2023-05-26,,metered_month_to_month,,active
SUB-0002592,ACC-003353,SMB,2021-05-06,,metered_month_to_month,,active
SUB-0002593,ACC-003355,SMB,2021-09-19,,metered_month_to_month,,active
SUB-0002594,ACC-003356,SMB,2025-10-09,,metered_month_to_month,,active
SUB-0002595,ACC-003357,SMB,2025-01-18,,metered_month_to_month,,active
SUB-0002596,ACC-003358,SMB,2025-05-12,2025-09-12,metered_month_to_month,,churned
SUB-0002597,ACC-003359,SMB,2022-02-18,2023-05-18,metered_month_to_month,,churned
SUB-0002598,ACC-003360,SMB,2023-06-08,2025-06-08,metered_month_to_month,,churned
SUB-0002599,ACC-003361,SMB,2024-02-12,,metered_month_to_month,,active
SUB-0002600,ACC-003362,SMB,2025-10-04,,metered_month_to_month,,active
SUB-0002601,ACC-003364,SMB,2023-01-06,2024-09-06,metered_month_to_month,,churned
SUB-0002602,ACC-003366,SMB,2020-12-28,2022-02-28,metered_month_to_month,,churned
SUB-0002603,ACC-003367,SMB,2024-02-10,,metered_month_to_month,,active
SUB-0002604,ACC-003368,SMB,2025-07-20,,metered_month_to_month,,active
SUB-0002605,ACC-003369,SMB,2025-07-12,2025-10-12,metered_month_to_month,,churned
SUB-0002606,ACC-003370,SMB,2024-12-02,,metered_month_to_month,,active
SUB-0002607,ACC-003373,SMB,2023-11-28,,metered_month_to_month,,active
SUB-0002608,ACC-003374,SMB,2025-11-06,,metered_month_to_month,,active
SUB-0002609,ACC-003375,SMB,2024-11-15,,metered_month_to_month,,active
SUB-0002610,ACC-003376,SMB,2025-12-22,,metered_month_to_month,,active
SUB-0002611,ACC-003377,SMB,2020-05-28,,metered_month_to_month,,active
SUB-0002612,ACC-003378,SMB,2023-12-24,,metered_month_to_month,,active
SUB-0002613,ACC-003380,SMB,2023-11-25,,metered_month_to_month,,active
SUB-0002614,ACC-003381,SMB,2024-12-28,,metered_month_to_month,,active
SUB-0002615,ACC-003382,SMB,2025-07-01,,metered_month_to_month,,active
SUB-0002616,ACC-003383,SMB,2021-09-18,,metered_month_to_month,,active
SUB-0002617,ACC-003384,SMB,2024-12-17,2025-08-17,metered_month_to_month,,churned
SUB-0002618,ACC-003385,SMB,2020-12-27,,metered_month_to_month,,active
SUB-0002619,ACC-003386,SMB,2024-12-09,,metered_month_to_month,,active
SUB-0002620,ACC-003387,SMB,2024-12-27,,metered_month_to_month,,active
SUB-0002621,ACC-003388,SMB,2024-04-24,,metered_month_to_month,,active
SUB-0002622,ACC-003389,SMB,2022-04-14,,metered_month_to_month,,active
SUB-0002623,ACC-003390,SMB,2025-04-25,,metered_month_to_month,,active
SUB-0002624,ACC-003391,SMB,2025-05-11,2025-09-11,metered_month_to_month,,churned
SUB-0002625,ACC-003392,SMB,2025-11-09,,metered_month_to_month,,active
SUB-0002626,ACC-003393,SMB,2024-06-24,2025-04-24,metered_month_to_month,,churned
SUB-0002627,ACC-003395,SMB,2021-05-01,2023-04-01,metered_month_to_month,,churned
SUB-0002628,ACC-003396,SMB,2024-08-22,,metered_month_to_month,,active
SUB-0002629,ACC-003397,SMB,2025-12-22,,metered_month_to_month,,active
SUB-0002630,ACC-003398,SMB,2025-05-10,,metered_month_to_month,,active
SUB-0002631,ACC-003399,SMB,2024-05-26,,metered_month_to_month,,active
SUB-0002632,ACC-003400,SMB,2020-04-30,,metered_month_to_month,,active
SUB-0002633,ACC-003401,SMB,2024-10-12,,metered_month_to_month,,active
SUB-0002634,ACC-003402,SMB,2025-04-27,,metered_month_to_month,,active
SUB-0002635,ACC-003403,SMB,2021-10-30,,metered_month_to_month,,active
SUB-0002636,ACC-003404,SMB,2023-05-08,,metered_month_to_month,,active
SUB-0002637,ACC-003406,SMB,2025-10-12,,metered_month_to_month,,active
SUB-0002638,ACC-003407,SMB,2025-08-26,,metered_month_to_month,,active
SUB-0002639,ACC-003408,SMB,2023-11-21,,metered_month_to_month,,active
SUB-0002640,ACC-003409,SMB,2023-05-22,2025-07-22,metered_month_to_month,,churned
SUB-0002641,ACC-003411,SMB,2025-10-07,,metered_month_to_month,,active
SUB-0002642,ACC-003412,SMB,2023-03-19,,metered_month_to_month,,active
SUB-0002643,ACC-003413,SMB,2025-02-25,,metered_month_to_month,,active
SUB-0002644,ACC-003414,SMB,2020-09-15,,metered_month_to_month,,active
SUB-0002645,ACC-003415,SMB,2021-02-19,,metered_month_to_month,,active
SUB-0002646,ACC-003416,SMB,2025-11-26,,metered_month_to_month,,active
SUB-0002647,ACC-003417,SMB,2025-02-01,,metered_month_to_month,,active
SUB-0002648,ACC-003418,SMB,2023-05-26,,metered_month_to_month,,active
SUB-0002649,ACC-003419,SMB,2020-06-10,2021-04-10,metered_month_to_month,,churned
SUB-0002650,ACC-003420,SMB,2024-02-06,2024-11-06,metered_month_to_month,,churned
SUB-0002651,ACC-003421,SMB,2022-03-10,,metered_month_to_month,,active
SUB-0002652,ACC-003422,SMB,2023-06-18,,metered_month_to_month,,active
SUB-0002653,ACC-003423,SMB,2023-03-27,2024-08-27,metered_month_to_month,,churned
SUB-0002654,ACC-003425,SMB,2020-02-12,2023-06-12,metered_month_to_month,,churned
SUB-0002655,ACC-003426,SMB,2023-05-01,2024-01-01,metered_month_to_month,,churned
SUB-0002656,ACC-003429,SMB,2025-08-19,,metered_month_to_month,,active
SUB-0002657,ACC-003430,SMB,2023-11-28,,metered_month_to_month,,active
SUB-0002658,ACC-003431,SMB,2025-01-07,,metered_month_to_month,,active
SUB-0002659,ACC-003432,SMB,2025-09-22,,metered_month_to_month,,active
SUB-0002660,ACC-003433,SMB,2021-10-18,2024-06-18,metered_month_to_month,,churned
SUB-0002661,ACC-003435,SMB,2025-03-07,,metered_month_to_month,,active
SUB-0002662,ACC-003436,SMB,2021-03-13,2022-01-13,metered_month_to_month,,churned
SUB-0002663,ACC-003437,SMB,2025-09-20,,metered_month_to_month,,active
SUB-0002664,ACC-003438,SMB,2023-03-02,2025-05-02,metered_month_to_month,,churned
SUB-0002665,ACC-003439,SMB,2023-05-16,2023-12-16,metered_month_to_month,,churned
SUB-0002666,ACC-003440,SMB,2024-10-02,,metered_month_to_month,,active
SUB-0002667,ACC-003441,SMB,2023-03-03,,metered_month_to_month,,active
SUB-0002668,ACC-003442,SMB,2020-04-12,2021-04-12,metered_month_to_month,,churned
SUB-0002669,ACC-003443,SMB,2024-02-17,2024-12-17,metered_month_to_month,,churned
SUB-0002670,ACC-003444,SMB,2020-08-18,2024-11-18,metered_month_to_month,,churned
SUB-0002671,ACC-003445,SMB,2024-06-16,,metered_month_to_month,,active
SUB-0002672,ACC-003446,SMB,2023-08-13,,metered_month_to_month,,active
SUB-0002673,ACC-003447,SMB,2025-12-27,,metered_month_to_month,,active
SUB-0002674,ACC-003448,SMB,2025-08-21,,metered_month_to_month,,active
SUB-0002675,ACC-003449,SMB,2024-06-11,,metered_month_to_month,,active
SUB-0002676,ACC-003450,SMB,2025-03-13,,metered_month_to_month,,active
SUB-0002677,ACC-003451,SMB,2022-11-20,2023-03-20,metered_month_to_month,,churned
SUB-0002678,ACC-003452,SMB,2025-09-03,,metered_month_to_month,,active
SUB-0002679,ACC-003453,SMB,2023-08-16,2024-11-16,metered_month_to_month,,churned
SUB-0002680,ACC-003454,SMB,2020-10-19,2021-02-19,metered_month_to_month,,churned
SUB-0002681,ACC-003455,SMB,2020-09-11,2020-12-11,metered_month_to_month,,churned
SUB-0002682,ACC-003456,SMB,2025-08-03,,metered_month_to_month,,active
SUB-0002683,ACC-003457,SMB,2020-03-05,2024-06-05,metered_month_to_month,,churned
SUB-0002684,ACC-003458,SMB,2025-12-13,,metered_month_to_month,,active
SUB-0002685,ACC-003459,SMB,2023-01-27,2023-04-27,metered_month_to_month,,churned
SUB-0002686,ACC-003460,SMB,2024-09-18,,metered_month_to_month,,active
SUB-0002687,ACC-003461,SMB,2024-05-06,,metered_month_to_month,,active
SUB-0002688,ACC-003462,SMB,2024-06-07,,metered_month_to_month,,active
SUB-0002689,ACC-003463,SMB,2022-12-12,2024-04-12,metered_month_to_month,,churned
SUB-0002690,ACC-003464,SMB,2024-11-01,,metered_month_to_month,,active
SUB-0002691,ACC-003465,SMB,2023-07-18,2025-02-18,metered_month_to_month,,churned
SUB-0002692,ACC-003466,SMB,2023-01-21,2023-06-21,metered_month_to_month,,churned
SUB-0002693,ACC-003467,SMB,2025-01-23,,metered_month_to_month,,active
SUB-0002694,ACC-003468,SMB,2024-07-09,2025-10-09,metered_month_to_month,,churned
SUB-0002695,ACC-003469,SMB,2025-03-04,,metered_month_to_month,,active
SUB-0002696,ACC-003470,SMB,2025-03-20,,metered_month_to_month,,active
SUB-0002697,ACC-003471,SMB,2023-10-20,,metered_month_to_month,,active
SUB-0002698,ACC-003472,SMB,2023-10-05,2025-02-05,metered_month_to_month,,churned
SUB-0002699,ACC-003473,SMB,2021-03-17,2025-10-17,metered_month_to_month,,churned
SUB-0002700,ACC-003474,SMB,2020-01-15,2020-08-15,metered_month_to_month,,churned
SUB-0002701,ACC-003475,SMB,2024-04-01,,metered_month_to_month,,active
SUB-0002702,ACC-003476,SMB,2025-03-24,2025-07-24,metered_month_to_month,,churned
SUB-0002703,ACC-003477,SMB,2025-03-06,,metered_month_to_month,,active
SUB-0002704,ACC-003478,SMB,2024-04-25,,metered_month_to_month,,active
SUB-0002705,ACC-003479,SMB,2023-11-17,,metered_month_to_month,,active
SUB-0002706,ACC-003480,SMB,2022-05-26,2023-07-26,metered_month_to_month,,churned
SUB-0002707,ACC-003481,SMB,2025-11-16,,metered_month_to_month,,active
SUB-0002708,ACC-003482,SMB,2024-11-07,,metered_month_to_month,,active
SUB-0002709,ACC-003483,SMB,2025-10-08,,metered_month_to_month,,active
SUB-0002710,ACC-003484,SMB,2025-10-17,,metered_month_to_month,,active
SUB-0002711,ACC-003485,SMB,2023-06-26,,metered_month_to_month,,active
SUB-0002712,ACC-003486,SMB,2023-12-26,2025-01-26,metered_month_to_month,,churned
SUB-0002713,ACC-003487,SMB,2024-06-25,,metered_month_to_month,,active
SUB-0002714,ACC-003488,SMB,2025-02-17,2025-04-17,metered_month_to_month,,churned
SUB-0002715,ACC-003489,SMB,2022-07-06,,metered_month_to_month,,active
SUB-0002716,ACC-003492,SMB,2024-07-22,,metered_month_to_month,,active
SUB-0002717,ACC-003493,SMB,2025-04-03,,metered_month_to_month,,active
SUB-0002718,ACC-003494,SMB,2023-04-24,,metered_month_to_month,,active
SUB-0002719,ACC-003495,SMB,2023-10-21,2024-02-21,metered_month_to_month,,churned
SUB-0002720,ACC-003497,SMB,2020-01-02,2022-12-02,metered_month_to_month,,churned
SUB-0002721,ACC-003498,SMB,2023-12-27,,metered_month_to_month,,active
SUB-0002722,ACC-003500,SMB,2023-09-08,2024-11-08,metered_month_to_month,,churned
SUB-0002723,ACC-003501,SMB,2020-01-21,2020-07-21,metered_month_to_month,,churned
SUB-0002724,ACC-003502,SMB,2024-05-21,,metered_month_to_month,,active
SUB-0002725,ACC-003503,SMB,2022-06-06,2022-11-06,metered_month_to_month,,churned
SUB-0002726,ACC-003504,SMB,2025-07-09,,metered_month_to_month,,active
SUB-0002727,ACC-003505,SMB,2025-06-16,,metered_month_to_month,,active
SUB-0002728,ACC-003506,SMB,2023-05-10,2025-04-10,metered_month_to_month,,churned
SUB-0002729,ACC-003507,SMB,2022-05-11,,metered_month_to_month,,active
SUB-0002730,ACC-003508,SMB,2024-02-18,,metered_month_to_month,,active
SUB-0002731,ACC-003509,SMB,2024-05-02,,metered_month_to_month,,active
SUB-0002732,ACC-003510,SMB,2025-01-01,2025-09-01,metered_month_to_month,,churned
SUB-0002733,ACC-003511,SMB,2025-07-17,,metered_month_to_month,,active
SUB-0002734,ACC-003512,SMB,2024-02-04,,metered_month_to_month,,active
SUB-0002735,ACC-003513,SMB,2023-07-22,,metered_month_to_month,,active
SUB-0002736,ACC-003514,SMB,2025-06-26,,metered_month_to_month,,active
SUB-0002737,ACC-003518,SMB,2024-03-13,2025-02-13,metered_month_to_month,,churned
SUB-0002738,ACC-003519,SMB,2024-10-06,,metered_month_to_month,,active
SUB-0002739,ACC-003520,SMB,2023-12-03,2024-11-03,metered_month_to_month,,churned
SUB-0002740,ACC-003521,SMB,2024-09-01,,metered_month_to_month,,active
SUB-0002741,ACC-003522,SMB,2025-04-24,,metered_month_to_month,,active
SUB-0002742,ACC-003523,SMB,2025-11-08,,metered_month_to_month,,active
SUB-0002743,ACC-003525,SMB,2025-09-23,,metered_month_to_month,,active
SUB-0002744,ACC-003526,SMB,2025-09-22,,metered_month_to_month,,active
SUB-0002745,ACC-003527,SMB,2024-05-11,,metered_month_to_month,,active
SUB-0002746,ACC-003528,SMB,2021-02-27,2022-01-27,metered_month_to_month,,churned
SUB-0002747,ACC-003529,SMB,2023-05-07,2025-02-07,metered_month_to_month,,churned
SUB-0002748,ACC-003530,SMB,2025-04-13,,metered_month_to_month,,active
SUB-0002749,ACC-003531,SMB,2024-12-03,,metered_month_to_month,,active
SUB-0002750,ACC-003532,SMB,2025-05-08,,metered_month_to_month,,active
SUB-0002751,ACC-003533,SMB,2023-06-18,,metered_month_to_month,,active
SUB-0002752,ACC-003534,SMB,2025-12-13,,metered_month_to_month,,active
SUB-0002753,ACC-003535,SMB,2024-05-14,,metered_month_to_month,,active
SUB-0002754,ACC-003537,SMB,2024-11-02,,metered_month_to_month,,active
SUB-0002755,ACC-003538,SMB,2024-05-04,,metered_month_to_month,,active
SUB-0002756,ACC-003539,SMB,2024-09-12,,metered_month_to_month,,active
SUB-0002757,ACC-003540,SMB,2021-11-06,2023-06-06,metered_month_to_month,,churned
SUB-0002758,ACC-003541,SMB,2025-07-19,,metered_month_to_month,,active
SUB-0002759,ACC-003542,SMB,2025-04-27,,metered_month_to_month,,active
SUB-0002760,ACC-003543,SMB,2023-10-01,2025-01-01,metered_month_to_month,,churned
SUB-0002761,ACC-003544,SMB,2025-07-14,,metered_month_to_month,,active
SUB-0002762,ACC-003545,SMB,2025-03-19,,metered_month_to_month,,active
SUB-0002763,ACC-003547,SMB,2023-11-14,,metered_month_to_month,,active
SUB-0002764,ACC-003548,SMB,2025-09-15,,metered_month_to_month,,active
SUB-0002765,ACC-003549,SMB,2025-02-26,,metered_month_to_month,,active
SUB-0002766,ACC-003550,SMB,2025-12-05,,metered_month_to_month,,active
SUB-0002767,ACC-003551,SMB,2025-12-18,,metered_month_to_month,,active
SUB-0002768,ACC-003553,SMB,2020-11-25,2025-11-25,metered_month_to_month,,churned
SUB-0002769,ACC-003555,SMB,2023-08-01,,metered_month_to_month,,active
SUB-0002770,ACC-003556,SMB,2023-10-03,,metered_month_to_month,,active
SUB-0002771,ACC-003557,SMB,2021-10-26,,metered_month_to_month,,active
SUB-0002772,ACC-003558,SMB,2022-03-12,,metered_month_to_month,,active
SUB-0002773,ACC-003559,SMB,2025-09-04,,metered_month_to_month,,active
SUB-0002774,ACC-003560,SMB,2025-02-21,,metered_month_to_month,,active
SUB-0002775,ACC-003561,SMB,2023-12-28,,metered_month_to_month,,active
SUB-0002776,ACC-003562,SMB,2024-12-04,,metered_month_to_month,,active
SUB-0002777,ACC-003563,SMB,2025-03-23,,metered_month_to_month,,active
SUB-0002778,ACC-003564,SMB,2025-10-09,,metered_month_to_month,,active
SUB-0002779,ACC-003565,SMB,2020-12-22,2021-02-22,metered_month_to_month,,churned
SUB-0002780,ACC-003566,SMB,2025-05-14,,metered_month_to_month,,active
SUB-0002781,ACC-003567,SMB,2025-06-14,,metered_month_to_month,,active
SUB-0002782,ACC-003568,SMB,2025-08-01,,metered_month_to_month,,active
SUB-0002783,ACC-003569,SMB,2025-03-01,2025-05-01,metered_month_to_month,,churned
SUB-0002784,ACC-003570,SMB,2024-09-14,,metered_month_to_month,,active
SUB-0002785,ACC-003571,SMB,2025-11-13,,metered_month_to_month,,active
SUB-0002786,ACC-003572,SMB,2023-06-19,,metered_month_to_month,,active
SUB-0002787,ACC-003573,SMB,2025-11-15,,metered_month_to_month,,active
SUB-0002788,ACC-003574,SMB,2025-12-01,,metered_month_to_month,,active
SUB-0002789,ACC-003575,SMB,2024-10-09,,metered_month_to_month,,active
SUB-0002790,ACC-003576,SMB,2021-05-25,2022-12-25,metered_month_to_month,,churned
SUB-0002791,ACC-003577,SMB,2022-05-11,,metered_month_to_month,,active
SUB-0002792,ACC-003578,SMB,2024-11-19,,metered_month_to_month,,active
SUB-0002793,ACC-003579,SMB,2024-08-25,2025-06-25,metered_month_to_month,,churned
SUB-0002794,ACC-003580,SMB,2024-12-04,2025-10-04,metered_month_to_month,,churned
SUB-0002795,ACC-003581,SMB,2024-11-04,,metered_month_to_month,,active
SUB-0002796,ACC-003582,SMB,2022-08-17,,metered_month_to_month,,active
SUB-0002797,ACC-003583,SMB,2024-11-09,,metered_month_to_month,,active
SUB-0002798,ACC-003584,SMB,2024-07-06,2025-02-06,metered_month_to_month,,churned
SUB-0002799,ACC-003585,SMB,2025-04-16,,metered_month_to_month,,active
SUB-0002800,ACC-003586,SMB,2025-10-08,,metered_month_to_month,,active
SUB-0002801,ACC-003587,SMB,2025-06-01,,metered_month_to_month,,active
SUB-0002802,ACC-003589,SMB,2022-02-07,2025-02-07,metered_month_to_month,,churned
SUB-0002803,ACC-003590,SMB,2020-01-28,,metered_month_to_month,,active
SUB-0002804,ACC-003591,SMB,2024-05-06,,metered_month_to_month,,active
SUB-0002805,ACC-003592,SMB,2024-11-14,2025-11-14,metered_month_to_month,,churned
SUB-0002806,ACC-003593,SMB,2025-07-13,,metered_month_to_month,,active
SUB-0002807,ACC-003594,SMB,2025-10-23,,metered_month_to_month,,active
SUB-0002808,ACC-003596,SMB,2024-10-09,,metered_month_to_month,,active
SUB-0002809,ACC-003597,SMB,2025-01-05,,metered_month_to_month,,active
SUB-0002810,ACC-003598,SMB,2023-03-18,,metered_month_to_month,,active
SUB-0002811,ACC-003599,SMB,2025-06-03,,metered_month_to_month,,active
SUB-0002812,ACC-003600,SMB,2020-09-06,,metered_month_to_month,,active
SUB-0002813,ACC-003601,SMB,2022-02-26,,metered_month_to_month,,active
SUB-0002814,ACC-003602,SMB,2020-02-06,2021-11-06,metered_month_to_month,,churned
SUB-0002815,ACC-003603,SMB,2025-05-08,,metered_month_to_month,,active
SUB-0002816,ACC-003604,SMB,2025-04-22,,metered_month_to_month,,active
SUB-0002817,ACC-003605,SMB,2025-12-03,,metered_month_to_month,,active
SUB-0002818,ACC-003606,SMB,2024-06-04,,metered_month_to_month,,active
SUB-0002819,ACC-003607,SMB,2023-11-15,,metered_month_to_month,,active
SUB-0002820,ACC-003608,SMB,2021-01-10,,metered_month_to_month,,active
SUB-0002821,ACC-003609,SMB,2023-12-16,,metered_month_to_month,,active
SUB-0002822,ACC-003610,SMB,2024-06-24,2025-02-24,metered_month_to_month,,churned
SUB-0002823,ACC-003611,SMB,2024-01-20,,metered_month_to_month,,active
SUB-0002824,ACC-003612,SMB,2021-02-07,,metered_month_to_month,,active
SUB-0002825,ACC-003613,SMB,2023-08-10,2024-06-10,metered_month_to_month,,churned
SUB-0002826,ACC-003614,SMB,2023-10-14,2025-03-14,metered_month_to_month,,churned
SUB-0002827,ACC-003615,SMB,2025-08-06,,metered_month_to_month,,active
SUB-0002828,ACC-003616,SMB,2024-05-24,,metered_month_to_month,,active
SUB-0002829,ACC-003617,SMB,2025-02-17,,metered_month_to_month,,active
SUB-0002830,ACC-003618,SMB,2023-12-13,2024-07-13,metered_month_to_month,,churned
SUB-0002831,ACC-003619,SMB,2021-03-07,2023-11-07,metered_month_to_month,,churned
SUB-0002832,ACC-003620,SMB,2024-02-28,2024-12-28,metered_month_to_month,,churned
SUB-0002833,ACC-003622,SMB,2023-12-02,,metered_month_to_month,,active
SUB-0002834,ACC-003623,SMB,2025-01-03,,metered_month_to_month,,active
SUB-0002835,ACC-003624,SMB,2025-12-22,,metered_month_to_month,,active
SUB-0002836,ACC-003625,SMB,2025-07-19,,metered_month_to_month,,active
SUB-0002837,ACC-003626,SMB,2020-06-30,2023-03-28,metered_month_to_month,,churned
SUB-0002838,ACC-003627,SMB,2023-07-02,,metered_month_to_month,,active
SUB-0002839,ACC-003628,SMB,2023-06-02,2024-02-02,metered_month_to_month,,churned
SUB-0002840,ACC-003629,SMB,2025-02-18,,metered_month_to_month,,active
SUB-0002841,ACC-003630,SMB,2024-08-27,2025-02-27,metered_month_to_month,,churned
SUB-0002842,ACC-003631,SMB,2020-05-27,2021-03-27,metered_month_to_month,,churned
SUB-0002843,ACC-003632,SMB,2021-03-06,2021-11-06,metered_month_to_month,,churned
SUB-0002844,ACC-003633,SMB,2024-11-24,,metered_month_to_month,,active
SUB-0002845,ACC-003634,SMB,2024-03-08,,metered_month_to_month,,active
SUB-0002846,ACC-003635,SMB,2023-09-22,,metered_month_to_month,,active
SUB-0002847,ACC-003636,SMB,2025-01-22,,metered_month_to_month,,active
SUB-0002848,ACC-003637,SMB,2023-08-09,2024-10-09,metered_month_to_month,,churned
SUB-0002849,ACC-003638,SMB,2024-01-07,2025-06-07,metered_month_to_month,,churned
SUB-0002850,ACC-003639,SMB,2025-11-16,,metered_month_to_month,,active
SUB-0002851,ACC-003640,SMB,2021-01-22,2022-07-22,metered_month_to_month,,churned
SUB-0002852,ACC-003641,SMB,2022-06-14,2023-10-14,metered_month_to_month,,churned
SUB-0002853,ACC-003642,SMB,2025-04-18,,metered_month_to_month,,active
SUB-0002854,ACC-003643,SMB,2022-08-09,,metered_month_to_month,,active
SUB-0002855,ACC-003644,SMB,2023-02-02,2024-03-02,metered_month_to_month,,churned
SUB-0002856,ACC-003645,SMB,2024-05-04,,metered_month_to_month,,active
SUB-0002857,ACC-003646,SMB,2023-08-19,2025-08-19,metered_month_to_month,,churned
SUB-0002858,ACC-003648,SMB,2024-08-12,2024-10-12,metered_month_to_month,,churned
SUB-0002859,ACC-003649,SMB,2024-11-15,,metered_month_to_month,,active
SUB-0002860,ACC-003650,SMB,2023-08-28,,metered_month_to_month,,active
SUB-0002861,ACC-003651,SMB,2023-12-19,2025-04-19,metered_month_to_month,,churned
SUB-0002862,ACC-003652,SMB,2023-10-12,2025-10-12,metered_month_to_month,,churned
SUB-0002863,ACC-003653,SMB,2025-05-16,,metered_month_to_month,,active
SUB-0002864,ACC-003654,SMB,2025-06-16,,metered_month_to_month,,active
SUB-0002865,ACC-003655,SMB,2023-03-27,,metered_month_to_month,,active
SUB-0002866,ACC-003656,SMB,2021-11-05,2023-06-05,metered_month_to_month,,churned
SUB-0002867,ACC-003657,SMB,2025-11-23,,metered_month_to_month,,active
SUB-0002868,ACC-003658,SMB,2024-06-27,,metered_month_to_month,,active
SUB-0002869,ACC-003659,SMB,2021-05-10,2023-07-10,metered_month_to_month,,churned
SUB-0002870,ACC-003660,SMB,2024-03-14,,metered_month_to_month,,active
SUB-0002871,ACC-003661,SMB,2025-12-21,,metered_month_to_month,,active
SUB-0002872,ACC-003662,SMB,2025-09-13,,metered_month_to_month,,active
SUB-0002873,ACC-003663,SMB,2023-12-17,2025-07-17,metered_month_to_month,,churned
SUB-0002874,ACC-003664,SMB,2025-10-07,,metered_month_to_month,,active
SUB-0002875,ACC-003665,SMB,2025-06-05,,metered_month_to_month,,active
SUB-0002876,ACC-003666,SMB,2020-02-21,2023-09-21,metered_month_to_month,,churned
SUB-0002877,ACC-003667,SMB,2024-03-05,,metered_month_to_month,,active
SUB-0002878,ACC-003668,SMB,2024-05-23,,metered_month_to_month,,active
SUB-0002879,ACC-003669,SMB,2023-07-05,2024-10-05,metered_month_to_month,,churned
SUB-0002880,ACC-003670,SMB,2025-09-01,,metered_month_to_month,,active
SUB-0002881,ACC-003671,SMB,2022-04-16,2024-07-16,metered_month_to_month,,churned
SUB-0002882,ACC-003672,SMB,2023-04-13,,metered_month_to_month,,active
SUB-0002883,ACC-003673,SMB,2024-05-07,2025-01-07,metered_month_to_month,,churned
SUB-0002884,ACC-003674,SMB,2024-11-10,,metered_month_to_month,,active
SUB-0002885,ACC-003675,SMB,2022-11-25,2023-11-25,metered_month_to_month,,churned
SUB-0002886,ACC-003676,SMB,2023-10-08,,metered_month_to_month,,active
SUB-0002887,ACC-003677,SMB,2025-11-26,,metered_month_to_month,,active
SUB-0002888,ACC-003678,SMB,2021-11-19,,metered_month_to_month,,active
SUB-0002889,ACC-003679,SMB,2023-12-05,,metered_month_to_month,,active
SUB-0002890,ACC-003680,SMB,2020-10-22,2021-06-22,metered_month_to_month,,churned
SUB-0002891,ACC-003681,SMB,2024-11-02,,metered_month_to_month,,active
SUB-0002892,ACC-003682,SMB,2025-05-04,,metered_month_to_month,,active
SUB-0002893,ACC-003683,SMB,2024-12-03,2025-05-03,metered_month_to_month,,churned
SUB-0002894,ACC-003685,SMB,2022-10-20,2024-04-20,metered_month_to_month,,churned
SUB-0002895,ACC-003686,SMB,2025-06-12,,metered_month_to_month,,active
SUB-0002896,ACC-003688,SMB,2020-04-14,2022-04-14,metered_month_to_month,,churned
SUB-0002897,ACC-003689,SMB,2025-02-15,,metered_month_to_month,,active
SUB-0002898,ACC-003690,SMB,2025-10-18,,metered_month_to_month,,active
SUB-0002899,ACC-003691,SMB,2023-08-02,2024-06-02,metered_month_to_month,,churned
SUB-0002900,ACC-003692,SMB,2025-01-08,,metered_month_to_month,,active
SUB-0002901,ACC-003693,SMB,2025-08-28,,metered_month_to_month,,active
SUB-0002902,ACC-003694,SMB,2023-06-06,2024-03-06,metered_month_to_month,,churned
SUB-0002903,ACC-003695,SMB,2025-06-17,2025-10-17,metered_month_to_month,,churned
SUB-0002904,ACC-003696,SMB,2024-02-06,,metered_month_to_month,,active
SUB-0002905,ACC-003697,SMB,2025-11-26,,metered_month_to_month,,active
SUB-0002906,ACC-003698,SMB,2024-10-27,,metered_month_to_month,,active
SUB-0002907,ACC-003700,SMB,2024-02-11,,metered_month_to_month,,active
SUB-0002908,ACC-003701,SMB,2022-08-20,2023-08-20,metered_month_to_month,,churned
SUB-0002909,ACC-003702,SMB,2025-10-06,,metered_month_to_month,,active
SUB-0002910,ACC-003704,SMB,2021-11-21,,metered_month_to_month,,active
SUB-0002911,ACC-003705,SMB,2021-06-30,,metered_month_to_month,,active
SUB-0002912,ACC-003706,SMB,2025-12-19,,metered_month_to_month,,active
SUB-0002913,ACC-003707,SMB,2025-07-15,,metered_month_to_month,,active
SUB-0002914,ACC-003708,SMB,2025-12-04,,metered_month_to_month,,active
SUB-0002915,ACC-003709,SMB,2022-05-17,2023-09-17,metered_month_to_month,,churned
SUB-0002916,ACC-003710,SMB,2024-11-04,,metered_month_to_month,,active
SUB-0002917,ACC-003711,SMB,2024-12-13,,metered_month_to_month,,active
SUB-0002918,ACC-003712,SMB,2023-05-28,,metered_month_to_month,,active
SUB-0002919,ACC-003713,SMB,2025-06-05,,metered_month_to_month,,active
SUB-0002920,ACC-003714,SMB,2022-12-14,2023-03-14,metered_month_to_month,,churned
SUB-0002921,ACC-003716,SMB,2021-05-17,2025-01-17,metered_month_to_month,,churned
SUB-0002922,ACC-003717,SMB,2023-06-14,,metered_month_to_month,,active
SUB-0002923,ACC-003718,SMB,2024-05-22,,metered_month_to_month,,active
SUB-0002924,ACC-003719,SMB,2022-07-14,,metered_month_to_month,,active
SUB-0002925,ACC-003720,SMB,2025-03-28,,metered_month_to_month,,active
SUB-0002926,ACC-003721,SMB,2025-03-22,,metered_month_to_month,,active
SUB-0002927,ACC-003722,SMB,2024-05-19,,metered_month_to_month,,active
SUB-0002928,ACC-003723,SMB,2024-02-12,,metered_month_to_month,,active
SUB-0002929,ACC-003724,SMB,2025-05-18,,metered_month_to_month,,active
