account_id,segment,effective_date,trigger_reason
ACC-001009,SMB,2025-12-01,initial_default
ACC-001010,SMB,2023-11-09,initial_default
ACC-001011,SMB,2025-12-24,initial_default
ACC-001012,SMB,2024-09-18,initial_default
ACC-001013,SMB,2022-12-17,initial_default
ACC-001014,SMB,2025-03-04,initial_default
ACC-001015,SMB,2024-08-11,initial_default
ACC-001016,SMB,2023-05-19,initial_default
ACC-001017,SMB,2025-08-06,initial_default
ACC-001018,SMB,2024-07-28,initial_default
ACC-001019,SMB,2025-10-10,initial_default
ACC-001020,SMB,2024-06-21,initial_default
ACC-001021,SMB,2024-12-09,initial_default
ACC-001022,SMB,2023-02-09,initial_default
ACC-001023,SMB,2025-01-10,initial_default
ACC-001024,SMB,2024-12-20,initial_default
ACC-001024,Commercial,2025-11-01,usage_threshold
ACC-001025,SMB,2025-03-11,initial_default
ACC-001026,SMB,2023-12-16,initial_default
ACC-001027,SMB,2023-01-25,initial_default
ACC-001028,SMB,2023-04-09,initial_default
ACC-001029,SMB,2024-09-05,initial_default
ACC-001030,SMB,2023-09-22,initial_default
ACC-001031,SMB,2023-02-03,initial_default
ACC-001032,SMB,2024-01-01,initial_default
ACC-001033,SMB,2025-02-21,initial_default
ACC-001034,SMB,2024-08-25,initial_default
ACC-001035,SMB,2024-05-22,initial_default
ACC-001036,SMB,2024-11-07,initial_default
ACC-001037,SMB,2024-12-23,initial_default
ACC-001038,SMB,2025-01-25,initial_default
ACC-001039,SMB,2025-03-06,initial_default
ACC-001039,Commercial,2025-12-01,usage_threshold
ACC-001040,SMB,2021-03-15,initial_default
ACC-001041,SMB,2024-01-06,initial_default
ACC-001042,SMB,2024-12-09,initial_default
ACC-001043,SMB,2024-12-27,initial_default
ACC-001044,SMB,2025-04-17,initial_default
ACC-001045,SMB,2025-07-12,initial_default
ACC-001046,SMB,2024-11-14,initial_default
ACC-001047,SMB,2021-11-13,initial_default
ACC-001048,SMB,2022-12-16,initial_default
ACC-001049,SMB,2023-12-04,initial_default
ACC-001050,SMB,2024-10-11,initial_default
ACC-001051,SMB,2025-05-18,initial_default
ACC-001052,SMB,2021-03-31,initial_default
ACC-001053,SMB,2025-06-04,initial_default
ACC-001054,SMB,2025-07-02,initial_default
ACC-001055,SMB,2024-12-16,initial_default
ACC-001056,SMB,2024-10-26,initial_default
ACC-001056,Commercial,2025-10-01,usage_threshold
ACC-001057,SMB,2025-07-15,initial_default
ACC-001058,SMB,2024-10-12,initial_default
ACC-001058,Commercial,2025-04-01,usage_threshold
ACC-001059,SMB,2023-09-24,initial_default
ACC-001060,SMB,2024-06-01,initial_default
ACC-001061,SMB,2025-05-23,initial_default
ACC-001062,SMB,2025-12-08,initial_default
ACC-001063,SMB,2025-03-26,initial_default
ACC-001063,Commercial,2025-09-01,firmographic_rescore
ACC-001064,SMB,2023-12-12,initial_default
ACC-001064,Commercial,2024-07-01,usage_threshold
ACC-001065,SMB,2025-07-13,initial_default
ACC-001066,SMB,2025-11-03,initial_default
ACC-001067,SMB,2025-11-13,initial_default
ACC-001068,SMB,2025-12-19,initial_default
ACC-001069,SMB,2025-06-09,initial_default
ACC-001070,SMB,2025-12-14,initial_default
ACC-001071,SMB,2023-07-02,initial_default
ACC-001072,SMB,2023-09-11,initial_default
ACC-001073,SMB,2024-04-01,initial_default
ACC-001074,SMB,2024-12-23,initial_default
ACC-001075,SMB,2025-06-14,initial_default
ACC-001076,SMB,2023-01-20,initial_default
ACC-001077,SMB,2024-04-23,initial_default
ACC-001078,SMB,2021-02-21,initial_default
ACC-001079,SMB,2023-01-28,initial_default
ACC-001079,Commercial,2025-02-01,firmographic_rescore
ACC-001080,SMB,2025-09-06,initial_default
ACC-001081,SMB,2023-12-19,initial_default
ACC-001082,SMB,2024-04-21,initial_default
ACC-001083,SMB,2025-03-21,initial_default
ACC-001084,SMB,2024-03-10,initial_default
ACC-001084,Commercial,2025-04-01,firmographic_rescore
ACC-001085,SMB,2025-05-26,initial_default
ACC-001086,SMB,2023-06-28,initial_default
ACC-001087,SMB,2025-05-17,initial_default
ACC-001088,SMB,2025-07-27,initial_default
ACC-001088,Commercial,2025-12-01,usage_threshold
ACC-001089,SMB,2020-11-24,initial_default
ACC-001090,SMB,2024-01-14,initial_default
ACC-001091,SMB,2022-02-03,initial_default
ACC-001092,SMB,2024-09-26,initial_default
ACC-001093,SMB,2023-11-20,initial_default
ACC-001094,SMB,2025-05-10,initial_default
ACC-001095,SMB,2024-03-24,initial_default
ACC-001096,SMB,2025-12-20,initial_default
ACC-001097,SMB,2023-08-12,initial_default
ACC-001098,SMB,2025-04-27,initial_default
ACC-001099,SMB,2023-10-14,initial_default
ACC-001099,Commercial,2025-12-01,firmographic_rescore
ACC-001100,SMB,2024-12-08,initial_default
ACC-001101,SMB,2024-07-24,initial_default
ACC-001101,Commercial,2025-09-01,usage_threshold
ACC-001102,SMB,2025-10-16,initial_default
ACC-001103,SMB,2022-09-14,initial_default
ACC-001104,SMB,2024-04-06,initial_default
ACC-001105,SMB,2024-05-16,initial_default
ACC-001106,SMB,2024-03-23,initial_default
ACC-001107,SMB,2024-02-21,initial_default
ACC-001108,SMB,2025-04-10,initial_default
ACC-001109,SMB,2025-02-20,initial_default
ACC-001110,SMB,2025-07-20,initial_default
ACC-001111,SMB,2025-06-14,initial_default
ACC-001112,SMB,2025-06-16,initial_default
ACC-001113,SMB,2024-09-17,initial_default
ACC-001114,SMB,2020-04-26,initial_default
ACC-001114,Commercial,2025-09-01,usage_threshold
ACC-001115,SMB,2023-11-05,initial_default
ACC-001116,SMB,2021-09-04,initial_default
ACC-001117,SMB,2023-02-05,initial_default
ACC-001118,SMB,2024-11-28,initial_default
ACC-001119,SMB,2023-05-03,initial_default
ACC-001120,SMB,2025-08-26,initial_default
ACC-001121,SMB,2021-01-18,initial_default
ACC-001122,SMB,2025-10-03,initial_default
ACC-001123,SMB,2023-11-19,initial_default
ACC-001124,SMB,2024-08-14,initial_default
ACC-001125,SMB,2025-09-25,initial_default
ACC-001126,SMB,2023-09-11,initial_default
ACC-001127,SMB,2024-03-17,initial_default
ACC-001128,SMB,2024-07-14,initial_default
ACC-001129,SMB,2023-05-25,initial_default
ACC-001130,SMB,2025-01-18,initial_default
ACC-001131,SMB,2025-02-21,initial_default
ACC-001132,SMB,2025-10-14,initial_default
ACC-001133,SMB,2025-12-24,initial_default
ACC-001134,SMB,2023-07-07,initial_default
ACC-001135,SMB,2024-12-20,initial_default
ACC-001136,SMB,2025-05-21,initial_default
ACC-001137,SMB,2025-05-11,initial_default
ACC-001138,SMB,2025-11-20,initial_default
ACC-001139,SMB,2024-01-15,initial_default
ACC-001139,Commercial,2024-03-01,usage_threshold
ACC-001140,SMB,2024-10-05,initial_default
ACC-001141,SMB,2025-05-07,initial_default
ACC-001142,SMB,2024-01-05,initial_default
ACC-001143,SMB,2025-07-22,initial_default
ACC-001144,SMB,2023-01-27,initial_default
ACC-001145,SMB,2023-02-09,initial_default
ACC-001146,SMB,2024-09-01,initial_default
ACC-001147,SMB,2025-07-26,initial_default
ACC-001148,SMB,2025-07-06,initial_default
ACC-001149,SMB,2022-02-02,initial_default
ACC-001150,SMB,2025-01-09,initial_default
ACC-001151,SMB,2023-06-23,initial_default
ACC-001152,SMB,2025-02-15,initial_default
ACC-001153,SMB,2022-10-06,initial_default
ACC-001154,SMB,2024-07-07,initial_default
ACC-001155,SMB,2021-10-14,initial_default
ACC-001156,SMB,2024-04-07,initial_default
ACC-001157,SMB,2023-07-12,initial_default
ACC-001158,SMB,2025-06-14,initial_default
ACC-001159,SMB,2024-01-26,initial_default
ACC-001160,SMB,2023-06-05,initial_default
ACC-001161,SMB,2023-10-15,initial_default
ACC-001162,SMB,2025-07-04,initial_default
ACC-001163,SMB,2025-06-23,initial_default
ACC-001163,Commercial,2025-08-01,firmographic_rescore
ACC-001164,SMB,2025-06-27,initial_default
ACC-001165,SMB,2023-08-10,initial_default
ACC-001166,SMB,2023-11-06,initial_default
ACC-001167,SMB,2021-10-21,initial_default
ACC-001168,SMB,2025-12-10,initial_default
ACC-001169,SMB,2024-10-04,initial_default
ACC-001170,SMB,2024-03-01,initial_default
ACC-001171,SMB,2023-08-04,initial_default
ACC-001171,Commercial,2024-12-01,usage_threshold
ACC-001172,SMB,2023-04-20,initial_default
ACC-001173,SMB,2021-08-27,initial_default
ACC-001174,SMB,2025-04-02,initial_default
ACC-001175,SMB,2024-12-18,initial_default
ACC-001176,SMB,2025-09-19,initial_default
ACC-001177,SMB,2025-06-17,initial_default
ACC-001178,SMB,2024-10-06,initial_default
ACC-001179,SMB,2025-12-20,initial_default
ACC-001180,SMB,2023-05-19,initial_default
ACC-001181,SMB,2025-06-26,initial_default
ACC-001182,SMB,2024-11-19,initial_default
ACC-001183,SMB,2023-06-15,initial_default
ACC-001183,Commercial,2025-11-01,usage_threshold
ACC-001184,SMB,2025-07-09,initial_default
ACC-001185,SMB,2025-03-02,initial_default
ACC-001186,SMB,2025-09-16,initial_default
ACC-001187,SMB,2024-11-18,initial_default
ACC-001188,SMB,2022-01-02,initial_default
ACC-001189,SMB,2021-04-07,initial_default
ACC-001190,SMB,2023-06-26,initial_default
ACC-001191,SMB,2024-07-05,initial_default
ACC-001192,SMB,2020-01-13,initial_default
ACC-001193,SMB,2022-04-05,initial_default
ACC-001194,SMB,2025-10-22,initial_default
ACC-001195,SMB,2020-08-14,initial_default
ACC-001196,SMB,2025-04-22,initial_default
ACC-001196,Commercial,2025-08-01,usage_threshold
ACC-001197,SMB,2024-01-25,initial_default
ACC-001197,Commercial,2025-01-01,firmographic_rescore
ACC-001198,SMB,2023-09-05,initial_default
ACC-001199,SMB,2024-03-20,initial_default
ACC-001200,SMB,2024-06-09,initial_default
ACC-001201,SMB,2025-06-23,initial_default
ACC-001202,SMB,2024-09-15,initial_default
ACC-001203,SMB,2025-07-13,initial_default
ACC-001204,SMB,2024-01-28,initial_default
ACC-001205,SMB,2025-12-08,initial_default
ACC-001206,SMB,2024-07-25,initial_default
ACC-001207,SMB,2021-05-11,initial_default
ACC-001208,SMB,2025-02-15,initial_default
ACC-001209,SMB,2024-12-24,initial_default
ACC-001210,SMB,2023-03-20,initial_default
ACC-001211,SMB,2025-06-16,initial_default
ACC-001212,SMB,2025-02-15,initial_default
ACC-001213,SMB,2023-09-11,initial_default
ACC-001214,SMB,2025-02-18,initial_default
ACC-001215,SMB,2023-03-15,initial_default
ACC-001215,Commercial,2025-09-01,usage_threshold
ACC-001216,SMB,2022-10-05,initial_default
ACC-001216,Commercial,2023-12-01,firmographic_rescore
ACC-001217,SMB,2023-09-13,initial_default
ACC-001218,SMB,2024-01-21,initial_default
ACC-001219,SMB,2025-04-17,initial_default
ACC-001219,Commercial,2025-08-01,usage_threshold
ACC-001220,SMB,2024-05-28,initial_default
ACC-001221,SMB,2021-05-18,initial_default
ACC-001222,SMB,2021-06-20,initial_default
ACC-001222,Commercial,2022-05-01,usage_threshold
ACC-001223,SMB,2023-05-25,initial_default
ACC-001224,SMB,2020-03-06,initial_default
ACC-001225,SMB,2025-11-11,initial_default
ACC-001226,SMB,2025-07-14,initial_default
ACC-001227,SMB,2023-09-02,initial_default
ACC-001228,SMB,2025-03-17,initial_default
ACC-001229,SMB,2021-05-19,initial_default
ACC-001230,SMB,2021-07-26,initial_default
ACC-001231,SMB,2025-05-10,initial_default
ACC-001232,SMB,2023-05-11,initial_default
ACC-001233,SMB,2023-06-27,initial_default
ACC-001234,SMB,2024-09-11,initial_default
ACC-001234,Commercial,2025-10-01,usage_threshold
ACC-001235,SMB,2025-07-25,initial_default
ACC-001236,SMB,2024-09-18,initial_default
ACC-001237,SMB,2020-06-16,initial_default
ACC-001238,SMB,2025-12-17,initial_default
ACC-001239,SMB,2025-02-28,initial_default
ACC-001240,SMB,2020-12-23,initial_default
ACC-001241,SMB,2025-10-23,initial_default
ACC-001242,SMB,2023-10-06,initial_default
ACC-001243,SMB,2025-12-23,initial_default
ACC-001244,SMB,2025-02-19,initial_default
ACC-001245,SMB,2025-11-23,initial_default
ACC-001246,SMB,2024-09-21,initial_default
ACC-001247,SMB,2025-04-20,initial_default
ACC-001248,SMB,2024-03-12,initial_default
ACC-001249,SMB,2023-03-23,initial_default
ACC-001250,SMB,2023-05-06,initial_default
ACC-001251,SMB,2024-05-07,initial_default
ACC-001252,SMB,2024-03-03,initial_default
ACC-001253,SMB,2025-04-01,initial_default
ACC-001254,SMB,2024-09-08,initial_default
ACC-001255,SMB,2022-08-18,initial_default
ACC-001256,SMB,2023-11-08,initial_default
ACC-001257,SMB,2024-12-16,initial_default
ACC-001258,SMB,2020-05-19,initial_default
ACC-001259,SMB,2024-04-02,initial_default
ACC-001260,SMB,2024-04-05,initial_default
ACC-001261,SMB,2025-08-20,initial_default
ACC-001262,SMB,2020-11-12,initial_default
ACC-001263,SMB,2024-10-18,initial_default
ACC-001263,Commercial,2025-07-01,usage_threshold
ACC-001264,SMB,2024-07-17,initial_default
ACC-001265,SMB,2024-11-17,initial_default
ACC-001266,SMB,2025-09-23,initial_default
ACC-001267,SMB,2024-08-09,initial_default
ACC-001268,SMB,2024-12-23,initial_default
ACC-001269,SMB,2023-10-11,initial_default
ACC-001270,SMB,2024-09-28,initial_default
ACC-001271,SMB,2024-06-01,initial_default
ACC-001272,SMB,2023-04-19,initial_default
ACC-001273,SMB,2025-08-15,initial_default
ACC-001274,SMB,2022-07-16,initial_default
ACC-001275,SMB,2025-10-01,initial_default
ACC-001276,SMB,2024-06-25,initial_default
ACC-001277,SMB,2023-01-03,initial_default
ACC-001278,SMB,2023-02-08,initial_default
ACC-001279,SMB,2024-05-17,initial_default
ACC-001279,Commercial,2025-01-01,usage_threshold
ACC-001280,SMB,2024-08-27,initial_default
ACC-001281,SMB,2025-08-22,initial_default
ACC-001282,SMB,2024-03-18,initial_default
ACC-001283,SMB,2022-11-07,initial_default
ACC-001283,Commercial,2025-10-01,usage_threshold
ACC-001284,SMB,2025-06-05,initial_default
ACC-001285,SMB,2025-11-15,initial_default
ACC-001286,SMB,2024-08-26,initial_default
ACC-001287,SMB,2025-01-16,initial_default
ACC-001288,SMB,2023-08-03,initial_default
ACC-001289,SMB,2025-01-13,initial_default
ACC-001290,SMB,2023-08-19,initial_default
ACC-001290,Commercial,2024-04-01,firmographic_rescore
ACC-001291,SMB,2025-08-20,initial_default
ACC-001292,SMB,2021-09-24,initial_default
ACC-001292,Commercial,2023-06-01,usage_threshold
ACC-001293,SMB,2025-04-12,initial_default
ACC-001294,SMB,2023-12-02,initial_default
ACC-001295,SMB,2024-08-13,initial_default
ACC-001296,SMB,2020-05-30,initial_default
ACC-001297,SMB,2025-07-22,initial_default
ACC-001298,SMB,2020-12-23,initial_default
ACC-001298,Commercial,2021-05-01,usage_threshold
ACC-001299,SMB,2022-05-16,initial_default
ACC-001300,SMB,2024-12-10,initial_default
ACC-001301,SMB,2025-02-27,initial_default
ACC-001302,SMB,2025-06-22,initial_default
ACC-001303,SMB,2024-11-12,initial_default
ACC-001304,SMB,2023-05-04,initial_default
ACC-001305,SMB,2024-04-10,initial_default
ACC-001306,SMB,2024-12-13,initial_default
ACC-001307,SMB,2024-05-14,initial_default
ACC-001308,SMB,2024-04-17,initial_default
ACC-001309,SMB,2024-04-17,initial_default
ACC-001310,SMB,2025-03-06,initial_default
ACC-001311,SMB,2020-11-02,initial_default
ACC-001312,SMB,2024-05-23,initial_default
ACC-001313,SMB,2025-02-10,initial_default
ACC-001313,Commercial,2025-12-01,usage_threshold
ACC-001314,SMB,2025-01-11,initial_default
ACC-001315,SMB,2025-02-14,initial_default
ACC-001316,SMB,2021-05-23,initial_default
ACC-001317,SMB,2023-06-01,initial_default
ACC-001317,Commercial,2025-07-01,usage_threshold
ACC-001318,SMB,2023-12-04,initial_default
ACC-001319,SMB,2025-02-27,initial_default
ACC-001320,SMB,2024-01-18,initial_default
ACC-001321,SMB,2023-08-04,initial_default
ACC-001322,SMB,2025-02-02,initial_default
ACC-001323,SMB,2021-04-06,initial_default
ACC-001324,SMB,2024-05-27,initial_default
ACC-001325,SMB,2025-09-23,initial_default
ACC-001326,SMB,2023-12-16,initial_default
ACC-001327,SMB,2024-12-18,initial_default
ACC-001328,SMB,2024-04-21,initial_default
ACC-001329,SMB,2023-10-10,initial_default
ACC-001330,SMB,2025-02-01,initial_default
ACC-001331,SMB,2024-03-10,initial_default
ACC-001332,SMB,2023-11-15,initial_default
ACC-001333,SMB,2024-07-26,initial_default
ACC-001334,SMB,2023-06-22,initial_default
ACC-001334,Commercial,2024-04-01,firmographic_rescore
ACC-001335,SMB,2025-08-24,initial_default
ACC-001336,SMB,2024-11-25,initial_default
ACC-001337,SMB,2025-01-19,initial_default
ACC-001338,SMB,2022-07-07,initial_default
ACC-001339,SMB,2025-08-01,initial_default
ACC-001340,SMB,2025-06-13,initial_default
ACC-001341,SMB,2021-03-05,initial_default
ACC-001342,SMB,2021-08-18,initial_default
ACC-001343,SMB,2025-08-16,initial_default
ACC-001344,SMB,2025-02-19,initial_default
ACC-001345,SMB,2024-06-09,initial_default
ACC-001346,SMB,2025-03-18,initial_default
ACC-001347,SMB,2020-10-26,initial_default
ACC-001348,SMB,2023-08-08,initial_default
ACC-001349,SMB,2025-07-19,initial_default
ACC-001350,SMB,2025-12-24,initial_default
ACC-001351,SMB,2025-09-01,initial_default
ACC-001352,SMB,2024-06-03,initial_default
ACC-001353,SMB,2025-02-10,initial_default
ACC-001354,SMB,2024-08-07,initial_default
ACC-001354,Commercial,2025-08-01,usage_threshold
ACC-001355,SMB,2025-12-19,initial_default
ACC-001356,SMB,2023-10-09,initial_default
ACC-001356,Commercial,2025-09-01,usage_threshold
ACC-001357,SMB,2020-08-03,initial_default
ACC-001357,Commercial,2022-06-01,firmographic_rescore
ACC-001358,SMB,2023-12-21,initial_default
ACC-001359,SMB,2023-04-16,initial_default
ACC-001360,SMB,2020-05-25,initial_default
ACC-001361,SMB,2023-03-15,initial_default
ACC-001362,SMB,2021-12-25,initial_default
ACC-001363,SMB,2022-10-10,initial_default
ACC-001364,SMB,2025-07-11,initial_default
ACC-001365,SMB,2025-11-07,initial_default
ACC-001366,SMB,2025-11-15,initial_default
ACC-001367,SMB,2023-05-08,initial_default
ACC-001368,SMB,2025-07-16,initial_default
ACC-001369,SMB,2023-09-05,initial_default
ACC-001370,SMB,2025-02-10,initial_default
ACC-001370,Commercial,2025-04-01,usage_threshold
ACC-001371,SMB,2025-04-19,initial_default
ACC-001372,SMB,2025-11-09,initial_default
ACC-001373,SMB,2020-10-23,initial_default
ACC-001374,SMB,2025-12-07,initial_default
ACC-001375,SMB,2025-12-26,initial_default
ACC-001376,SMB,2025-04-22,initial_default
ACC-001377,SMB,2025-06-08,initial_default
ACC-001378,SMB,2025-10-15,initial_default
ACC-001379,SMB,2025-11-16,initial_default
ACC-001380,SMB,2025-12-28,initial_default
ACC-001381,SMB,2021-02-07,initial_default
ACC-001382,SMB,2025-01-09,initial_default
ACC-001383,SMB,2025-06-25,initial_default
ACC-001384,SMB,2025-04-21,initial_default
ACC-001385,SMB,2025-04-06,initial_default
ACC-001386,SMB,2024-09-04,initial_default
ACC-001387,SMB,2023-07-15,initial_default
ACC-001388,SMB,2025-10-22,initial_default
ACC-001389,SMB,2024-11-22,initial_default
ACC-001390,SMB,2024-06-14,initial_default
ACC-001391,SMB,2025-02-22,initial_default
ACC-001392,SMB,2025-06-23,initial_default
ACC-001393,SMB,2023-12-07,initial_default
ACC-001394,SMB,2023-05-08,initial_default
ACC-001395,SMB,2025-04-07,initial_default
ACC-001396,SMB,2025-11-13,initial_default
ACC-001397,SMB,2024-06-17,initial_default
ACC-001398,SMB,2025-02-21,initial_default
ACC-001399,SMB,2025-01-23,initial_default
ACC-001400,SMB,2025-05-15,initial_default
ACC-001401,SMB,2024-05-23,initial_default
ACC-001402,SMB,2022-05-05,initial_default
ACC-001403,SMB,2024-03-28,initial_default
ACC-001404,SMB,2024-02-09,initial_default
ACC-001405,SMB,2023-03-26,initial_default
ACC-001406,SMB,2024-04-27,initial_default
ACC-001407,SMB,2025-08-23,initial_default
ACC-001408,SMB,2021-05-07,initial_default
ACC-001409,SMB,2024-05-24,initial_default
ACC-001410,SMB,2023-10-20,initial_default
ACC-001411,SMB,2025-05-02,initial_default
ACC-001412,SMB,2023-08-01,initial_default
ACC-001413,SMB,2021-08-30,initial_default
ACC-001414,SMB,2025-01-22,initial_default
ACC-001415,SMB,2025-05-25,initial_default
ACC-001415,Commercial,2025-09-01,usage_threshold
ACC-001416,SMB,2025-03-12,initial_default
ACC-001417,SMB,2025-12-13,initial_default
ACC-001418,SMB,2025-04-26,initial_default
ACC-001419,SMB,2023-09-15,initial_default
ACC-001420,SMB,2024-07-06,initial_default
ACC-001421,SMB,2023-07-27,initial_default
ACC-001422,SMB,2025-11-16,initial_default
ACC-001423,SMB,2024-08-02,initial_default
ACC-001424,SMB,2022-06-24,initial_default
ACC-001425,SMB,2024-09-27,initial_default
ACC-001426,SMB,2025-06-10,initial_default
ACC-001427,SMB,2024-04-01,initial_default
ACC-001428,SMB,2020-11-17,initial_default
ACC-001429,SMB,2024-04-10,initial_default
ACC-001429,Commercial,2025-03-01,usage_threshold
ACC-001430,SMB,2020-04-03,initial_default
ACC-001430,Commercial,2025-02-01,firmographic_rescore
ACC-001431,SMB,2025-04-09,initial_default
ACC-001432,SMB,2023-12-07,initial_default
ACC-001433,SMB,2023-05-19,initial_default
ACC-001434,SMB,2025-12-04,initial_default
ACC-001435,SMB,2024-08-11,initial_default
ACC-001436,SMB,2025-09-28,initial_default
ACC-001437,SMB,2025-10-18,initial_default
ACC-001438,SMB,2024-09-13,initial_default
ACC-001439,SMB,2024-09-04,initial_default
ACC-001440,SMB,2025-05-28,initial_default
ACC-001441,SMB,2022-11-14,initial_default
ACC-001442,SMB,2020-04-25,initial_default
ACC-001443,SMB,2024-08-28,initial_default
ACC-001444,SMB,2022-04-07,initial_default
ACC-001445,SMB,2025-12-17,initial_default
ACC-001446,SMB,2023-12-12,initial_default
ACC-001447,SMB,2024-06-21,initial_default
ACC-001448,SMB,2020-09-05,initial_default
ACC-001449,SMB,2021-05-17,initial_default
ACC-001450,SMB,2025-08-13,initial_default
ACC-001451,SMB,2025-05-16,initial_default
ACC-001452,SMB,2021-12-15,initial_default
ACC-001453,SMB,2024-09-02,initial_default
ACC-001454,SMB,2025-07-20,initial_default
ACC-001455,SMB,2023-05-10,initial_default
ACC-001456,SMB,2024-05-01,initial_default
ACC-001457,SMB,2025-02-05,initial_default
ACC-001458,SMB,2023-11-17,initial_default
ACC-001458,Commercial,2024-05-01,usage_threshold
ACC-001459,SMB,2024-07-25,initial_default
ACC-001459,Commercial,2025-09-01,usage_threshold
ACC-001460,SMB,2024-07-02,initial_default
ACC-001461,SMB,2023-11-19,initial_default
ACC-001462,SMB,2025-01-19,initial_default
ACC-001463,SMB,2024-07-06,initial_default
ACC-001464,SMB,2024-04-23,initial_default
ACC-001465,SMB,2025-10-26,initial_default
ACC-001466,SMB,2024-10-23,initial_default
ACC-001467,SMB,2020-07-02,initial_default
ACC-001468,SMB,2024-12-10,initial_default
ACC-001469,SMB,2025-07-14,initial_default
ACC-001470,SMB,2021-01-06,initial_default
ACC-001471,SMB,2020-02-29,initial_default
ACC-001472,SMB,2024-03-24,initial_default
ACC-001473,SMB,2025-10-17,initial_default
ACC-001474,SMB,2024-11-04,initial_default
ACC-001475,SMB,2020-02-20,initial_default
ACC-001476,SMB,2025-02-22,initial_default
ACC-001477,SMB,2022-07-21,initial_default
ACC-001478,SMB,2025-10-27,initial_default
ACC-001479,SMB,2025-08-14,initial_default
ACC-001480,SMB,2025-11-06,initial_default
ACC-001481,SMB,2025-02-06,initial_default
ACC-001482,SMB,2025-12-25,initial_default
ACC-001483,SMB,2024-02-14,initial_default
ACC-001484,SMB,2020-09-06,initial_default
ACC-001485,SMB,2024-08-10,initial_default
ACC-001486,SMB,2025-07-20,initial_default
ACC-001487,SMB,2025-08-01,initial_default
ACC-001488,SMB,2025-07-02,initial_default
ACC-001488,Commercial,2025-11-01,firmographic_rescore
ACC-001489,SMB,2024-04-01,initial_default
ACC-001490,SMB,2024-06-09,initial_default
ACC-001491,SMB,2023-09-02,initial_default
ACC-001492,SMB,2024-06-03,initial_default
ACC-001493,SMB,2024-09-02,initial_default
ACC-001494,SMB,2023-01-02,initial_default
ACC-001495,SMB,2025-05-28,initial_default
ACC-001496,SMB,2024-02-23,initial_default
ACC-001497,SMB,2024-12-10,initial_default
ACC-001498,SMB,2024-04-16,initial_default
ACC-001499,SMB,2024-05-27,initial_default
ACC-001500,SMB,2023-11-18,initial_default
ACC-001501,SMB,2025-10-28,initial_default
ACC-001502,SMB,2025-02-12,initial_default
ACC-001503,SMB,2023-04-04,initial_default
ACC-001504,SMB,2024-07-08,initial_default
ACC-001505,SMB,2022-07-10,initial_default
ACC-001506,SMB,2024-10-13,initial_default
ACC-001507,SMB,2024-02-27,initial_default
ACC-001508,SMB,2022-12-02,initial_default
ACC-001509,SMB,2024-05-07,initial_default
ACC-001510,SMB,2022-10-15,initial_default
ACC-001511,SMB,2024-07-05,initial_default
ACC-001512,SMB,2025-04-22,initial_default
ACC-001513,SMB,2024-01-27,initial_default
ACC-001514,SMB,2023-12-22,initial_default
ACC-001515,SMB,2022-04-03,initial_default
ACC-001516,SMB,2021-06-02,initial_default
ACC-001517,SMB,2025-03-05,initial_default
ACC-001517,Commercial,2025-10-01,firmographic_rescore
ACC-001518,SMB,2025-03-25,initial_default
ACC-001519,SMB,2023-09-28,initial_default
ACC-001520,SMB,2024-10-07,initial_default
ACC-001521,SMB,2025-02-23,initial_default
ACC-001522,SMB,2025-03-05,initial_default
ACC-001523,SMB,2021-05-28,initial_default
ACC-001524,SMB,2025-11-07,initial_default
ACC-001525,SMB,2024-02-18,initial_default
ACC-001526,SMB,2025-03-15,initial_default
ACC-001527,SMB,2023-01-12,initial_default
ACC-001528,SMB,2025-06-25,initial_default
ACC-001529,SMB,2025-07-26,initial_default
ACC-001530,SMB,2022-12-09,initial_default
ACC-001531,SMB,2023-04-12,initial_default
ACC-001531,Commercial,2025-11-01,usage_threshold
ACC-001532,SMB,2025-10-14,initial_default
ACC-001533,SMB,2024-02-14,initial_default
ACC-001534,SMB,2023-12-12,initial_default
ACC-001535,SMB,2024-07-26,initial_default
ACC-001536,SMB,2025-05-14,initial_default
ACC-001537,SMB,2024-01-12,initial_default
ACC-001538,SMB,2024-06-07,initial_default
ACC-001539,SMB,2023-08-03,initial_default
ACC-001540,SMB,2023-12-21,initial_default
ACC-001541,SMB,2025-02-16,initial_default
ACC-001542,SMB,2023-05-20,initial_default
ACC-001543,SMB,2023-08-07,initial_default
ACC-001543,Commercial,2025-01-01,usage_threshold
ACC-001544,SMB,2022-07-23,initial_default
ACC-001545,SMB,2024-02-17,initial_default
ACC-001546,SMB,2024-10-03,initial_default
ACC-001547,SMB,2025-05-26,initial_default
ACC-001548,SMB,2024-06-13,initial_default
ACC-001549,SMB,2023-12-14,initial_default
ACC-001549,Commercial,2025-08-01,firmographic_rescore
ACC-001550,SMB,2020-06-17,initial_default
ACC-001551,SMB,2024-10-15,initial_default
ACC-001552,SMB,2025-10-12,initial_default
ACC-001553,SMB,2023-03-27,initial_default
ACC-001553,Commercial,2025-01-01,usage_threshold
ACC-001554,SMB,2023-11-14,initial_default
ACC-001555,SMB,2023-08-03,initial_default
ACC-001556,SMB,2023-06-16,initial_default
ACC-001557,SMB,2024-07-18,initial_default
ACC-001558,SMB,2025-04-28,initial_default
ACC-001559,SMB,2025-04-17,initial_default
ACC-001560,SMB,2022-11-02,initial_default
ACC-001561,SMB,2024-01-03,initial_default
