account_id,company_id,segment,employee_count_band,industry,region,channel,signup_date,icp_fit_score,is_personal_email_domain
ACC-002327,CO-0070279,SMB,11-50,Professional Services,North America,self_serve,2025-10-07,23.4,False
ACC-002328,CO-0006076,SMB,51-200,Retail/E-commerce,North America,inbound_marketing,2025-04-08,39.2,False
ACC-002329,CO-0010840,SMB,1-10,Financial Services,North America,self_serve,2023-08-17,38.1,False
ACC-002330,CO-0060732,SMB,51-200,Public Sector,EMEA,self_serve,2021-08-23,39.5,False
ACC-002331,CO-0038068,SMB,1-10,Financial Services,North America,self_serve,2022-07-08,32.6,False
ACC-002332,CO-0115183,SMB,11-50,Manufacturing,North America,inbound_marketing,2023-05-13,33.2,False
ACC-002333,CO-0085883,SMB,1-10,Financial Services,North America,self_serve,2023-06-27,35.6,True
ACC-002334,CO-0007750,SMB,1-10,Financial Services,North America,self_serve,2024-01-12,20.7,False
ACC-002335,CO-0049112,SMB,11-50,Healthcare,North America,self_serve,2025-12-02,27.8,False
ACC-002336,CO-0104630,Enterprise,1-10,Education,North America,self_serve,2023-08-15,10.8,False
ACC-002337,CO-0102473,SMB,11-50,Public Sector,APAC,self_serve,2025-03-25,30.3,False
ACC-002338,CO-0066744,SMB,1-10,Healthcare,EMEA,self_serve,2025-09-23,33.6,True
ACC-002339,CO-0056180,SMB,1-10,Retail/E-commerce,APAC,inbound_marketing,2023-06-06,17.3,False
ACC-002340,CO-0047194,SMB,1-10,Public Sector,EMEA,self_serve,2024-01-25,24.7,False
ACC-002341,CO-0005600,SMB,1-10,Financial Services,North America,self_serve,2024-02-15,30.9,False
ACC-002342,CO-0061505,SMB,1-10,Professional Services,North America,self_serve,2025-07-05,32.9,True
ACC-002343,CO-0106955,SMB,11-50,Financial Services,EMEA,self_serve,2023-12-20,32.9,False
ACC-002344,CO-0087292,SMB,1-10,Retail/E-commerce,North America,self_serve,2024-01-03,15.9,False
ACC-002345,CO-0094836,Commercial,1-10,Healthcare,APAC,self_serve,2025-01-05,19.8,False
ACC-002346,CO-0086056,SMB,51-200,Retail/E-commerce,North America,self_serve,2025-07-14,30.1,False
ACC-002347,CO-0081925,SMB,1-10,Logistics/Supply Chain,EMEA,self_serve,2025-11-08,26.0,False
ACC-002348,CO-0122493,SMB,11-50,Healthcare,North America,self_serve,2025-01-08,31.6,False
ACC-002349,CO-0121783,Commercial,11-50,Logistics/Supply Chain,North America,self_serve,2024-08-01,15.3,False
ACC-002350,CO-0002839,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2025-05-23,35.2,False
ACC-002351,CO-0032996,SMB,1-10,Retail/E-commerce,North America,self_serve,2021-06-25,18.5,True
ACC-002352,CO-0019125,Commercial,1-10,Retail/E-commerce,North America,self_serve,2023-11-19,21.2,False
ACC-002353,CO-0014842,Commercial,51-200,Education,EMEA,self_serve,2023-12-01,19.5,False
ACC-002354,CO-0081233,SMB,11-50,Manufacturing,EMEA,inbound_marketing,2024-08-27,30.0,False
ACC-002355,CO-0100652,SMB,11-50,Healthcare,EMEA,self_serve,2021-07-23,35.0,False
ACC-002356,CO-0076382,SMB,201-1000,Education,North America,inbound_marketing,2025-05-10,38.1,False
ACC-002357,CO-0016364,SMB,51-200,Technology/SaaS,North America,self_serve,2020-11-06,36.1,False
ACC-002358,CO-0100779,SMB,51-200,Professional Services,North America,inbound_marketing,2023-02-26,29.5,False
ACC-002359,CO-0096363,SMB,1-10,Financial Services,EMEA,self_serve,2024-05-03,32.8,False
ACC-002360,CO-0110379,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2020-11-10,21.4,False
ACC-002361,CO-0114913,SMB,1-10,Technology/SaaS,EMEA,inbound_marketing,2022-11-30,32.4,False
ACC-002362,CO-0000189,SMB,1-10,Retail/E-commerce,EMEA,self_serve,2024-12-21,17.0,False
ACC-002363,CO-0016884,SMB,51-200,Professional Services,APAC,inbound_marketing,2021-01-23,34.3,False
ACC-002364,CO-0069264,SMB,1-10,Media/Entertainment,North America,self_serve,2024-01-23,33.1,False
ACC-002365,CO-0002997,SMB,1-10,Retail/E-commerce,North America,inbound_marketing,2024-05-16,28.5,False
ACC-002366,CO-0020503,SMB,1-10,Financial Services,North America,self_serve,2025-01-03,35.4,False
ACC-002367,CO-0032963,SMB,1-10,Healthcare,North America,self_serve,2025-04-17,22.9,False
ACC-002368,CO-0014271,SMB,11-50,Education,APAC,inbound_marketing,2023-09-06,17.6,False
ACC-002369,CO-0017792,SMB,1-10,Retail/E-commerce,EMEA,inbound_marketing,2023-12-06,9.5,True
ACC-002370,CO-0110889,SMB,1-10,Technology/SaaS,EMEA,inbound_marketing,2023-08-10,19.6,False
ACC-002371,CO-0079117,SMB,11-50,Professional Services,North America,inbound_marketing,2020-09-09,21.6,False
ACC-002372,CO-0021341,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2020-04-12,27.6,False
ACC-002373,CO-0020018,SMB,51-200,Professional Services,North America,self_serve,2022-09-19,36.4,False
ACC-002374,CO-0044705,SMB,51-200,Retail/E-commerce,North America,inbound_marketing,2025-08-19,21.3,False
ACC-002375,CO-0007913,Commercial,11-50,Logistics/Supply Chain,EMEA,inbound_marketing,2025-03-14,23.0,False
ACC-002376,CO-0120053,SMB,1-10,Manufacturing,North America,self_serve,2025-04-16,27.6,False
ACC-002377,CO-0025116,SMB,51-200,Media/Entertainment,EMEA,self_serve,2025-02-15,39.6,False
ACC-002378,CO-0020633,SMB,1-10,Healthcare,North America,self_serve,2023-11-24,12.0,False
ACC-002379,CO-0063465,SMB,1-10,Education,EMEA,inbound_marketing,2024-11-06,22.4,False
ACC-002380,CO-0062997,SMB,1-10,Professional Services,EMEA,self_serve,2025-12-06,13.5,False
ACC-002381,CO-0025784,SMB,1-10,Financial Services,APAC,self_serve,2025-07-21,38.0,False
ACC-002382,CO-0015084,SMB,51-200,Professional Services,North America,self_serve,2024-08-02,37.8,False
ACC-002383,CO-0006771,SMB,51-200,Education,North America,inbound_marketing,2024-03-22,23.6,False
ACC-002384,CO-0110406,SMB,1-10,Financial Services,North America,self_serve,2025-04-18,24.6,True
ACC-002385,CO-0044117,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2023-12-28,24.8,False
ACC-002386,CO-0054847,SMB,51-200,Education,APAC,self_serve,2025-12-03,31.3,False
ACC-002387,CO-0046139,SMB,11-50,Logistics/Supply Chain,LATAM,inbound_marketing,2025-01-12,14.5,False
ACC-002388,CO-0077073,SMB,1-10,Professional Services,North America,self_serve,2025-05-21,15.8,False
ACC-002389,CO-0042384,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-12-16,16.2,True
ACC-002390,CO-0078603,SMB,1-10,Technology/SaaS,North America,self_serve,2025-10-16,27.4,False
ACC-002391,CO-0027267,SMB,51-200,Education,LATAM,self_serve,2024-08-10,29.1,False
ACC-002392,CO-0088810,SMB,11-50,Manufacturing,North America,inbound_marketing,2025-02-05,37.3,False
ACC-002393,CO-0115799,SMB,1-10,Healthcare,North America,self_serve,2021-07-30,18.5,False
ACC-002394,CO-0035814,SMB,11-50,Education,North America,self_serve,2025-09-27,37.7,False
ACC-002395,CO-0077931,SMB,11-50,Media/Entertainment,APAC,self_serve,2025-12-28,31.6,False
ACC-002396,CO-0042566,SMB,1-10,Retail/E-commerce,APAC,self_serve,2023-01-01,8.5,False
ACC-002397,CO-0084572,SMB,11-50,Technology/SaaS,EMEA,inbound_marketing,2025-04-02,25.2,False
ACC-002398,CO-0086648,SMB,1-10,Media/Entertainment,North America,self_serve,2025-07-02,26.0,False
ACC-002399,CO-0121368,SMB,1-10,Media/Entertainment,North America,inbound_marketing,2023-03-06,17.7,False
ACC-002400,CO-0116886,SMB,11-50,Manufacturing,North America,self_serve,2025-12-08,36.9,False
ACC-002401,CO-0099245,SMB,51-200,Professional Services,EMEA,self_serve,2025-09-15,30.0,False
ACC-002402,CO-0028440,SMB,1-10,Manufacturing,North America,self_serve,2024-06-14,26.2,False
ACC-002403,CO-0009164,SMB,11-50,Media/Entertainment,North America,inbound_marketing,2020-08-08,23.1,False
ACC-002404,CO-0028983,SMB,1-10,Manufacturing,North America,self_serve,2024-08-20,33.4,False
ACC-002405,CO-0114881,SMB,51-200,Logistics/Supply Chain,North America,inbound_marketing,2025-07-02,38.9,False
ACC-002406,CO-0079030,SMB,11-50,Professional Services,North America,inbound_marketing,2020-06-30,17.7,False
ACC-002407,CO-0040516,SMB,11-50,Media/Entertainment,APAC,self_serve,2025-12-10,29.6,False
ACC-002408,CO-0039917,SMB,51-200,Professional Services,EMEA,inbound_marketing,2025-09-19,29.7,False
ACC-002409,CO-0000714,SMB,11-50,Technology/SaaS,North America,self_serve,2024-04-15,27.0,False
ACC-002410,CO-0074847,SMB,11-50,Professional Services,APAC,self_serve,2022-06-28,27.2,False
ACC-002411,CO-0063509,SMB,1-10,Manufacturing,EMEA,self_serve,2024-09-05,17.2,False
ACC-002412,CO-0117502,SMB,11-50,Public Sector,North America,inbound_marketing,2024-02-26,38.3,False
ACC-002413,CO-0082673,SMB,1-10,Healthcare,EMEA,inbound_marketing,2021-05-01,17.3,True
ACC-002414,CO-0057649,SMB,11-50,Public Sector,EMEA,self_serve,2025-05-06,18.6,False
ACC-002415,CO-0105353,SMB,1-10,Financial Services,North America,self_serve,2020-02-13,28.3,False
ACC-002416,CO-0094121,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2025-06-02,28.1,True
ACC-002417,CO-0083740,SMB,1-10,Professional Services,APAC,self_serve,2025-10-22,14.9,True
ACC-002418,CO-0081681,SMB,1-10,Healthcare,North America,self_serve,2024-09-21,24.2,False
ACC-002419,CO-0046473,Commercial,11-50,Logistics/Supply Chain,North America,self_serve,2021-11-18,18.9,False
ACC-002420,CO-0090428,SMB,51-200,Financial Services,APAC,self_serve,2024-01-25,34.3,False
ACC-002421,CO-0023684,SMB,11-50,Technology/SaaS,LATAM,inbound_marketing,2025-09-21,28.4,False
ACC-002422,CO-0070461,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2025-10-23,34.0,False
ACC-002423,CO-0074884,SMB,1-10,Professional Services,APAC,inbound_marketing,2023-12-27,14.8,True
ACC-002424,CO-0084505,SMB,1-10,Retail/E-commerce,North America,self_serve,2021-10-16,26.9,False
ACC-002425,CO-0026486,SMB,51-200,Retail/E-commerce,North America,self_serve,2021-12-13,32.0,False
ACC-002426,CO-0046992,SMB,11-50,Financial Services,North America,self_serve,2024-11-03,27.4,False
ACC-002427,CO-0037236,SMB,11-50,Professional Services,North America,self_serve,2024-08-25,36.9,False
ACC-002428,CO-0092779,SMB,11-50,Manufacturing,North America,self_serve,2025-01-20,37.9,False
ACC-002429,CO-0108383,SMB,1-10,Professional Services,EMEA,self_serve,2025-01-01,15.7,False
ACC-002430,CO-0099656,SMB,51-200,Media/Entertainment,North America,inbound_marketing,2023-11-28,34.1,False
ACC-002431,CO-0023699,SMB,51-200,Media/Entertainment,North America,self_serve,2025-08-05,39.0,False
ACC-002432,CO-0090587,SMB,1-10,Technology/SaaS,North America,self_serve,2024-10-23,33.3,False
ACC-002433,CO-0087325,SMB,1-10,Manufacturing,EMEA,inbound_marketing,2025-08-12,26.2,True
ACC-002434,CO-0047213,SMB,1-10,Retail/E-commerce,EMEA,self_serve,2024-12-25,21.2,False
ACC-002435,CO-0102198,SMB,51-200,Media/Entertainment,APAC,inbound_marketing,2025-04-25,36.5,False
ACC-002436,CO-0049682,SMB,1-10,Professional Services,APAC,inbound_marketing,2022-11-28,25.5,False
ACC-002437,CO-0066504,SMB,1-10,Education,EMEA,self_serve,2024-12-08,15.4,False
ACC-002438,CO-0019922,SMB,1-10,Professional Services,EMEA,self_serve,2024-11-22,22.4,False
ACC-002439,CO-0120963,SMB,1-10,Healthcare,North America,inbound_marketing,2025-07-17,33.6,False
ACC-002440,CO-0006826,Commercial,1-10,Retail/E-commerce,EMEA,inbound_marketing,2025-05-26,16.4,False
ACC-002441,CO-0036714,SMB,11-50,Education,APAC,self_serve,2021-03-19,28.5,False
ACC-002442,CO-0051002,SMB,1-10,Retail/E-commerce,North America,self_serve,2024-10-15,20.6,False
ACC-002443,CO-0053296,Commercial,1-10,Financial Services,EMEA,inbound_marketing,2020-08-20,35.4,False
ACC-002444,CO-0108663,SMB,11-50,Manufacturing,APAC,self_serve,2025-08-16,30.8,False
ACC-002445,CO-0080882,SMB,11-50,Education,North America,self_serve,2024-12-05,22.8,False
ACC-002446,CO-0117002,SMB,11-50,Education,North America,self_serve,2024-07-15,13.9,False
ACC-002447,CO-0030833,SMB,51-200,Public Sector,North America,inbound_marketing,2024-03-16,38.2,False
ACC-002448,CO-0011044,SMB,1-10,Financial Services,EMEA,self_serve,2022-11-19,31.0,False
ACC-002449,CO-0061307,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2024-05-20,9.7,False
ACC-002450,CO-0076100,SMB,1-10,Healthcare,North America,inbound_marketing,2023-09-21,30.8,True
ACC-002451,CO-0024443,SMB,51-200,Healthcare,North America,self_serve,2025-08-07,32.1,False
ACC-002452,CO-0111122,Commercial,1-10,Professional Services,APAC,self_serve,2023-06-17,28.5,False
ACC-002453,CO-0090750,SMB,1-10,Professional Services,North America,self_serve,2023-09-24,17.8,True
ACC-002454,CO-0085244,SMB,11-50,Healthcare,EMEA,self_serve,2023-06-24,31.7,False
ACC-002455,CO-0056190,SMB,51-200,Professional Services,APAC,inbound_marketing,2024-10-28,27.5,False
ACC-002456,CO-0062054,SMB,1-10,Healthcare,LATAM,inbound_marketing,2025-11-05,19.9,False
ACC-002457,CO-0098147,SMB,11-50,Professional Services,EMEA,self_serve,2025-12-09,21.7,False
ACC-002458,CO-0105072,SMB,51-200,Professional Services,LATAM,self_serve,2021-07-10,26.6,False
ACC-002459,CO-0016385,Commercial,1-10,Retail/E-commerce,LATAM,self_serve,2024-03-06,7.6,True
ACC-002460,CO-0097408,SMB,51-200,Professional Services,North America,self_serve,2022-12-31,31.3,False
ACC-002461,CO-0091410,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2023-08-26,19.0,False
ACC-002462,CO-0014405,SMB,1-10,Media/Entertainment,North America,self_serve,2024-06-24,15.2,True
ACC-002463,CO-0048370,SMB,1-10,Media/Entertainment,APAC,inbound_marketing,2025-02-05,21.8,False
ACC-002464,CO-0060361,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2023-08-07,32.4,False
ACC-002465,CO-0031046,SMB,51-200,Professional Services,North America,inbound_marketing,2025-12-14,32.9,False
ACC-002466,CO-0051018,SMB,11-50,Healthcare,North America,inbound_marketing,2024-07-08,24.4,False
ACC-002467,CO-0008730,SMB,1-10,Public Sector,North America,self_serve,2023-06-10,22.2,False
ACC-002468,CO-0000697,SMB,11-50,Retail/E-commerce,North America,self_serve,2024-08-13,31.4,False
ACC-002469,CO-0001608,SMB,51-200,Manufacturing,APAC,self_serve,2025-03-05,36.8,False
ACC-002470,CO-0114584,SMB,11-50,Healthcare,North America,self_serve,2025-08-24,31.9,False
ACC-002471,CO-0067202,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2023-07-26,15.8,False
ACC-002472,CO-0017240,SMB,11-50,Financial Services,North America,inbound_marketing,2025-11-15,29.2,False
ACC-002473,CO-0115388,SMB,11-50,Healthcare,North America,self_serve,2022-09-22,32.4,False
ACC-002474,CO-0085907,SMB,51-200,Healthcare,North America,self_serve,2024-08-27,33.5,False
ACC-002475,CO-0121725,SMB,11-50,Retail/E-commerce,North America,self_serve,2024-04-22,19.8,False
ACC-002476,CO-0122114,SMB,1-10,Manufacturing,North America,self_serve,2023-05-19,30.2,False
ACC-002477,CO-0120394,Commercial,1-10,Public Sector,North America,inbound_marketing,2023-06-06,33.1,False
ACC-002478,CO-0013642,SMB,11-50,Healthcare,EMEA,self_serve,2022-01-23,36.2,False
ACC-002479,CO-0100897,SMB,1-10,Manufacturing,EMEA,self_serve,2025-07-21,16.0,False
ACC-002480,CO-0074618,SMB,1-10,Technology/SaaS,North America,self_serve,2023-11-15,32.7,False
ACC-002481,CO-0085916,SMB,11-50,Manufacturing,EMEA,self_serve,2024-07-19,30.5,False
ACC-002482,CO-0039414,SMB,1-10,Financial Services,EMEA,self_serve,2025-04-28,34.8,False
ACC-002483,CO-0038702,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2022-05-18,17.6,True
ACC-002484,CO-0120324,SMB,1-10,Manufacturing,North America,self_serve,2023-01-02,34.4,False
ACC-002485,CO-0008062,SMB,11-50,Financial Services,EMEA,self_serve,2021-05-23,39.8,False
ACC-002486,CO-0025087,SMB,11-50,Manufacturing,North America,self_serve,2023-05-08,15.0,False
ACC-002487,CO-0057872,SMB,51-200,Retail/E-commerce,North America,self_serve,2024-05-21,37.0,False
ACC-002488,CO-0046659,SMB,1-10,Technology/SaaS,North America,self_serve,2025-08-27,28.1,False
ACC-002489,CO-0104472,SMB,11-50,Professional Services,North America,self_serve,2025-10-18,28.0,False
ACC-002490,CO-0016583,SMB,11-50,Technology/SaaS,APAC,inbound_marketing,2024-07-04,32.5,False
ACC-002491,CO-0095639,SMB,51-200,Financial Services,North America,self_serve,2024-02-03,37.9,False
ACC-002492,CO-0101569,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2022-07-08,25.7,False
ACC-002493,CO-0040082,Commercial,1-10,Retail/E-commerce,LATAM,self_serve,2023-04-28,9.4,False
ACC-002494,CO-0069621,SMB,51-200,Education,LATAM,self_serve,2020-12-25,33.9,False
ACC-002495,CO-0001444,Commercial,1-10,Media/Entertainment,EMEA,self_serve,2021-03-08,15.3,True
ACC-002496,CO-0075419,SMB,1-10,Education,North America,self_serve,2021-04-05,20.8,False
ACC-002497,CO-0038124,SMB,51-200,Media/Entertainment,EMEA,self_serve,2025-10-04,31.6,False
ACC-002498,CO-0076915,SMB,11-50,Professional Services,EMEA,self_serve,2025-01-06,23.4,False
ACC-002499,CO-0024593,SMB,1-10,Technology/SaaS,APAC,self_serve,2025-08-25,15.6,False
ACC-002500,CO-0034181,SMB,11-50,Healthcare,EMEA,self_serve,2022-05-21,37.3,False
ACC-002501,CO-0047962,Enterprise,1-10,Retail/E-commerce,North America,self_serve,2022-10-14,21.4,False
ACC-002502,CO-0080120,SMB,11-50,Manufacturing,North America,inbound_marketing,2022-12-18,28.9,False
ACC-002503,CO-0035935,SMB,51-200,Technology/SaaS,EMEA,self_serve,2025-01-08,35.8,False
ACC-002504,CO-0081961,SMB,1-10,Media/Entertainment,North America,self_serve,2024-06-10,21.5,False
ACC-002505,CO-0069715,SMB,51-200,Healthcare,EMEA,self_serve,2020-10-11,38.3,False
ACC-002506,CO-0087788,SMB,1-10,Retail/E-commerce,North America,self_serve,2024-11-19,17.2,False
ACC-002507,CO-0114079,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2025-01-10,26.4,False
ACC-002508,CO-0064699,SMB,1-10,Technology/SaaS,North America,self_serve,2023-12-24,43.3,True
ACC-002509,CO-0059443,SMB,51-200,Retail/E-commerce,North America,inbound_marketing,2023-02-10,31.9,False
ACC-002510,CO-0001564,SMB,11-50,Media/Entertainment,North America,inbound_marketing,2024-03-19,28.5,False
ACC-002511,CO-0038782,SMB,1-10,Public Sector,North America,self_serve,2023-12-07,36.5,False
ACC-002512,CO-0092513,SMB,11-50,Professional Services,North America,self_serve,2023-03-10,34.3,False
ACC-002513,CO-0074497,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2025-05-07,24.9,False
ACC-002514,CO-0036126,SMB,51-200,Education,North America,self_serve,2024-11-02,30.6,False
ACC-002515,CO-0011753,SMB,1-10,Manufacturing,North America,inbound_marketing,2024-04-08,32.9,False
ACC-002516,CO-0084648,SMB,11-50,Manufacturing,EMEA,inbound_marketing,2025-06-20,25.6,False
ACC-002517,CO-0022719,Commercial,51-200,Technology/SaaS,North America,self_serve,2021-03-17,38.9,False
ACC-002518,CO-0034417,Commercial,11-50,Financial Services,North America,self_serve,2024-02-09,27.0,False
ACC-002519,CO-0058944,SMB,11-50,Education,North America,self_serve,2024-08-03,22.4,False
ACC-002520,CO-0019724,SMB,1-10,Media/Entertainment,North America,self_serve,2025-03-24,19.2,False
ACC-002521,CO-0102134,SMB,1-10,Financial Services,North America,self_serve,2023-06-03,23.3,False
ACC-002522,CO-0071568,SMB,1-10,Manufacturing,North America,inbound_marketing,2025-06-16,35.6,False
ACC-002523,CO-0065905,SMB,1-10,Media/Entertainment,APAC,self_serve,2023-06-08,26.9,False
ACC-002524,CO-0058210,SMB,1-10,Logistics/Supply Chain,North America,self_serve,2024-03-26,29.5,False
ACC-002525,CO-0047439,SMB,1-10,Technology/SaaS,LATAM,self_serve,2024-11-26,18.0,False
ACC-002526,CO-0031712,SMB,11-50,Professional Services,EMEA,self_serve,2025-05-01,23.4,False
ACC-002527,CO-0024582,SMB,51-200,Education,APAC,self_serve,2022-07-25,24.6,False
ACC-002528,CO-0031397,SMB,11-50,Professional Services,APAC,self_serve,2024-12-17,25.0,False
ACC-002529,CO-0024265,SMB,11-50,Retail/E-commerce,North America,inbound_marketing,2023-05-21,26.4,False
ACC-002530,CO-0006868,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2025-12-07,20.6,True
ACC-002531,CO-0094917,SMB,11-50,Technology/SaaS,North America,inbound_marketing,2025-09-19,34.0,False
ACC-002532,CO-0114531,Commercial,51-200,Professional Services,EMEA,inbound_marketing,2025-05-23,31.3,False
ACC-002533,CO-0065720,SMB,1-10,Technology/SaaS,EMEA,inbound_marketing,2025-01-28,32.2,True
ACC-002534,CO-0094338,SMB,11-50,Professional Services,North America,self_serve,2025-06-05,33.0,False
ACC-002535,CO-0066810,SMB,11-50,Healthcare,APAC,self_serve,2025-06-14,20.6,False
ACC-002536,CO-0067469,SMB,1-10,Financial Services,EMEA,self_serve,2022-07-30,35.3,False
ACC-002537,CO-0003595,SMB,1-10,Financial Services,North America,inbound_marketing,2025-12-22,22.2,False
ACC-002538,CO-0035294,SMB,1-10,Professional Services,EMEA,self_serve,2024-03-20,22.8,False
ACC-002539,CO-0053333,SMB,1-10,Healthcare,North America,inbound_marketing,2025-11-21,27.3,False
ACC-002540,CO-0110040,SMB,11-50,Public Sector,North America,inbound_marketing,2024-07-09,38.8,False
ACC-002541,CO-0088890,SMB,1-10,Healthcare,APAC,self_serve,2024-03-18,28.9,True
ACC-002542,CO-0023512,SMB,11-50,Retail/E-commerce,APAC,inbound_marketing,2024-07-03,17.9,False
ACC-002543,CO-0092545,SMB,1-10,Technology/SaaS,APAC,self_serve,2023-10-04,21.6,False
ACC-002544,CO-0007091,SMB,11-50,Manufacturing,North America,inbound_marketing,2023-01-26,22.7,False
ACC-002545,CO-0050274,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2025-08-26,33.9,False
ACC-002546,CO-0090086,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2025-03-20,34.7,False
ACC-002547,CO-0004290,SMB,201-1000,Professional Services,North America,self_serve,2021-09-23,39.1,False
ACC-002548,CO-0072170,SMB,1-10,Education,EMEA,self_serve,2024-05-28,15.8,False
ACC-002549,CO-0044181,SMB,1-10,Manufacturing,North America,self_serve,2021-03-06,24.2,False
ACC-002550,CO-0092727,SMB,1-10,Manufacturing,EMEA,self_serve,2020-12-18,26.5,False
ACC-002551,CO-0002259,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2024-11-09,22.7,False
ACC-002552,CO-0093659,SMB,11-50,Professional Services,LATAM,self_serve,2022-12-26,12.4,False
ACC-002553,CO-0078496,SMB,11-50,Healthcare,North America,self_serve,2025-08-15,32.3,False
ACC-002554,CO-0096129,Commercial,11-50,Logistics/Supply Chain,North America,inbound_marketing,2024-05-02,25.7,False
ACC-002555,CO-0123000,SMB,11-50,Manufacturing,North America,inbound_marketing,2022-03-24,39.2,False
ACC-002556,CO-0010567,SMB,1-10,Technology/SaaS,EMEA,inbound_marketing,2025-03-21,29.4,False
ACC-002557,CO-0108102,SMB,11-50,Healthcare,North America,self_serve,2025-01-19,33.6,False
ACC-002558,CO-0093130,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-02-15,17.0,False
ACC-002559,CO-0102627,SMB,1-10,Technology/SaaS,North America,inbound_marketing,2025-08-09,22.6,False
ACC-002560,CO-0114468,SMB,1-10,Public Sector,APAC,self_serve,2021-01-29,18.8,False
ACC-002561,CO-0039332,SMB,51-200,Technology/SaaS,EMEA,self_serve,2025-04-16,32.9,False
ACC-002562,CO-0107997,SMB,11-50,Retail/E-commerce,EMEA,self_serve,2025-11-02,14.6,False
ACC-002563,CO-0115939,SMB,1-10,Healthcare,North America,inbound_marketing,2023-01-20,29.3,False
ACC-002564,CO-0029847,SMB,1-10,Logistics/Supply Chain,EMEA,self_serve,2025-01-07,19.5,False
ACC-002565,CO-0070002,SMB,11-50,Professional Services,North America,self_serve,2025-06-17,27.8,False
ACC-002566,CO-0002516,SMB,1-10,Professional Services,North America,self_serve,2021-12-28,30.8,False
ACC-002567,CO-0110737,SMB,1-10,Manufacturing,APAC,self_serve,2024-04-23,34.3,False
ACC-002568,CO-0101101,SMB,1-10,Media/Entertainment,North America,self_serve,2025-04-27,23.1,False
ACC-002569,CO-0082849,SMB,1-10,Retail/E-commerce,APAC,inbound_marketing,2023-06-21,12.6,False
ACC-002570,CO-0074033,SMB,11-50,Healthcare,North America,self_serve,2024-08-04,29.6,False
ACC-002571,CO-0050215,SMB,1-10,Public Sector,North America,self_serve,2024-01-12,21.9,False
ACC-002572,CO-0113503,SMB,11-50,Logistics/Supply Chain,North America,self_serve,2024-08-18,20.0,False
ACC-002573,CO-0028545,SMB,11-50,Professional Services,EMEA,inbound_marketing,2023-05-19,29.3,False
ACC-002574,CO-0025422,SMB,1-10,Manufacturing,North America,self_serve,2025-10-24,27.8,False
ACC-002575,CO-0007223,SMB,11-50,Education,North America,self_serve,2020-08-31,17.9,False
ACC-002576,CO-0115462,SMB,11-50,Professional Services,North America,self_serve,2025-06-09,28.5,False
ACC-002577,CO-0012784,SMB,1-10,Public Sector,EMEA,self_serve,2022-07-04,20.5,False
ACC-002578,CO-0008980,SMB,51-200,Healthcare,North America,self_serve,2023-04-02,27.7,False
ACC-002579,CO-0078037,SMB,1-10,Financial Services,EMEA,inbound_marketing,2022-08-16,30.3,False
ACC-002580,CO-0021152,Commercial,1-10,Healthcare,North America,self_serve,2024-08-03,27.7,False
ACC-002581,CO-0108279,SMB,11-50,Technology/SaaS,North America,self_serve,2023-12-17,34.4,False
ACC-002582,CO-0079824,SMB,1-10,Financial Services,North America,self_serve,2022-01-18,35.0,False
ACC-002583,CO-0009144,SMB,1-10,Financial Services,LATAM,self_serve,2024-07-08,12.5,False
ACC-002584,CO-0020274,SMB,1-10,Education,North America,self_serve,2025-06-17,1.4,False
ACC-002585,CO-0095957,SMB,51-200,Education,North America,self_serve,2022-07-14,36.3,False
ACC-002586,CO-0112328,SMB,1-10,Healthcare,LATAM,self_serve,2023-05-15,20.2,True
ACC-002587,CO-0020230,SMB,1-10,Retail/E-commerce,North America,self_serve,2025-08-28,22.7,False
ACC-002588,CO-0053376,Commercial,11-50,Technology/SaaS,EMEA,inbound_marketing,2024-08-19,21.2,False
ACC-002589,CO-0004045,SMB,11-50,Manufacturing,APAC,inbound_marketing,2025-08-19,19.6,False
ACC-002590,CO-0116145,SMB,1-10,Education,EMEA,self_serve,2025-12-26,9.0,False
ACC-002591,CO-0100704,SMB,51-200,Education,EMEA,self_serve,2024-12-25,36.8,False
ACC-002592,CO-0116632,Enterprise,11-50,Media/Entertainment,APAC,self_serve,2024-06-05,19.6,False
ACC-002593,CO-0102278,SMB,1-10,Financial Services,APAC,inbound_marketing,2025-03-14,21.2,False
ACC-002594,CO-0067087,SMB,11-50,Manufacturing,APAC,self_serve,2023-01-10,31.4,False
