lead_id,account_id,company_id,channel,created_date,lead_score,converted_date,is_converted
LD-014872,,CO-0098736,organic,2023-09-06,37.7,,False
LD-014873,,CO-0093454,organic,2023-09-06,45.5,,False
LD-014874,,CO-0031777,organic,2023-09-06,36.8,,False
LD-014875,,CO-0006359,organic,2023-09-06,41.9,,False
LD-014876,,CO-0028019,paid,2023-09-06,21.1,,False
LD-014877,,CO-0000407,paid,2023-09-06,32.9,,False
LD-014878,,CO-0114593,paid,2023-09-06,37.8,,False
LD-014879,,CO-0043887,paid,2023-09-06,48.9,,False
LD-014880,,CO-0046939,paid,2023-09-06,37.5,,False
LD-014881,,CO-0055604,paid,2023-09-06,35.3,,False
LD-014882,,CO-0028863,paid,2023-09-06,54.7,,False
LD-014883,,CO-0049277,paid,2023-09-06,22.9,,False
LD-014884,,CO-0074480,paid,2023-09-06,30.9,,False
LD-014885,,CO-0121207,paid,2023-09-06,21.3,,False
LD-014886,,CO-0121434,paid,2023-09-06,27.3,,False
LD-014887,,CO-0112368,paid,2023-09-06,27.7,,False
LD-014888,,CO-0079348,paid,2023-09-06,24.8,,False
LD-014889,,CO-0047480,paid,2023-09-06,18.3,,False
LD-014890,,CO-0018415,paid,2023-09-06,29.7,,False
LD-014891,,CO-0040929,organic,2023-09-07,41.7,,False
LD-014892,,CO-0002936,organic,2023-09-07,67.9,,False
LD-014893,,CO-0057551,organic,2023-09-07,52.6,,False
LD-014894,,CO-0093559,organic,2023-09-07,48.7,,False
LD-014895,,CO-0019514,organic,2023-09-07,46.5,,False
LD-014896,,CO-0006940,organic,2023-09-07,50.1,,False
LD-014897,,CO-0101523,organic,2023-09-07,35.0,,False
LD-014898,,CO-0014738,organic,2023-09-07,37.1,,False
LD-014899,,CO-0060668,organic,2023-09-07,52.8,,False
LD-014900,,CO-0069800,organic,2023-09-07,38.4,,False
LD-014901,,CO-0092203,organic,2023-09-07,53.1,,False
LD-014902,,CO-0113665,organic,2023-09-07,10.2,,False
LD-014903,,CO-0059258,paid,2023-09-07,24.3,,False
LD-014904,,CO-0049232,paid,2023-09-07,31.7,,False
LD-014905,,CO-0076799,paid,2023-09-07,39.1,,False
LD-014906,,CO-0065582,paid,2023-09-07,38.7,,False
LD-014907,,CO-0116930,paid,2023-09-07,28.4,,False
LD-014908,,CO-0089989,paid,2023-09-07,17.2,,False
LD-014909,,CO-0080401,paid,2023-09-07,38.4,,False
LD-014910,,CO-0037647,paid,2023-09-07,48.5,,False
LD-014911,,CO-0047079,paid,2023-09-07,34.4,,False
LD-014912,,CO-0099226,paid,2023-09-07,45.1,,False
LD-014913,,CO-0085060,paid,2023-09-07,36.5,,False
LD-014914,,CO-0043818,paid,2023-09-07,15.5,,False
LD-014915,,CO-0007531,paid,2023-09-07,26.6,,False
LD-014916,,CO-0043748,paid,2023-09-07,19.7,,False
LD-014917,,CO-0027827,paid,2023-09-07,42.3,,False
LD-014918,,CO-0040561,paid,2023-09-07,37.3,,False
LD-014919,,CO-0026749,paid,2023-09-07,26.8,,False
LD-014920,,CO-0087049,paid,2023-09-07,24.3,,False
LD-014921,,CO-0028161,paid,2023-09-07,11.1,,False
LD-014922,,CO-0042319,community,2023-09-07,45.2,,False
LD-014923,,CO-0107026,community,2023-09-07,42.9,,False
LD-014924,,CO-0066959,community,2023-09-07,32.4,,False
LD-014925,,CO-0025449,community,2023-09-07,47.3,,False
LD-014926,,CO-0045437,organic,2023-09-08,29.8,,False
LD-014927,,CO-0042406,organic,2023-09-08,37.0,,False
LD-014928,,CO-0037977,organic,2023-09-08,50.0,,False
LD-014929,,CO-0064107,organic,2023-09-08,40.3,,False
LD-014930,,CO-0016107,organic,2023-09-08,57.0,,False
LD-014931,,CO-0024345,organic,2023-09-08,38.8,,False
LD-014932,,CO-0112122,organic,2023-09-08,39.7,,False
LD-014933,,CO-0033910,organic,2023-09-08,56.5,,False
LD-014934,,CO-0000694,organic,2023-09-08,28.4,,False
LD-014935,,CO-0118342,organic,2023-09-08,32.2,,False
LD-014936,,CO-0009559,paid,2023-09-08,27.9,,False
LD-014937,,CO-0039780,paid,2023-09-08,42.5,,False
LD-014938,,CO-0050220,paid,2023-09-08,31.2,,False
LD-014939,,CO-0057181,paid,2023-09-08,39.5,,False
LD-014940,,CO-0109205,paid,2023-09-08,29.0,,False
LD-014941,,CO-0112806,paid,2023-09-08,33.3,,False
LD-014942,,CO-0008371,paid,2023-09-08,28.5,,False
LD-014943,,CO-0102544,paid,2023-09-08,37.8,,False
LD-014944,,CO-0054712,paid,2023-09-08,36.1,,False
LD-014945,,CO-0034843,paid,2023-09-08,21.7,,False
LD-014946,,CO-0099202,paid,2023-09-08,42.3,,False
LD-014947,,CO-0029774,paid,2023-09-08,38.3,,False
LD-014948,,CO-0082586,paid,2023-09-08,49.0,,False
LD-014949,,CO-0009135,paid,2023-09-08,40.1,,False
LD-014950,,CO-0026180,paid,2023-09-08,55.7,,False
LD-014951,,CO-0090760,paid,2023-09-08,41.6,,False
LD-014952,,CO-0120975,paid,2023-09-08,39.5,,False
LD-014953,,CO-0102727,paid,2023-09-08,29.5,,False
LD-014954,,CO-0017703,paid,2023-09-08,28.8,,False
LD-014955,,CO-0090654,paid,2023-09-08,36.1,,False
LD-014956,,CO-0084628,organic,2023-09-09,27.5,,False
LD-014957,,CO-0095378,organic,2023-09-09,36.6,,False
LD-014958,,CO-0031562,organic,2023-09-09,42.8,,False
LD-014959,,CO-0079379,organic,2023-09-09,51.7,,False
LD-014960,,CO-0061715,organic,2023-09-09,45.5,,False
LD-014961,,CO-0088582,organic,2023-09-09,52.3,,False
LD-014962,,CO-0040284,organic,2023-09-09,42.3,,False
LD-014963,,CO-0112107,organic,2023-09-09,38.1,,False
LD-014964,,CO-0039597,organic,2023-09-09,34.5,,False
LD-014965,,CO-0018798,organic,2023-09-09,67.5,,False
LD-014966,,CO-0040448,organic,2023-09-09,41.0,,False
LD-014967,,CO-0074078,paid,2023-09-09,32.3,,False
LD-014968,,CO-0096056,paid,2023-09-09,41.0,,False
LD-014969,,CO-0087028,paid,2023-09-09,45.4,,False
LD-014970,,CO-0040341,paid,2023-09-09,39.0,,False
LD-014971,,CO-0122212,paid,2023-09-09,49.9,,False
LD-014972,,CO-0007507,paid,2023-09-09,40.0,,False
LD-014973,,CO-0018117,paid,2023-09-09,41.6,,False
LD-014974,,CO-0113972,paid,2023-09-09,52.4,,False
LD-014975,,CO-0032442,paid,2023-09-09,26.0,,False
LD-014976,,CO-0075531,paid,2023-09-09,14.0,,False
LD-014977,,CO-0062547,paid,2023-09-09,36.1,,False
LD-014978,,CO-0052502,paid,2023-09-09,27.9,,False
LD-014979,,CO-0092336,paid,2023-09-09,35.3,,False
LD-014980,,CO-0096634,paid,2023-09-09,32.7,,False
LD-014981,,CO-0114408,paid,2023-09-09,30.1,,False
LD-014982,,CO-0113733,paid,2023-09-09,33.6,,False
LD-014983,,CO-0115107,paid,2023-09-09,31.5,,False
LD-014984,,CO-0098893,community,2023-09-09,41.2,,False
LD-014985,ACC-002981,CO-0071205,organic,2023-09-10,69.9,2023-09-25,True
LD-014986,ACC-004409,CO-0021655,community,2023-09-10,61.6,2023-10-18,True
LD-014987,,CO-0116660,organic,2023-09-10,48.2,,False
LD-014988,,CO-0090458,organic,2023-09-10,48.9,,False
LD-014989,,CO-0090190,organic,2023-09-10,33.6,,False
LD-014990,,CO-0022196,organic,2023-09-10,44.6,,False
LD-014991,,CO-0090097,organic,2023-09-10,33.2,,False
LD-014992,,CO-0103490,organic,2023-09-10,31.5,,False
LD-014993,,CO-0012125,organic,2023-09-10,18.9,,False
LD-014994,,CO-0003922,organic,2023-09-10,56.9,,False
LD-014995,,CO-0097217,organic,2023-09-10,32.3,,False
LD-014996,,CO-0006829,organic,2023-09-10,52.9,,False
LD-014997,,CO-0048931,organic,2023-09-10,56.6,,False
LD-014998,,CO-0041755,organic,2023-09-10,39.1,,False
LD-014999,,CO-0103415,organic,2023-09-10,44.1,,False
LD-015000,,CO-0078110,organic,2023-09-10,26.9,,False
LD-015001,,CO-0089311,organic,2023-09-10,41.9,,False
LD-015002,,CO-0002799,organic,2023-09-10,38.0,,False
LD-015003,,CO-0033464,paid,2023-09-10,33.7,,False
LD-015004,,CO-0032564,paid,2023-09-10,55.4,,False
LD-015005,,CO-0060183,paid,2023-09-10,38.1,,False
LD-015006,,CO-0029280,paid,2023-09-10,21.6,,False
LD-015007,,CO-0121670,paid,2023-09-10,52.1,,False
LD-015008,,CO-0087617,paid,2023-09-10,52.5,,False
LD-015009,,CO-0116102,paid,2023-09-10,50.0,,False
LD-015010,,CO-0112128,paid,2023-09-10,25.2,,False
LD-015011,,CO-0114996,paid,2023-09-10,43.2,,False
LD-015012,,CO-0056951,paid,2023-09-10,31.5,,False
LD-015013,,CO-0068972,paid,2023-09-10,30.9,,False
LD-015014,,CO-0060544,paid,2023-09-10,33.8,,False
LD-015015,,CO-0015760,paid,2023-09-10,24.1,,False
LD-015016,,CO-0092243,paid,2023-09-10,34.2,,False
LD-015017,,CO-0095328,community,2023-09-10,48.6,,False
LD-015018,,CO-0044046,community,2023-09-10,50.4,,False
LD-015019,,CO-0057046,community,2023-09-10,53.5,,False
LD-015020,,CO-0009600,organic,2023-09-11,46.2,,False
LD-015021,,CO-0007406,organic,2023-09-11,40.6,,False
LD-015022,,CO-0021964,organic,2023-09-11,38.7,,False
LD-015023,,CO-0090721,organic,2023-09-11,49.1,,False
LD-015024,,CO-0049241,organic,2023-09-11,42.7,,False
LD-015025,,CO-0033541,organic,2023-09-11,58.2,,False
LD-015026,,CO-0045209,organic,2023-09-11,36.2,,False
LD-015027,,CO-0020398,organic,2023-09-11,51.4,,False
LD-015028,,CO-0109221,organic,2023-09-11,50.4,,False
LD-015029,,CO-0041440,paid,2023-09-11,34.0,,False
LD-015030,,CO-0004490,paid,2023-09-11,43.2,,False
LD-015031,,CO-0088995,paid,2023-09-11,32.6,,False
LD-015032,,CO-0051252,paid,2023-09-11,34.1,,False
LD-015033,,CO-0065269,paid,2023-09-11,22.2,,False
LD-015034,,CO-0055317,paid,2023-09-11,41.3,,False
LD-015035,,CO-0069474,paid,2023-09-11,48.2,,False
LD-015036,,CO-0048340,paid,2023-09-11,23.4,,False
LD-015037,,CO-0101553,paid,2023-09-11,34.1,,False
LD-015038,,CO-0112558,paid,2023-09-11,32.3,,False
LD-015039,,CO-0011704,paid,2023-09-11,39.2,,False
LD-015040,,CO-0040025,paid,2023-09-11,23.3,,False
LD-015041,,CO-0022452,paid,2023-09-11,36.9,,False
LD-015042,,CO-0090730,organic,2023-09-12,42.9,,False
LD-015043,,CO-0051463,organic,2023-09-12,22.4,,False
LD-015044,,CO-0094117,organic,2023-09-12,63.5,,False
LD-015045,,CO-0107287,organic,2023-09-12,29.5,,False
LD-015046,,CO-0045789,organic,2023-09-12,47.1,,False
LD-015047,,CO-0085200,organic,2023-09-12,56.9,,False
LD-015048,,CO-0110182,organic,2023-09-12,43.9,,False
LD-015049,,CO-0089490,organic,2023-09-12,42.4,,False
LD-015050,,CO-0064572,paid,2023-09-12,27.6,,False
LD-015051,,CO-0081141,paid,2023-09-12,47.5,,False
LD-015052,,CO-0108429,paid,2023-09-12,24.2,,False
LD-015053,,CO-0084329,paid,2023-09-12,25.1,,False
LD-015054,,CO-0018898,paid,2023-09-12,29.3,,False
LD-015055,,CO-0094960,paid,2023-09-12,29.8,,False
LD-015056,,CO-0019582,paid,2023-09-12,25.0,,False
LD-015057,,CO-0022785,paid,2023-09-12,24.8,,False
LD-015058,,CO-0036018,paid,2023-09-12,26.0,,False
LD-015059,,CO-0022678,paid,2023-09-12,20.2,,False
LD-015060,,CO-0045191,paid,2023-09-12,35.1,,False
LD-015061,,CO-0093078,paid,2023-09-12,37.0,,False
LD-015062,,CO-0072098,paid,2023-09-12,31.5,,False
LD-015063,,CO-0118429,paid,2023-09-12,20.9,,False
LD-015064,,CO-0092405,community,2023-09-12,37.0,,False
LD-015065,ACC-006934,CO-0002778,organic,2023-09-13,31.5,2023-10-07,True
LD-015066,,CO-0034009,organic,2023-09-13,34.7,,False
LD-015067,,CO-0113517,organic,2023-09-13,32.6,,False
LD-015068,,CO-0012009,organic,2023-09-13,31.7,,False
LD-015069,,CO-0000593,organic,2023-09-13,64.3,,False
LD-015070,,CO-0044292,organic,2023-09-13,30.5,,False
LD-015071,,CO-0038531,organic,2023-09-13,63.4,,False
LD-015072,,CO-0056138,organic,2023-09-13,39.2,,False
LD-015073,,CO-0086149,organic,2023-09-13,30.3,,False
LD-015074,,CO-0103311,organic,2023-09-13,22.2,,False
LD-015075,,CO-0036911,organic,2023-09-13,33.3,,False
LD-015076,,CO-0002351,organic,2023-09-13,52.6,,False
LD-015077,,CO-0082475,organic,2023-09-13,38.9,,False
LD-015078,,CO-0041776,organic,2023-09-13,29.0,,False
LD-015079,,CO-0080242,organic,2023-09-13,43.9,,False
LD-015080,,CO-0038285,paid,2023-09-13,47.4,,False
LD-015081,,CO-0073233,paid,2023-09-13,45.0,,False
LD-015082,,CO-0050897,paid,2023-09-13,22.3,,False
LD-015083,,CO-0004080,paid,2023-09-13,57.2,,False
LD-015084,,CO-0044942,paid,2023-09-13,22.7,,False
LD-015085,,CO-0013091,paid,2023-09-13,36.8,,False
LD-015086,,CO-0100000,paid,2023-09-13,29.0,,False
LD-015087,,CO-0102009,paid,2023-09-13,40.5,,False
LD-015088,,CO-0039751,paid,2023-09-13,25.2,,False
LD-015089,,CO-0013202,paid,2023-09-13,19.3,,False
LD-015090,,CO-0001345,paid,2023-09-13,37.9,,False
LD-015091,,CO-0077908,paid,2023-09-13,44.9,,False
LD-015092,,CO-0014277,paid,2023-09-13,37.9,,False
LD-015093,,CO-0040124,paid,2023-09-13,34.4,,False
LD-015094,,CO-0030934,paid,2023-09-13,34.0,,False
LD-015095,,CO-0089197,paid,2023-09-13,43.0,,False
LD-015096,,CO-0026471,paid,2023-09-13,35.5,,False
LD-015097,,CO-0117231,community,2023-09-13,53.1,,False
LD-015098,,CO-0051498,community,2023-09-13,34.6,,False
LD-015099,,CO-0013314,community,2023-09-13,35.7,,False
LD-015100,ACC-000807,CO-0094757,organic,2023-09-14,51.6,2023-09-22,True
LD-015101,,CO-0017033,organic,2023-09-14,24.6,,False
LD-015102,,CO-0026891,organic,2023-09-14,50.5,,False
LD-015103,,CO-0095256,organic,2023-09-14,29.8,,False
LD-015104,,CO-0031807,organic,2023-09-14,35.8,,False
LD-015105,,CO-0105834,organic,2023-09-14,35.4,,False
LD-015106,,CO-0011584,organic,2023-09-14,38.3,,False
LD-015107,,CO-0092736,organic,2023-09-14,43.8,,False
LD-015108,,CO-0099606,organic,2023-09-14,51.8,,False
LD-015109,,CO-0090078,organic,2023-09-14,61.9,,False
LD-015110,,CO-0099564,organic,2023-09-14,60.4,,False
LD-015111,,CO-0093844,paid,2023-09-14,44.3,,False
LD-015112,,CO-0015290,paid,2023-09-14,27.1,,False
LD-015113,,CO-0060055,paid,2023-09-14,26.7,,False
LD-015114,,CO-0122008,paid,2023-09-14,49.2,,False
LD-015115,,CO-0096303,paid,2023-09-14,23.1,,False
LD-015116,,CO-0105508,paid,2023-09-14,45.4,,False
LD-015117,,CO-0008229,paid,2023-09-14,46.1,,False
LD-015118,,CO-0061977,paid,2023-09-14,20.1,,False
LD-015119,,CO-0009982,paid,2023-09-14,46.4,,False
LD-015120,,CO-0110638,paid,2023-09-14,16.6,,False
LD-015121,,CO-0008882,paid,2023-09-14,24.8,,False
LD-015122,,CO-0022146,paid,2023-09-14,28.9,,False
LD-015123,,CO-0004792,paid,2023-09-14,26.5,,False
LD-015124,,CO-0036302,paid,2023-09-14,27.3,,False
LD-015125,,CO-0065662,community,2023-09-14,42.8,,False
LD-015126,,CO-0112875,organic,2023-09-15,65.1,,False
LD-015127,,CO-0121789,organic,2023-09-15,45.7,,False
LD-015128,,CO-0027025,organic,2023-09-15,32.8,,False
LD-015129,,CO-0015320,organic,2023-09-15,36.0,,False
LD-015130,,CO-0063176,organic,2023-09-15,47.7,,False
LD-015131,,CO-0088494,organic,2023-09-15,46.4,,False
LD-015132,,CO-0052518,organic,2023-09-15,33.3,,False
LD-015133,,CO-0118904,paid,2023-09-15,36.2,,False
LD-015134,,CO-0044184,paid,2023-09-15,35.0,,False
LD-015135,,CO-0068724,paid,2023-09-15,32.6,,False
LD-015136,,CO-0004385,paid,2023-09-15,35.5,,False
LD-015137,,CO-0056581,paid,2023-09-15,31.7,,False
LD-015138,,CO-0123062,paid,2023-09-15,44.9,,False
LD-015139,,CO-0055390,paid,2023-09-15,39.2,,False
LD-015140,,CO-0086323,paid,2023-09-15,29.3,,False
LD-015141,,CO-0066756,paid,2023-09-15,28.9,,False
LD-015142,,CO-0025771,paid,2023-09-15,60.5,,False
LD-015143,,CO-0000481,paid,2023-09-15,33.8,,False
LD-015144,,CO-0016200,paid,2023-09-15,38.2,,False
LD-015145,,CO-0061676,paid,2023-09-15,44.2,,False
LD-015146,,CO-0090719,paid,2023-09-15,25.7,,False
LD-015147,,CO-0119595,paid,2023-09-15,26.7,,False
LD-015148,,CO-0018469,paid,2023-09-15,20.4,,False
LD-015149,,CO-0072387,paid,2023-09-15,31.4,,False
LD-015150,,CO-0086021,paid,2023-09-15,21.4,,False
LD-015151,,CO-0063711,paid,2023-09-15,20.8,,False
LD-015152,,CO-0100116,paid,2023-09-15,32.0,,False
LD-015153,,CO-0006044,community,2023-09-15,21.0,,False
LD-015154,,CO-0042323,community,2023-09-15,31.0,,False
LD-015155,ACC-001778,CO-0075223,organic,2023-09-16,61.0,2023-10-04,True
LD-015156,,CO-0079685,organic,2023-09-16,57.5,,False
LD-015157,,CO-0106952,organic,2023-09-16,64.8,,False
LD-015158,,CO-0091464,organic,2023-09-16,46.3,,False
LD-015159,,CO-0104557,organic,2023-09-16,48.3,,False
LD-015160,,CO-0003387,organic,2023-09-16,55.2,,False
LD-015161,,CO-0076778,organic,2023-09-16,36.2,,False
LD-015162,,CO-0015111,organic,2023-09-16,23.0,,False
LD-015163,,CO-0077710,paid,2023-09-16,34.4,,False
LD-015164,,CO-0033036,paid,2023-09-16,26.9,,False
LD-015165,,CO-0055812,paid,2023-09-16,37.7,,False
LD-015166,,CO-0095732,paid,2023-09-16,33.1,,False
LD-015167,,CO-0000488,paid,2023-09-16,47.8,,False
LD-015168,,CO-0012361,paid,2023-09-16,29.9,,False
LD-015169,,CO-0046577,paid,2023-09-16,24.9,,False
LD-015170,,CO-0105938,paid,2023-09-16,32.3,,False
LD-015171,,CO-0029173,paid,2023-09-16,43.9,,False
LD-015172,,CO-0111619,paid,2023-09-16,36.2,,False
LD-015173,,CO-0055184,paid,2023-09-16,37.1,,False
LD-015174,,CO-0057144,paid,2023-09-16,22.4,,False
LD-015175,,CO-0001671,paid,2023-09-16,21.6,,False
LD-015176,,CO-0119298,community,2023-09-16,43.1,,False
LD-015177,,CO-0054601,community,2023-09-16,49.5,,False
LD-015178,ACC-002609,CO-0008986,paid,2023-09-17,62.2,2023-10-06,True
LD-015179,,CO-0057438,organic,2023-09-17,38.5,,False
LD-015180,,CO-0108283,organic,2023-09-17,46.9,,False
LD-015181,,CO-0095945,organic,2023-09-17,38.5,,False
LD-015182,,CO-0012334,organic,2023-09-17,35.6,,False
LD-015183,,CO-0001330,organic,2023-09-17,45.5,,False
LD-015184,,CO-0060670,organic,2023-09-17,40.4,,False
LD-015185,,CO-0001221,organic,2023-09-17,59.8,,False
LD-015186,,CO-0000989,organic,2023-09-17,70.2,,False
LD-015187,,CO-0092855,organic,2023-09-17,47.3,,False
LD-015188,,CO-0113525,organic,2023-09-17,39.4,,False
LD-015189,,CO-0088682,paid,2023-09-17,26.4,,False
LD-015190,,CO-0009514,paid,2023-09-17,38.8,,False
LD-015191,,CO-0028270,paid,2023-09-17,24.6,,False
LD-015192,,CO-0099244,paid,2023-09-17,32.5,,False
LD-015193,,CO-0046164,paid,2023-09-17,37.9,,False
LD-015194,,CO-0013953,paid,2023-09-17,34.8,,False
LD-015195,,CO-0012578,paid,2023-09-17,50.5,,False
LD-015196,,CO-0120924,paid,2023-09-17,43.6,,False
LD-015197,,CO-0088347,paid,2023-09-17,28.7,,False
LD-015198,,CO-0075461,paid,2023-09-17,34.6,,False
LD-015199,,CO-0059694,paid,2023-09-17,25.0,,False
LD-015200,,CO-0100973,paid,2023-09-17,23.5,,False
LD-015201,,CO-0020573,paid,2023-09-17,28.9,,False
LD-015202,,CO-0000695,paid,2023-09-17,22.4,,False
LD-015203,,CO-0100173,paid,2023-09-17,15.5,,False
LD-015204,,CO-0055136,paid,2023-09-17,34.9,,False
LD-015205,,CO-0087917,paid,2023-09-17,22.9,,False
LD-015206,ACC-004089,CO-0024511,paid,2023-09-18,33.2,2023-10-09,True
LD-015207,ACC-006795,CO-0040016,organic,2023-09-18,56.4,2023-10-11,True
LD-015208,ACC-007533,CO-0026670,paid,2023-09-18,45.5,2023-10-01,True
LD-015209,,CO-0072643,organic,2023-09-18,34.9,,False
LD-015210,,CO-0085829,organic,2023-09-18,43.0,,False
LD-015211,,CO-0050586,organic,2023-09-18,53.6,,False
LD-015212,,CO-0015208,organic,2023-09-18,25.0,,False
LD-015213,,CO-0060994,organic,2023-09-18,45.7,,False
LD-015214,,CO-0097981,organic,2023-09-18,58.8,,False
LD-015215,,CO-0081332,organic,2023-09-18,33.0,,False
LD-015216,,CO-0084207,organic,2023-09-18,44.5,,False
LD-015217,,CO-0052696,organic,2023-09-18,45.7,,False
LD-015218,,CO-0035582,paid,2023-09-18,41.2,,False
LD-015219,,CO-0104749,paid,2023-09-18,16.3,,False
LD-015220,,CO-0098527,paid,2023-09-18,40.2,,False
LD-015221,,CO-0120187,paid,2023-09-18,28.9,,False
LD-015222,,CO-0000034,paid,2023-09-18,24.5,,False
LD-015223,,CO-0034599,paid,2023-09-18,40.5,,False
LD-015224,,CO-0101681,paid,2023-09-18,30.5,,False
LD-015225,,CO-0052369,paid,2023-09-18,50.9,,False
LD-015226,,CO-0084470,paid,2023-09-18,38.0,,False
LD-015227,,CO-0086237,paid,2023-09-18,40.2,,False
LD-015228,,CO-0096321,paid,2023-09-18,37.5,,False
LD-015229,,CO-0076618,paid,2023-09-18,28.8,,False
LD-015230,,CO-0093251,paid,2023-09-18,28.3,,False
LD-015231,,CO-0095446,community,2023-09-18,25.5,,False
LD-015232,,CO-0076461,community,2023-09-18,28.6,,False
LD-015233,,CO-0037961,community,2023-09-18,18.6,,False
LD-015234,,CO-0086865,community,2023-09-18,26.9,,False
LD-015235,,CO-0112898,organic,2023-09-19,50.4,,False
LD-015236,,CO-0024407,organic,2023-09-19,45.9,,False
LD-015237,,CO-0080113,organic,2023-09-19,43.5,,False
LD-015238,,CO-0081448,organic,2023-09-19,28.7,,False
LD-015239,,CO-0024703,organic,2023-09-19,53.5,,False
LD-015240,,CO-0098803,organic,2023-09-19,43.2,,False
LD-015241,,CO-0062432,organic,2023-09-19,43.1,,False
LD-015242,,CO-0035049,organic,2023-09-19,42.3,,False
LD-015243,,CO-0035615,organic,2023-09-19,43.8,,False
LD-015244,,CO-0096351,organic,2023-09-19,39.8,,False
LD-015245,,CO-0016343,organic,2023-09-19,40.7,,False
LD-015246,,CO-0016879,organic,2023-09-19,51.4,,False
LD-015247,,CO-0081821,organic,2023-09-19,46.8,,False
LD-015248,,CO-0046057,paid,2023-09-19,41.7,,False
LD-015249,,CO-0013482,paid,2023-09-19,22.4,,False
LD-015250,,CO-0107186,paid,2023-09-19,19.8,,False
LD-015251,,CO-0089265,paid,2023-09-19,17.4,,False
LD-015252,,CO-0082665,paid,2023-09-19,22.8,,False
LD-015253,,CO-0037165,paid,2023-09-19,44.7,,False
LD-015254,,CO-0079039,paid,2023-09-19,25.8,,False
LD-015255,,CO-0089557,paid,2023-09-19,23.1,,False
LD-015256,,CO-0070891,paid,2023-09-19,40.1,,False
LD-015257,,CO-0028211,paid,2023-09-19,41.9,,False
LD-015258,,CO-0031095,paid,2023-09-19,18.9,,False
LD-015259,,CO-0086879,paid,2023-09-19,46.3,,False
LD-015260,,CO-0105061,paid,2023-09-19,53.4,,False
LD-015261,,CO-0003283,paid,2023-09-19,28.1,,False
LD-015262,,CO-0122348,paid,2023-09-19,36.9,,False
LD-015263,,CO-0116789,paid,2023-09-19,44.8,,False
LD-015264,,CO-0100655,paid,2023-09-19,13.8,,False
LD-015265,,CO-0045345,paid,2023-09-19,25.2,,False
LD-015266,,CO-0039156,paid,2023-09-19,46.2,,False
LD-015267,,CO-0079342,paid,2023-09-19,28.7,,False
LD-015268,,CO-0098817,paid,2023-09-19,36.7,,False
LD-015269,,CO-0056666,paid,2023-09-19,36.3,,False
LD-015270,,CO-0054115,paid,2023-09-19,29.3,,False
LD-015271,,CO-0107759,paid,2023-09-19,44.8,,False
LD-015272,,CO-0092601,community,2023-09-19,53.3,,False
LD-015273,,CO-0045135,community,2023-09-19,42.9,,False
LD-015274,,CO-0122362,community,2023-09-19,28.1,,False
LD-015275,ACC-000198,CO-0037154,organic,2023-09-20,71.8,2023-11-06,True
LD-015276,ACC-007000,CO-0016916,paid,2023-09-20,47.6,2023-11-06,True
LD-015277,,CO-0067258,organic,2023-09-20,32.0,,False
LD-015278,,CO-0017712,organic,2023-09-20,49.4,,False
LD-015279,,CO-0041307,organic,2023-09-20,58.2,,False
LD-015280,,CO-0067198,organic,2023-09-20,58.6,,False
LD-015281,,CO-0093923,organic,2023-09-20,44.1,,False
LD-015282,,CO-0085214,organic,2023-09-20,25.1,,False
LD-015283,,CO-0046182,organic,2023-09-20,35.9,,False
LD-015284,,CO-0039046,organic,2023-09-20,26.6,,False
LD-015285,,CO-0059216,organic,2023-09-20,47.2,,False
LD-015286,,CO-0067370,organic,2023-09-20,41.1,,False
LD-015287,,CO-0011673,paid,2023-09-20,44.2,,False
LD-015288,,CO-0095161,paid,2023-09-20,49.4,,False
LD-015289,,CO-0066379,paid,2023-09-20,31.9,,False
LD-015290,,CO-0109209,paid,2023-09-20,18.3,,False
LD-015291,,CO-0014394,paid,2023-09-20,15.7,,False
LD-015292,,CO-0110827,paid,2023-09-20,35.5,,False
LD-015293,,CO-0011826,paid,2023-09-20,38.2,,False
LD-015294,,CO-0103953,paid,2023-09-20,29.9,,False
LD-015295,,CO-0088588,paid,2023-09-20,39.2,,False
LD-015296,,CO-0093878,paid,2023-09-20,26.3,,False
LD-015297,,CO-0111419,paid,2023-09-20,30.5,,False
LD-015298,,CO-0091357,paid,2023-09-20,37.6,,False
LD-015299,,CO-0080758,paid,2023-09-20,43.6,,False
LD-015300,,CO-0014732,paid,2023-09-20,47.1,,False
LD-015301,,CO-0105563,paid,2023-09-20,49.0,,False
LD-015302,,CO-0024046,paid,2023-09-20,33.7,,False
LD-015303,,CO-0057621,paid,2023-09-20,24.5,,False
LD-015304,,CO-0094516,paid,2023-09-20,27.4,,False
LD-015305,,CO-0028462,paid,2023-09-20,22.3,,False
LD-015306,,CO-0082744,paid,2023-09-20,25.1,,False
LD-015307,,CO-0010078,paid,2023-09-20,39.4,,False
LD-015308,,CO-0033834,paid,2023-09-20,24.6,,False
LD-015309,ACC-001242,CO-0063803,organic,2023-09-21,59.9,2023-10-06,True
LD-015310,,CO-0091132,organic,2023-09-21,34.0,,False
LD-015311,,CO-0093579,organic,2023-09-21,23.1,,False
LD-015312,,CO-0031072,organic,2023-09-21,57.5,,False
LD-015313,,CO-0074201,organic,2023-09-21,55.1,,False
LD-015314,,CO-0104813,organic,2023-09-21,54.9,,False
LD-015315,,CO-0015872,organic,2023-09-21,42.9,,False
LD-015316,,CO-0041445,organic,2023-09-21,58.1,,False
LD-015317,,CO-0022558,organic,2023-09-21,59.0,,False
