opportunity_id,account_id,company_id,segment,opportunity_type,owner_role,rep_id,is_won,loss_reason,forecast_category,amount,list_price,discount_rate,poc_outcome,created_date,close_date
OPP-0001732,ACC-002701,CO-0023172,SMB,new_business,system,,True,,Commit,2418.63,2435.89,0.0071,,2023-02-05,2023-02-05
OPP-0001733,ACC-003349,CO-0090319,SMB,new_business,system,,True,,Commit,3275.99,3329.36,0.016,,2023-02-05,2023-02-05
OPP-0001734,ACC-003950,CO-0009695,SMB,new_business,system,,True,,Commit,2573.83,2663.66,0.0337,,2023-02-05,2023-02-05
OPP-0001735,ACC-004964,CO-0059339,SMB,new_business,system,,True,,Commit,1079.05,1128.12,0.0435,,2023-02-05,2023-02-05
OPP-0001736,,CO-0073171,Commercial,new_business,ISR,REP-00012,False,price,Pipeline,42828.03,50075.41,0.1447,,2023-02-06,2023-03-06
OPP-0001737,,CO-0075817,Enterprise,new_business,AE,REP-00039,False,competitive,Pipeline,110747.22,146197.42,0.2425,fail,2023-02-06,2023-07-13
OPP-0001738,ACC-000292,CO-0058994,Commercial,renewal,AM,REP-00018,True,,Commit,17664.02,20312.16,0.1304,,2023-02-06,2023-04-17
OPP-0001739,ACC-000709,CO-0038988,SMB,new_business,system,,True,,Commit,1281.91,1309.15,0.0208,,2023-02-06,2023-02-06
OPP-0001740,ACC-002014,CO-0067459,SMB,new_business,system,,True,,Commit,2831.45,2849.97,0.0065,,2023-02-06,2023-02-06
OPP-0001741,ACC-005097,CO-0020604,SMB,new_business,system,,True,,Commit,1445.06,1496.62,0.0345,,2023-02-06,2023-02-06
OPP-0001742,ACC-002419,CO-0046473,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,18155.76,0.1738,,2023-02-07,2023-03-01
OPP-0001743,,CO-0037762,Enterprise,new_business,AE,REP-00039,False,price,Pipeline,285124.46,389990.41,0.2689,fail,2023-02-07,2023-05-01
OPP-0001744,ACC-001961,CO-0092943,SMB,new_business,system,,True,,Commit,3237.54,3319.0,0.0245,,2023-02-07,2023-02-07
OPP-0001745,,CO-0014385,Commercial,new_business,ISR,REP-00015,False,competitive,Best Case,40072.77,46487.35,0.138,,2023-02-08,2023-03-16
OPP-0001746,,CO-0086944,Enterprise,new_business,AE,REP-00043,False,price,Best Case,201395.66,283490.52,0.2896,fail,2023-02-08,2023-08-07
OPP-0001747,ACC-001278,CO-0082900,SMB,new_business,system,,True,,Commit,1956.99,2037.56,0.0395,,2023-02-08,2023-02-08
OPP-0001748,ACC-000342,CO-0077389,Commercial,renewal,AM,REP-00018,True,,Commit,20505.85,22501.46,0.0887,,2023-02-09,2023-03-27
OPP-0001749,ACC-001022,CO-0072088,SMB,new_business,system,,True,,Commit,993.91,1041.55,0.0457,,2023-02-09,2023-02-09
OPP-0001750,ACC-001145,CO-0024131,SMB,new_business,system,,True,,Commit,2486.39,2511.74,0.0101,,2023-02-09,2023-02-09
OPP-0001751,ACC-005165,CO-0061494,SMB,new_business,system,,True,,Commit,2698.16,2816.36,0.042,,2023-02-09,2023-02-09
OPP-0001752,ACC-007283,CO-0082260,SMB,new_business,system,,True,,Commit,2251.1,2367.96,0.0494,,2023-02-09,2023-02-09
OPP-0001753,ACC-002509,CO-0059443,SMB,new_business,system,,True,,Commit,2635.54,2656.36,0.0078,,2023-02-10,2023-02-10
OPP-0001754,ACC-002896,CO-0004777,SMB,new_business,system,,True,,Commit,1412.25,1483.0,0.0477,,2023-02-10,2023-02-10
OPP-0001755,,CO-0006705,Commercial,new_business,ISR,REP-00026,False,no_decision,Omitted,15000.0,16204.1,0.0743,,2023-02-11,2023-03-01
OPP-0001756,,CO-0082586,Commercial,new_business,ISR,REP-00032,False,no_decision,Best Case,21937.72,26958.94,0.1863,,2023-02-11,2023-03-05
OPP-0001757,ACC-000337,CO-0065829,Commercial,renewal,AM,REP-00018,True,,Commit,15000.0,17000.36,0.1177,,2023-02-11,2023-03-13
OPP-0001758,ACC-000634,CO-0045379,SMB,new_business,system,,True,,Commit,1036.69,1056.5,0.0187,,2023-02-11,2023-02-11
OPP-0001759,ACC-001882,CO-0018521,SMB,new_business,system,,True,,Commit,1286.51,1354.09,0.0499,,2023-02-11,2023-02-11
OPP-0001760,ACC-002708,CO-0121606,SMB,new_business,system,,True,,Commit,2701.7,2805.75,0.0371,,2023-02-11,2023-02-11
OPP-0001761,,CO-0028813,Commercial,new_business,ISR,REP-00021,False,no_decision,Pipeline,15000.0,18254.3,0.1783,,2023-02-12,2023-03-25
OPP-0001762,ACC-004355,CO-0059946,SMB,new_business,system,,True,,Commit,1885.84,1961.03,0.0383,,2023-02-12,2023-02-12
OPP-0001763,ACC-004706,CO-0008661,SMB,new_business,system,,True,,Commit,1410.04,1441.11,0.0216,,2023-02-12,2023-02-12
OPP-0001764,ACC-006706,CO-0085035,SMB,new_business,system,,True,,Commit,1105.95,1149.36,0.0378,,2023-02-12,2023-02-12
OPP-0001765,ACC-001603,CO-0102414,Commercial,renewal,AM,REP-00005,True,,Commit,15000.0,15793.81,0.0503,,2023-02-13,2023-05-01
OPP-0001766,ACC-004101,CO-0014749,Commercial,renewal,AM,REP-00005,True,,Commit,21422.63,22678.59,0.0554,,2023-02-13,2023-05-01
OPP-0001767,ACC-005181,CO-0017457,SMB,new_business,system,,True,,Commit,1614.29,1616.06,0.0011,,2023-02-13,2023-02-13
OPP-0001768,ACC-005998,CO-0047872,SMB,new_business,system,,True,,Commit,3311.43,3426.04,0.0335,,2023-02-13,2023-02-13
OPP-0001769,,CO-0037748,Commercial,new_business,ISR,REP-00032,False,competitive,Pipeline,20103.97,21392.15,0.0602,,2023-02-14,2023-02-28
OPP-0001770,,CO-0120435,Commercial,new_business,ISR,REP-00013,False,other,Omitted,19275.76,20649.9,0.0665,,2023-02-14,2023-03-13
OPP-0001771,ACC-000804,CO-0070801,SMB,new_business,system,,True,,Commit,627.99,657.4,0.0447,,2023-02-14,2023-02-14
OPP-0001772,ACC-004081,CO-0014953,SMB,new_business,system,,True,,Commit,1747.75,1808.98,0.0338,,2023-02-14,2023-02-14
OPP-0001773,ACC-005815,CO-0121602,Commercial,expansion,AM,REP-00018,True,,Commit,18440.15,21729.18,0.1514,,2023-02-15,2023-04-01
OPP-0001774,,CO-0016279,Enterprise,new_business,AE,REP-00023,False,competitive,Omitted,440780.43,545296.06,0.1917,fail,2023-02-15,2023-05-23
OPP-0001775,,CO-0021332,Commercial,new_business,ISR,REP-00010,False,other,Best Case,21932.53,25175.46,0.1288,,2023-02-16,2023-03-09
OPP-0001776,ACC-002793,CO-0044388,SMB,new_business,system,,True,,Commit,858.0,894.61,0.0409,,2023-02-16,2023-02-16
OPP-0001777,ACC-005515,CO-0053504,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,17045.15,0.12,,2023-02-17,2023-04-01
OPP-0001778,,CO-0089167,Commercial,new_business,ISR,REP-00021,False,price,Best Case,29623.12,36938.24,0.198,,2023-02-17,2023-03-26
OPP-0001779,ACC-000811,CO-0045216,SMB,new_business,system,,True,,Commit,2343.28,2415.83,0.03,,2023-02-17,2023-02-17
OPP-0001780,ACC-004829,CO-0061374,SMB,new_business,system,,True,,Commit,2941.69,3078.29,0.0444,,2023-02-17,2023-02-17
OPP-0001781,ACC-005059,CO-0088041,SMB,new_business,system,,True,,Commit,2222.96,2309.1,0.0373,,2023-02-17,2023-02-17
OPP-0001782,ACC-006530,CO-0050366,SMB,new_business,system,,True,,Commit,1713.08,1778.98,0.037,,2023-02-17,2023-02-17
OPP-0001783,ACC-007278,CO-0100109,SMB,new_business,system,,True,,Commit,1494.19,1495.16,0.0006,,2023-02-17,2023-02-17
OPP-0001784,,CO-0042933,Commercial,new_business,ISR,REP-00014,False,competitive,Omitted,20715.18,21847.01,0.0518,,2023-02-18,2023-03-14
OPP-0001785,ACC-001890,CO-0022883,SMB,new_business,system,,True,,Commit,933.71,944.22,0.0111,,2023-02-18,2023-02-18
OPP-0001786,ACC-003253,CO-0027259,SMB,new_business,system,,True,,Commit,1624.32,1696.34,0.0425,,2023-02-18,2023-02-18
OPP-0001787,ACC-006257,CO-0080079,SMB,new_business,system,,True,,Commit,1911.94,1917.32,0.0028,,2023-02-18,2023-02-18
OPP-0001788,ACC-006332,CO-0095848,SMB,new_business,system,,True,,Commit,1565.54,1626.14,0.0373,,2023-02-18,2023-02-18
OPP-0001789,ACC-000821,CO-0080196,SMB,new_business,system,,True,,Commit,3972.68,4119.57,0.0357,,2023-02-19,2023-02-19
OPP-0001790,ACC-000957,CO-0003491,SMB,new_business,system,,True,,Commit,1664.63,1703.51,0.0228,,2023-02-19,2023-02-19
OPP-0001791,ACC-004684,CO-0058214,SMB,new_business,system,,True,,Commit,2835.81,2914.73,0.0271,,2023-02-19,2023-02-19
OPP-0001792,ACC-005138,CO-0002724,SMB,new_business,system,,True,,Commit,3172.16,3216.93,0.0139,,2023-02-19,2023-02-19
OPP-0001793,,CO-0067758,Commercial,new_business,ISR,REP-00008,False,competitive,Omitted,19338.63,22764.98,0.1505,,2023-02-20,2023-03-08
OPP-0001794,,CO-0027672,Commercial,new_business,ISR,REP-00008,False,no_decision,Omitted,22122.78,24650.94,0.1026,,2023-02-20,2023-04-02
OPP-0001795,ACC-001298,CO-0108642,Commercial,renewal,AM,REP-00005,True,,Commit,15000.0,17501.55,0.1429,,2023-02-20,2023-05-01
OPP-0001796,ACC-000950,CO-0053743,SMB,new_business,system,,True,,Commit,2749.04,2771.95,0.0083,,2023-02-20,2023-02-20
OPP-0001797,ACC-005128,CO-0057879,SMB,new_business,system,,True,,Commit,3424.08,3590.45,0.0463,,2023-02-20,2023-02-20
OPP-0001798,ACC-005709,CO-0119494,SMB,new_business,system,,True,,Commit,6364.5,6663.53,0.0449,,2023-02-20,2023-02-20
OPP-0001799,ACC-005886,CO-0006755,SMB,new_business,system,,True,,Commit,1780.26,1842.45,0.0338,,2023-02-20,2023-02-20
OPP-0001800,,CO-0019667,Commercial,new_business,ISR,REP-00008,False,price,Best Case,20627.76,22351.02,0.0771,,2023-02-21,2023-03-11
OPP-0001801,ACC-002155,CO-0086294,SMB,new_business,system,,True,,Commit,3157.64,3182.04,0.0077,,2023-02-21,2023-02-21
OPP-0001802,ACC-006114,CO-0014685,SMB,new_business,system,,True,,Commit,1745.59,1815.84,0.0387,,2023-02-21,2023-02-21
OPP-0001803,ACC-006395,CO-0056929,SMB,new_business,system,,True,,Commit,1835.33,1931.58,0.0498,,2023-02-21,2023-02-21
OPP-0001804,ACC-000178,CO-0096770,Commercial,new_business,ISR,REP-00007,True,,Commit,75000.0,92006.98,0.1848,,2023-02-22,2023-03-09
OPP-0001805,ACC-001675,CO-0113303,SMB,new_business,system,,True,,Commit,2521.77,2535.68,0.0055,,2023-02-22,2023-02-22
OPP-0001806,ACC-000848,CO-0092748,SMB,new_business,system,,True,,Commit,1310.83,1355.61,0.033,,2023-02-23,2023-02-23
OPP-0001807,ACC-001680,CO-0087854,SMB,new_business,system,,True,,Commit,1133.14,1168.09,0.0299,,2023-02-23,2023-02-23
OPP-0001808,ACC-001874,CO-0067012,SMB,new_business,system,,True,,Commit,662.09,669.99,0.0118,,2023-02-23,2023-02-23
OPP-0001809,ACC-006508,CO-0005242,SMB,new_business,system,,True,,Commit,983.29,1007.96,0.0245,,2023-02-23,2023-02-23
OPP-0001810,,CO-0053000,Commercial,new_business,ISR,REP-00021,False,competitive,Pipeline,18826.51,21622.45,0.1293,,2023-02-24,2023-03-24
OPP-0001811,ACC-001893,CO-0021018,SMB,new_business,system,,True,,Commit,1079.54,1128.96,0.0438,,2023-02-24,2023-02-24
OPP-0001812,ACC-003346,CO-0044476,SMB,new_business,system,,True,,Commit,1518.95,1542.55,0.0153,,2023-02-24,2023-02-24
OPP-0001813,ACC-005687,CO-0113965,SMB,new_business,system,,True,,Commit,1219.57,1254.24,0.0276,,2023-02-24,2023-02-24
OPP-0001814,ACC-006295,CO-0016073,SMB,new_business,system,,True,,Commit,2815.04,2896.75,0.0282,,2023-02-24,2023-02-24
OPP-0001815,,CO-0109814,Commercial,new_business,ISR,REP-00013,False,competitive,Pipeline,15824.51,16768.55,0.0563,,2023-02-25,2023-03-14
OPP-0001816,ACC-000456,CO-0014302,Commercial,new_business,ISR,REP-00026,True,,Commit,30640.94,33168.59,0.0762,,2023-02-25,2023-03-28
OPP-0001817,ACC-001768,CO-0076278,SMB,new_business,system,,True,,Commit,3454.35,3489.08,0.01,,2023-02-25,2023-02-25
OPP-0001818,ACC-002501,CO-0047962,Commercial,expansion,AM,REP-00018,True,,Commit,15000.0,16798.37,0.1071,,2023-02-26,2023-04-01
OPP-0001819,,CO-0022058,Commercial,new_business,ISR,REP-00026,False,competitive,Omitted,15634.53,16729.64,0.0655,,2023-02-26,2023-04-06
OPP-0001820,,CO-0105807,Commercial,new_business,ISR,REP-00012,False,competitive,Best Case,43345.29,50189.31,0.1364,,2023-02-26,2023-04-08
OPP-0001821,ACC-000158,CO-0091720,Commercial,new_business,ISR,REP-00014,True,,Commit,15000.0,16121.44,0.0696,,2023-02-26,2023-04-09
OPP-0001822,ACC-002358,CO-0100779,SMB,new_business,system,,True,,Commit,828.81,834.04,0.0063,,2023-02-26,2023-02-26
OPP-0001823,ACC-005068,CO-0078897,SMB,new_business,system,,True,,Commit,5688.93,5859.48,0.0291,,2023-02-26,2023-02-26
OPP-0001824,ACC-005620,CO-0035743,SMB,new_business,system,,True,,Commit,1178.92,1201.66,0.0189,,2023-02-26,2023-02-26
OPP-0001825,ACC-007513,CO-0050852,SMB,new_business,system,,True,,Commit,3022.81,3066.56,0.0143,,2023-02-26,2023-02-26
OPP-0001826,,CO-0086340,Commercial,new_business,ISR,REP-00016,False,other,Best Case,31350.55,33338.24,0.0596,,2023-02-27,2023-03-26
OPP-0001827,,CO-0029020,Commercial,new_business,ISR,REP-00002,False,competitive,Best Case,29538.12,31156.78,0.052,,2023-02-27,2023-03-23
OPP-0001828,,CO-0079050,Commercial,new_business,ISR,REP-00026,False,price,Best Case,27963.15,31021.9,0.0986,,2023-02-27,2023-03-14
OPP-0001829,,CO-0054293,Enterprise,new_business,AE,REP-00009,False,price,Best Case,175645.43,248883.29,0.2943,fail,2023-02-27,2023-08-05
OPP-0001830,ACC-004587,CO-0044581,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,17515.39,0.1436,,2023-02-28,2023-04-01
OPP-0001831,,CO-0071064,Commercial,new_business,ISR,REP-00032,False,price,Pipeline,19782.79,23579.54,0.161,,2023-02-28,2023-03-23
OPP-0001832,,CO-0036251,Commercial,new_business,ISR,REP-00010,False,competitive,Pipeline,15000.0,18407.47,0.1851,,2023-02-28,2023-03-22
OPP-0001833,ACC-006277,CO-0070611,SMB,new_business,system,,True,,Commit,1353.48,1400.98,0.0339,,2023-02-28,2023-02-28
OPP-0001834,,CO-0094301,Commercial,new_business,ISR,REP-00015,False,no_decision,Omitted,41691.53,46957.08,0.1121,,2023-03-01,2023-03-17
OPP-0001835,ACC-006198,CO-0031236,SMB,new_business,system,,True,,Commit,1049.89,1103.46,0.0486,,2023-03-01,2023-03-01
OPP-0001836,ACC-006863,CO-0100351,SMB,new_business,system,,True,,Commit,5540.12,5822.51,0.0485,,2023-03-01,2023-03-01
OPP-0001837,,CO-0079377,Commercial,new_business,ISR,REP-00021,False,price,Omitted,24549.6,28208.29,0.1297,,2023-03-02,2023-04-06
OPP-0001838,ACC-000150,CO-0122969,Commercial,new_business,ISR,REP-00007,True,,Commit,15898.92,18740.92,0.1516,,2023-03-02,2023-03-27
OPP-0001839,ACC-001703,CO-0070266,SMB,new_business,system,,True,,Commit,3222.42,3358.2,0.0404,,2023-03-02,2023-03-02
OPP-0001840,ACC-003270,CO-0106766,SMB,new_business,system,,True,,Commit,1221.8,1244.64,0.0183,,2023-03-02,2023-03-02
OPP-0001841,ACC-003438,CO-0059981,SMB,new_business,system,,True,,Commit,876.97,887.08,0.0114,,2023-03-02,2023-03-02
OPP-0001842,ACC-006630,CO-0024038,SMB,new_business,system,,True,,Commit,2267.96,2290.17,0.0097,,2023-03-02,2023-03-02
OPP-0001843,,CO-0010978,Enterprise,new_business,AE,REP-00045,False,price,Omitted,196882.41,240239.15,0.1805,fail,2023-03-03,2023-06-22
OPP-0001844,ACC-001795,CO-0106469,SMB,new_business,system,,True,,Commit,3065.66,3201.57,0.0425,,2023-03-03,2023-03-03
OPP-0001845,ACC-003441,CO-0105313,SMB,new_business,system,,True,,Commit,664.76,669.82,0.0075,,2023-03-03,2023-03-03
OPP-0001846,ACC-005176,CO-0071293,SMB,new_business,system,,True,,Commit,1869.97,1937.17,0.0347,,2023-03-03,2023-03-03
OPP-0001847,ACC-005546,CO-0005397,SMB,new_business,system,,True,,Commit,1079.04,1093.29,0.013,,2023-03-03,2023-03-03
OPP-0001848,,CO-0011023,Commercial,new_business,ISR,REP-00008,False,no_decision,Pipeline,15646.87,18578.84,0.1578,,2023-03-04,2023-04-05
OPP-0001849,ACC-000268,CO-0065132,Commercial,renewal,AM,REP-00005,True,,Commit,15000.0,17879.95,0.1611,,2023-03-04,2023-05-10
OPP-0001850,ACC-002908,CO-0049676,SMB,new_business,system,,True,,Commit,1436.04,1480.89,0.0303,,2023-03-04,2023-03-04
OPP-0001851,ACC-003050,CO-0040355,SMB,new_business,system,,True,,Commit,3274.57,3385.91,0.0329,,2023-03-04,2023-03-04
OPP-0001852,ACC-003317,CO-0027751,SMB,new_business,system,,True,,Commit,1022.58,1071.42,0.0456,,2023-03-04,2023-03-04
OPP-0001853,ACC-004448,CO-0016791,SMB,new_business,system,,True,,Commit,3129.22,3288.36,0.0484,,2023-03-04,2023-03-04
OPP-0001854,ACC-004529,CO-0102649,SMB,new_business,system,,True,,Commit,2123.77,2191.15,0.0308,,2023-03-04,2023-03-04
OPP-0001855,ACC-004800,CO-0002891,SMB,new_business,system,,True,,Commit,1084.4,1088.51,0.0038,,2023-03-04,2023-03-04
OPP-0001856,ACC-005141,CO-0046652,SMB,new_business,system,,True,,Commit,2185.38,2204.42,0.0086,,2023-03-05,2023-03-05
OPP-0001857,ACC-006155,CO-0099728,SMB,new_business,system,,True,,Commit,1650.24,1724.39,0.043,,2023-03-05,2023-03-05
OPP-0001858,ACC-006997,CO-0067145,SMB,new_business,system,,True,,Commit,1404.92,1407.95,0.0022,,2023-03-05,2023-03-05
OPP-0001859,,CO-0036022,Commercial,new_business,ISR,REP-00007,False,competitive,Pipeline,15000.0,18256.14,0.1784,,2023-03-06,2023-04-17
OPP-0001860,,CO-0050031,Commercial,new_business,ISR,REP-00008,False,competitive,Best Case,23528.23,28258.58,0.1674,,2023-03-06,2023-03-26
OPP-0001861,,CO-0069883,Enterprise,new_business,AE,REP-00029,False,competitive,Omitted,114539.37,163539.18,0.2996,fail,2023-03-06,2023-05-23
OPP-0001862,ACC-002399,CO-0121368,SMB,new_business,system,,True,,Commit,1506.86,1582.66,0.0479,,2023-03-06,2023-03-06
OPP-0001863,,CO-0021361,Commercial,new_business,ISR,REP-00038,False,price,Pipeline,39317.56,46388.47,0.1524,,2023-03-07,2023-04-14
OPP-0001864,,CO-0045865,Enterprise,new_business,AE,REP-00042,False,other,Best Case,386246.53,514018.57,0.2486,fail,2023-03-07,2023-06-11
OPP-0001865,ACC-002173,CO-0089759,SMB,new_business,system,,True,,Commit,7710.59,7809.57,0.0127,,2023-03-07,2023-03-07
OPP-0001866,ACC-002278,CO-0117459,SMB,new_business,system,,True,,Commit,3550.54,3682.47,0.0358,,2023-03-07,2023-03-07
OPP-0001867,ACC-006587,CO-0108624,SMB,new_business,system,,True,,Commit,1712.29,1797.84,0.0476,,2023-03-07,2023-03-07
OPP-0001868,,CO-0068049,Commercial,new_business,ISR,REP-00032,False,price,Best Case,28366.83,30188.34,0.0603,,2023-03-08,2023-04-10
OPP-0001869,,CO-0030690,Enterprise,new_business,AE,REP-00043,False,other,Best Case,154330.96,192512.25,0.1983,fail,2023-03-08,2023-06-01
OPP-0001870,,CO-0107477,Enterprise,new_business,AE,REP-00019,False,no_decision,Pipeline,175005.28,220872.05,0.2077,fail,2023-03-08,2023-07-09
OPP-0001871,ACC-004136,CO-0108931,SMB,new_business,system,,True,,Commit,3124.35,3238.5,0.0352,,2023-03-08,2023-03-08
OPP-0001872,ACC-004424,CO-0083551,SMB,new_business,system,,True,,Commit,3111.54,3256.84,0.0446,,2023-03-08,2023-03-08
OPP-0001873,,CO-0058019,Enterprise,new_business,AE,REP-00022,False,no_decision,Omitted,188603.36,257131.53,0.2665,pass,2023-03-09,2023-08-25
OPP-0001874,ACC-006415,CO-0069808,Commercial,expansion,AM,REP-00044,True,,Commit,15000.0,16450.67,0.0882,,2023-03-09,2023-06-01
OPP-0001875,ACC-000778,CO-0013907,SMB,new_business,system,,True,,Commit,668.36,668.89,0.0008,,2023-03-09,2023-03-09
OPP-0001876,ACC-003120,CO-0061965,SMB,new_business,system,,True,,Commit,1073.56,1099.21,0.0233,,2023-03-09,2023-03-09
OPP-0001877,ACC-005789,CO-0050094,SMB,new_business,system,,True,,Commit,2240.13,2352.41,0.0477,,2023-03-09,2023-03-09
OPP-0001878,ACC-002926,CO-0119426,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,16798.49,0.1071,,2023-03-10,2023-04-01
OPP-0001879,,CO-0101073,Commercial,new_business,ISR,REP-00002,False,no_decision,Omitted,15000.0,16520.75,0.0921,,2023-03-10,2023-04-15
OPP-0001880,,CO-0030320,Commercial,new_business,ISR,REP-00013,False,no_decision,Best Case,33512.35,36886.33,0.0915,,2023-03-10,2023-04-15
OPP-0001881,ACC-002512,CO-0092513,SMB,new_business,system,,True,,Commit,811.85,842.48,0.0364,,2023-03-10,2023-03-10
OPP-0001882,ACC-005140,CO-0028145,SMB,new_business,system,,True,,Commit,1377.83,1427.49,0.0348,,2023-03-10,2023-03-10
OPP-0001883,ACC-005751,CO-0089117,SMB,new_business,system,,True,,Commit,2730.62,2858.93,0.0449,,2023-03-10,2023-03-10
OPP-0001884,,CO-0009054,Commercial,new_business,ISR,REP-00038,False,no_decision,Omitted,38020.9,40665.89,0.065,,2023-03-11,2023-04-05
OPP-0001885,,CO-0016249,Commercial,new_business,ISR,REP-00021,False,price,Omitted,20271.79,23684.74,0.1441,,2023-03-11,2023-03-27
OPP-0001886,,CO-0105230,Commercial,new_business,ISR,REP-00038,False,no_decision,Omitted,16308.73,17701.75,0.0787,,2023-03-11,2023-04-11
OPP-0001887,,CO-0013895,Enterprise,new_business,AE,REP-00042,False,price,Pipeline,288514.79,376672.67,0.234,fail,2023-03-11,2023-05-24
OPP-0001888,ACC-005977,CO-0086750,SMB,new_business,system,,True,,Commit,953.65,978.67,0.0256,,2023-03-11,2023-03-11
OPP-0001889,ACC-006703,CO-0096964,SMB,new_business,system,,True,,Commit,3159.3,3226.1,0.0207,,2023-03-11,2023-03-11
OPP-0001890,ACC-003293,CO-0103318,Commercial,expansion,AM,REP-00018,True,,Commit,15211.65,17719.27,0.1415,,2023-03-12,2023-04-01
OPP-0001891,,CO-0015998,Commercial,new_business,ISR,REP-00038,False,no_decision,Pipeline,29578.4,34171.52,0.1344,,2023-03-12,2023-04-14
OPP-0001892,ACC-000446,CO-0109832,Commercial,expansion,AM,REP-00005,True,,Commit,33445.9,41043.48,0.1851,,2023-03-12,2023-04-14
OPP-0001893,ACC-004323,CO-0015852,SMB,new_business,system,,True,,Commit,611.63,640.93,0.0457,,2023-03-12,2023-03-12
OPP-0001894,ACC-006670,CO-0031784,SMB,new_business,system,,True,,Commit,2900.93,2958.14,0.0193,,2023-03-12,2023-03-12
OPP-0001895,,CO-0109067,Commercial,new_business,ISR,REP-00021,False,price,Best Case,15000.0,16184.54,0.0732,,2023-03-13,2023-04-24
OPP-0001896,,CO-0022542,Commercial,new_business,ISR,REP-00002,False,other,Pipeline,31760.76,38770.33,0.1808,,2023-03-13,2023-04-24
OPP-0001897,ACC-000254,CO-0030764,Commercial,renewal,AM,REP-00005,True,,Commit,15000.0,17655.87,0.1504,,2023-03-13,2023-05-29
OPP-0001898,ACC-000430,CO-0056210,Commercial,expansion,AM,REP-00005,True,,Commit,21313.63,23842.14,0.1061,,2023-03-13,2023-04-22
OPP-0001899,ACC-000984,CO-0052290,SMB,new_business,system,,True,,Commit,3290.02,3453.33,0.0473,,2023-03-13,2023-03-13
OPP-0001900,ACC-005500,CO-0022295,SMB,new_business,system,,True,,Commit,1443.27,1443.94,0.0005,,2023-03-13,2023-03-13
OPP-0001901,ACC-005865,CO-0058450,SMB,new_business,system,,True,,Commit,3425.56,3538.93,0.032,,2023-03-13,2023-03-13
OPP-0001902,ACC-007432,CO-0070572,SMB,new_business,system,,True,,Commit,2531.13,2584.48,0.0206,,2023-03-13,2023-03-13
OPP-0001903,ACC-004420,CO-0064522,SMB,new_business,system,,True,,Commit,3980.32,4022.91,0.0106,,2023-03-14,2023-03-14
OPP-0001904,ACC-005031,CO-0019203,SMB,new_business,system,,True,,Commit,3810.71,3818.88,0.0021,,2023-03-14,2023-03-14
OPP-0001905,ACC-005193,CO-0103915,SMB,new_business,system,,True,,Commit,1327.56,1348.24,0.0153,,2023-03-14,2023-03-14
OPP-0001906,ACC-006104,CO-0090895,SMB,new_business,system,,True,,Commit,1099.23,1109.0,0.0088,,2023-03-14,2023-03-14
OPP-0001907,ACC-006472,CO-0088955,SMB,new_business,system,,True,,Commit,2913.98,2976.64,0.0211,,2023-03-14,2023-03-14
OPP-0001908,ACC-006896,CO-0111194,Commercial,expansion,AM,REP-00005,True,,Commit,15000.0,16536.78,0.0929,,2023-03-15,2023-04-01
OPP-0001909,ACC-000388,CO-0080431,Commercial,new_business,ISR,REP-00015,True,,Commit,17072.4,18784.6,0.0911,,2023-03-15,2023-04-16
OPP-0001910,ACC-001361,CO-0016538,SMB,new_business,system,,True,,Commit,1952.57,2001.85,0.0246,,2023-03-15,2023-03-15
OPP-0001911,,CO-0045893,Commercial,new_business,ISR,REP-00026,False,price,Best Case,34792.14,42395.56,0.1793,,2023-03-16,2023-04-24
OPP-0001912,,CO-0034891,Commercial,new_business,ISR,REP-00008,False,other,Pipeline,17528.81,20182.75,0.1315,,2023-03-16,2023-04-02
OPP-0001913,,CO-0071173,Enterprise,new_business,AE,REP-00039,False,competitive,Pipeline,201296.16,240427.1,0.1628,pass,2023-03-16,2023-08-18
OPP-0001914,ACC-000620,CO-0083467,SMB,new_business,system,,True,,Commit,752.38,759.0,0.0087,,2023-03-16,2023-03-16
OPP-0001915,ACC-002655,CO-0012302,SMB,new_business,system,,True,,Commit,2598.85,2667.19,0.0256,,2023-03-16,2023-03-16
OPP-0001916,ACC-005889,CO-0076224,SMB,new_business,system,,True,,Commit,2806.01,2894.56,0.0306,,2023-03-16,2023-03-16
OPP-0001917,,CO-0079998,Commercial,new_business,ISR,REP-00038,False,competitive,Omitted,15000.0,17022.26,0.1188,,2023-03-17,2023-04-01
OPP-0001918,,CO-0117836,Enterprise,new_business,AE,REP-00034,False,competitive,Omitted,297755.77,334232.85,0.1091,fail,2023-03-17,2023-08-18
OPP-0001919,ACC-001357,CO-0080461,Commercial,renewal,AM,REP-00005,True,,Commit,16590.53,20397.54,0.1866,,2023-03-17,2023-06-01
OPP-0001920,ACC-001936,CO-0078736,SMB,new_business,system,,True,,Commit,1131.77,1159.2,0.0237,,2023-03-17,2023-03-17
OPP-0001921,ACC-004804,CO-0077033,SMB,new_business,system,,True,,Commit,661.22,683.61,0.0328,,2023-03-17,2023-03-17
OPP-0001922,ACC-005041,CO-0077747,SMB,new_business,system,,True,,Commit,1147.68,1204.5,0.0472,,2023-03-17,2023-03-17
OPP-0001923,ACC-003598,CO-0070839,SMB,new_business,system,,True,,Commit,1989.45,2084.14,0.0454,,2023-03-18,2023-03-18
