account_id,month,segment,actions_consumed,active_workflows
ACC-001114,2020-06-01,SMB,3253,9
ACC-001114,2020-07-01,SMB,3440,9
ACC-001114,2020-08-01,SMB,3435,9
ACC-001114,2020-09-01,SMB,4099,10
ACC-001114,2020-10-01,SMB,5160,11
ACC-001114,2020-11-01,SMB,3649,10
ACC-001114,2020-12-01,SMB,3426,9
ACC-001114,2021-01-01,SMB,4283,10
ACC-001114,2021-02-01,SMB,5247,11
ACC-001114,2021-03-01,SMB,4504,11
ACC-001114,2021-04-01,SMB,4856,11
ACC-001114,2021-05-01,SMB,4938,11
ACC-001114,2021-06-01,SMB,5055,11
ACC-001114,2021-07-01,SMB,5418,12
ACC-001114,2021-08-01,SMB,5025,11
ACC-001114,2021-09-01,SMB,6013,12
ACC-001114,2021-10-01,SMB,5886,12
ACC-001114,2021-11-01,SMB,6324,13
ACC-001114,2021-12-01,SMB,5991,12
ACC-001114,2022-01-01,SMB,6536,13
ACC-001114,2022-02-01,SMB,7499,14
ACC-001114,2022-03-01,SMB,7477,14
ACC-001114,2022-04-01,SMB,9017,15
ACC-001114,2022-05-01,SMB,7248,13
ACC-001114,2022-06-01,SMB,8297,14
ACC-001114,2022-07-01,SMB,8573,15
ACC-001114,2022-08-01,SMB,9331,15
ACC-001114,2022-09-01,SMB,9812,16
ACC-001114,2022-10-01,SMB,10676,16
ACC-001114,2022-11-01,SMB,9798,16
ACC-001114,2022-12-01,SMB,8675,15
ACC-001114,2023-01-01,SMB,11056,17
ACC-001114,2023-02-01,SMB,11169,17
ACC-001114,2023-03-01,SMB,11296,17
ACC-001114,2023-04-01,SMB,13164,18
ACC-001114,2023-05-01,SMB,12469,18
ACC-001114,2023-06-01,SMB,14056,19
ACC-001114,2023-07-01,SMB,12023,17
ACC-001114,2023-08-01,SMB,14440,19
ACC-001114,2023-09-01,SMB,15861,20
ACC-001114,2023-10-01,SMB,15724,20
ACC-001114,2023-11-01,SMB,15156,19
ACC-001114,2023-12-01,SMB,14811,19
ACC-001114,2024-01-01,SMB,19263,22
ACC-001114,2024-02-01,SMB,17030,21
ACC-001114,2024-03-01,SMB,21437,23
ACC-001114,2024-04-01,SMB,20872,23
ACC-001114,2024-05-01,SMB,22269,24
ACC-001114,2024-06-01,SMB,17451,21
ACC-001114,2024-07-01,SMB,17395,21
ACC-001114,2024-08-01,SMB,20980,23
ACC-001114,2024-09-01,SMB,24167,25
ACC-001114,2024-10-01,SMB,24306,25
ACC-001114,2024-11-01,SMB,26075,26
ACC-001114,2024-12-01,SMB,24225,25
ACC-001114,2025-01-01,SMB,33528,29
ACC-001114,2025-02-01,SMB,30733,28
ACC-001114,2025-03-01,SMB,31969,28
ACC-001114,2025-04-01,SMB,36718,30
ACC-001114,2025-05-01,SMB,27987,26
ACC-001114,2025-06-01,SMB,35296,30
ACC-001114,2025-07-01,SMB,34463,29
ACC-001114,2025-08-01,SMB,37846,31
ACC-001114,2025-09-01,Commercial,28694,27
ACC-001114,2025-10-01,Commercial,30483,28
ACC-001114,2025-11-01,Commercial,29863,27
ACC-001114,2025-12-01,Commercial,35723,30
ACC-001115,2023-11-01,SMB,553,4
ACC-001115,2023-12-01,SMB,5890,12
ACC-001115,2024-01-01,SMB,6107,12
ACC-001115,2024-02-01,SMB,5804,12
ACC-001115,2024-03-01,SMB,5888,12
ACC-001115,2024-04-01,SMB,5398,12
ACC-001115,2024-05-01,SMB,5696,12
ACC-001115,2024-06-01,SMB,5713,12
ACC-001115,2024-07-01,SMB,5284,11
ACC-001115,2024-08-01,SMB,4992,11
ACC-001115,2024-09-01,SMB,6433,13
ACC-001115,2024-10-01,SMB,5614,12
ACC-001115,2024-11-01,SMB,6315,13
ACC-001115,2024-12-01,SMB,5563,12
ACC-001115,2025-01-01,SMB,6834,13
ACC-001115,2025-02-01,SMB,6390,13
ACC-001115,2025-03-01,SMB,6207,12
ACC-001115,2025-04-01,SMB,7800,14
ACC-001115,2025-05-01,SMB,7207,13
ACC-001115,2025-06-01,SMB,5684,12
ACC-001115,2025-07-01,SMB,5844,12
ACC-001115,2025-08-01,SMB,6016,12
ACC-001115,2025-09-01,SMB,7507,14
ACC-001115,2025-10-01,SMB,7580,14
ACC-001115,2025-11-01,SMB,7640,14
ACC-001115,2025-12-01,SMB,5944,12
ACC-001116,2021-09-01,SMB,265,3
ACC-001116,2021-10-01,SMB,2976,9
ACC-001116,2021-11-01,SMB,2652,8
ACC-001116,2021-12-01,SMB,2718,8
ACC-001116,2022-01-01,SMB,3038,9
ACC-001116,2022-02-01,SMB,2628,8
ACC-001116,2022-03-01,SMB,3372,9
ACC-001116,2022-04-01,SMB,2967,9
ACC-001116,2022-05-01,SMB,2719,8
ACC-001116,2022-06-01,SMB,2870,8
ACC-001116,2022-07-01,SMB,2665,8
ACC-001116,2022-08-01,SMB,2827,8
ACC-001116,2022-09-01,SMB,2625,8
ACC-001116,2022-10-01,SMB,3212,9
ACC-001116,2022-11-01,SMB,3208,9
ACC-001116,2022-12-01,SMB,2737,8
ACC-001116,2023-01-01,SMB,3309,9
ACC-001116,2023-02-01,SMB,3005,9
ACC-001116,2023-03-01,SMB,3643,10
ACC-001116,2023-04-01,SMB,2903,9
ACC-001116,2023-05-01,SMB,3497,9
ACC-001116,2023-06-01,SMB,2839,8
ACC-001116,2023-07-01,SMB,2783,8
ACC-001116,2023-08-01,SMB,2980,9
ACC-001116,2023-09-01,SMB,2795,8
ACC-001116,2023-10-01,SMB,3337,9
ACC-001116,2023-11-01,SMB,3453,9
ACC-001116,2023-12-01,SMB,2853,8
ACC-001116,2024-01-01,SMB,3127,9
ACC-001116,2024-02-01,SMB,2946,9
ACC-001116,2024-03-01,SMB,3429,9
ACC-001116,2024-04-01,SMB,3227,9
ACC-001116,2024-05-01,SMB,3449,9
ACC-001116,2024-06-01,SMB,3465,9
ACC-001116,2024-07-01,SMB,3212,9
ACC-001116,2024-08-01,SMB,2935,9
ACC-001116,2024-09-01,SMB,3242,9
ACC-001116,2024-10-01,SMB,3854,10
ACC-001116,2024-11-01,SMB,3456,9
ACC-001116,2024-12-01,SMB,3117,9
ACC-001116,2025-01-01,SMB,3454,9
ACC-001116,2025-02-01,SMB,3346,9
ACC-001116,2025-03-01,SMB,4307,10
ACC-001116,2025-04-01,SMB,3947,10
ACC-001116,2025-05-01,SMB,3923,10
ACC-001116,2025-06-01,SMB,3544,9
ACC-001116,2025-07-01,SMB,3330,9
ACC-001116,2025-08-01,SMB,3688,10
ACC-001116,2025-09-01,SMB,4417,11
ACC-001116,2025-10-01,SMB,4163,10
ACC-001116,2025-11-01,SMB,4275,10
ACC-001116,2025-12-01,SMB,4009,10
ACC-001117,2023-02-01,SMB,512,4
ACC-001117,2023-03-01,SMB,4561,11
ACC-001117,2023-04-01,SMB,4470,11
ACC-001117,2023-05-01,SMB,4120,10
ACC-001117,2023-06-01,SMB,4076,10
ACC-001117,2023-07-01,SMB,3721,10
ACC-001117,2023-08-01,SMB,3891,10
ACC-001117,2023-09-01,SMB,5159,11
ACC-001117,2023-10-01,SMB,4479,11
ACC-001117,2023-11-01,SMB,4947,11
ACC-001117,2023-12-01,SMB,3936,10
ACC-001117,2024-01-01,SMB,5143,11
ACC-001117,2024-02-01,SMB,4797,11
ACC-001117,2024-03-01,SMB,4357,10
ACC-001117,2024-04-01,SMB,5524,12
ACC-001117,2024-05-01,SMB,5544,12
ACC-001117,2024-06-01,SMB,5357,12
ACC-001117,2024-07-01,SMB,4734,11
ACC-001117,2024-08-01,SMB,4399,10
ACC-001117,2024-09-01,SMB,4710,11
ACC-001117,2024-10-01,SMB,5757,12
ACC-001117,2024-11-01,SMB,5344,12
ACC-001117,2024-12-01,SMB,4997,11
ACC-001117,2025-01-01,SMB,5108,11
ACC-001117,2025-02-01,SMB,6056,12
ACC-001118,2024-11-01,SMB,448,3
ACC-001118,2024-12-01,SMB,3105,9
ACC-001118,2025-01-01,SMB,4438,11
ACC-001118,2025-02-01,SMB,4125,10
ACC-001118,2025-03-01,SMB,3972,10
ACC-001118,2025-04-01,SMB,4197,10
ACC-001118,2025-05-01,SMB,3748,10
ACC-001118,2025-06-01,SMB,3561,9
ACC-001118,2025-07-01,SMB,3436,9
ACC-001118,2025-08-01,SMB,3533,9
ACC-001118,2025-09-01,SMB,3846,10
ACC-001118,2025-10-01,SMB,4757,11
ACC-001118,2025-11-01,SMB,4780,11
ACC-001118,2025-12-01,SMB,3049,9
ACC-001119,2023-05-01,SMB,359,3
ACC-001119,2023-06-01,SMB,3787,10
ACC-001119,2023-07-01,SMB,3164,9
ACC-001119,2023-08-01,SMB,3713,10
ACC-001119,2023-09-01,SMB,3254,9
ACC-001119,2023-10-01,SMB,3732,10
ACC-001119,2023-11-01,SMB,3527,9
ACC-001119,2023-12-01,SMB,3016,9
ACC-001119,2024-01-01,SMB,3559,9
ACC-001119,2024-02-01,SMB,4084,10
ACC-001119,2024-03-01,SMB,3750,10
ACC-001119,2024-04-01,SMB,4282,10
ACC-001119,2024-05-01,SMB,3750,10
ACC-001119,2024-06-01,SMB,4071,10
ACC-001119,2024-07-01,SMB,3770,10
ACC-001119,2024-08-01,SMB,3723,10
ACC-001119,2024-09-01,SMB,4601,11
ACC-001119,2024-10-01,SMB,4182,10
ACC-001119,2024-11-01,SMB,4518,11
ACC-001119,2024-12-01,SMB,3662,10
ACC-001119,2025-01-01,SMB,4788,11
ACC-001119,2025-02-01,SMB,4280,10
ACC-001119,2025-03-01,SMB,4647,11
ACC-001119,2025-04-01,SMB,4652,11
ACC-001119,2025-05-01,SMB,4663,11
ACC-001119,2025-06-01,SMB,4408,10
ACC-001119,2025-07-01,SMB,3598,9
ACC-001119,2025-08-01,SMB,4891,11
ACC-001119,2025-09-01,SMB,4946,11
ACC-001119,2025-10-01,SMB,5066,11
ACC-001119,2025-11-01,SMB,5341,12
ACC-001119,2025-12-01,SMB,4120,10
ACC-001120,2025-08-01,SMB,192,2
ACC-001120,2025-09-01,SMB,2214,7
ACC-001120,2025-10-01,SMB,2336,8
ACC-001120,2025-11-01,SMB,2415,8
ACC-001120,2025-12-01,SMB,2027,7
ACC-001121,2021-01-01,SMB,429,3
ACC-001121,2021-02-01,SMB,4226,10
ACC-001121,2021-03-01,SMB,3635,10
ACC-001121,2021-04-01,SMB,3781,10
ACC-001121,2021-05-01,SMB,4315,10
ACC-001121,2021-06-01,SMB,3665,10
ACC-001121,2021-07-01,SMB,3692,10
ACC-001121,2021-08-01,SMB,3672,10
ACC-001121,2021-09-01,SMB,4366,10
ACC-001121,2021-10-01,SMB,3754,10
ACC-001121,2021-11-01,SMB,3696,10
ACC-001121,2021-12-01,SMB,3229,9
ACC-001121,2022-01-01,SMB,4260,10
ACC-001121,2022-02-01,SMB,4774,11
ACC-001121,2022-03-01,SMB,4691,11
ACC-001121,2022-04-01,SMB,4479,11
ACC-001121,2022-05-01,SMB,4661,11
ACC-001121,2022-06-01,SMB,4438,11
ACC-001121,2022-07-01,SMB,4438,11
ACC-001121,2022-08-01,SMB,5131,11
ACC-001121,2022-09-01,SMB,4589,11
ACC-001121,2022-10-01,SMB,5140,11
ACC-001121,2022-11-01,SMB,5105,11
ACC-001121,2022-12-01,SMB,4015,10
ACC-001121,2023-01-01,SMB,5190,11
ACC-001121,2023-02-01,SMB,4717,11
ACC-001121,2023-03-01,SMB,4975,11
ACC-001121,2023-04-01,SMB,5126,11
ACC-001121,2023-05-01,SMB,5371,12
ACC-001121,2023-06-01,SMB,4182,10
ACC-001121,2023-07-01,SMB,5327,12
ACC-001121,2023-08-01,SMB,4952,11
ACC-001121,2023-09-01,SMB,5332,12
ACC-001121,2023-10-01,SMB,6341,13
ACC-001121,2023-11-01,SMB,5728,12
ACC-001121,2023-12-01,SMB,4906,11
ACC-001121,2024-01-01,SMB,6614,13
ACC-001121,2024-02-01,SMB,6135,12
ACC-001121,2024-03-01,SMB,6265,13
ACC-001121,2024-04-01,SMB,6003,12
ACC-001121,2024-05-01,SMB,5723,12
ACC-001121,2024-06-01,SMB,5273,11
ACC-001121,2024-07-01,SMB,6230,12
ACC-001121,2024-08-01,SMB,6435,13
ACC-001121,2024-09-01,SMB,6625,13
ACC-001121,2024-10-01,SMB,6685,13
ACC-001121,2024-11-01,SMB,7903,14
ACC-001121,2024-12-01,SMB,5381,12
ACC-001121,2025-01-01,SMB,6865,13
ACC-001121,2025-02-01,SMB,6971,13
ACC-001121,2025-03-01,SMB,7492,14
ACC-001121,2025-04-01,SMB,6354,13
ACC-001121,2025-05-01,SMB,6418,13
ACC-001121,2025-06-01,SMB,6052,12
ACC-001121,2025-07-01,SMB,6387,13
ACC-001121,2025-08-01,SMB,6512,13
ACC-001121,2025-09-01,SMB,5875,12
ACC-001121,2025-10-01,SMB,8323,14
ACC-001121,2025-11-01,SMB,7082,13
ACC-001121,2025-12-01,SMB,6018,12
ACC-001122,2025-10-01,SMB,264,3
ACC-001122,2025-11-01,SMB,3024,9
ACC-001122,2025-12-01,SMB,2440,8
ACC-001123,2023-11-01,SMB,768,4
ACC-001123,2023-12-01,SMB,6187,12
ACC-001123,2024-01-01,SMB,7021,13
ACC-001123,2024-02-01,SMB,5268,11
ACC-001123,2024-03-01,SMB,5574,12
ACC-001123,2024-04-01,SMB,6323,13
ACC-001123,2024-05-01,SMB,6469,13
ACC-001123,2024-06-01,SMB,6887,13
ACC-001123,2024-07-01,SMB,6824,13
ACC-001123,2024-08-01,SMB,5687,12
ACC-001123,2024-09-01,SMB,4872,11
ACC-001123,2024-10-01,SMB,2187,7
ACC-001123,2024-11-01,SMB,2556,8
ACC-001123,2024-12-01,SMB,1081,5
ACC-001123,2025-01-01,SMB,236,2
ACC-001124,2024-08-01,SMB,445,3
ACC-001124,2024-09-01,SMB,4859,11
ACC-001124,2024-10-01,SMB,4972,11
ACC-001124,2024-11-01,SMB,5240,11
ACC-001124,2024-12-01,SMB,4185,10
ACC-001124,2025-01-01,SMB,5521,12
ACC-001124,2025-02-01,SMB,5599,12
ACC-001124,2025-03-01,SMB,5881,12
ACC-001124,2025-04-01,SMB,4842,11
ACC-001124,2025-05-01,SMB,5585,12
ACC-001124,2025-06-01,SMB,2558,8
ACC-001124,2025-07-01,SMB,2388,8
ACC-001124,2025-08-01,SMB,1329,6
ACC-001124,2025-09-01,SMB,952,5
ACC-001124,2025-10-01,SMB,566,4
ACC-001125,2025-09-01,SMB,395,3
ACC-001125,2025-10-01,SMB,3378,9
ACC-001125,2025-11-01,SMB,3851,10
ACC-001125,2025-12-01,SMB,2956,9
ACC-001126,2023-09-01,SMB,337,3
ACC-001126,2023-10-01,SMB,3089,9
ACC-001126,2023-11-01,SMB,2984,9
ACC-001126,2023-12-01,SMB,3191,9
ACC-001126,2024-01-01,SMB,3048,9
ACC-001126,2024-02-01,SMB,3119,9
ACC-001126,2024-03-01,SMB,3281,9
ACC-001126,2024-04-01,SMB,2940,9
ACC-001126,2024-05-01,SMB,3528,9
ACC-001126,2024-06-01,SMB,2512,8
ACC-001126,2024-07-01,SMB,2815,8
ACC-001126,2024-08-01,SMB,3226,9
ACC-001126,2024-09-01,SMB,3184,9
ACC-001126,2024-10-01,SMB,3260,9
ACC-001126,2024-11-01,SMB,3328,9
ACC-001126,2024-12-01,SMB,2497,8
ACC-001126,2025-01-01,SMB,3526,9
ACC-001126,2025-02-01,SMB,3618,10
ACC-001126,2025-03-01,SMB,4164,10
ACC-001126,2025-04-01,SMB,3571,9
ACC-001126,2025-05-01,SMB,3473,9
ACC-001126,2025-06-01,SMB,2958,9
ACC-001126,2025-07-01,SMB,3079,9
ACC-001126,2025-08-01,SMB,2718,8
ACC-001126,2025-09-01,SMB,4138,10
ACC-001126,2025-10-01,SMB,3429,9
ACC-001126,2025-11-01,SMB,4196,10
ACC-001126,2025-12-01,SMB,3392,9
ACC-001127,2024-03-01,SMB,396,3
ACC-001127,2024-04-01,SMB,4311,10
ACC-001127,2024-05-01,SMB,4801,11
ACC-001127,2024-06-01,SMB,3982,10
ACC-001127,2024-07-01,SMB,3880,10
ACC-001127,2024-08-01,SMB,4063,10
ACC-001127,2024-09-01,SMB,4626,11
ACC-001127,2024-10-01,SMB,4730,11
ACC-001127,2024-11-01,SMB,4562,11
ACC-001127,2024-12-01,SMB,4136,10
ACC-001127,2025-01-01,SMB,5453,12
ACC-001127,2025-02-01,SMB,5167,11
ACC-001127,2025-03-01,SMB,4498,11
ACC-001127,2025-04-01,SMB,4456,11
ACC-001127,2025-05-01,SMB,4609,11
ACC-001127,2025-06-01,SMB,4050,10
ACC-001127,2025-07-01,SMB,4557,11
ACC-001127,2025-08-01,SMB,4928,11
ACC-001127,2025-09-01,SMB,5551,12
ACC-001127,2025-10-01,SMB,5251,11
ACC-001127,2025-11-01,SMB,4897,11
ACC-001127,2025-12-01,SMB,4164,10
ACC-001128,2024-07-01,SMB,166,2
ACC-001128,2024-08-01,SMB,1416,6
ACC-001128,2024-09-01,SMB,597,4
ACC-001128,2024-10-01,SMB,285,3
ACC-001129,2023-05-01,SMB,584,4
ACC-001129,2023-06-01,SMB,6606,13
ACC-001129,2023-07-01,SMB,5296,12
ACC-001129,2023-08-01,SMB,6209,12
ACC-001129,2023-09-01,SMB,6756,13
ACC-001129,2023-10-01,SMB,7808,14
ACC-001129,2023-11-01,SMB,6802,13
ACC-001129,2023-12-01,SMB,5220,11
ACC-001129,2024-01-01,SMB,7270,13
ACC-001129,2024-02-01,SMB,6996,13
ACC-001129,2024-03-01,SMB,6770,13
ACC-001129,2024-04-01,SMB,6946,13
ACC-001129,2024-05-01,SMB,6545,13
ACC-001129,2024-06-01,SMB,6752,13
ACC-001129,2024-07-01,SMB,5645,12
ACC-001129,2024-08-01,SMB,6684,13
ACC-001129,2024-09-01,SMB,7660,14
ACC-001129,2024-10-01,SMB,8131,14
ACC-001129,2024-11-01,SMB,4682,11
ACC-001129,2024-12-01,SMB,3869,10
ACC-001129,2025-01-01,SMB,3037,9
ACC-001129,2025-02-01,SMB,2082,7
ACC-001129,2025-03-01,SMB,1070,5
ACC-001130,2025-01-01,SMB,496,4
ACC-001130,2025-02-01,SMB,3789,10
ACC-001130,2025-03-01,SMB,4118,10
ACC-001130,2025-04-01,SMB,3764,10
ACC-001130,2025-05-01,SMB,4672,11
ACC-001130,2025-06-01,SMB,3987,10
ACC-001130,2025-07-01,SMB,3810,10
ACC-001130,2025-08-01,SMB,4072,10
ACC-001130,2025-09-01,SMB,4617,11
ACC-001130,2025-10-01,SMB,4347,10
ACC-001130,2025-11-01,SMB,5245,11
ACC-001130,2025-12-01,SMB,3467,9
ACC-001131,2025-02-01,SMB,388,3
ACC-001131,2025-03-01,SMB,4260,10
ACC-001131,2025-04-01,SMB,4081,10
ACC-001131,2025-05-01,SMB,4688,11
ACC-001131,2025-06-01,SMB,3481,9
ACC-001131,2025-07-01,SMB,4210,10
ACC-001131,2025-08-01,SMB,4418,11
ACC-001131,2025-09-01,SMB,4772,11
ACC-001131,2025-10-01,SMB,4296,10
ACC-001131,2025-11-01,SMB,4842,11
ACC-001131,2025-12-01,SMB,3766,10
ACC-001132,2025-10-01,SMB,708,4
ACC-001132,2025-11-01,SMB,6241,12
ACC-001132,2025-12-01,SMB,6271,13
ACC-001133,2025-12-01,SMB,457,3
ACC-001134,2023-07-01,SMB,381,3
ACC-001134,2023-08-01,SMB,3825,10
ACC-001134,2023-09-01,SMB,5079,11
ACC-001134,2023-10-01,SMB,5332,12
ACC-001134,2023-11-01,SMB,4663,11
ACC-001134,2023-12-01,SMB,4221,10
ACC-001134,2024-01-01,SMB,5009,11
ACC-001134,2024-02-01,SMB,3925,10
ACC-001134,2024-03-01,SMB,4700,11
ACC-001134,2024-04-01,SMB,4687,11
ACC-001134,2024-05-01,SMB,4625,11
ACC-001134,2024-06-01,SMB,3999,10
ACC-001134,2024-07-01,SMB,3619,10
ACC-001134,2024-08-01,SMB,4501,11
ACC-001134,2024-09-01,SMB,4759,11
ACC-001134,2024-10-01,SMB,4629,11
ACC-001134,2024-11-01,SMB,4138,10
ACC-001134,2024-12-01,SMB,3858,10
ACC-001134,2025-01-01,SMB,5382,12
ACC-001134,2025-02-01,SMB,4999,11
ACC-001134,2025-03-01,SMB,5406,12
ACC-001134,2025-04-01,SMB,5875,12
ACC-001134,2025-05-01,SMB,4909,11
ACC-001134,2025-06-01,SMB,5352,12
ACC-001134,2025-07-01,SMB,5609,12
ACC-001134,2025-08-01,SMB,5221,11
ACC-001134,2025-09-01,SMB,4958,11
ACC-001134,2025-10-01,SMB,5002,11
ACC-001134,2025-11-01,SMB,5480,12
ACC-001134,2025-12-01,SMB,4388,10
ACC-001135,2024-12-01,SMB,342,3
ACC-001135,2025-01-01,SMB,3847,10
ACC-001135,2025-02-01,SMB,3864,10
ACC-001135,2025-03-01,SMB,3871,10
ACC-001135,2025-04-01,SMB,4401,10
ACC-001135,2025-05-01,SMB,4276,10
ACC-001135,2025-06-01,SMB,4733,11
ACC-001135,2025-07-01,SMB,3594,9
ACC-001135,2025-08-01,SMB,3506,9
ACC-001135,2025-09-01,SMB,4424,11
ACC-001135,2025-10-01,SMB,4589,11
ACC-001135,2025-11-01,SMB,4519,11
ACC-001135,2025-12-01,SMB,3712,10
ACC-001136,2025-05-01,SMB,597,4
ACC-001136,2025-06-01,SMB,6660,13
ACC-001136,2025-07-01,SMB,5808,12
ACC-001136,2025-08-01,SMB,5724,12
ACC-001136,2025-09-01,SMB,6499,13
ACC-001136,2025-10-01,SMB,6796,13
ACC-001136,2025-11-01,SMB,6732,13
ACC-001136,2025-12-01,SMB,5190,11
ACC-001137,2025-05-01,SMB,266,3
ACC-001137,2025-06-01,SMB,2892,9
ACC-001137,2025-07-01,SMB,2355,8
ACC-001137,2025-08-01,SMB,2682,8
ACC-001137,2025-09-01,SMB,2571,8
ACC-001137,2025-10-01,SMB,2838,8
ACC-001137,2025-11-01,SMB,2945,9
ACC-001137,2025-12-01,SMB,2401,8
ACC-001138,2025-11-01,SMB,467,3
ACC-001138,2025-12-01,SMB,3911,10
ACC-001139,2024-01-01,SMB,36024,30
ACC-001139,2024-02-01,SMB,40865,32
ACC-001139,2024-03-01,Commercial,25133,25
ACC-001139,2024-04-01,Commercial,28296,27
ACC-001139,2024-05-01,Commercial,26693,26
ACC-001139,2024-06-01,Commercial,28528,27
ACC-001139,2024-07-01,Commercial,23273,24
ACC-001139,2024-08-01,Commercial,29309,27
ACC-001139,2024-09-01,Commercial,28648,27
ACC-001139,2024-10-01,Commercial,24759,25
ACC-001139,2024-11-01,Commercial,31536,28
ACC-001139,2024-12-01,Commercial,25955,25
ACC-001139,2025-01-01,Commercial,32240,28
ACC-001139,2025-02-01,Commercial,32365,28
ACC-001139,2025-03-01,Commercial,26538,26
ACC-001139,2025-04-01,Commercial,27594,26
ACC-001139,2025-05-01,Commercial,28454,27
ACC-001139,2025-06-01,Commercial,26253,26
ACC-001139,2025-07-01,Commercial,24031,25
ACC-001139,2025-08-01,Commercial,33206,29
ACC-001139,2025-09-01,Commercial,31378,28
ACC-001139,2025-10-01,Commercial,31133,28
ACC-001139,2025-11-01,Commercial,28689,27
ACC-001139,2025-12-01,Commercial,27241,26
ACC-001140,2024-10-01,SMB,405,3
ACC-001140,2024-11-01,SMB,3620,10
ACC-001140,2024-12-01,SMB,2972,9
ACC-001140,2025-01-01,SMB,3740,10
ACC-001140,2025-02-01,SMB,4290,10
ACC-001140,2025-03-01,SMB,4005,10
ACC-001140,2025-04-01,SMB,3495,9
ACC-001140,2025-05-01,SMB,4088,10
ACC-001140,2025-06-01,SMB,3781,10
ACC-001140,2025-07-01,SMB,3647,10
ACC-001140,2025-08-01,SMB,3768,10
ACC-001140,2025-09-01,SMB,4129,10
ACC-001140,2025-10-01,SMB,4263,10
ACC-001140,2025-11-01,SMB,4348,10
ACC-001140,2025-12-01,SMB,3067,9
ACC-001141,2025-05-01,SMB,384,3
ACC-001141,2025-06-01,SMB,3899,10
ACC-001141,2025-07-01,SMB,3298,9
ACC-001141,2025-08-01,SMB,3396,9
ACC-001141,2025-09-01,SMB,3321,9
ACC-001141,2025-10-01,SMB,3794,10
ACC-001141,2025-11-01,SMB,3691,10
ACC-001141,2025-12-01,SMB,2973,9
ACC-001142,2024-01-01,SMB,336,3
ACC-001142,2024-02-01,SMB,3064,9
ACC-001142,2024-03-01,SMB,2717,8
ACC-001142,2024-04-01,SMB,3002,9
ACC-001142,2024-05-01,SMB,3218,9
ACC-001142,2024-06-01,SMB,2574,8
ACC-001142,2024-07-01,SMB,2828,8
ACC-001142,2024-08-01,SMB,2612,8
ACC-001142,2024-09-01,SMB,3352,9
ACC-001142,2024-10-01,SMB,3871,10
ACC-001142,2024-11-01,SMB,3483,9
ACC-001142,2024-12-01,SMB,2819,8
ACC-001142,2025-01-01,SMB,3229,9
ACC-001142,2025-02-01,SMB,3610,10
ACC-001142,2025-03-01,SMB,3055,9
ACC-001142,2025-04-01,SMB,3206,9
ACC-001142,2025-05-01,SMB,2644,8
ACC-001142,2025-06-01,SMB,3449,9
ACC-001142,2025-07-01,SMB,2941,9
ACC-001142,2025-08-01,SMB,3159,9
ACC-001142,2025-09-01,SMB,3399,9
ACC-001142,2025-10-01,SMB,3178,9
ACC-001142,2025-11-01,SMB,3325,9
ACC-001142,2025-12-01,SMB,3343,9
ACC-001143,2025-07-01,SMB,384,3
ACC-001143,2025-08-01,SMB,4441,11
ACC-001143,2025-09-01,SMB,4061,10
ACC-001143,2025-10-01,SMB,5002,11
ACC-001143,2025-11-01,SMB,5253,11
ACC-001143,2025-12-01,SMB,3989,10
ACC-001144,2023-01-01,SMB,319,3
ACC-001144,2023-02-01,SMB,3216,9
ACC-001144,2023-03-01,SMB,2842,8
ACC-001144,2023-04-01,SMB,3435,9
ACC-001144,2023-05-01,SMB,3431,9
ACC-001144,2023-06-01,SMB,2698,8
ACC-001144,2023-07-01,SMB,2913,9
ACC-001144,2023-08-01,SMB,2975,9
ACC-001144,2023-09-01,SMB,3344,9
ACC-001144,2023-10-01,SMB,3486,9
ACC-001144,2023-11-01,SMB,3706,10
ACC-001144,2023-12-01,SMB,2851,8
ACC-001144,2024-01-01,SMB,3749,10
ACC-001144,2024-02-01,SMB,3201,9
ACC-001144,2024-03-01,SMB,3587,9
ACC-001144,2024-04-01,SMB,3569,9
ACC-001144,2024-05-01,SMB,3661,10
ACC-001144,2024-06-01,SMB,3108,9
ACC-001144,2024-07-01,SMB,3286,9
ACC-001144,2024-08-01,SMB,3426,9
ACC-001144,2024-09-01,SMB,4038,10
ACC-001144,2024-10-01,SMB,3993,10
ACC-001144,2024-11-01,SMB,4123,10
ACC-001144,2024-12-01,SMB,3149,9
ACC-001144,2025-01-01,SMB,3739,10
ACC-001144,2025-02-01,SMB,4062,10
ACC-001144,2025-03-01,SMB,3086,9
ACC-001144,2025-04-01,SMB,4103,10
ACC-001144,2025-05-01,SMB,4293,10
ACC-001144,2025-06-01,SMB,3801,10
ACC-001144,2025-07-01,SMB,3734,10
ACC-001144,2025-08-01,SMB,3649,10
ACC-001144,2025-09-01,SMB,4379,10
ACC-001144,2025-10-01,SMB,3904,10
ACC-001144,2025-11-01,SMB,4436,11
ACC-001144,2025-12-01,SMB,3959,10
ACC-001145,2023-02-01,SMB,402,3
ACC-001145,2023-03-01,SMB,4855,11
ACC-001145,2023-04-01,SMB,4587,11
ACC-001145,2023-05-01,SMB,4270,10
ACC-001145,2023-06-01,SMB,4358,10
ACC-001145,2023-07-01,SMB,4133,10
ACC-001145,2023-08-01,SMB,4698,11
ACC-001145,2023-09-01,SMB,4099,10
ACC-001145,2023-10-01,SMB,4827,11
ACC-001145,2023-11-01,SMB,5687,12
ACC-001145,2023-12-01,SMB,4128,10
ACC-001145,2024-01-01,SMB,4554,11
