company_id,employee_count_band,industry,region,is_personal_email_domain,icp_fit_score,is_customer,was_ever_customer,account_id
CO-0021332,51-200,Healthcare,North America,False,46.7,False,False,
CO-0021333,1-10,Professional Services,EMEA,True,25.9,False,False,
CO-0021334,1-10,Professional Services,North America,False,17.4,False,False,
CO-0021335,1-10,Technology/SaaS,EMEA,False,32.2,True,True,ACC-004312
CO-0021336,1-10,Manufacturing,APAC,False,11.6,False,False,
CO-0021337,1-10,Retail/E-commerce,North America,False,26.1,False,False,
CO-0021338,1001-5000,Retail/E-commerce,North America,False,52.1,False,False,
CO-0021339,11-50,Professional Services,North America,False,24.0,False,False,
CO-0021340,1-10,Financial Services,North America,False,30.5,False,False,
CO-0021341,11-50,Retail/E-commerce,North America,False,27.6,True,True,ACC-002372
CO-0021342,1-10,Technology/SaaS,North America,False,21.7,False,False,
CO-0021343,51-200,Professional Services,North America,False,33.8,True,True,ACC-006256
CO-0021344,1001-5000,Retail/E-commerce,North America,False,57.6,False,False,
CO-0021345,1-10,Healthcare,North America,False,24.9,False,False,
CO-0021346,1-10,Retail/E-commerce,APAC,False,18.4,False,False,
CO-0021347,11-50,Media/Entertainment,North America,False,15.4,False,False,
CO-0021348,1-10,Manufacturing,North America,False,14.9,False,False,
CO-0021349,1-10,Manufacturing,North America,False,36.5,False,False,
CO-0021350,11-50,Professional Services,APAC,False,16.6,False,False,
CO-0021351,11-50,Healthcare,North America,False,16.0,False,False,
CO-0021352,1-10,Professional Services,North America,True,21.3,False,False,
CO-0021353,51-200,Technology/SaaS,APAC,False,48.4,False,False,
CO-0021354,1-10,Media/Entertainment,North America,True,16.0,False,False,
CO-0021355,1-10,Education,EMEA,False,1.4,False,False,
CO-0021356,51-200,Healthcare,EMEA,False,27.5,False,False,
CO-0021357,11-50,Retail/E-commerce,EMEA,False,15.6,True,True,ACC-003334
CO-0021358,11-50,Technology/SaaS,EMEA,False,28.6,False,False,
CO-0021359,11-50,Technology/SaaS,APAC,False,28.1,False,False,
CO-0021360,11-50,Retail/E-commerce,North America,False,18.6,False,False,
CO-0021361,201-1000,Financial Services,EMEA,False,60.7,False,False,
CO-0021362,11-50,Logistics/Supply Chain,APAC,False,12.8,False,False,
CO-0021363,1-10,Education,APAC,False,14.8,False,False,
CO-0021364,51-200,Media/Entertainment,North America,False,35.5,False,False,
CO-0021365,1-10,Media/Entertainment,EMEA,False,17.8,False,False,
CO-0021366,51-200,Logistics/Supply Chain,North America,False,22.7,False,False,
CO-0021367,1-10,Healthcare,APAC,False,16.3,False,False,
CO-0021368,11-50,Education,APAC,False,17.9,False,False,
CO-0021369,51-200,Technology/SaaS,EMEA,False,47.4,False,False,
CO-0021370,11-50,Professional Services,EMEA,False,28.2,False,False,
CO-0021371,1-10,Retail/E-commerce,EMEA,False,20.9,False,False,
CO-0021372,1-10,Manufacturing,North America,False,31.4,False,False,
CO-0021373,51-200,Logistics/Supply Chain,EMEA,False,38.4,False,False,
CO-0021374,20000+,Financial Services,North America,False,97.4,True,True,ACC-000025
CO-0021375,11-50,Technology/SaaS,EMEA,False,28.4,False,False,
CO-0021376,1-10,Professional Services,EMEA,False,4.1,False,False,
CO-0021377,1-10,Public Sector,APAC,False,21.6,False,False,
CO-0021378,11-50,Media/Entertainment,North America,False,25.0,False,False,
CO-0021379,1-10,Logistics/Supply Chain,EMEA,True,0.0,False,False,
CO-0021380,201-1000,Professional Services,North America,False,53.5,False,False,
CO-0021381,11-50,Professional Services,North America,False,25.8,False,False,
CO-0021382,1-10,Media/Entertainment,EMEA,False,16.7,False,False,
CO-0021383,1-10,Public Sector,North America,False,30.9,False,False,
CO-0021384,1-10,Technology/SaaS,EMEA,False,29.4,False,False,
CO-0021385,11-50,Financial Services,North America,False,43.0,False,False,
CO-0021386,11-50,Professional Services,North America,False,37.0,True,True,ACC-003498
CO-0021387,1-10,Education,North America,False,14.1,False,False,
CO-0021388,11-50,Public Sector,North America,False,34.4,False,False,
CO-0021389,1-10,Logistics/Supply Chain,APAC,False,11.7,False,False,
CO-0021390,11-50,Healthcare,EMEA,False,23.6,False,False,
CO-0021391,201-1000,Retail/E-commerce,North America,False,44.6,False,False,
CO-0021392,1-10,Retail/E-commerce,APAC,True,19.2,False,False,
CO-0021393,1-10,Professional Services,APAC,False,19.9,False,False,
CO-0021394,201-1000,Retail/E-commerce,North America,False,37.2,False,False,
CO-0021395,1-10,Professional Services,EMEA,False,19.4,False,False,
CO-0021396,1-10,Public Sector,APAC,False,15.3,False,False,
CO-0021397,51-200,Retail/E-commerce,North America,False,30.0,False,False,
CO-0021398,11-50,Technology/SaaS,EMEA,False,46.2,False,False,
CO-0021399,201-1000,Healthcare,North America,False,46.6,False,False,
CO-0021400,11-50,Media/Entertainment,APAC,False,29.3,False,False,
CO-0021401,11-50,Public Sector,North America,False,27.4,False,False,
CO-0021402,1-10,Manufacturing,North America,False,29.9,False,False,
CO-0021403,1-10,Technology/SaaS,EMEA,False,23.5,False,False,
CO-0021404,11-50,Education,APAC,False,24.2,False,False,
CO-0021405,1-10,Education,North America,False,7.0,False,False,
CO-0021406,11-50,Education,North America,False,18.2,False,False,
CO-0021407,1-10,Education,North America,False,15.2,False,False,
CO-0021408,1-10,Logistics/Supply Chain,EMEA,False,32.2,True,True,ACC-006312
CO-0021409,11-50,Logistics/Supply Chain,North America,False,29.5,False,False,
CO-0021410,11-50,Healthcare,EMEA,False,29.3,False,False,
CO-0021411,1-10,Education,North America,False,6.9,False,False,
CO-0021412,51-200,Professional Services,EMEA,False,33.0,False,False,
CO-0021413,1-10,Financial Services,EMEA,True,20.6,False,False,
CO-0021414,1-10,Logistics/Supply Chain,North America,False,20.6,False,False,
CO-0021415,201-1000,Financial Services,North America,False,66.5,False,False,
CO-0021416,201-1000,Professional Services,APAC,False,35.8,False,False,
CO-0021417,1-10,Financial Services,North America,True,25.4,False,False,
CO-0021418,1-10,Media/Entertainment,APAC,False,11.3,False,False,
CO-0021419,201-1000,Education,North America,False,44.5,False,False,
CO-0021420,11-50,Retail/E-commerce,North America,False,18.8,False,False,
CO-0021421,1-10,Healthcare,North America,True,36.3,False,False,
CO-0021422,1-10,Professional Services,North America,False,19.6,False,False,
CO-0021423,1-10,Media/Entertainment,North America,False,11.1,False,False,
CO-0021424,51-200,Media/Entertainment,North America,False,39.9,False,False,
CO-0021425,11-50,Healthcare,APAC,False,24.4,False,False,
CO-0021426,1-10,Financial Services,North America,False,33.9,False,False,
CO-0021427,1-10,Media/Entertainment,LATAM,True,12.3,False,False,
CO-0021428,1-10,Retail/E-commerce,EMEA,False,13.9,True,True,ACC-006259
CO-0021429,51-200,Media/Entertainment,EMEA,False,45.2,False,False,
CO-0021430,201-1000,Professional Services,North America,False,43.8,False,False,
CO-0021431,11-50,Professional Services,North America,False,18.7,False,False,
CO-0021432,51-200,Retail/E-commerce,North America,False,30.3,False,False,
CO-0021433,1-10,Financial Services,EMEA,False,22.7,False,False,
CO-0021434,11-50,Education,North America,False,16.4,False,False,
CO-0021435,1-10,Professional Services,EMEA,True,18.8,False,False,
CO-0021436,1-10,Professional Services,North America,False,11.0,False,False,
CO-0021437,11-50,Logistics/Supply Chain,EMEA,False,38.2,False,False,
CO-0021438,51-200,Technology/SaaS,LATAM,False,32.4,False,False,
CO-0021439,1-10,Financial Services,North America,False,35.0,False,False,
CO-0021440,11-50,Retail/E-commerce,North America,False,30.3,False,False,
CO-0021441,201-1000,Healthcare,North America,False,51.1,False,False,
CO-0021442,51-200,Healthcare,North America,False,33.6,False,False,
CO-0021443,11-50,Financial Services,North America,False,32.2,False,False,
CO-0021444,1-10,Professional Services,North America,False,22.7,False,False,
CO-0021445,51-200,Professional Services,APAC,False,26.4,False,False,
CO-0021446,1-10,Public Sector,North America,False,22.0,False,False,
CO-0021447,1-10,Retail/E-commerce,North America,True,11.2,False,False,
CO-0021448,1-10,Media/Entertainment,North America,False,16.7,False,False,
CO-0021449,11-50,Retail/E-commerce,North America,False,27.3,False,False,
CO-0021450,11-50,Manufacturing,North America,False,25.5,False,False,
CO-0021451,51-200,Public Sector,North America,False,28.5,False,False,
CO-0021452,11-50,Education,North America,False,16.2,False,False,
CO-0021453,1001-5000,Technology/SaaS,North America,False,61.1,False,False,
CO-0021454,11-50,Professional Services,EMEA,False,27.1,False,False,
CO-0021455,11-50,Healthcare,North America,False,33.1,False,False,
CO-0021456,1-10,Healthcare,North America,False,20.8,False,False,
CO-0021457,1-10,Professional Services,LATAM,False,12.2,False,False,
CO-0021458,11-50,Technology/SaaS,North America,False,37.0,False,False,
CO-0021459,51-200,Education,APAC,False,41.7,False,False,
CO-0021460,1-10,Education,EMEA,True,18.2,False,False,
CO-0021461,11-50,Manufacturing,LATAM,False,11.2,False,False,
CO-0021462,1-10,Professional Services,North America,False,15.3,False,False,
CO-0021463,1-10,Technology/SaaS,North America,False,31.6,True,True,ACC-003199
CO-0021464,1-10,Technology/SaaS,EMEA,False,27.4,True,True,ACC-005813
CO-0021465,1-10,Financial Services,North America,True,23.9,False,False,
CO-0021466,1-10,Technology/SaaS,North America,False,35.3,False,False,
CO-0021467,201-1000,Technology/SaaS,North America,False,48.1,False,False,
CO-0021468,51-200,Technology/SaaS,APAC,False,55.1,False,False,
CO-0021469,1-10,Technology/SaaS,North America,False,29.8,False,False,
CO-0021470,1-10,Healthcare,EMEA,False,23.9,False,False,
CO-0021471,11-50,Media/Entertainment,APAC,False,28.4,False,False,
CO-0021472,1-10,Media/Entertainment,EMEA,False,22.0,False,False,
CO-0021473,51-200,Financial Services,North America,False,40.5,False,False,
CO-0021474,11-50,Healthcare,APAC,False,20.0,False,False,
CO-0021475,201-1000,Retail/E-commerce,LATAM,False,49.8,False,False,
CO-0021476,1-10,Media/Entertainment,North America,False,22.6,False,False,
CO-0021477,1001-5000,Financial Services,EMEA,False,62.4,False,False,
CO-0021478,51-200,Professional Services,EMEA,False,45.7,False,False,
CO-0021479,51-200,Technology/SaaS,North America,False,48.9,False,False,
CO-0021480,1001-5000,Financial Services,EMEA,False,73.0,False,False,
CO-0021481,11-50,Financial Services,EMEA,False,23.4,False,False,
CO-0021482,1-10,Healthcare,APAC,True,27.1,False,False,
CO-0021483,11-50,Media/Entertainment,EMEA,False,14.2,False,False,
CO-0021484,51-200,Retail/E-commerce,LATAM,False,39.1,False,False,
CO-0021485,201-1000,Logistics/Supply Chain,North America,False,40.3,False,False,
CO-0021486,11-50,Public Sector,North America,False,25.5,False,False,
CO-0021487,51-200,Professional Services,North America,False,42.0,False,False,
CO-0021488,1-10,Professional Services,North America,False,19.4,False,False,
CO-0021489,1-10,Technology/SaaS,North America,False,23.3,False,False,
CO-0021490,11-50,Media/Entertainment,EMEA,False,26.2,False,False,
CO-0021491,1-10,Healthcare,North America,False,23.7,False,False,
CO-0021492,1-10,Media/Entertainment,North America,False,33.0,False,False,
CO-0021493,51-200,Professional Services,EMEA,False,30.4,True,True,ACC-001294
CO-0021494,11-50,Technology/SaaS,EMEA,False,29.3,False,False,
CO-0021495,11-50,Media/Entertainment,North America,False,29.7,False,False,
CO-0021496,1-10,Professional Services,North America,False,24.5,False,False,
CO-0021497,1-10,Retail/E-commerce,EMEA,False,0.1,False,False,
CO-0021498,11-50,Logistics/Supply Chain,LATAM,False,27.0,False,False,
CO-0021499,201-1000,Healthcare,North America,False,43.1,False,False,
CO-0021500,1-10,Retail/E-commerce,EMEA,False,11.6,False,False,
CO-0021501,51-200,Financial Services,North America,False,52.4,False,False,
CO-0021502,51-200,Professional Services,LATAM,False,24.0,False,False,
CO-0021503,51-200,Education,EMEA,False,30.2,False,False,
CO-0021504,11-50,Technology/SaaS,North America,False,25.6,False,False,
CO-0021505,1-10,Healthcare,North America,False,22.8,True,True,ACC-006524
CO-0021506,51-200,Professional Services,APAC,False,43.5,False,False,
CO-0021507,11-50,Media/Entertainment,LATAM,False,23.7,False,False,
CO-0021508,1-10,Public Sector,APAC,False,2.1,False,False,
CO-0021509,1-10,Logistics/Supply Chain,APAC,False,17.4,False,False,
CO-0021510,11-50,Logistics/Supply Chain,EMEA,False,25.5,False,False,
CO-0021511,11-50,Logistics/Supply Chain,APAC,False,18.5,False,False,
CO-0021512,201-1000,Retail/E-commerce,North America,False,43.0,False,False,
CO-0021513,1-10,Retail/E-commerce,EMEA,False,6.3,False,False,
CO-0021514,1-10,Financial Services,LATAM,False,22.7,False,False,
CO-0021515,1001-5000,Financial Services,North America,False,62.5,False,False,
CO-0021516,1-10,Education,North America,True,20.9,False,False,
CO-0021517,1-10,Financial Services,APAC,False,21.6,False,False,
CO-0021518,51-200,Financial Services,North America,False,41.4,False,False,
CO-0021519,1001-5000,Financial Services,North America,False,72.7,False,False,
CO-0021520,11-50,Professional Services,North America,False,33.3,False,False,
CO-0021521,1-10,Technology/SaaS,EMEA,False,25.5,False,False,
CO-0021522,11-50,Media/Entertainment,North America,False,24.6,False,False,
CO-0021523,51-200,Public Sector,North America,False,36.6,False,False,
CO-0021524,201-1000,Retail/E-commerce,North America,False,45.0,False,False,
CO-0021525,1-10,Retail/E-commerce,North America,False,27.0,False,False,
CO-0021526,201-1000,Technology/SaaS,North America,False,58.5,False,False,
CO-0021527,11-50,Technology/SaaS,North America,False,26.3,False,False,
CO-0021528,1-10,Logistics/Supply Chain,APAC,False,26.9,False,False,
CO-0021529,1-10,Professional Services,North America,False,5.2,False,False,
CO-0021530,1-10,Media/Entertainment,North America,False,20.4,False,False,
CO-0021531,1001-5000,Media/Entertainment,APAC,False,60.7,False,False,
CO-0021532,1-10,Manufacturing,North America,False,14.1,False,False,
CO-0021533,51-200,Media/Entertainment,EMEA,False,33.5,False,False,
CO-0021534,1-10,Manufacturing,EMEA,False,36.6,False,False,
CO-0021535,51-200,Technology/SaaS,North America,False,39.4,False,False,
CO-0021536,11-50,Financial Services,EMEA,False,26.2,False,False,
CO-0021537,201-1000,Manufacturing,North America,False,56.2,False,False,
CO-0021538,11-50,Technology/SaaS,EMEA,False,39.1,False,False,
CO-0021539,51-200,Retail/E-commerce,North America,False,31.9,False,False,
CO-0021540,11-50,Retail/E-commerce,APAC,False,23.0,False,False,
CO-0021541,11-50,Manufacturing,North America,False,45.3,False,False,
CO-0021542,1001-5000,Professional Services,APAC,False,51.3,False,False,
CO-0021543,11-50,Manufacturing,EMEA,False,23.8,False,False,
CO-0021544,201-1000,Education,North America,False,31.5,False,False,
CO-0021545,1-10,Education,North America,True,8.9,False,False,
CO-0021546,11-50,Retail/E-commerce,APAC,False,21.6,False,False,
CO-0021547,201-1000,Technology/SaaS,North America,False,54.5,False,False,
CO-0021548,201-1000,Healthcare,LATAM,False,44.0,False,False,
CO-0021549,11-50,Professional Services,EMEA,False,30.0,False,False,
CO-0021550,11-50,Healthcare,LATAM,False,18.3,False,False,
CO-0021551,51-200,Logistics/Supply Chain,North America,False,29.3,False,False,
CO-0021552,1-10,Retail/E-commerce,EMEA,False,20.5,False,False,
CO-0021553,201-1000,Manufacturing,EMEA,False,59.5,False,False,
CO-0021554,1-10,Professional Services,North America,True,17.7,False,False,
CO-0021555,1-10,Media/Entertainment,North America,False,0.0,False,False,
CO-0021556,51-200,Healthcare,North America,False,39.5,False,False,
CO-0021557,1-10,Logistics/Supply Chain,APAC,True,21.0,False,False,
CO-0021558,1-10,Healthcare,APAC,False,14.8,False,False,
CO-0021559,1-10,Retail/E-commerce,EMEA,False,11.6,False,False,
CO-0021560,5001-20000,Retail/E-commerce,North America,False,76.9,False,False,
CO-0021561,11-50,Retail/E-commerce,North America,False,16.5,False,False,
CO-0021562,5001-20000,Financial Services,North America,False,77.3,False,False,
CO-0021563,1-10,Retail/E-commerce,North America,False,21.2,False,False,
CO-0021564,1-10,Financial Services,North America,True,34.7,False,False,
CO-0021565,1-10,Healthcare,North America,False,27.4,False,False,
CO-0021566,1-10,Public Sector,North America,False,23.6,True,True,ACC-002611
CO-0021567,1-10,Media/Entertainment,North America,False,16.6,True,True,ACC-001481
CO-0021568,1-10,Professional Services,EMEA,False,13.3,False,False,
CO-0021569,11-50,Media/Entertainment,EMEA,False,22.8,False,False,
CO-0021570,51-200,Media/Entertainment,North America,False,40.1,False,False,
CO-0021571,1-10,Technology/SaaS,APAC,False,28.5,True,True,ACC-002891
CO-0021572,11-50,Healthcare,EMEA,False,37.5,False,False,
CO-0021573,1-10,Financial Services,North America,False,37.2,False,False,
CO-0021574,11-50,Public Sector,APAC,False,17.9,True,True,ACC-007053
CO-0021575,51-200,Professional Services,North America,False,32.6,False,False,
CO-0021576,51-200,Retail/E-commerce,APAC,False,35.8,False,False,
CO-0021577,51-200,Logistics/Supply Chain,North America,False,42.7,False,False,
CO-0021578,1-10,Technology/SaaS,LATAM,False,14.9,False,False,
CO-0021579,11-50,Technology/SaaS,EMEA,False,19.1,False,False,
CO-0021580,51-200,Financial Services,EMEA,False,46.5,False,False,
CO-0021581,1001-5000,Healthcare,EMEA,False,76.2,False,False,
CO-0021582,11-50,Manufacturing,North America,False,38.8,False,False,
CO-0021583,11-50,Financial Services,North America,False,37.3,False,False,
CO-0021584,51-200,Retail/E-commerce,EMEA,False,48.0,False,False,
CO-0021585,5001-20000,Professional Services,North America,False,73.8,False,False,
CO-0021586,1-10,Retail/E-commerce,APAC,False,10.4,False,False,
CO-0021587,1-10,Manufacturing,North America,False,23.6,False,False,
CO-0021588,51-200,Media/Entertainment,North America,False,34.4,False,False,
CO-0021589,51-200,Media/Entertainment,EMEA,False,42.5,False,False,
CO-0021590,1-10,Healthcare,LATAM,False,20.5,False,False,
CO-0021591,1-10,Technology/SaaS,EMEA,False,25.1,False,False,
CO-0021592,11-50,Manufacturing,North America,False,28.3,False,False,
CO-0021593,51-200,Professional Services,EMEA,False,32.0,False,False,
CO-0021594,51-200,Technology/SaaS,North America,False,43.9,False,False,
CO-0021595,1-10,Manufacturing,EMEA,False,29.4,False,False,
CO-0021596,1-10,Media/Entertainment,North America,False,28.2,False,False,
CO-0021597,51-200,Retail/E-commerce,EMEA,False,29.3,False,False,
CO-0021598,1-10,Logistics/Supply Chain,EMEA,False,5.2,False,False,
CO-0021599,11-50,Financial Services,North America,False,26.1,False,False,
CO-0021600,11-50,Retail/E-commerce,North America,False,26.8,False,False,
CO-0021601,1-10,Professional Services,North America,False,19.9,False,False,
CO-0021602,51-200,Manufacturing,North America,False,50.9,False,False,
CO-0021603,1-10,Retail/E-commerce,North America,False,15.8,False,False,
CO-0021604,51-200,Retail/E-commerce,North America,False,31.1,True,True,ACC-006088
CO-0021605,11-50,Financial Services,North America,False,28.7,False,False,
CO-0021606,11-50,Retail/E-commerce,EMEA,False,29.1,False,False,
CO-0021607,201-1000,Healthcare,EMEA,False,54.9,False,False,
CO-0021608,1-10,Manufacturing,North America,False,24.4,False,False,
CO-0021609,51-200,Financial Services,APAC,False,43.0,False,False,
CO-0021610,1-10,Manufacturing,EMEA,False,19.6,False,False,
CO-0021611,5001-20000,Media/Entertainment,APAC,False,72.4,False,False,
CO-0021612,1-10,Retail/E-commerce,EMEA,True,10.7,False,False,
CO-0021613,11-50,Logistics/Supply Chain,North America,False,22.6,False,False,
CO-0021614,1-10,Logistics/Supply Chain,LATAM,False,11.3,False,False,
CO-0021615,1-10,Financial Services,North America,False,37.8,False,False,
CO-0021616,1-10,Technology/SaaS,EMEA,False,25.1,False,False,
CO-0021617,1-10,Healthcare,North America,False,26.7,False,False,
CO-0021618,1-10,Retail/E-commerce,APAC,False,23.3,False,False,
CO-0021619,1-10,Healthcare,APAC,True,26.5,False,False,
CO-0021620,51-200,Technology/SaaS,EMEA,False,43.8,False,False,
CO-0021621,11-50,Retail/E-commerce,LATAM,False,11.2,False,False,
CO-0021622,1-10,Retail/E-commerce,LATAM,False,3.4,False,False,
CO-0021623,201-1000,Media/Entertainment,North America,False,55.0,False,False,
CO-0021624,11-50,Healthcare,North America,False,33.1,False,False,
CO-0021625,1-10,Technology/SaaS,APAC,False,26.9,True,True,ACC-002613
CO-0021626,1-10,Professional Services,North America,False,24.2,False,False,
CO-0021627,11-50,Professional Services,EMEA,False,20.7,False,False,
CO-0021628,11-50,Technology/SaaS,North America,False,28.4,False,False,
CO-0021629,201-1000,Manufacturing,North America,False,47.6,False,False,
CO-0021630,11-50,Healthcare,North America,False,28.4,False,False,
CO-0021631,1001-5000,Education,North America,False,62.2,False,False,
CO-0021632,51-200,Professional Services,North America,False,51.6,False,False,
CO-0021633,5001-20000,Financial Services,APAC,False,76.2,False,False,
CO-0021634,11-50,Professional Services,EMEA,False,30.5,False,False,
CO-0021635,11-50,Financial Services,North America,False,42.8,False,False,
CO-0021636,51-200,Professional Services,EMEA,False,45.7,False,False,
CO-0021637,51-200,Public Sector,North America,False,56.1,False,False,
CO-0021638,1-10,Retail/E-commerce,North America,False,17.9,False,False,
CO-0021639,1-10,Retail/E-commerce,North America,False,20.2,False,False,
CO-0021640,1-10,Technology/SaaS,EMEA,False,18.4,False,False,
CO-0021641,1-10,Professional Services,North America,False,31.4,False,False,
CO-0021642,201-1000,Technology/SaaS,APAC,False,60.3,False,False,
CO-0021643,51-200,Professional Services,North America,False,37.4,False,False,
CO-0021644,1-10,Professional Services,North America,False,23.9,False,False,
CO-0021645,1-10,Healthcare,EMEA,False,20.1,False,False,
CO-0021646,1-10,Education,North America,False,26.9,False,False,
CO-0021647,51-200,Financial Services,North America,False,47.5,False,False,
CO-0021648,201-1000,Healthcare,North America,False,45.1,True,True,ACC-000144
CO-0021649,1-10,Logistics/Supply Chain,LATAM,True,14.2,False,False,
CO-0021650,1-10,Education,North America,False,11.0,True,True,ACC-003632
CO-0021651,1001-5000,Education,North America,False,48.4,False,False,
CO-0021652,11-50,Logistics/Supply Chain,EMEA,False,32.3,False,False,
CO-0021653,201-1000,Financial Services,North America,False,57.1,False,False,
CO-0021654,1-10,Technology/SaaS,EMEA,True,23.9,False,False,
CO-0021655,1-10,Manufacturing,APAC,False,31.5,True,True,ACC-004409
CO-0021656,11-50,Media/Entertainment,North America,False,5.1,False,False,
CO-0021657,1-10,Education,North America,True,15.4,True,True,ACC-003101
CO-0021658,51-200,Logistics/Supply Chain,North America,False,44.7,False,False,
CO-0021659,51-200,Public Sector,LATAM,False,40.2,False,False,
CO-0021660,1-10,Manufacturing,EMEA,False,28.6,True,True,ACC-003186
CO-0021661,11-50,Healthcare,North America,False,12.5,False,False,
CO-0021662,51-200,Retail/E-commerce,EMEA,False,31.9,False,False,
CO-0021663,201-1000,Retail/E-commerce,EMEA,False,42.2,False,False,
CO-0021664,1-10,Professional Services,North America,False,14.4,False,False,
CO-0021665,51-200,Technology/SaaS,North America,False,47.2,False,False,
CO-0021666,1-10,Professional Services,North America,False,17.4,False,False,
CO-0021667,201-1000,Financial Services,APAC,False,58.6,False,False,
CO-0021668,11-50,Technology/SaaS,North America,False,25.6,False,False,
CO-0021669,1-10,Retail/E-commerce,North America,False,17.3,False,False,
CO-0021670,51-200,Professional Services,North America,False,42.3,False,False,
CO-0021671,51-200,Professional Services,North America,False,31.8,False,False,
CO-0021672,51-200,Manufacturing,EMEA,False,39.4,False,False,
CO-0021673,1-10,Education,EMEA,False,0.0,False,False,
CO-0021674,51-200,Technology/SaaS,APAC,False,47.5,False,False,
CO-0021675,51-200,Education,EMEA,False,34.3,False,False,
CO-0021676,1-10,Media/Entertainment,EMEA,False,23.8,False,False,
CO-0021677,1-10,Manufacturing,EMEA,False,29.5,False,False,
CO-0021678,201-1000,Logistics/Supply Chain,APAC,False,55.0,False,False,
CO-0021679,11-50,Retail/E-commerce,North America,False,28.2,False,False,
CO-0021680,11-50,Media/Entertainment,North America,False,14.4,True,True,ACC-004944
CO-0021681,201-1000,Technology/SaaS,North America,False,47.6,False,False,
CO-0021682,1-10,Manufacturing,North America,False,41.5,False,False,
CO-0021683,51-200,Manufacturing,EMEA,False,46.2,False,False,
CO-0021684,11-50,Professional Services,EMEA,False,11.0,False,False,
CO-0021685,1-10,Media/Entertainment,EMEA,False,16.6,False,False,
CO-0021686,1001-5000,Financial Services,North America,False,75.4,False,False,
CO-0021687,51-200,Media/Entertainment,North America,False,26.6,False,False,
CO-0021688,1-10,Professional Services,EMEA,True,4.3,False,False,
CO-0021689,201-1000,Professional Services,LATAM,False,34.0,False,False,
CO-0021690,201-1000,Manufacturing,North America,False,61.4,False,False,
CO-0021691,51-200,Financial Services,EMEA,False,37.9,False,False,
CO-0021692,1-10,Retail/E-commerce,North America,False,20.8,False,False,
CO-0021693,1-10,Healthcare,EMEA,False,25.8,False,False,
CO-0021694,51-200,Retail/E-commerce,EMEA,False,38.6,False,False,
CO-0021695,201-1000,Professional Services,North America,False,36.6,False,False,
CO-0021696,1-10,Financial Services,North America,False,30.2,False,False,
CO-0021697,11-50,Education,North America,False,19.5,False,False,
CO-0021698,1-10,Healthcare,APAC,False,17.4,False,False,
CO-0021699,11-50,Public Sector,APAC,False,20.2,False,False,
CO-0021700,11-50,Retail/E-commerce,EMEA,False,23.8,False,False,
CO-0021701,1-10,Professional Services,North America,True,8.1,False,False,
CO-0021702,11-50,Retail/E-commerce,LATAM,False,12.7,False,False,
CO-0021703,11-50,Media/Entertainment,North America,False,27.8,False,False,
CO-0021704,11-50,Financial Services,North America,False,34.8,False,False,
CO-0021705,201-1000,Public Sector,North America,False,46.5,False,False,
CO-0021706,1-10,Manufacturing,North America,False,14.1,True,True,ACC-006337
CO-0021707,1-10,Retail/E-commerce,APAC,False,16.5,True,True,ACC-004552
CO-0021708,11-50,Professional Services,North America,False,28.2,False,False,
CO-0021709,11-50,Financial Services,APAC,False,33.1,False,False,
CO-0021710,1-10,Logistics/Supply Chain,North America,False,25.8,False,False,
CO-0021711,1001-5000,Education,EMEA,False,49.8,False,False,
CO-0021712,1-10,Financial Services,LATAM,False,30.3,False,False,
CO-0021713,1-10,Manufacturing,APAC,False,24.2,False,False,
CO-0021714,51-200,Public Sector,North America,False,28.3,False,False,
CO-0021715,201-1000,Public Sector,APAC,False,64.2,False,False,
CO-0021716,11-50,Media/Entertainment,EMEA,False,27.1,False,False,
CO-0021717,1-10,Healthcare,EMEA,True,31.5,False,False,
CO-0021718,1-10,Professional Services,North America,False,21.1,True,True,ACC-003457
CO-0021719,1-10,Professional Services,EMEA,True,21.7,False,False,
CO-0021720,11-50,Media/Entertainment,North America,False,24.9,False,False,
CO-0021721,11-50,Media/Entertainment,EMEA,False,28.9,False,False,
CO-0021722,1-10,Public Sector,North America,False,23.1,False,False,
CO-0021723,11-50,Media/Entertainment,North America,False,17.7,False,False,
CO-0021724,51-200,Professional Services,APAC,False,30.0,False,False,
CO-0021725,1-10,Manufacturing,North America,True,22.1,True,True,ACC-005649
CO-0021726,1-10,Financial Services,North America,True,30.8,False,False,
CO-0021727,51-200,Financial Services,North America,False,52.2,False,False,
CO-0021728,1-10,Technology/SaaS,EMEA,False,40.2,False,False,
CO-0021729,1-10,Financial Services,LATAM,False,22.4,False,False,
CO-0021730,1-10,Healthcare,APAC,False,21.0,False,False,
CO-0021731,11-50,Public Sector,North America,False,26.2,False,False,
CO-0021732,11-50,Healthcare,North America,False,31.9,False,False,
CO-0021733,11-50,Financial Services,North America,False,36.5,False,False,
CO-0021734,1-10,Media/Entertainment,North America,True,21.1,False,False,
CO-0021735,11-50,Professional Services,APAC,False,23.6,False,False,
CO-0021736,1-10,Public Sector,EMEA,False,16.8,False,False,
CO-0021737,51-200,Retail/E-commerce,North America,False,31.3,True,True,ACC-006554
CO-0021738,5001-20000,Professional Services,North America,False,71.8,False,False,
CO-0021739,11-50,Financial Services,North America,False,53.6,False,False,
CO-0021740,1-10,Logistics/Supply Chain,LATAM,False,12.1,False,False,
CO-0021741,51-200,Manufacturing,North America,False,36.5,False,False,
CO-0021742,1-10,Professional Services,North America,False,17.0,False,False,
