ticket_id,account_id,segment,created_date,resolved_date,severity,resolution_time_hours,csat_score
TCK-0003985,ACC-000809,Enterprise,2022-01-05,2022-01-06,medium,32.6,5.0
TCK-0003986,ACC-000809,Enterprise,2022-05-23,2022-05-23,low,8.4,
TCK-0003987,ACC-000809,Enterprise,2023-01-10,2023-01-10,low,11.5,
TCK-0003988,ACC-000809,Enterprise,2023-03-05,2023-03-05,low,4.7,5.0
TCK-0003989,ACC-000809,Enterprise,2023-05-15,2023-05-15,low,13.3,
TCK-0003990,ACC-000809,Enterprise,2023-05-15,2023-05-15,medium,19.3,4.0
TCK-0003991,ACC-000809,Enterprise,2023-05-04,2023-05-04,high,22.8,
TCK-0003992,ACC-000809,Enterprise,2023-10-09,2023-10-11,high,69.1,
TCK-0003993,ACC-000809,Enterprise,2024-01-05,2024-01-06,high,33.4,
TCK-0003994,ACC-000809,Enterprise,2024-03-15,2024-03-15,low,3.3,5.0
TCK-0003995,ACC-000809,Enterprise,2024-11-06,2024-11-06,low,20.9,
TCK-0003996,ACC-000809,Enterprise,2025-04-01,2025-04-02,medium,35.4,5.0
TCK-0003997,ACC-000809,Enterprise,2025-06-22,2025-06-24,high,56.9,
TCK-0003998,ACC-000809,Enterprise,2025-06-03,2025-06-03,low,15.6,
TCK-0003999,ACC-000809,Enterprise,2025-07-23,2025-07-23,low,21.9,4.0
TCK-0004000,ACC-000809,Enterprise,2025-10-17,2025-10-17,low,7.8,
TCK-0004001,ACC-000809,Enterprise,2025-11-26,2025-11-28,medium,63.9,
TCK-0004002,ACC-000809,Enterprise,2025-11-26,2025-11-26,medium,8.5,
TCK-0004003,ACC-000809,Enterprise,2025-12-24,,low,,
TCK-0004004,ACC-000811,SMB,2023-12-16,2023-12-16,low,8.2,5.0
TCK-0004005,ACC-000811,SMB,2025-02-06,2025-02-08,high,54.4,
TCK-0004006,ACC-000811,SMB,2025-05-26,2025-05-26,low,3.6,
TCK-0004007,ACC-000811,SMB,2025-11-18,2025-11-18,low,19.1,
TCK-0004008,ACC-000812,SMB,2025-08-02,2025-08-02,low,10.0,
TCK-0004009,ACC-000813,SMB,2022-10-27,2022-10-29,medium,62.2,
TCK-0004010,ACC-000813,SMB,2022-10-03,2022-10-03,low,11.2,
TCK-0004011,ACC-000813,SMB,2022-11-12,2022-11-13,medium,29.0,
TCK-0004012,ACC-000813,SMB,2023-04-15,2023-04-15,low,22.9,3.0
TCK-0004013,ACC-000813,SMB,2024-06-24,2024-06-24,low,23.7,3.0
TCK-0004014,ACC-000813,SMB,2024-08-04,2024-08-06,medium,49.2,
TCK-0004015,ACC-000813,SMB,2024-10-24,2024-10-24,low,18.0,4.0
TCK-0004016,ACC-000813,SMB,2024-11-10,2024-11-10,low,22.8,
TCK-0004017,ACC-000813,SMB,2025-02-17,2025-02-17,medium,7.4,
TCK-0004018,ACC-000813,SMB,2025-02-04,2025-02-04,low,21.1,
TCK-0004019,ACC-000813,SMB,2025-04-16,2025-04-16,low,6.5,5.0
TCK-0004020,ACC-000813,SMB,2025-05-03,2025-05-05,medium,69.3,
TCK-0004021,ACC-000813,SMB,2025-07-04,2025-07-07,high,79.9,2.0
TCK-0004022,ACC-000813,SMB,2025-11-10,2025-11-10,low,16.3,5.0
TCK-0004023,ACC-000814,SMB,2024-10-31,2024-10-31,low,6.8,3.0
TCK-0004024,ACC-000815,SMB,2021-08-17,2021-08-17,low,15.5,4.0
TCK-0004025,ACC-000815,SMB,2021-12-11,2021-12-11,low,15.3,
TCK-0004026,ACC-000815,SMB,2022-06-24,2022-06-24,low,8.8,
TCK-0004027,ACC-000815,SMB,2024-04-24,2024-04-24,low,20.1,4.0
TCK-0004028,ACC-000815,SMB,2024-07-28,2024-07-30,high,70.7,
TCK-0004029,ACC-000816,SMB,2025-10-21,2025-10-22,medium,30.7,
TCK-0004030,ACC-000817,SMB,2025-04-15,2025-04-15,low,5.1,
TCK-0004031,ACC-000818,Commercial,2021-01-22,2021-01-22,low,15.6,4.0
TCK-0004032,ACC-000818,Commercial,2021-06-18,2021-06-18,medium,7.1,4.0
TCK-0004033,ACC-000818,Commercial,2021-10-08,2021-10-08,low,9.6,
TCK-0004034,ACC-000818,Commercial,2022-02-20,2022-02-20,low,4.1,5.0
TCK-0004035,ACC-000818,Commercial,2022-02-02,2022-02-02,low,2.9,
TCK-0004036,ACC-000818,Commercial,2022-04-14,2022-04-14,low,1.5,4.0
TCK-0004037,ACC-000818,Commercial,2022-08-27,2022-08-27,medium,7.1,
TCK-0004038,ACC-000818,Commercial,2023-03-27,2023-03-27,low,22.6,
TCK-0004039,ACC-000818,Commercial,2023-08-16,2023-08-18,medium,62.7,
TCK-0004040,ACC-000818,Commercial,2024-01-26,2024-01-30,high,110.3,5.0
TCK-0004041,ACC-000818,Commercial,2024-03-21,2024-03-21,high,12.3,4.0
TCK-0004042,ACC-000818,Commercial,2024-03-24,2024-03-24,low,9.8,
TCK-0004043,ACC-000818,Commercial,2024-04-24,2024-04-26,medium,67.5,
TCK-0004044,ACC-000818,Commercial,2024-05-01,2024-05-01,low,19.0,4.0
TCK-0004045,ACC-000819,Enterprise,2020-12-31,2020-12-31,low,7.5,4.0
TCK-0004046,ACC-000819,Enterprise,2020-12-31,2020-12-31,low,14.0,5.0
TCK-0004047,ACC-000819,Enterprise,2021-01-18,2021-01-18,low,5.8,4.0
TCK-0004048,ACC-000819,Enterprise,2021-02-07,2021-02-07,medium,7.3,4.0
TCK-0004049,ACC-000819,Enterprise,2021-03-02,2021-03-04,medium,56.3,3.0
TCK-0004050,ACC-000819,Enterprise,2021-05-19,2021-05-20,medium,28.8,
TCK-0004051,ACC-000819,Enterprise,2021-07-09,2021-07-09,low,17.6,
TCK-0004052,ACC-000819,Enterprise,2021-08-20,2021-08-20,medium,18.7,
TCK-0004053,ACC-000819,Enterprise,2021-09-26,2021-09-26,medium,10.1,
TCK-0004054,ACC-000819,Enterprise,2021-11-04,2021-11-04,low,17.9,
TCK-0004055,ACC-000819,Enterprise,2022-07-06,2022-07-06,low,3.6,
TCK-0004056,ACC-000819,Enterprise,2023-01-18,2023-01-18,medium,10.4,
TCK-0004057,ACC-000819,Enterprise,2023-02-20,2023-02-20,low,22.6,
TCK-0004058,ACC-000819,Enterprise,2023-02-05,2023-02-05,low,1.1,5.0
TCK-0004059,ACC-000819,Enterprise,2023-04-17,2023-04-17,low,15.2,
TCK-0004060,ACC-000819,Enterprise,2023-07-05,2023-07-06,medium,30.1,
TCK-0004061,ACC-000819,Enterprise,2023-10-21,2023-10-21,medium,14.1,
TCK-0004062,ACC-000819,Enterprise,2023-11-16,2023-11-17,medium,45.3,
TCK-0004063,ACC-000819,Enterprise,2024-02-26,2024-02-28,high,64.0,
TCK-0004064,ACC-000819,Enterprise,2024-06-29,2024-06-29,low,19.8,4.0
TCK-0004065,ACC-000819,Enterprise,2024-08-12,2024-08-14,medium,56.2,
TCK-0004066,ACC-000819,Enterprise,2024-09-24,2024-09-24,low,6.4,
TCK-0004067,ACC-000819,Enterprise,2024-12-13,2024-12-13,low,4.4,
TCK-0004068,ACC-000819,Enterprise,2024-12-29,2024-12-29,low,16.8,
TCK-0004069,ACC-000819,Enterprise,2025-02-04,2025-02-06,medium,48.7,
TCK-0004070,ACC-000819,Enterprise,2025-02-20,2025-02-21,medium,47.5,4.0
TCK-0004071,ACC-000819,Enterprise,2025-09-13,2025-09-13,high,14.1,2.0
TCK-0004072,ACC-000820,SMB,2025-02-21,2025-02-21,low,4.1,
TCK-0004073,ACC-000820,SMB,2025-02-12,2025-02-12,low,19.8,
TCK-0004074,ACC-000820,SMB,2025-05-08,2025-05-10,medium,69.1,
TCK-0004075,ACC-000821,SMB,2023-08-31,2023-08-31,low,22.7,
TCK-0004076,ACC-000821,SMB,2024-04-13,2024-04-13,low,19.4,
TCK-0004077,ACC-000821,SMB,2025-01-24,2025-01-24,low,13.4,4.0
TCK-0004078,ACC-000821,SMB,2025-01-11,2025-01-13,high,66.0,4.0
TCK-0004079,ACC-000821,SMB,2025-09-16,2025-09-16,low,14.0,
TCK-0004080,ACC-000822,SMB,2025-03-29,2025-03-31,high,57.3,
TCK-0004081,ACC-000822,SMB,2025-05-24,2025-05-24,low,3.7,
TCK-0004082,ACC-000823,SMB,2024-12-04,2024-12-04,medium,18.8,
TCK-0004083,ACC-000823,SMB,2025-02-28,2025-02-28,low,20.8,
TCK-0004084,ACC-000823,SMB,2025-05-06,2025-05-09,high,88.2,
TCK-0004085,ACC-000823,SMB,2025-10-02,2025-10-02,low,18.0,5.0
TCK-0004086,ACC-000824,SMB,2024-01-31,2024-01-31,low,11.3,
TCK-0004087,ACC-000824,SMB,2024-04-04,2024-04-04,low,15.2,5.0
TCK-0004088,ACC-000824,SMB,2025-03-17,2025-03-17,low,20.3,
TCK-0004089,ACC-000825,SMB,2023-07-10,2023-07-14,high,99.7,2.0
TCK-0004090,ACC-000825,SMB,2025-04-19,2025-04-19,low,19.2,
TCK-0004091,ACC-000825,SMB,2025-06-12,2025-06-12,low,7.3,5.0
TCK-0004092,ACC-000826,SMB,2025-12-03,,medium,,
TCK-0004093,ACC-000827,SMB,2023-03-31,2023-03-31,medium,10.2,3.0
TCK-0004094,ACC-000827,SMB,2023-04-06,2023-04-06,low,21.2,5.0
TCK-0004095,ACC-000827,SMB,2023-08-24,2023-08-24,low,19.2,
TCK-0004096,ACC-000827,SMB,2023-09-15,2023-09-16,high,40.1,2.0
TCK-0004097,ACC-000827,SMB,2024-06-24,2024-06-24,low,18.1,5.0
TCK-0004098,ACC-000827,SMB,2025-11-13,2025-11-13,low,4.5,
TCK-0004099,ACC-000829,Commercial,2020-03-15,2020-03-15,medium,4.4,
TCK-0004100,ACC-000829,Commercial,2020-03-27,2020-03-27,low,14.6,5.0
TCK-0004101,ACC-000829,Commercial,2020-03-05,2020-03-05,medium,14.2,
TCK-0004102,ACC-000829,Commercial,2021-11-17,2021-11-17,low,17.2,
TCK-0004103,ACC-000829,Commercial,2023-10-30,2023-10-30,low,16.4,3.0
TCK-0004104,ACC-000829,Commercial,2024-02-02,2024-02-03,critical,38.6,
TCK-0004105,ACC-000829,Commercial,2024-05-07,2024-05-07,low,20.4,
TCK-0004106,ACC-000829,Commercial,2024-05-23,2024-05-23,low,2.2,
TCK-0004107,ACC-000829,Commercial,2024-10-26,2024-10-26,low,23.3,
TCK-0004108,ACC-000829,Commercial,2025-05-08,2025-05-08,low,4.8,4.0
TCK-0004109,ACC-000830,SMB,2020-08-05,2020-08-06,medium,45.4,
TCK-0004110,ACC-000830,SMB,2020-11-25,2020-11-25,medium,21.0,
TCK-0004111,ACC-000830,SMB,2021-02-24,2021-02-24,medium,13.3,5.0
TCK-0004112,ACC-000830,SMB,2023-04-04,2023-04-06,medium,50.3,
TCK-0004113,ACC-000830,SMB,2023-08-09,2023-08-13,high,101.5,
TCK-0004114,ACC-000830,SMB,2024-03-14,2024-03-14,high,23.4,
TCK-0004115,ACC-000830,SMB,2024-05-31,2024-05-31,high,13.5,3.0
TCK-0004116,ACC-000831,SMB,2025-03-04,2025-03-04,critical,15.5,1.0
TCK-0004117,ACC-000831,SMB,2025-04-02,2025-04-04,medium,52.0,4.0
TCK-0004118,ACC-000831,SMB,2025-08-29,2025-08-29,medium,8.5,4.0
TCK-0004119,ACC-000831,SMB,2025-11-28,2025-11-28,low,15.0,
TCK-0004120,ACC-000832,SMB,2024-03-31,2024-03-31,low,20.6,
TCK-0004121,ACC-000832,SMB,2024-04-23,2024-04-23,low,23.8,
TCK-0004122,ACC-000832,SMB,2024-07-24,2024-07-24,low,20.5,
TCK-0004123,ACC-000832,SMB,2025-07-26,2025-07-26,low,16.0,
TCK-0004124,ACC-000833,SMB,2023-05-27,2023-05-28,high,31.7,3.0
TCK-0004125,ACC-000834,SMB,2024-08-04,2024-08-07,high,88.2,
TCK-0004126,ACC-000834,SMB,2024-08-21,2024-08-23,medium,49.0,4.0
TCK-0004127,ACC-000834,SMB,2025-12-30,,low,,
TCK-0004128,ACC-000835,SMB,2023-07-13,2023-07-15,high,61.4,
TCK-0004129,ACC-000835,SMB,2023-08-28,2023-08-28,low,2.5,
TCK-0004130,ACC-000836,SMB,2023-09-15,2023-09-15,low,5.2,
TCK-0004131,ACC-000836,SMB,2023-10-19,2023-10-19,low,3.2,5.0
TCK-0004132,ACC-000836,SMB,2024-09-23,2024-09-25,medium,61.5,3.0
TCK-0004133,ACC-000838,Commercial,2025-08-24,2025-08-26,medium,71.0,4.0
TCK-0004134,ACC-000838,Commercial,2025-08-12,2025-08-13,medium,25.6,4.0
TCK-0004135,ACC-000838,Commercial,2025-10-15,2025-10-15,low,21.2,5.0
TCK-0004136,ACC-000839,SMB,2025-04-18,2025-04-18,low,15.6,
TCK-0004137,ACC-000840,SMB,2024-09-17,2024-09-18,critical,33.0,
TCK-0004138,ACC-000841,SMB,2025-12-15,,low,,
TCK-0004139,ACC-000841,SMB,2025-12-19,,medium,,
TCK-0004140,ACC-000842,SMB,2025-05-16,2025-05-16,low,13.8,
TCK-0004141,ACC-000842,SMB,2025-08-19,2025-08-20,medium,34.1,3.0
TCK-0004142,ACC-000843,SMB,2024-03-26,2024-03-26,low,15.5,5.0
TCK-0004143,ACC-000843,SMB,2025-02-24,2025-02-24,low,4.8,
TCK-0004144,ACC-000843,SMB,2025-08-18,2025-08-18,medium,4.9,4.0
TCK-0004145,ACC-000844,SMB,2025-10-31,2025-10-31,medium,18.3,
TCK-0004146,ACC-000845,SMB,2025-12-31,,medium,,
TCK-0004147,ACC-000846,SMB,2020-12-27,2020-12-31,high,119.9,
TCK-0004148,ACC-000846,SMB,2021-05-27,2021-05-28,medium,25.9,
TCK-0004149,ACC-000846,SMB,2022-01-23,2022-01-27,high,98.1,2.0
TCK-0004150,ACC-000846,SMB,2022-06-30,2022-07-01,critical,43.8,2.0
TCK-0004151,ACC-000848,SMB,2023-02-28,2023-02-28,low,21.5,
TCK-0004152,ACC-000848,SMB,2023-02-26,2023-02-26,medium,16.2,3.0
TCK-0004153,ACC-000848,SMB,2023-05-06,2023-05-10,high,118.4,3.0
TCK-0004154,ACC-000849,SMB,2024-09-28,2024-09-28,low,4.1,5.0
TCK-0004155,ACC-000850,SMB,2024-03-17,2024-03-18,critical,46.1,3.0
TCK-0004156,ACC-000850,SMB,2024-05-12,2024-05-12,medium,6.6,
TCK-0004157,ACC-000850,SMB,2025-05-01,2025-05-01,low,15.3,
TCK-0004158,ACC-000851,SMB,2024-06-06,2024-06-06,low,15.6,4.0
TCK-0004159,ACC-000851,SMB,2025-12-15,,medium,,
TCK-0004160,ACC-000852,SMB,2025-01-02,2025-01-04,medium,63.5,
TCK-0004161,ACC-000854,SMB,2025-07-22,2025-07-22,low,17.8,
TCK-0004162,ACC-000855,SMB,2023-07-31,2023-08-02,medium,63.8,
TCK-0004163,ACC-000855,SMB,2023-07-27,2023-07-27,medium,6.1,5.0
TCK-0004164,ACC-000855,SMB,2024-02-27,2024-02-27,low,1.6,5.0
TCK-0004165,ACC-000856,SMB,2024-01-01,2024-01-03,high,68.2,
TCK-0004166,ACC-000856,SMB,2024-07-23,2024-07-23,low,21.7,5.0
TCK-0004167,ACC-000856,SMB,2024-07-17,2024-07-18,medium,33.5,4.0
TCK-0004168,ACC-000856,SMB,2025-04-23,2025-04-23,low,2.5,4.0
TCK-0004169,ACC-000856,SMB,2025-05-08,2025-05-09,high,39.6,4.0
TCK-0004170,ACC-000856,SMB,2025-07-18,2025-07-19,medium,41.1,
TCK-0004171,ACC-000856,SMB,2025-11-29,2025-11-29,low,13.7,
TCK-0004172,ACC-000857,SMB,2025-03-05,2025-03-05,low,13.5,
TCK-0004173,ACC-000857,SMB,2025-12-11,,low,,
TCK-0004174,ACC-000857,SMB,2025-12-05,,high,,
TCK-0004175,ACC-000858,SMB,2022-09-29,2022-09-29,medium,5.0,3.0
TCK-0004176,ACC-000858,SMB,2022-11-10,2022-11-10,low,21.8,
TCK-0004177,ACC-000858,SMB,2023-04-21,2023-04-22,high,32.2,4.0
TCK-0004178,ACC-000858,SMB,2023-06-27,2023-06-27,low,5.4,
TCK-0004179,ACC-000858,SMB,2023-08-25,2023-08-27,medium,58.1,5.0
TCK-0004180,ACC-000858,SMB,2024-05-31,2024-05-31,low,10.6,
TCK-0004181,ACC-000858,SMB,2025-08-31,2025-09-01,medium,43.8,
TCK-0004182,ACC-000859,SMB,2024-06-30,2024-06-30,low,22.0,
TCK-0004183,ACC-000859,SMB,2025-02-07,2025-02-09,medium,60.0,3.0
TCK-0004184,ACC-000859,SMB,2025-12-22,,medium,,
TCK-0004185,ACC-000859,SMB,2025-12-05,,low,,
TCK-0004186,ACC-000860,SMB,2023-12-08,2023-12-08,low,21.8,5.0
TCK-0004187,ACC-000861,SMB,2023-06-01,2023-06-01,low,3.6,4.0
TCK-0004188,ACC-000861,SMB,2024-09-28,2024-09-29,high,38.5,
TCK-0004189,ACC-000861,SMB,2025-03-09,2025-03-09,low,21.8,
TCK-0004190,ACC-000861,SMB,2025-06-21,2025-06-21,low,18.3,4.0
TCK-0004191,ACC-000861,SMB,2025-08-09,2025-08-09,low,22.4,5.0
TCK-0004192,ACC-000861,SMB,2025-11-20,2025-11-20,low,15.4,
TCK-0004193,ACC-000862,SMB,2023-08-28,2023-08-29,high,46.4,
TCK-0004194,ACC-000862,SMB,2023-10-14,2023-10-14,low,17.7,5.0
TCK-0004195,ACC-000862,SMB,2023-12-25,2023-12-26,critical,25.2,
TCK-0004196,ACC-000862,SMB,2024-08-23,2024-08-24,medium,38.5,
TCK-0004197,ACC-000862,SMB,2024-09-05,2024-09-05,low,18.5,5.0
TCK-0004198,ACC-000862,SMB,2025-03-15,2025-03-15,low,23.1,4.0
TCK-0004199,ACC-000862,SMB,2025-07-19,2025-07-19,low,15.8,4.0
TCK-0004200,ACC-000863,SMB,2025-08-01,2025-08-01,medium,20.1,
TCK-0004201,ACC-000863,SMB,2025-08-21,2025-08-21,low,1.6,
TCK-0004202,ACC-000864,SMB,2024-06-05,2024-06-05,medium,6.1,5.0
TCK-0004203,ACC-000864,SMB,2024-08-22,2024-08-22,low,6.2,4.0
TCK-0004204,ACC-000865,SMB,2025-08-31,2025-08-31,low,1.6,
TCK-0004205,ACC-000866,Commercial,2024-04-25,2024-04-25,low,6.8,5.0
TCK-0004206,ACC-000866,Commercial,2025-04-30,2025-05-01,medium,26.7,
TCK-0004207,ACC-000866,Commercial,2025-06-30,2025-07-01,medium,44.0,
TCK-0004208,ACC-000866,Commercial,2025-07-14,2025-07-14,critical,17.6,2.0
TCK-0004209,ACC-000866,Commercial,2025-10-03,2025-10-03,low,12.7,5.0
TCK-0004210,ACC-000866,Commercial,2025-12-12,,low,,
TCK-0004211,ACC-000867,SMB,2025-06-13,2025-06-13,low,22.6,5.0
TCK-0004212,ACC-000869,SMB,2025-08-13,2025-08-13,low,23.7,5.0
TCK-0004213,ACC-000870,SMB,2023-07-03,2023-07-03,low,3.5,5.0
TCK-0004214,ACC-000870,SMB,2025-03-07,2025-03-10,high,80.6,
TCK-0004215,ACC-000870,SMB,2025-07-19,2025-07-19,low,7.8,
TCK-0004216,ACC-000871,SMB,2023-10-08,2023-10-09,medium,37.4,
TCK-0004217,ACC-000871,SMB,2024-01-14,2024-01-16,medium,63.2,
TCK-0004218,ACC-000872,SMB,2025-01-13,2025-01-13,low,17.1,
TCK-0004219,ACC-000873,SMB,2022-12-24,2022-12-24,low,19.5,
TCK-0004220,ACC-000873,SMB,2022-12-31,2022-12-31,critical,17.0,2.0
TCK-0004221,ACC-000873,SMB,2023-09-10,2023-09-10,low,3.3,
TCK-0004222,ACC-000873,SMB,2024-11-04,2024-11-07,high,91.1,
TCK-0004223,ACC-000873,SMB,2025-05-31,2025-06-02,high,69.6,
TCK-0004224,ACC-000873,SMB,2025-11-13,2025-11-13,low,1.3,5.0
TCK-0004225,ACC-000874,SMB,2024-04-22,2024-04-23,medium,37.3,
TCK-0004226,ACC-000874,SMB,2024-05-06,2024-05-07,medium,24.9,4.0
TCK-0004227,ACC-000875,SMB,2022-07-18,2022-07-20,high,68.4,3.0
TCK-0004228,ACC-000875,SMB,2022-08-15,2022-08-15,low,20.9,
TCK-0004229,ACC-000875,SMB,2023-07-29,2023-07-31,high,61.7,3.0
TCK-0004230,ACC-000875,SMB,2024-06-24,2024-06-24,low,11.0,5.0
TCK-0004231,ACC-000875,SMB,2024-06-06,2024-06-06,low,11.2,5.0
TCK-0004232,ACC-000875,SMB,2024-10-29,2024-10-29,low,6.0,4.0
TCK-0004233,ACC-000876,SMB,2024-12-28,2024-12-30,medium,54.2,
TCK-0004234,ACC-000876,SMB,2025-04-24,2025-04-24,low,10.8,4.0
TCK-0004235,ACC-000877,SMB,2024-04-17,2024-04-19,medium,66.9,4.0
TCK-0004236,ACC-000877,SMB,2025-02-18,2025-02-19,medium,30.2,3.0
TCK-0004237,ACC-000877,SMB,2025-06-30,2025-07-01,medium,36.2,4.0
TCK-0004238,ACC-000877,SMB,2025-10-18,2025-10-18,low,16.8,4.0
TCK-0004239,ACC-000879,SMB,2025-10-21,2025-10-22,critical,26.3,
TCK-0004240,ACC-000879,SMB,2025-11-24,2025-11-24,low,3.0,5.0
TCK-0004241,ACC-000880,SMB,2025-07-11,2025-07-11,low,2.7,5.0
TCK-0004242,ACC-000881,SMB,2024-12-22,2024-12-22,medium,20.6,
TCK-0004243,ACC-000881,SMB,2024-12-12,2024-12-14,medium,71.9,2.0
TCK-0004244,ACC-000881,SMB,2025-06-24,2025-06-26,high,52.7,
TCK-0004245,ACC-000881,SMB,2025-06-14,2025-06-14,low,20.7,
TCK-0004246,ACC-000881,SMB,2025-09-08,2025-09-08,medium,16.7,4.0
TCK-0004247,ACC-000882,SMB,2024-04-24,2024-04-24,low,14.5,
TCK-0004248,ACC-000882,SMB,2024-04-08,2024-04-08,low,2.0,5.0
TCK-0004249,ACC-000882,SMB,2024-07-19,2024-07-20,high,30.5,4.0
TCK-0004250,ACC-000883,SMB,2025-05-22,2025-05-22,low,14.0,
TCK-0004251,ACC-000884,SMB,2025-10-14,2025-10-15,medium,34.7,
TCK-0004252,ACC-000885,SMB,2024-01-27,2024-01-27,medium,19.2,
TCK-0004253,ACC-000885,SMB,2024-04-16,2024-04-16,low,10.0,
TCK-0004254,ACC-000885,SMB,2024-08-10,2024-08-10,low,12.5,
TCK-0004255,ACC-000885,SMB,2024-10-23,2024-10-24,medium,39.2,
TCK-0004256,ACC-000885,SMB,2025-06-18,2025-06-20,medium,62.8,
TCK-0004257,ACC-000886,SMB,2024-04-29,2024-04-29,low,4.2,
TCK-0004258,ACC-000886,SMB,2024-06-12,2024-06-12,medium,13.5,4.0
TCK-0004259,ACC-000886,SMB,2024-07-01,2024-07-02,medium,24.2,
TCK-0004260,ACC-000887,SMB,2025-09-27,2025-09-27,high,18.6,
TCK-0004261,ACC-000888,SMB,2025-03-23,2025-03-23,low,23.5,
TCK-0004262,ACC-000889,SMB,2024-04-03,2024-04-03,low,2.0,
TCK-0004263,ACC-000889,SMB,2024-12-25,2024-12-26,medium,37.1,
TCK-0004264,ACC-000889,SMB,2025-04-29,2025-04-29,low,23.4,4.0
TCK-0004265,ACC-000889,SMB,2025-04-20,2025-04-20,low,9.3,
TCK-0004266,ACC-000890,SMB,2024-12-28,2024-12-28,low,20.3,
TCK-0004267,ACC-000890,SMB,2025-01-01,2025-01-02,medium,47.0,3.0
TCK-0004268,ACC-000890,SMB,2025-04-28,2025-04-29,critical,35.9,3.0
TCK-0004269,ACC-000890,SMB,2025-07-04,2025-07-06,medium,51.5,5.0
TCK-0004270,ACC-000891,SMB,2020-07-10,2020-07-10,low,21.3,5.0
TCK-0004271,ACC-000891,SMB,2022-06-08,2022-06-08,low,19.0,5.0
TCK-0004272,ACC-000892,SMB,2023-05-31,2023-05-31,low,16.1,4.0
TCK-0004273,ACC-000892,SMB,2024-05-09,2024-05-13,high,103.6,
TCK-0004274,ACC-000892,SMB,2024-08-20,2024-08-20,low,3.6,4.0
TCK-0004275,ACC-000892,SMB,2025-06-10,2025-06-10,low,20.0,5.0
TCK-0004276,ACC-000895,SMB,2024-06-05,2024-06-05,high,13.0,3.0
TCK-0004277,ACC-000895,SMB,2025-02-06,2025-02-06,low,23.8,4.0
TCK-0004278,ACC-000895,SMB,2025-09-11,2025-09-12,medium,24.5,3.0
TCK-0004279,ACC-000895,SMB,2025-10-09,2025-10-09,low,7.8,
TCK-0004280,ACC-000896,SMB,2022-07-16,2022-07-16,low,16.1,4.0
TCK-0004281,ACC-000896,SMB,2022-08-16,2022-08-16,medium,20.3,
TCK-0004282,ACC-000896,SMB,2022-11-01,2022-11-05,high,114.2,3.0
TCK-0004283,ACC-000897,Commercial,2022-10-24,2022-10-27,high,82.0,
TCK-0004284,ACC-000897,Commercial,2022-12-21,2022-12-21,low,4.0,5.0
TCK-0004285,ACC-000897,Commercial,2023-09-18,2023-09-18,low,2.1,
TCK-0004286,ACC-000897,Commercial,2023-10-28,2023-11-01,high,108.9,
TCK-0004287,ACC-000897,Commercial,2023-10-27,2023-10-27,low,23.8,5.0
TCK-0004288,ACC-000897,Commercial,2023-12-07,2023-12-07,low,13.5,
TCK-0004289,ACC-000897,Commercial,2024-01-03,2024-01-04,medium,42.8,4.0
TCK-0004290,ACC-000897,Commercial,2024-05-20,2024-05-22,medium,72.0,
TCK-0004291,ACC-000897,Commercial,2024-08-01,2024-08-01,low,13.2,
TCK-0004292,ACC-000897,Commercial,2024-08-25,2024-08-25,low,20.9,4.0
TCK-0004293,ACC-000897,Commercial,2025-04-19,2025-04-19,low,17.4,
TCK-0004294,ACC-000897,Commercial,2025-10-12,2025-10-12,low,20.2,
TCK-0004295,ACC-000898,SMB,2023-02-14,2023-02-14,low,20.0,
TCK-0004296,ACC-000898,SMB,2023-05-08,2023-05-08,low,10.5,
TCK-0004297,ACC-000898,SMB,2023-06-06,2023-06-08,medium,65.4,4.0
TCK-0004298,ACC-000898,SMB,2023-09-17,2023-09-17,low,7.5,4.0
TCK-0004299,ACC-000900,SMB,2023-09-07,2023-09-07,medium,19.5,4.0
TCK-0004300,ACC-000900,SMB,2024-12-25,2024-12-25,low,11.7,
TCK-0004301,ACC-000900,SMB,2025-03-23,2025-03-25,medium,52.4,
TCK-0004302,ACC-000901,SMB,2025-10-29,2025-10-29,medium,10.6,
TCK-0004303,ACC-000904,SMB,2024-04-25,2024-04-25,low,13.8,4.0
TCK-0004304,ACC-000904,SMB,2024-10-11,2024-10-12,medium,46.4,
TCK-0004305,ACC-000904,SMB,2024-11-01,2024-11-01,low,16.6,
TCK-0004306,ACC-000904,SMB,2025-03-19,2025-03-19,low,17.5,
TCK-0004307,ACC-000904,SMB,2025-06-20,2025-06-20,low,23.2,
TCK-0004308,ACC-000905,SMB,2023-08-31,2023-09-02,medium,65.9,
TCK-0004309,ACC-000905,SMB,2024-09-23,2024-09-23,low,3.5,5.0
TCK-0004310,ACC-000908,SMB,2022-12-23,2022-12-27,high,112.1,
TCK-0004311,ACC-000908,SMB,2023-01-29,2023-02-01,high,85.2,
TCK-0004312,ACC-000908,SMB,2023-10-14,2023-10-14,low,23.6,
TCK-0004313,ACC-000908,SMB,2025-08-01,2025-08-01,low,15.9,5.0
TCK-0004314,ACC-000909,SMB,2025-10-21,2025-10-21,medium,13.2,
TCK-0004315,ACC-000909,SMB,2025-10-27,2025-10-27,low,6.8,5.0
TCK-0004316,ACC-000910,SMB,2025-03-30,2025-03-30,low,7.9,
TCK-0004317,ACC-000911,SMB,2024-06-23,2024-06-23,medium,20.3,
TCK-0004318,ACC-000911,SMB,2024-06-06,2024-06-08,medium,70.4,
TCK-0004319,ACC-000912,SMB,2025-06-30,2025-07-01,medium,28.3,5.0
