event_id,lead_id,campaign_id,channel,event_type,event_timestamp
EVT-00033506,LD-011129,CMP-00078,organic,docs_view,2023-04-08 10:59:40
EVT-00033507,LD-011129,CMP-00078,organic,docs_view,2023-04-08 15:06:42
EVT-00033508,LD-011129,CMP-00078,organic,blog_view,2023-04-19 15:33:14
EVT-00033509,LD-011129,CMP-00078,organic,content_download,2023-04-19 17:30:32
EVT-00033510,LD-011130,CMP-00078,organic,organic_search_visit,2023-04-03 15:52:39
EVT-00033511,LD-011130,CMP-00078,organic,content_download,2023-04-07 20:48:41
EVT-00033512,LD-011131,CMP-00078,organic,organic_search_visit,2023-04-03 17:40:31
EVT-00033513,LD-011131,CMP-00078,organic,docs_view,2023-04-04 18:45:10
EVT-00033514,LD-011131,CMP-00078,organic,blog_view,2023-04-04 18:45:52
EVT-00033515,LD-011131,CMP-00078,organic,blog_view,2023-04-06 19:45:36
EVT-00033516,LD-011131,CMP-00082,paid,retargeting_click,2023-04-08 20:13:25
EVT-00033517,LD-011132,CMP-00078,organic,organic_search_visit,2023-04-03 08:08:23
EVT-00033518,LD-011132,CMP-00078,organic,docs_view,2023-04-03 13:31:00
EVT-00033519,LD-011132,CMP-00078,organic,blog_view,2023-04-04 14:02:29
EVT-00033520,LD-011132,CMP-00078,organic,docs_view,2023-04-08 14:18:55
EVT-00033521,LD-011132,CMP-00078,organic,docs_view,2023-04-10 17:38:39
EVT-00033522,LD-011133,CMP-00078,organic,organic_search_visit,2023-04-03 15:55:13
EVT-00033523,LD-011133,CMP-00078,organic,organic_search_visit,2023-04-08 19:54:16
EVT-00033524,LD-011134,CMP-00078,organic,organic_search_visit,2023-04-03 10:04:46
EVT-00033525,LD-011135,CMP-00078,organic,organic_search_visit,2023-04-03 10:02:13
EVT-00033526,LD-011135,CMP-00078,organic,blog_view,2023-04-17 10:31:21
EVT-00033527,LD-011136,CMP-00080,paid,ad_click,2023-04-03 17:29:18
EVT-00033528,LD-011136,CMP-00080,paid,landing_page_view,2023-04-05 20:02:21
EVT-00033529,LD-011137,CMP-00080,paid,ad_click,2023-04-03 17:08:47
EVT-00033530,LD-011138,CMP-00085,community,event_registration,2023-04-03 08:15:28
EVT-00033531,LD-011138,CMP-00086,community,event_attendance,2023-04-05 12:08:33
EVT-00033532,LD-011138,CMP-00085,community,event_attendance,2023-04-06 12:10:34
EVT-00033533,LD-011138,CMP-00085,community,event_attendance,2023-04-07 12:31:46
EVT-00033534,LD-011138,CMP-00085,community,community_join,2023-04-08 14:41:00
EVT-00033535,LD-011138,CMP-00078,organic,content_download,2023-04-12 16:28:28
EVT-00033536,LD-011139,CMP-00078,organic,organic_search_visit,2023-04-04 08:03:58
EVT-00033537,LD-011139,CMP-00078,organic,docs_view,2023-04-04 10:55:05
EVT-00033538,LD-011139,CMP-00078,organic,docs_view,2023-04-04 11:02:38
EVT-00033539,LD-011139,CMP-00078,organic,docs_view,2023-04-06 13:41:45
EVT-00033540,LD-011139,CMP-00078,organic,docs_view,2023-04-06 14:12:52
EVT-00033541,LD-011139,CMP-00078,organic,docs_view,2023-04-06 15:00:52
EVT-00033542,LD-011139,CMP-00078,organic,organic_search_visit,2023-04-06 17:10:06
EVT-00033543,LD-011139,CMP-00078,organic,blog_view,2023-04-07 17:54:53
EVT-00033544,LD-011139,CMP-00078,organic,docs_view,2023-04-08 20:15:43
EVT-00033545,LD-011140,CMP-00078,organic,organic_search_visit,2023-04-04 08:23:16
EVT-00033546,LD-011140,CMP-00078,organic,docs_view,2023-04-07 11:49:35
EVT-00033547,LD-011140,CMP-00079,organic,docs_view,2023-04-13 19:00:59
EVT-00033548,LD-011140,CMP-00078,organic,blog_view,2023-04-19 20:54:04
EVT-00033549,LD-011141,CMP-00078,organic,organic_search_visit,2023-04-04 09:25:15
EVT-00033550,LD-011142,CMP-00078,organic,organic_search_visit,2023-04-04 15:51:25
EVT-00033551,LD-011142,CMP-00084,community,event_attendance,2023-04-04 15:53:00
EVT-00033552,LD-011142,CMP-00078,organic,organic_search_visit,2023-04-07 20:46:31
EVT-00033553,LD-011142,CMP-00079,organic,docs_view,2023-04-10 20:56:10
EVT-00033554,LD-011142,CMP-00078,organic,content_download,2023-04-13 20:57:47
EVT-00033555,LD-011143,CMP-00080,paid,ad_click,2023-04-04 20:11:46
EVT-00033556,LD-011144,CMP-00080,paid,ad_click,2023-04-04 10:02:18
EVT-00033557,LD-011144,CMP-00080,paid,retargeting_click,2023-04-08 10:45:58
EVT-00033558,LD-011144,CMP-00080,paid,ad_click,2023-04-08 10:52:47
EVT-00033559,LD-011144,CMP-00080,paid,landing_page_view,2023-04-13 14:13:07
EVT-00033560,LD-011145,CMP-00080,paid,ad_click,2023-04-04 12:52:15
EVT-00033561,LD-011145,CMP-00080,paid,retargeting_click,2023-04-11 14:50:47
EVT-00033562,LD-011145,CMP-00080,paid,landing_page_view,2023-04-14 20:18:35
EVT-00033563,LD-011146,CMP-00085,community,event_registration,2023-04-04 09:16:43
EVT-00033564,LD-011146,CMP-00085,community,community_post,2023-04-05 09:44:04
EVT-00033565,LD-011146,CMP-00085,community,event_attendance,2023-04-08 12:23:58
EVT-00033566,LD-011146,CMP-00084,community,community_post,2023-04-10 17:56:39
EVT-00033567,LD-011147,CMP-00085,community,event_registration,2023-04-04 11:15:20
EVT-00033568,LD-011147,CMP-00085,community,event_registration,2023-04-04 13:01:10
EVT-00033569,LD-011147,CMP-00085,community,community_post,2023-04-04 13:28:42
EVT-00033570,LD-011147,CMP-00085,community,community_post,2023-04-05 13:51:07
EVT-00033571,LD-011147,CMP-00085,community,community_join,2023-04-05 16:29:23
EVT-00033572,LD-011147,CMP-00082,paid,retargeting_click,2023-04-05 17:51:11
EVT-00033573,LD-011148,CMP-00078,organic,organic_search_visit,2023-04-05 08:41:19
EVT-00033574,LD-011148,CMP-00078,organic,docs_view,2023-04-10 09:51:18
EVT-00033575,LD-011149,CMP-00078,organic,organic_search_visit,2023-04-05 14:44:51
EVT-00033576,LD-011149,CMP-00078,organic,docs_view,2023-04-10 19:47:29
EVT-00033577,LD-011150,CMP-00078,organic,organic_search_visit,2023-04-05 08:45:16
EVT-00033578,LD-011150,CMP-00078,organic,content_download,2023-04-05 12:16:06
EVT-00033579,LD-011150,CMP-00078,organic,content_download,2023-04-05 16:09:05
EVT-00033580,LD-011150,CMP-00078,organic,docs_view,2023-04-06 16:40:03
EVT-00033581,LD-011150,CMP-00078,organic,content_download,2023-04-07 18:43:03
EVT-00033582,LD-011150,CMP-00078,organic,docs_view,2023-04-07 18:57:12
EVT-00033583,LD-011150,CMP-00079,organic,docs_view,2023-04-08 20:58:08
EVT-00033584,LD-011151,CMP-00078,organic,organic_search_visit,2023-04-05 12:48:32
EVT-00033585,LD-011152,CMP-00078,organic,organic_search_visit,2023-04-05 17:47:09
EVT-00033586,LD-011153,CMP-00078,organic,organic_search_visit,2023-04-05 10:20:42
EVT-00033587,LD-011153,CMP-00078,organic,blog_view,2023-04-05 12:32:34
EVT-00033588,LD-011153,CMP-00078,organic,blog_view,2023-04-05 13:22:05
EVT-00033589,LD-011153,CMP-00078,organic,content_download,2023-04-05 18:51:43
EVT-00033590,LD-011153,CMP-00078,organic,blog_view,2023-04-05 20:52:07
EVT-00033591,LD-011154,CMP-00078,organic,organic_search_visit,2023-04-05 10:33:07
EVT-00033592,LD-011154,CMP-00078,organic,docs_view,2023-04-10 18:44:23
EVT-00033593,LD-011154,CMP-00078,organic,blog_view,2023-04-14 18:48:52
EVT-00033594,LD-011154,CMP-00078,organic,docs_view,2023-04-15 19:42:19
EVT-00033595,LD-011154,CMP-00078,organic,docs_view,2023-04-19 20:31:27
EVT-00033596,LD-011155,CMP-00078,organic,organic_search_visit,2023-04-05 14:52:32
EVT-00033597,LD-011155,CMP-00078,organic,docs_view,2023-04-05 15:46:13
EVT-00033598,LD-011155,CMP-00078,organic,blog_view,2023-04-07 18:32:04
EVT-00033599,LD-011155,CMP-00078,organic,docs_view,2023-04-16 19:15:47
EVT-00033600,LD-011156,CMP-00080,paid,ad_click,2023-04-05 10:10:51
EVT-00033601,LD-011156,CMP-00080,paid,retargeting_click,2023-04-05 14:36:18
EVT-00033602,LD-011157,CMP-00080,paid,ad_click,2023-04-05 10:50:56
EVT-00033603,LD-011157,CMP-00080,paid,landing_page_view,2023-04-12 11:20:31
EVT-00033604,LD-011157,CMP-00080,paid,landing_page_view,2023-04-14 12:44:39
EVT-00033605,LD-011158,CMP-00082,paid,ad_click,2023-04-05 09:06:57
EVT-00033606,LD-011158,CMP-00082,paid,landing_page_view,2023-04-05 13:07:42
EVT-00033607,LD-011158,CMP-00080,paid,retargeting_click,2023-04-05 14:43:46
EVT-00033608,LD-011158,CMP-00082,paid,landing_page_view,2023-04-05 20:34:36
EVT-00033609,LD-011159,CMP-00082,paid,ad_click,2023-04-05 13:12:21
EVT-00033610,LD-011159,CMP-00082,paid,landing_page_view,2023-04-05 20:05:15
EVT-00033611,LD-011160,CMP-00082,paid,ad_click,2023-04-05 15:42:40
EVT-00033612,LD-011161,CMP-00082,paid,ad_click,2023-04-05 09:17:45
EVT-00033613,LD-011161,CMP-00082,paid,landing_page_view,2023-04-10 10:37:41
EVT-00033614,LD-011162,CMP-00084,community,event_registration,2023-04-05 12:44:27
EVT-00033615,LD-011162,CMP-00084,community,event_attendance,2023-04-06 14:34:30
EVT-00033616,LD-011162,CMP-00078,organic,content_download,2023-04-07 17:58:54
EVT-00033617,LD-011162,CMP-00086,community,event_registration,2023-04-10 18:36:36
EVT-00033618,LD-011163,CMP-00086,community,event_registration,2023-04-06 12:36:01
EVT-00033619,LD-011163,CMP-00086,community,event_attendance,2023-04-11 18:35:28
EVT-00033620,LD-011163,CMP-00086,community,event_attendance,2023-04-21 19:14:00
EVT-00033621,LD-011163,CMP-00086,community,event_registration,2023-05-02 19:40:10
EVT-00033622,LD-011163,CMP-00086,community,event_attendance,2023-05-16 19:42:31
EVT-00033623,LD-011164,CMP-00078,organic,organic_search_visit,2023-04-06 08:07:37
EVT-00033624,LD-011164,CMP-00078,organic,organic_search_visit,2023-04-06 11:17:51
EVT-00033625,LD-011164,CMP-00078,organic,docs_view,2023-04-06 12:42:44
EVT-00033626,LD-011164,CMP-00078,organic,docs_view,2023-04-07 13:37:21
EVT-00033627,LD-011164,CMP-00078,organic,blog_view,2023-04-07 16:00:55
EVT-00033628,LD-011165,CMP-00078,organic,organic_search_visit,2023-04-06 10:50:40
EVT-00033629,LD-011165,CMP-00078,organic,blog_view,2023-04-06 11:56:17
EVT-00033630,LD-011165,CMP-00078,organic,content_download,2023-04-09 17:32:24
EVT-00033631,LD-011166,CMP-00078,organic,organic_search_visit,2023-04-06 13:11:39
EVT-00033632,LD-011166,CMP-00078,organic,content_download,2023-04-07 19:43:16
EVT-00033633,LD-011167,CMP-00078,organic,organic_search_visit,2023-04-06 12:34:28
EVT-00033634,LD-011168,CMP-00078,organic,organic_search_visit,2023-04-06 10:45:37
EVT-00033635,LD-011168,CMP-00078,organic,docs_view,2023-04-07 17:22:57
EVT-00033636,LD-011168,CMP-00078,organic,blog_view,2023-04-09 19:32:17
EVT-00033637,LD-011169,CMP-00080,paid,ad_click,2023-04-06 20:34:44
EVT-00033638,LD-011170,CMP-00080,paid,ad_click,2023-04-06 08:41:05
EVT-00033639,LD-011170,CMP-00080,paid,paid_asset_download,2023-04-08 13:58:13
EVT-00033640,LD-011170,CMP-00080,paid,retargeting_click,2023-04-08 14:19:03
EVT-00033641,LD-011170,CMP-00085,community,event_attendance,2023-04-08 18:51:27
EVT-00033642,LD-011171,CMP-00080,paid,ad_click,2023-04-06 13:33:45
EVT-00033643,LD-011172,CMP-00082,paid,ad_click,2023-04-06 18:53:06
EVT-00033644,LD-011173,CMP-00082,paid,ad_click,2023-04-06 11:46:20
EVT-00033645,LD-011173,CMP-00082,paid,retargeting_click,2023-04-06 15:54:49
EVT-00033646,LD-011173,CMP-00082,paid,paid_asset_download,2023-04-07 20:27:24
EVT-00033647,LD-011174,CMP-00082,paid,ad_click,2023-04-06 10:04:04
EVT-00033648,LD-011174,CMP-00082,paid,paid_asset_download,2023-04-11 16:32:49
EVT-00033649,LD-011174,CMP-00082,paid,retargeting_click,2023-04-12 17:29:14
EVT-00033650,LD-011174,CMP-00080,paid,retargeting_click,2023-04-12 20:36:31
EVT-00033651,LD-011175,CMP-00086,community,event_registration,2023-04-06 14:29:13
EVT-00033652,LD-011176,CMP-00078,organic,organic_search_visit,2023-04-07 12:25:25
EVT-00033653,LD-011176,CMP-00078,organic,organic_search_visit,2023-04-12 18:06:00
EVT-00033654,LD-011176,CMP-00078,organic,docs_view,2023-04-14 18:58:52
EVT-00033655,LD-011176,CMP-00078,organic,blog_view,2023-04-15 19:38:41
EVT-00033656,LD-011177,CMP-00078,organic,organic_search_visit,2023-04-07 09:46:59
EVT-00033657,LD-011178,CMP-00078,organic,organic_search_visit,2023-04-07 09:31:11
EVT-00033658,LD-011178,CMP-00078,organic,blog_view,2023-04-07 10:28:50
EVT-00033659,LD-011178,CMP-00078,organic,content_download,2023-04-07 13:41:06
EVT-00033660,LD-011178,CMP-00078,organic,docs_view,2023-04-09 18:26:55
EVT-00033661,LD-011178,CMP-00078,organic,docs_view,2023-04-09 19:29:45
EVT-00033662,LD-011178,CMP-00078,organic,blog_view,2023-04-09 19:52:59
EVT-00033663,LD-011179,CMP-00078,organic,organic_search_visit,2023-04-07 08:37:13
EVT-00033664,LD-011179,CMP-00078,organic,docs_view,2023-04-11 11:08:10
EVT-00033665,LD-011179,CMP-00078,organic,content_download,2023-04-18 13:21:24
EVT-00033666,LD-011179,CMP-00078,organic,docs_view,2023-04-23 17:19:30
EVT-00033667,LD-011180,CMP-00080,paid,ad_click,2023-04-07 08:11:32
EVT-00033668,LD-011180,CMP-00085,community,community_post,2023-04-07 13:13:37
EVT-00033669,LD-011180,CMP-00080,paid,landing_page_view,2023-04-08 16:01:18
EVT-00033670,LD-011180,CMP-00080,paid,ad_click,2023-04-10 17:56:29
EVT-00033671,LD-011180,CMP-00080,paid,landing_page_view,2023-04-11 20:49:35
EVT-00033672,LD-011181,CMP-00080,paid,ad_click,2023-04-07 20:30:32
EVT-00033673,LD-011182,CMP-00081,paid,ad_click,2023-04-07 12:45:19
EVT-00033674,LD-011182,CMP-00081,paid,retargeting_click,2023-04-09 17:41:41
EVT-00033675,LD-011183,CMP-00081,paid,ad_click,2023-04-07 10:54:18
EVT-00033676,LD-011183,CMP-00081,paid,retargeting_click,2023-04-08 18:23:54
EVT-00033677,LD-011184,CMP-00081,paid,ad_click,2023-04-07 19:32:36
EVT-00033678,LD-011185,CMP-00081,paid,ad_click,2023-04-07 10:21:05
EVT-00033679,LD-011185,CMP-00081,paid,landing_page_view,2023-04-07 13:01:20
EVT-00033680,LD-011185,CMP-00081,paid,landing_page_view,2023-04-07 14:01:35
EVT-00033681,LD-011185,CMP-00082,paid,retargeting_click,2023-04-08 18:06:39
EVT-00033682,LD-011185,CMP-00085,community,event_attendance,2023-04-09 19:44:38
EVT-00033683,LD-011186,CMP-00081,paid,ad_click,2023-04-07 18:47:51
EVT-00033684,LD-011187,CMP-00081,paid,ad_click,2023-04-07 12:26:34
EVT-00033685,LD-011187,CMP-00080,paid,ad_click,2023-04-12 14:40:44
EVT-00033686,LD-011188,CMP-00082,paid,ad_click,2023-04-07 08:22:59
EVT-00033687,LD-011188,CMP-00082,paid,landing_page_view,2023-04-07 12:53:37
EVT-00033688,LD-011188,CMP-00082,paid,retargeting_click,2023-04-07 16:56:18
EVT-00033689,LD-011189,CMP-00082,paid,ad_click,2023-04-07 09:35:22
EVT-00033690,LD-011189,CMP-00082,paid,landing_page_view,2023-04-08 17:29:41
EVT-00033691,LD-011189,CMP-00082,paid,landing_page_view,2023-04-09 19:01:08
EVT-00033692,LD-011190,CMP-00082,paid,ad_click,2023-04-07 16:30:35
EVT-00033693,LD-011191,CMP-00078,organic,organic_search_visit,2023-04-08 11:38:14
EVT-00033694,LD-011191,CMP-00079,organic,blog_view,2023-04-10 14:53:04
EVT-00033695,LD-011191,CMP-00078,organic,organic_search_visit,2023-04-10 17:58:55
EVT-00033696,LD-011192,CMP-00078,organic,organic_search_visit,2023-04-08 13:21:52
EVT-00033697,LD-011193,CMP-00078,organic,organic_search_visit,2023-04-08 09:11:08
EVT-00033698,LD-011193,CMP-00078,organic,docs_view,2023-04-12 16:23:38
EVT-00033699,LD-011193,CMP-00078,organic,blog_view,2023-04-14 18:26:02
EVT-00033700,LD-011193,CMP-00079,organic,docs_view,2023-04-17 18:43:54
EVT-00033701,LD-011193,CMP-00078,organic,blog_view,2023-04-17 20:08:09
EVT-00033702,LD-011194,CMP-00079,organic,organic_search_visit,2023-04-08 19:17:07
EVT-00033703,LD-011195,CMP-00079,organic,organic_search_visit,2023-04-08 08:20:07
EVT-00033704,LD-011195,CMP-00079,organic,docs_view,2023-04-14 12:15:50
EVT-00033705,LD-011196,CMP-00079,organic,organic_search_visit,2023-04-08 09:54:59
EVT-00033706,LD-011196,CMP-00078,organic,organic_search_visit,2023-04-25 11:09:48
EVT-00033707,LD-011197,CMP-00079,organic,organic_search_visit,2023-04-08 11:30:49
EVT-00033708,LD-011197,CMP-00079,organic,organic_search_visit,2023-04-08 13:33:18
EVT-00033709,LD-011197,CMP-00079,organic,docs_view,2023-04-12 15:00:15
EVT-00033710,LD-011198,CMP-00079,organic,organic_search_visit,2023-04-08 18:02:48
EVT-00033711,LD-011199,CMP-00079,organic,organic_search_visit,2023-04-08 11:11:51
EVT-00033712,LD-011199,CMP-00079,organic,content_download,2023-04-09 11:14:43
EVT-00033713,LD-011199,CMP-00078,organic,blog_view,2023-04-10 13:20:47
EVT-00033714,LD-011199,CMP-00079,organic,docs_view,2023-04-11 13:45:29
EVT-00033715,LD-011199,CMP-00079,organic,blog_view,2023-04-12 17:53:58
EVT-00033716,LD-011199,CMP-00079,organic,docs_view,2023-04-14 20:36:03
EVT-00033717,LD-011200,CMP-00079,organic,organic_search_visit,2023-04-08 08:34:21
EVT-00033718,LD-011200,CMP-00079,organic,docs_view,2023-04-14 09:13:44
EVT-00033719,LD-011200,CMP-00079,organic,content_download,2023-04-16 10:50:27
EVT-00033720,LD-011200,CMP-00079,organic,blog_view,2023-04-17 14:35:36
EVT-00033721,LD-011200,CMP-00079,organic,content_download,2023-04-29 16:44:55
EVT-00033722,LD-011200,CMP-00079,organic,blog_view,2023-05-01 19:43:49
EVT-00033723,LD-011201,CMP-00079,organic,organic_search_visit,2023-04-08 08:36:58
EVT-00033724,LD-011201,CMP-00079,organic,blog_view,2023-04-08 10:21:58
EVT-00033725,LD-011201,CMP-00079,organic,blog_view,2023-04-08 15:06:14
EVT-00033726,LD-011201,CMP-00079,organic,content_download,2023-04-09 17:29:34
EVT-00033727,LD-011202,CMP-00080,paid,ad_click,2023-04-08 08:01:22
EVT-00033728,LD-011202,CMP-00080,paid,landing_page_view,2023-04-12 09:42:54
EVT-00033729,LD-011203,CMP-00080,paid,ad_click,2023-04-08 15:15:42
EVT-00033730,LD-011203,CMP-00080,paid,landing_page_view,2023-04-09 16:54:34
EVT-00033731,LD-011204,CMP-00080,paid,ad_click,2023-04-08 14:19:04
EVT-00033732,LD-011204,CMP-00080,paid,retargeting_click,2023-04-08 16:13:24
EVT-00033733,LD-011205,CMP-00081,paid,ad_click,2023-04-08 20:43:16
EVT-00033734,LD-011206,CMP-00081,paid,ad_click,2023-04-08 10:05:36
EVT-00033735,LD-011206,CMP-00081,paid,landing_page_view,2023-04-08 12:55:03
EVT-00033736,LD-011206,CMP-00081,paid,retargeting_click,2023-04-09 20:34:58
EVT-00033737,LD-011207,CMP-00081,paid,ad_click,2023-04-08 12:12:24
EVT-00033738,LD-011207,CMP-00081,paid,retargeting_click,2023-04-10 16:49:26
EVT-00033739,LD-011208,CMP-00081,paid,ad_click,2023-04-08 10:43:27
EVT-00033740,LD-011208,CMP-00081,paid,retargeting_click,2023-04-09 16:26:03
EVT-00033741,LD-011209,CMP-00081,paid,ad_click,2023-04-08 12:21:50
EVT-00033742,LD-011210,CMP-00082,paid,ad_click,2023-04-08 12:08:49
EVT-00033743,LD-011210,CMP-00082,paid,landing_page_view,2023-04-08 14:17:20
EVT-00033744,LD-011211,CMP-00082,paid,ad_click,2023-04-08 11:36:13
EVT-00033745,LD-011211,CMP-00082,paid,retargeting_click,2023-04-17 12:25:48
EVT-00033746,LD-011211,CMP-00085,community,community_post,2023-04-19 13:40:10
EVT-00033747,LD-011211,CMP-00083,paid,landing_page_view,2023-05-05 14:56:14
EVT-00033748,LD-011211,CMP-00083,paid,retargeting_click,2023-05-13 16:15:42
EVT-00033749,LD-011211,CMP-00082,paid,landing_page_view,2023-05-14 18:16:50
EVT-00033750,LD-011212,CMP-00084,community,event_registration,2023-04-08 11:29:24
EVT-00033751,LD-011212,CMP-00084,community,event_attendance,2023-04-08 12:04:00
EVT-00033752,LD-011212,CMP-00084,community,event_attendance,2023-04-08 12:48:22
EVT-00033753,LD-011212,CMP-00084,community,event_attendance,2023-04-08 16:09:32
EVT-00033754,LD-011212,CMP-00084,community,community_post,2023-04-08 16:13:30
EVT-00033755,LD-011212,CMP-00084,community,event_attendance,2023-04-08 17:39:05
EVT-00033756,LD-011213,CMP-00085,community,event_registration,2023-04-08 14:17:04
EVT-00033757,LD-011213,CMP-00085,community,community_post,2023-04-08 15:36:19
EVT-00033758,LD-011213,CMP-00084,community,event_attendance,2023-04-10 20:45:27
EVT-00033759,LD-011214,CMP-00085,community,event_registration,2023-04-08 12:46:04
EVT-00033760,LD-011214,CMP-00085,community,community_post,2023-04-15 17:32:20
EVT-00033761,LD-011215,CMP-00086,community,event_registration,2023-04-08 08:50:32
EVT-00033762,LD-011215,CMP-00085,community,event_attendance,2023-04-09 09:34:26
EVT-00033763,LD-011215,CMP-00086,community,event_attendance,2023-04-11 12:02:29
EVT-00033764,LD-011215,CMP-00086,community,community_post,2023-04-11 12:14:08
EVT-00033765,LD-011216,CMP-00082,paid,ad_click,2023-04-09 08:52:31
EVT-00033766,LD-011216,CMP-00082,paid,retargeting_click,2023-04-29 09:28:58
EVT-00033767,LD-011216,CMP-00082,paid,retargeting_click,2023-04-30 09:42:38
EVT-00033768,LD-011216,CMP-00082,paid,paid_asset_download,2023-05-03 10:23:41
EVT-00033769,LD-011216,CMP-00082,paid,paid_asset_download,2023-05-16 15:16:11
EVT-00033770,LD-011216,CMP-00083,paid,landing_page_view,2023-05-20 16:54:28
EVT-00033771,LD-011216,CMP-00078,organic,blog_view,2023-05-21 18:13:12
EVT-00033772,LD-011217,CMP-00079,organic,organic_search_visit,2023-04-09 09:07:55
EVT-00033773,LD-011217,CMP-00079,organic,docs_view,2023-04-09 10:02:43
EVT-00033774,LD-011217,CMP-00080,paid,ad_click,2023-04-09 10:45:24
EVT-00033775,LD-011217,CMP-00084,community,community_post,2023-04-10 12:39:22
EVT-00033776,LD-011217,CMP-00079,organic,organic_search_visit,2023-04-10 13:03:03
EVT-00033777,LD-011217,CMP-00085,community,event_attendance,2023-04-10 14:08:17
EVT-00033778,LD-011217,CMP-00079,organic,docs_view,2023-04-12 15:34:26
EVT-00033779,LD-011217,CMP-00079,organic,content_download,2023-04-12 17:47:56
EVT-00033780,LD-011217,CMP-00079,organic,organic_search_visit,2023-04-13 18:19:06
EVT-00033781,LD-011217,CMP-00079,organic,blog_view,2023-04-14 18:59:40
EVT-00033782,LD-011217,CMP-00079,organic,docs_view,2023-04-15 19:10:18
EVT-00033783,LD-011217,CMP-00079,organic,docs_view,2023-04-15 20:00:22
EVT-00033784,LD-011218,CMP-00078,organic,organic_search_visit,2023-04-09 18:55:20
EVT-00033785,LD-011219,CMP-00078,organic,organic_search_visit,2023-04-09 11:11:28
EVT-00033786,LD-011219,CMP-00078,organic,docs_view,2023-04-09 13:23:55
EVT-00033787,LD-011219,CMP-00078,organic,blog_view,2023-04-10 19:29:47
EVT-00033788,LD-011219,CMP-00078,organic,docs_view,2023-04-10 20:27:17
EVT-00033789,LD-011220,CMP-00078,organic,organic_search_visit,2023-04-09 12:42:31
EVT-00033790,LD-011220,CMP-00078,organic,blog_view,2023-04-13 12:58:32
EVT-00033791,LD-011220,CMP-00078,organic,organic_search_visit,2023-04-17 14:38:16
EVT-00033792,LD-011220,CMP-00078,organic,docs_view,2023-04-24 17:52:00
EVT-00033793,LD-011221,CMP-00078,organic,organic_search_visit,2023-04-09 10:47:54
EVT-00033794,LD-011221,CMP-00078,organic,blog_view,2023-04-09 11:43:43
EVT-00033795,LD-011221,CMP-00078,organic,blog_view,2023-04-09 15:08:36
EVT-00033796,LD-011221,CMP-00078,organic,docs_view,2023-04-09 15:49:24
EVT-00033797,LD-011221,CMP-00078,organic,content_download,2023-04-09 17:53:01
EVT-00033798,LD-011221,CMP-00078,organic,docs_view,2023-04-09 19:38:52
EVT-00033799,LD-011222,CMP-00080,paid,ad_click,2023-04-09 10:03:31
EVT-00033800,LD-011222,CMP-00080,paid,paid_asset_download,2023-04-17 11:00:48
EVT-00033801,LD-011222,CMP-00080,paid,retargeting_click,2023-04-28 12:23:15
EVT-00033802,LD-011223,CMP-00080,paid,ad_click,2023-04-09 12:01:29
EVT-00033803,LD-011223,CMP-00083,paid,landing_page_view,2023-04-09 12:17:16
EVT-00033804,LD-011223,CMP-00083,paid,landing_page_view,2023-04-11 15:45:48
EVT-00033805,LD-011223,CMP-00080,paid,landing_page_view,2023-04-12 18:02:33
EVT-00033806,LD-011223,CMP-00080,paid,landing_page_view,2023-04-12 18:08:14
EVT-00033807,LD-011224,CMP-00080,paid,ad_click,2023-04-09 09:41:06
EVT-00033808,LD-011224,CMP-00080,paid,landing_page_view,2023-04-12 10:49:54
EVT-00033809,LD-011224,CMP-00080,paid,ad_click,2023-04-20 12:18:09
EVT-00033810,LD-011225,CMP-00080,paid,ad_click,2023-04-09 17:49:32
EVT-00033811,LD-011226,CMP-00080,paid,ad_click,2023-04-09 12:04:30
EVT-00033812,LD-011226,CMP-00084,community,community_join,2023-04-12 18:09:20
EVT-00033813,LD-011227,CMP-00080,paid,ad_click,2023-04-09 10:45:55
EVT-00033814,LD-011227,CMP-00083,paid,retargeting_click,2023-04-09 16:49:49
EVT-00033815,LD-011227,CMP-00082,paid,paid_asset_download,2023-04-09 19:47:31
EVT-00033816,LD-011228,CMP-00080,paid,ad_click,2023-04-09 10:56:20
EVT-00033817,LD-011229,CMP-00081,paid,ad_click,2023-04-09 15:05:50
EVT-00033818,LD-011229,CMP-00081,paid,retargeting_click,2023-04-12 16:41:05
EVT-00033819,LD-011229,CMP-00081,paid,landing_page_view,2023-04-17 18:58:35
EVT-00033820,LD-011230,CMP-00082,paid,ad_click,2023-04-09 11:37:32
EVT-00033821,LD-011231,CMP-00083,paid,ad_click,2023-04-09 08:36:41
EVT-00033822,LD-011231,CMP-00086,community,event_registration,2023-04-09 09:38:57
EVT-00033823,LD-011231,CMP-00083,paid,landing_page_view,2023-04-09 13:21:24
EVT-00033824,LD-011232,CMP-00085,community,event_registration,2023-04-09 08:13:26
EVT-00033825,LD-011232,CMP-00084,community,event_registration,2023-04-10 10:02:05
EVT-00033826,LD-011233,CMP-00086,community,event_registration,2023-04-09 10:15:59
EVT-00033827,LD-011233,CMP-00086,community,event_attendance,2023-04-13 11:22:26
EVT-00033828,LD-011233,CMP-00086,community,event_attendance,2023-04-13 13:24:35
EVT-00033829,LD-011234,CMP-00078,organic,organic_search_visit,2023-04-10 08:26:41
EVT-00033830,LD-011234,CMP-00079,organic,docs_view,2023-04-11 12:24:04
EVT-00033831,LD-011234,CMP-00079,organic,docs_view,2023-04-14 16:39:38
EVT-00033832,LD-011234,CMP-00078,organic,docs_view,2023-04-18 18:54:10
