activity_id,account_id,segment,am_rep_id,activity_date,activity_type,sentiment_score
AMT-0006270,ACC-000317,Commercial,REP-00005,2025-08-05,check_in,4.53
AMT-0006271,ACC-000317,Commercial,REP-00005,2025-08-29,check_in,3.34
AMT-0006272,ACC-000317,Commercial,REP-00005,2025-10-16,check_in,3.92
AMT-0006273,ACC-000317,Commercial,REP-00005,2025-11-13,check_in,3.77
AMT-0006274,ACC-000318,Commercial,REP-00018,2021-03-26,check_in,3.83
AMT-0006275,ACC-000318,Commercial,REP-00018,2021-04-12,check_in,3.56
AMT-0006276,ACC-000318,Commercial,REP-00018,2021-06-12,check_in,3.66
AMT-0006277,ACC-000318,Commercial,REP-00018,2021-09-26,check_in,3.14
AMT-0006278,ACC-000318,Commercial,REP-00018,2021-10-04,check_in,3.54
AMT-0006279,ACC-000318,Commercial,REP-00018,2021-12-05,check_in,2.93
AMT-0006280,ACC-000318,Commercial,REP-00018,2022-02-08,check_in,3.88
AMT-0006281,ACC-000318,Commercial,REP-00018,2022-06-28,check_in,3.84
AMT-0006282,ACC-000318,Commercial,REP-00018,2022-11-09,check_in,4.26
AMT-0006283,ACC-000318,Commercial,REP-00018,2022-12-07,check_in,3.1
AMT-0006284,ACC-000318,Commercial,REP-00018,2023-01-03,check_in,2.72
AMT-0006285,ACC-000318,Commercial,REP-00018,2023-02-11,check_in,4.35
AMT-0006286,ACC-000318,Commercial,REP-00018,2023-12-09,check_in,3.89
AMT-0006287,ACC-000318,Commercial,REP-00018,2023-12-14,check_in,3.67
AMT-0006288,ACC-000318,Commercial,REP-00018,2024-01-20,check_in,3.82
AMT-0006289,ACC-000318,Commercial,REP-00018,2024-05-15,check_in,4.63
AMT-0006290,ACC-000318,Commercial,REP-00018,2024-05-11,check_in,4.06
AMT-0006291,ACC-000318,Commercial,REP-00018,2024-06-10,check_in,3.5
AMT-0006292,ACC-000318,Commercial,REP-00018,2024-06-22,check_in,3.64
AMT-0006293,ACC-000318,Commercial,REP-00018,2024-07-08,check_in,4.37
AMT-0006294,ACC-000318,Commercial,REP-00018,2024-08-24,check_in,4.77
AMT-0006295,ACC-000318,Commercial,REP-00018,2024-10-23,check_in,4.13
AMT-0006296,ACC-000318,Commercial,REP-00018,2024-12-29,check_in,4.12
AMT-0006297,ACC-000318,Commercial,REP-00018,2025-01-05,check_in,3.35
AMT-0006298,ACC-000318,Commercial,REP-00018,2025-01-23,check_in,3.84
AMT-0006299,ACC-000318,Commercial,REP-00018,2025-02-23,check_in,4.7
AMT-0006300,ACC-000318,Commercial,REP-00018,2025-07-12,check_in,3.66
AMT-0006301,ACC-000318,Commercial,REP-00018,2025-08-07,check_in,4.5
AMT-0006302,ACC-000318,Commercial,REP-00018,2025-09-29,check_in,3.42
AMT-0006303,ACC-000319,Commercial,REP-00065,2025-11-27,check_in,4.17
AMT-0006304,ACC-000319,Commercial,REP-00065,2025-12-22,check_in,3.73
AMT-0006305,ACC-000320,Commercial,REP-00005,2021-02-28,check_in,3.58
AMT-0006306,ACC-000320,Commercial,REP-00005,2021-03-07,check_in,3.43
AMT-0006307,ACC-000320,Commercial,REP-00005,2021-03-12,check_in,3.64
AMT-0006308,ACC-000320,Commercial,REP-00005,2021-04-06,check_in,3.07
AMT-0006309,ACC-000320,Commercial,REP-00005,2021-05-05,check_in,3.41
AMT-0006310,ACC-000320,Commercial,REP-00005,2021-05-08,check_in,3.92
AMT-0006311,ACC-000320,Commercial,REP-00005,2021-11-24,check_in,3.9
AMT-0006312,ACC-000320,Commercial,REP-00005,2021-11-08,check_in,3.06
AMT-0006313,ACC-000320,Commercial,REP-00005,2021-12-23,check_in,3.12
AMT-0006314,ACC-000320,Commercial,REP-00005,2022-04-27,check_in,3.2
AMT-0006315,ACC-000320,Commercial,REP-00005,2022-04-09,check_in,3.4
AMT-0006316,ACC-000320,Commercial,REP-00005,2022-05-02,check_in,3.22
AMT-0006317,ACC-000320,Commercial,REP-00005,2022-06-13,check_in,4.28
AMT-0006318,ACC-000320,Commercial,REP-00005,2022-08-14,check_in,3.86
AMT-0006319,ACC-000320,Commercial,REP-00005,2022-09-25,check_in,4.49
AMT-0006320,ACC-000320,Commercial,REP-00005,2022-09-19,check_in,4.38
AMT-0006321,ACC-000320,Commercial,REP-00005,2022-10-20,check_in,3.31
AMT-0006322,ACC-000320,Commercial,REP-00005,2022-12-12,check_in,4.17
AMT-0006323,ACC-000320,Commercial,REP-00005,2022-12-22,check_in,4.12
AMT-0006324,ACC-000320,Commercial,REP-00005,2023-05-12,check_in,2.46
AMT-0006325,ACC-000320,Commercial,REP-00005,2023-08-23,check_in,4.09
AMT-0006326,ACC-000320,Commercial,REP-00005,2023-09-24,check_in,4.23
AMT-0006327,ACC-000320,Commercial,REP-00005,2023-11-08,check_in,4.17
AMT-0006328,ACC-000320,Commercial,REP-00005,2024-01-28,check_in,3.98
AMT-0006329,ACC-000320,Commercial,REP-00005,2024-05-19,check_in,4.21
AMT-0006330,ACC-000320,Commercial,REP-00005,2024-05-31,check_in,4.18
AMT-0006331,ACC-000320,Commercial,REP-00005,2024-07-21,check_in,3.24
AMT-0006332,ACC-000320,Commercial,REP-00005,2024-08-16,check_in,3.89
AMT-0006333,ACC-000320,Commercial,REP-00005,2024-12-02,check_in,5.0
AMT-0006334,ACC-000320,Commercial,REP-00005,2025-06-22,check_in,4.05
AMT-0006335,ACC-000320,Commercial,REP-00005,2025-08-04,check_in,4.28
AMT-0006336,ACC-000320,Commercial,REP-00005,2025-08-15,check_in,3.31
AMT-0006337,ACC-000320,Commercial,REP-00005,2025-12-20,check_in,5.0
AMT-0006338,ACC-000321,Commercial,REP-00044,2023-06-12,check_in,3.2
AMT-0006339,ACC-000321,Commercial,REP-00044,2023-06-07,check_in,4.0
AMT-0006340,ACC-000321,Commercial,REP-00044,2023-11-05,check_in,3.51
AMT-0006341,ACC-000321,Commercial,REP-00044,2024-03-27,check_in,3.16
AMT-0006342,ACC-000321,Commercial,REP-00044,2024-04-12,check_in,4.09
AMT-0006343,ACC-000321,Commercial,REP-00044,2024-06-23,check_in,3.93
AMT-0006344,ACC-000321,Commercial,REP-00044,2024-08-07,check_in,2.62
AMT-0006345,ACC-000321,Commercial,REP-00044,2024-09-06,check_in,2.82
AMT-0006346,ACC-000321,Commercial,REP-00044,2025-01-12,check_in,4.41
AMT-0006347,ACC-000321,Commercial,REP-00044,2025-01-23,check_in,4.07
AMT-0006348,ACC-000321,Commercial,REP-00044,2025-01-25,check_in,4.81
AMT-0006349,ACC-000321,Commercial,REP-00044,2025-02-12,check_in,3.26
AMT-0006350,ACC-000321,Commercial,REP-00044,2025-07-02,check_in,3.46
AMT-0006351,ACC-000321,Commercial,REP-00044,2025-11-10,check_in,3.93
AMT-0006352,ACC-000322,Commercial,REP-00018,2021-02-11,check_in,3.65
AMT-0006353,ACC-000322,Commercial,REP-00018,2021-02-19,check_in,3.58
AMT-0006354,ACC-000322,Commercial,REP-00018,2021-03-08,check_in,4.42
AMT-0006355,ACC-000322,Commercial,REP-00018,2021-04-12,check_in,3.34
AMT-0006356,ACC-000322,Commercial,REP-00018,2021-07-05,check_in,3.86
AMT-0006357,ACC-000322,Commercial,REP-00018,2021-08-28,check_in,4.08
AMT-0006358,ACC-000322,Commercial,REP-00018,2021-08-14,check_in,4.38
AMT-0006359,ACC-000322,Commercial,REP-00018,2021-08-04,check_in,2.45
AMT-0006360,ACC-000322,Commercial,REP-00018,2021-09-30,check_in,3.41
AMT-0006361,ACC-000322,Commercial,REP-00018,2022-01-11,check_in,3.65
AMT-0006362,ACC-000322,Commercial,REP-00018,2022-04-20,check_in,4.52
AMT-0006363,ACC-000322,Commercial,REP-00018,2022-04-12,check_in,4.58
AMT-0006364,ACC-000322,Commercial,REP-00018,2022-06-07,check_in,4.45
AMT-0006365,ACC-000322,Commercial,REP-00018,2022-06-09,check_in,4.39
AMT-0006366,ACC-000322,Commercial,REP-00018,2022-06-27,check_in,4.65
AMT-0006367,ACC-000322,Commercial,REP-00018,2022-07-27,check_in,3.07
AMT-0006368,ACC-000322,Commercial,REP-00018,2022-07-05,check_in,4.21
AMT-0006369,ACC-000322,Commercial,REP-00018,2022-08-04,check_in,3.43
AMT-0006370,ACC-000322,Commercial,REP-00018,2022-10-23,check_in,2.61
AMT-0006371,ACC-000322,Commercial,REP-00018,2022-12-04,check_in,3.02
AMT-0006372,ACC-000322,Commercial,REP-00018,2023-02-21,check_in,3.92
AMT-0006373,ACC-000322,Commercial,REP-00018,2023-02-15,check_in,3.95
AMT-0006374,ACC-000322,Commercial,REP-00018,2023-06-12,check_in,3.19
AMT-0006375,ACC-000322,Commercial,REP-00018,2023-07-14,check_in,4.91
AMT-0006376,ACC-000322,Commercial,REP-00018,2023-09-02,check_in,3.97
AMT-0006377,ACC-000322,Commercial,REP-00018,2023-11-20,check_in,4.74
AMT-0006378,ACC-000322,Commercial,REP-00018,2023-11-23,check_in,4.99
AMT-0006379,ACC-000322,Commercial,REP-00018,2024-01-14,check_in,4.99
AMT-0006380,ACC-000322,Commercial,REP-00018,2024-02-16,check_in,2.5
AMT-0006381,ACC-000322,Commercial,REP-00018,2024-03-21,check_in,3.56
AMT-0006382,ACC-000322,Commercial,REP-00018,2024-08-21,check_in,3.66
AMT-0006383,ACC-000322,Commercial,REP-00018,2024-08-30,check_in,2.99
AMT-0006384,ACC-000322,Commercial,REP-00018,2024-09-13,check_in,4.25
AMT-0006385,ACC-000322,Commercial,REP-00018,2024-12-26,check_in,4.6
AMT-0006386,ACC-000322,Commercial,REP-00018,2024-12-12,check_in,3.26
AMT-0006387,ACC-000322,Commercial,REP-00018,2025-01-19,check_in,4.42
AMT-0006388,ACC-000322,Commercial,REP-00018,2025-02-17,check_in,3.04
AMT-0006389,ACC-000322,Commercial,REP-00018,2025-05-28,check_in,3.13
AMT-0006390,ACC-000322,Commercial,REP-00018,2025-07-04,check_in,3.58
AMT-0006391,ACC-000322,Commercial,REP-00018,2025-10-31,check_in,3.17
AMT-0006392,ACC-000323,Commercial,REP-00005,2024-10-09,check_in,4.12
AMT-0006393,ACC-000323,Commercial,REP-00005,2024-10-28,check_in,3.49
AMT-0006394,ACC-000323,Commercial,REP-00005,2025-01-11,check_in,4.66
AMT-0006395,ACC-000323,Commercial,REP-00005,2025-02-27,check_in,3.08
AMT-0006396,ACC-000323,Commercial,REP-00005,2025-03-10,check_in,3.91
AMT-0006397,ACC-000323,Commercial,REP-00005,2025-05-25,check_in,3.53
AMT-0006398,ACC-000323,Commercial,REP-00005,2025-07-16,check_in,3.66
AMT-0006399,ACC-000323,Commercial,REP-00005,2025-09-24,check_in,4.37
AMT-0006400,ACC-000324,Commercial,REP-00044,2024-01-28,check_in,5.0
AMT-0006401,ACC-000324,Commercial,REP-00044,2024-03-19,check_in,4.02
AMT-0006402,ACC-000324,Commercial,REP-00044,2024-05-27,check_in,4.04
AMT-0006403,ACC-000324,Commercial,REP-00044,2024-06-05,check_in,2.84
AMT-0006404,ACC-000324,Commercial,REP-00044,2024-11-25,check_in,3.8
AMT-0006405,ACC-000324,Commercial,REP-00044,2025-07-04,check_in,3.28
AMT-0006406,ACC-000324,Commercial,REP-00044,2025-12-09,check_in,3.23
AMT-0006407,ACC-000325,Commercial,REP-00018,2023-02-20,check_in,3.78
AMT-0006408,ACC-000325,Commercial,REP-00018,2023-04-12,check_in,3.54
AMT-0006409,ACC-000325,Commercial,REP-00018,2023-06-07,check_in,4.92
AMT-0006410,ACC-000325,Commercial,REP-00018,2023-08-14,check_in,4.67
AMT-0006411,ACC-000325,Commercial,REP-00018,2023-09-15,check_in,3.79
AMT-0006412,ACC-000325,Commercial,REP-00018,2024-02-17,check_in,3.72
AMT-0006413,ACC-000325,Commercial,REP-00018,2024-03-18,check_in,3.29
AMT-0006414,ACC-000325,Commercial,REP-00018,2024-04-17,check_in,4.1
AMT-0006415,ACC-000325,Commercial,REP-00018,2024-04-29,check_in,2.98
AMT-0006416,ACC-000325,Commercial,REP-00018,2024-06-11,check_in,3.5
AMT-0006417,ACC-000325,Commercial,REP-00018,2024-06-12,check_in,3.69
AMT-0006418,ACC-000325,Commercial,REP-00018,2024-07-09,check_in,3.08
AMT-0006419,ACC-000325,Commercial,REP-00018,2025-03-20,check_in,4.18
AMT-0006420,ACC-000325,Commercial,REP-00018,2025-05-19,check_in,3.39
AMT-0006421,ACC-000325,Commercial,REP-00018,2025-07-19,check_in,4.16
AMT-0006422,ACC-000325,Commercial,REP-00018,2025-08-13,check_in,4.25
AMT-0006423,ACC-000325,Commercial,REP-00018,2025-09-10,check_in,3.73
AMT-0006424,ACC-000325,Commercial,REP-00018,2025-09-24,check_in,4.19
AMT-0006425,ACC-000326,Enterprise,REP-00028,2025-01-30,QBR,4.2
AMT-0006426,ACC-000326,Enterprise,REP-00028,2025-01-30,QBR,3.7
AMT-0006427,ACC-000326,Enterprise,REP-00028,2025-01-30,QBR,4.27
AMT-0006428,ACC-000326,Enterprise,REP-00028,2025-01-29,QBR,2.56
AMT-0006429,ACC-000326,Enterprise,REP-00028,2025-02-24,QBR,3.92
AMT-0006430,ACC-000326,Enterprise,REP-00028,2025-02-13,QBR,4.14
AMT-0006431,ACC-000326,Enterprise,REP-00028,2025-03-25,QBR,4.13
AMT-0006432,ACC-000326,Enterprise,REP-00028,2025-05-10,QBR,3.28
AMT-0006433,ACC-000326,Enterprise,REP-00028,2025-05-27,QBR,4.06
AMT-0006434,ACC-000326,Enterprise,REP-00028,2025-06-27,QBR,3.32
AMT-0006435,ACC-000326,Enterprise,REP-00028,2025-10-10,QBR,3.59
AMT-0006436,ACC-000326,Enterprise,REP-00028,2025-10-14,QBR,4.42
AMT-0006437,ACC-000326,Enterprise,REP-00028,2025-11-08,QBR,4.44
AMT-0006438,ACC-000326,Enterprise,REP-00028,2025-11-07,QBR,3.13
AMT-0006439,ACC-000326,Enterprise,REP-00028,2025-11-07,QBR,2.89
AMT-0006440,ACC-000326,Enterprise,REP-00028,2025-12-12,QBR,4.31
AMT-0006441,ACC-000326,Enterprise,REP-00028,2025-12-03,QBR,4.27
AMT-0006442,ACC-000327,Commercial,REP-00044,2024-12-20,check_in,3.92
AMT-0006443,ACC-000327,Commercial,REP-00044,2025-01-12,check_in,5.0
AMT-0006444,ACC-000327,Commercial,REP-00044,2025-01-01,check_in,3.65
AMT-0006445,ACC-000327,Commercial,REP-00044,2025-02-27,check_in,3.6
AMT-0006446,ACC-000327,Commercial,REP-00044,2025-04-13,check_in,3.72
AMT-0006447,ACC-000327,Commercial,REP-00044,2025-04-06,check_in,3.37
AMT-0006448,ACC-000327,Commercial,REP-00044,2025-06-21,check_in,4.38
AMT-0006449,ACC-000327,Commercial,REP-00044,2025-06-19,check_in,3.62
AMT-0006450,ACC-000327,Commercial,REP-00044,2025-07-14,check_in,3.8
AMT-0006451,ACC-000327,Commercial,REP-00044,2025-07-12,check_in,3.95
AMT-0006452,ACC-000327,Commercial,REP-00044,2025-08-07,check_in,3.75
AMT-0006453,ACC-000327,Commercial,REP-00044,2025-11-25,check_in,3.86
AMT-0006454,ACC-000328,Enterprise,REP-00003,2025-08-28,QBR,3.27
AMT-0006455,ACC-000328,Enterprise,REP-00003,2025-09-25,QBR,4.05
AMT-0006456,ACC-000328,Enterprise,REP-00003,2025-10-03,QBR,4.03
AMT-0006457,ACC-000328,Enterprise,REP-00003,2025-10-14,QBR,3.44
AMT-0006458,ACC-000328,Enterprise,REP-00003,2025-11-30,QBR,3.84
AMT-0006459,ACC-000328,Enterprise,REP-00003,2025-12-14,QBR,3.3
AMT-0006460,ACC-000328,Enterprise,REP-00003,2025-12-28,QBR,3.13
AMT-0006461,ACC-000328,Enterprise,REP-00003,2025-12-20,QBR,3.8
AMT-0006462,ACC-000329,Commercial,REP-00005,2021-08-14,check_in,2.67
AMT-0006463,ACC-000329,Commercial,REP-00005,2021-10-27,check_in,3.92
AMT-0006464,ACC-000329,Commercial,REP-00005,2021-10-30,check_in,3.56
AMT-0006465,ACC-000329,Commercial,REP-00005,2021-11-10,check_in,3.71
AMT-0006466,ACC-000329,Commercial,REP-00005,2022-01-10,check_in,4.28
AMT-0006467,ACC-000329,Commercial,REP-00005,2022-05-20,check_in,3.84
AMT-0006468,ACC-000329,Commercial,REP-00005,2022-09-04,check_in,3.09
AMT-0006469,ACC-000329,Commercial,REP-00005,2022-09-11,check_in,3.65
AMT-0006470,ACC-000329,Commercial,REP-00005,2023-01-09,check_in,3.45
AMT-0006471,ACC-000329,Commercial,REP-00005,2023-03-22,check_in,3.27
AMT-0006472,ACC-000330,Enterprise,REP-00011,2020-10-27,QBR,2.89
AMT-0006473,ACC-000330,Enterprise,REP-00011,2020-10-24,QBR,4.27
AMT-0006474,ACC-000330,Enterprise,REP-00011,2020-11-12,QBR,4.21
AMT-0006475,ACC-000330,Enterprise,REP-00011,2021-01-13,QBR,3.78
AMT-0006476,ACC-000330,Enterprise,REP-00011,2021-01-22,QBR,3.99
AMT-0006477,ACC-000330,Enterprise,REP-00011,2021-01-09,QBR,4.01
AMT-0006478,ACC-000330,Enterprise,REP-00011,2021-02-22,QBR,4.35
AMT-0006479,ACC-000330,Enterprise,REP-00011,2021-05-10,QBR,4.57
AMT-0006480,ACC-000330,Enterprise,REP-00011,2021-05-29,QBR,3.21
AMT-0006481,ACC-000330,Enterprise,REP-00011,2021-07-29,QBR,4.06
AMT-0006482,ACC-000330,Enterprise,REP-00011,2021-09-02,QBR,4.2
AMT-0006483,ACC-000330,Enterprise,REP-00011,2021-09-19,QBR,3.29
AMT-0006484,ACC-000330,Enterprise,REP-00011,2021-10-12,QBR,4.4
AMT-0006485,ACC-000330,Enterprise,REP-00011,2021-10-03,QBR,4.06
AMT-0006486,ACC-000330,Enterprise,REP-00028,2021-12-19,QBR,3.33
AMT-0006487,ACC-000330,Enterprise,REP-00028,2021-12-28,QBR,4.3
AMT-0006488,ACC-000330,Enterprise,REP-00028,2022-01-04,QBR,4.67
AMT-0006489,ACC-000330,Enterprise,REP-00028,2022-02-09,QBR,4.6
AMT-0006490,ACC-000330,Enterprise,REP-00028,2022-04-14,QBR,4.13
AMT-0006491,ACC-000330,Enterprise,REP-00028,2022-07-22,QBR,3.1
AMT-0006492,ACC-000330,Enterprise,REP-00028,2022-08-19,QBR,4.39
AMT-0006493,ACC-000330,Enterprise,REP-00028,2022-08-12,QBR,3.46
AMT-0006494,ACC-000330,Enterprise,REP-00028,2022-11-10,QBR,4.64
AMT-0006495,ACC-000330,Enterprise,REP-00028,2022-12-06,QBR,4.06
AMT-0006496,ACC-000330,Enterprise,REP-00028,2022-12-15,QBR,4.83
AMT-0006497,ACC-000330,Enterprise,REP-00028,2022-12-18,QBR,3.59
AMT-0006498,ACC-000330,Enterprise,REP-00028,2022-12-15,QBR,4.02
AMT-0006499,ACC-000330,Enterprise,REP-00028,2022-12-01,QBR,2.95
AMT-0006500,ACC-000330,Enterprise,REP-00028,2023-01-04,QBR,3.66
AMT-0006501,ACC-000330,Enterprise,REP-00028,2023-02-23,QBR,3.69
AMT-0006502,ACC-000330,Enterprise,REP-00028,2023-03-07,QBR,3.83
AMT-0006503,ACC-000330,Enterprise,REP-00028,2023-03-26,QBR,3.31
AMT-0006504,ACC-000330,Enterprise,REP-00028,2023-04-13,QBR,3.87
AMT-0006505,ACC-000330,Enterprise,REP-00028,2023-04-26,QBR,2.26
AMT-0006506,ACC-000330,Enterprise,REP-00028,2023-05-08,QBR,4.11
AMT-0006507,ACC-000330,Enterprise,REP-00028,2023-05-12,QBR,3.0
AMT-0006508,ACC-000330,Enterprise,REP-00028,2023-06-19,QBR,4.09
AMT-0006509,ACC-000330,Enterprise,REP-00028,2023-06-09,QBR,4.97
AMT-0006510,ACC-000330,Enterprise,REP-00028,2023-07-08,QBR,3.21
AMT-0006511,ACC-000330,Enterprise,REP-00028,2023-09-16,QBR,3.11
AMT-0006512,ACC-000330,Enterprise,REP-00028,2023-10-06,QBR,3.6
AMT-0006513,ACC-000330,Enterprise,REP-00028,2023-11-11,QBR,3.82
AMT-0006514,ACC-000330,Enterprise,REP-00028,2023-12-01,QBR,3.63
AMT-0006515,ACC-000330,Enterprise,REP-00028,2023-12-04,QBR,2.76
AMT-0006516,ACC-000330,Enterprise,REP-00028,2024-01-05,QBR,3.92
AMT-0006517,ACC-000330,Enterprise,REP-00028,2024-03-30,QBR,3.88
AMT-0006518,ACC-000330,Enterprise,REP-00028,2024-03-12,QBR,4.14
AMT-0006519,ACC-000330,Enterprise,REP-00028,2024-03-30,QBR,5.0
AMT-0006520,ACC-000330,Enterprise,REP-00028,2024-04-29,QBR,4.25
AMT-0006521,ACC-000330,Enterprise,REP-00028,2024-06-22,QBR,3.99
AMT-0006522,ACC-000330,Enterprise,REP-00028,2024-07-29,QBR,3.36
AMT-0006523,ACC-000330,Enterprise,REP-00028,2024-08-30,QBR,2.89
AMT-0006524,ACC-000330,Enterprise,REP-00028,2024-08-26,QBR,3.32
AMT-0006525,ACC-000330,Enterprise,REP-00028,2024-08-21,QBR,4.29
AMT-0006526,ACC-000330,Enterprise,REP-00028,2024-08-26,QBR,3.07
AMT-0006527,ACC-000330,Enterprise,REP-00028,2024-10-21,QBR,3.67
AMT-0006528,ACC-000330,Enterprise,REP-00028,2024-10-11,QBR,3.65
AMT-0006529,ACC-000330,Enterprise,REP-00028,2024-10-05,QBR,4.11
AMT-0006530,ACC-000330,Enterprise,REP-00028,2024-10-04,QBR,3.9
AMT-0006531,ACC-000330,Enterprise,REP-00028,2024-11-04,QBR,3.65
AMT-0006532,ACC-000330,Enterprise,REP-00028,2024-12-15,QBR,4.92
AMT-0006533,ACC-000330,Enterprise,REP-00028,2025-01-04,QBR,3.89
AMT-0006534,ACC-000330,Enterprise,REP-00028,2025-05-30,QBR,4.12
AMT-0006535,ACC-000330,Enterprise,REP-00028,2025-06-17,QBR,3.95
AMT-0006536,ACC-000330,Enterprise,REP-00028,2025-09-12,QBR,3.49
AMT-0006537,ACC-000330,Enterprise,REP-00028,2025-10-10,QBR,3.95
AMT-0006538,ACC-000330,Enterprise,REP-00028,2025-12-21,QBR,3.73
AMT-0006539,ACC-000331,Commercial,REP-00018,2023-10-06,check_in,4.06
AMT-0006540,ACC-000331,Commercial,REP-00018,2023-10-02,check_in,2.66
AMT-0006541,ACC-000331,Commercial,REP-00018,2023-12-24,check_in,3.18
AMT-0006542,ACC-000331,Commercial,REP-00018,2024-03-28,check_in,3.37
AMT-0006543,ACC-000331,Commercial,REP-00018,2024-03-25,check_in,4.6
AMT-0006544,ACC-000331,Commercial,REP-00018,2024-07-13,check_in,5.0
AMT-0006545,ACC-000331,Commercial,REP-00018,2024-12-31,check_in,3.93
AMT-0006546,ACC-000331,Commercial,REP-00018,2025-01-26,check_in,3.26
AMT-0006547,ACC-000331,Commercial,REP-00018,2025-02-12,check_in,3.96
AMT-0006548,ACC-000331,Commercial,REP-00018,2025-04-10,check_in,4.35
AMT-0006549,ACC-000331,Commercial,REP-00018,2025-05-10,check_in,3.44
AMT-0006550,ACC-000331,Commercial,REP-00018,2025-07-28,check_in,3.36
AMT-0006551,ACC-000331,Commercial,REP-00018,2025-09-05,check_in,5.0
AMT-0006552,ACC-000331,Commercial,REP-00018,2025-10-06,check_in,3.25
AMT-0006553,ACC-000331,Commercial,REP-00018,2025-12-23,check_in,3.6
AMT-0006554,ACC-000332,Commercial,REP-00061,2025-12-23,check_in,3.9
AMT-0006555,ACC-000333,Commercial,REP-00005,2025-01-30,check_in,5.0
AMT-0006556,ACC-000333,Commercial,REP-00005,2025-02-04,check_in,4.08
AMT-0006557,ACC-000333,Commercial,REP-00005,2025-05-04,check_in,3.79
AMT-0006558,ACC-000333,Commercial,REP-00005,2025-06-03,check_in,3.94
AMT-0006559,ACC-000333,Commercial,REP-00005,2025-06-23,check_in,4.7
AMT-0006560,ACC-000333,Commercial,REP-00005,2025-08-28,check_in,2.73
AMT-0006561,ACC-000333,Commercial,REP-00005,2025-11-16,check_in,3.08
AMT-0006562,ACC-000334,Enterprise,REP-00033,2025-08-31,QBR,2.98
AMT-0006563,ACC-000334,Enterprise,REP-00033,2025-10-01,QBR,3.8
AMT-0006564,ACC-000334,Enterprise,REP-00033,2025-11-14,QBR,4.63
AMT-0006565,ACC-000334,Enterprise,REP-00033,2025-11-23,QBR,2.35
AMT-0006566,ACC-000334,Enterprise,REP-00033,2025-11-08,QBR,3.73
AMT-0006567,ACC-000334,Enterprise,REP-00033,2025-12-11,QBR,3.81
AMT-0006568,ACC-000334,Enterprise,REP-00033,2025-12-11,QBR,3.45
AMT-0006569,ACC-000335,Commercial,REP-00018,2025-02-12,check_in,3.81
AMT-0006570,ACC-000335,Commercial,REP-00018,2025-03-31,check_in,4.35
AMT-0006571,ACC-000335,Commercial,REP-00018,2025-07-12,check_in,4.21
AMT-0006572,ACC-000335,Commercial,REP-00018,2025-09-16,check_in,3.48
AMT-0006573,ACC-000335,Commercial,REP-00018,2025-10-30,check_in,3.78
AMT-0006574,ACC-000336,Enterprise,REP-00033,2023-09-19,QBR,4.71
AMT-0006575,ACC-000336,Enterprise,REP-00033,2023-10-13,QBR,3.05
AMT-0006576,ACC-000336,Enterprise,REP-00033,2023-11-29,QBR,4.95
AMT-0006577,ACC-000336,Enterprise,REP-00033,2024-01-01,QBR,4.61
AMT-0006578,ACC-000336,Enterprise,REP-00033,2024-02-23,QBR,3.71
AMT-0006579,ACC-000336,Enterprise,REP-00033,2024-02-26,QBR,3.7
AMT-0006580,ACC-000336,Enterprise,REP-00033,2024-05-30,QBR,4.1
AMT-0006581,ACC-000336,Enterprise,REP-00033,2024-05-27,QBR,4.5
AMT-0006582,ACC-000336,Enterprise,REP-00033,2024-05-10,QBR,3.84
AMT-0006583,ACC-000336,Enterprise,REP-00033,2024-07-01,QBR,3.83
AMT-0006584,ACC-000336,Enterprise,REP-00033,2024-07-08,QBR,3.3
AMT-0006585,ACC-000336,Enterprise,REP-00033,2024-07-19,QBR,3.93
AMT-0006586,ACC-000336,Enterprise,REP-00033,2024-08-08,QBR,3.36
AMT-0006587,ACC-000336,Enterprise,REP-00033,2024-09-06,QBR,3.92
AMT-0006588,ACC-000336,Enterprise,REP-00033,2024-10-20,QBR,4.07
AMT-0006589,ACC-000336,Enterprise,REP-00033,2024-10-06,QBR,4.73
AMT-0006590,ACC-000336,Enterprise,REP-00033,2024-10-06,QBR,3.35
AMT-0006591,ACC-000336,Enterprise,REP-00033,2024-11-30,QBR,4.08
AMT-0006592,ACC-000336,Enterprise,REP-00033,2024-11-04,QBR,4.44
AMT-0006593,ACC-000336,Enterprise,REP-00033,2024-11-10,QBR,3.21
AMT-0006594,ACC-000336,Enterprise,REP-00033,2024-12-02,QBR,2.66
AMT-0006595,ACC-000336,Enterprise,REP-00033,2025-01-06,QBR,3.32
AMT-0006596,ACC-000336,Enterprise,REP-00033,2025-01-22,QBR,3.97
AMT-0006597,ACC-000336,Enterprise,REP-00033,2025-01-04,QBR,3.77
AMT-0006598,ACC-000336,Enterprise,REP-00033,2025-02-07,QBR,3.16
AMT-0006599,ACC-000336,Enterprise,REP-00033,2025-02-27,QBR,2.98
AMT-0006600,ACC-000336,Enterprise,REP-00033,2025-04-14,QBR,3.44
AMT-0006601,ACC-000336,Enterprise,REP-00033,2025-04-16,QBR,3.64
AMT-0006602,ACC-000336,Enterprise,REP-00033,2025-05-10,QBR,3.99
AMT-0006603,ACC-000336,Enterprise,REP-00033,2025-08-09,QBR,4.68
AMT-0006604,ACC-000336,Enterprise,REP-00033,2025-10-21,QBR,2.93
AMT-0006605,ACC-000336,Enterprise,REP-00033,2025-11-20,QBR,4.03
AMT-0006606,ACC-000336,Enterprise,REP-00033,2025-11-26,QBR,4.95
