account_id,month,upstream_actions,downstream_actions
ACC-002446,2024-08-01,5197,4784
ACC-002446,2024-09-01,6104,5595
ACC-002446,2024-10-01,6034,5779
ACC-002446,2024-11-01,6063,5932
ACC-002446,2024-12-01,4367,3809
ACC-002446,2025-01-01,6131,5669
ACC-002446,2025-02-01,5782,5629
ACC-002446,2025-03-01,5165,4494
ACC-002446,2025-04-01,5722,5215
ACC-002446,2025-05-01,6039,5581
ACC-002446,2025-06-01,5706,4949
ACC-002446,2025-07-01,5599,5090
ACC-002446,2025-08-01,5766,5221
ACC-002446,2025-09-01,5870,5511
ACC-002446,2025-10-01,5550,5320
ACC-002446,2025-11-01,5988,5610
ACC-002446,2025-12-01,5324,4538
ACC-002447,2024-03-01,261,111
ACC-002447,2024-04-01,2418,1425
ACC-002447,2024-05-01,1603,695
ACC-002447,2024-06-01,820,420
ACC-002447,2024-07-01,196,83
ACC-002448,2022-11-01,493,459
ACC-002448,2022-12-01,4297,4003
ACC-002448,2023-01-01,4753,4525
ACC-002448,2023-02-01,5043,4733
ACC-002448,2023-03-01,5054,4517
ACC-002448,2023-04-01,4305,3679
ACC-002448,2023-05-01,4796,4561
ACC-002448,2023-06-01,4733,4508
ACC-002448,2023-07-01,4568,3906
ACC-002448,2023-08-01,4653,4132
ACC-002448,2023-09-01,4659,4095
ACC-002448,2023-10-01,5096,4939
ACC-002448,2023-11-01,5250,4829
ACC-002448,2023-12-01,4600,3996
ACC-002448,2024-01-01,4887,4560
ACC-002448,2024-02-01,5353,4593
ACC-002448,2024-03-01,4915,4341
ACC-002448,2024-04-01,5258,4994
ACC-002448,2024-05-01,4984,4481
ACC-002448,2024-06-01,5491,5287
ACC-002448,2024-07-01,4603,4462
ACC-002448,2024-08-01,4588,4355
ACC-002448,2024-09-01,5062,4894
ACC-002448,2024-10-01,4875,4746
ACC-002448,2024-11-01,6635,6184
ACC-002448,2024-12-01,4587,4411
ACC-002448,2025-01-01,6030,5322
ACC-002448,2025-02-01,5518,4838
ACC-002448,2025-03-01,5126,4749
ACC-002448,2025-04-01,5691,5095
ACC-002448,2025-05-01,5475,5047
ACC-002448,2025-06-01,5440,4694
ACC-002448,2025-07-01,5509,4873
ACC-002448,2025-08-01,5471,4988
ACC-002448,2025-09-01,5730,5189
ACC-002448,2025-10-01,6892,6158
ACC-002448,2025-11-01,6017,5525
ACC-002448,2025-12-01,4466,3951
ACC-002449,2024-05-01,387,360
ACC-002449,2024-06-01,3070,2810
ACC-002449,2024-07-01,3613,3532
ACC-002449,2024-08-01,3342,3179
ACC-002449,2024-09-01,3296,2878
ACC-002449,2024-10-01,4013,3427
ACC-002449,2024-11-01,3867,3588
ACC-002449,2024-12-01,3711,3609
ACC-002449,2025-01-01,4062,3849
ACC-002449,2025-02-01,3572,3377
ACC-002449,2025-03-01,4709,4471
ACC-002449,2025-04-01,3842,3351
ACC-002449,2025-05-01,4089,3603
ACC-002449,2025-06-01,3790,3326
ACC-002449,2025-07-01,3922,3340
ACC-002449,2025-08-01,3933,3407
ACC-002449,2025-09-01,4612,4004
ACC-002449,2025-10-01,4287,3811
ACC-002449,2025-11-01,4654,4247
ACC-002449,2025-12-01,3344,2866
ACC-002450,2023-09-01,405,374
ACC-002450,2023-10-01,4305,4117
ACC-002450,2023-11-01,4096,3939
ACC-002450,2023-12-01,3438,3094
ACC-002450,2024-01-01,4701,4060
ACC-002450,2024-02-01,3780,3346
ACC-002450,2024-03-01,4453,3818
ACC-002450,2024-04-01,4029,3681
ACC-002450,2024-05-01,4322,3866
ACC-002450,2024-06-01,3998,3772
ACC-002450,2024-07-01,3401,3120
ACC-002450,2024-08-01,3654,3187
ACC-002450,2024-09-01,3967,3442
ACC-002450,2024-10-01,3855,3393
ACC-002450,2024-11-01,4232,3711
ACC-002450,2024-12-01,4311,3709
ACC-002450,2025-01-01,5178,4602
ACC-002450,2025-02-01,4286,3829
ACC-002450,2025-03-01,4267,4060
ACC-002450,2025-04-01,4390,3967
ACC-002451,2025-08-01,366,318
ACC-002451,2025-09-01,4519,4385
ACC-002451,2025-10-01,4094,3923
ACC-002451,2025-11-01,4496,4268
ACC-002451,2025-12-01,3311,3172
ACC-002452,2023-06-01,610,589
ACC-002452,2023-07-01,5891,5046
ACC-002452,2023-08-01,7059,6070
ACC-002452,2023-09-01,7507,7340
ACC-002452,2023-10-01,9852,8878
ACC-002452,2023-11-01,10732,9980
ACC-002452,2023-12-01,10868,10611
ACC-002452,2024-01-01,14594,12905
ACC-002452,2024-02-01,14131,13186
ACC-002452,2024-03-01,16116,14882
ACC-002452,2024-04-01,17972,17051
ACC-002452,2024-05-01,19277,18733
ACC-002452,2024-06-01,19634,17788
ACC-002452,2024-07-01,21509,19851
ACC-002452,2024-08-01,26119,23870
ACC-002452,2024-09-01,31240,28053
ACC-002452,2024-10-01,35003,32870
ACC-002452,2024-11-01,36743,35596
ACC-002452,2024-12-01,41824,36029
ACC-002452,2025-01-01,45863,40566
ACC-002452,2025-02-01,50980,45410
ACC-002452,2025-03-01,60001,54744
ACC-002452,2025-04-01,48560,46273
ACC-002452,2025-05-01,50207,46430
ACC-002452,2025-06-01,51511,45885
ACC-002452,2025-07-01,49817,43531
ACC-002452,2025-08-01,51168,45106
ACC-002452,2025-09-01,70731,63125
ACC-002452,2025-10-01,66382,59224
ACC-002452,2025-11-01,60497,54703
ACC-002452,2025-12-01,60511,58377
ACC-002453,2023-09-01,224,196
ACC-002453,2023-10-01,2021,1817
ACC-002453,2023-11-01,2133,2027
ACC-002453,2023-12-01,1800,1705
ACC-002453,2024-01-01,2526,2395
ACC-002453,2024-02-01,2434,2369
ACC-002453,2024-03-01,2260,2213
ACC-002453,2024-04-01,2628,2499
ACC-002453,2024-05-01,2188,2032
ACC-002453,2024-06-01,2085,1893
ACC-002453,2024-07-01,2542,2323
ACC-002453,2024-08-01,2315,2243
ACC-002453,2024-09-01,2075,1912
ACC-002453,2024-10-01,2457,2171
ACC-002453,2024-11-01,2294,2136
ACC-002453,2024-12-01,2043,1991
ACC-002453,2025-01-01,3188,2891
ACC-002453,2025-02-01,2601,2535
ACC-002453,2025-03-01,2276,2086
ACC-002453,2025-04-01,2837,2697
ACC-002453,2025-05-01,2320,2088
ACC-002453,2025-06-01,2651,2274
ACC-002453,2025-07-01,2329,2232
ACC-002453,2025-08-01,2506,2245
ACC-002453,2025-09-01,2534,2180
ACC-002453,2025-10-01,2731,2572
ACC-002453,2025-11-01,2845,2437
ACC-002453,2025-12-01,2143,2013
ACC-002454,2023-06-01,470,402
ACC-002454,2023-07-01,4622,3935
ACC-002454,2023-08-01,5112,4813
ACC-002454,2023-09-01,5515,4892
ACC-002454,2023-10-01,4811,4451
ACC-002454,2023-11-01,5464,4776
ACC-002454,2023-12-01,4568,4222
ACC-002454,2024-01-01,4529,4387
ACC-002454,2024-02-01,5466,4817
ACC-002454,2024-03-01,5746,4973
ACC-002454,2024-04-01,6144,5474
ACC-002454,2024-05-01,5236,5031
ACC-002454,2024-06-01,5890,5165
ACC-002454,2024-07-01,5194,4579
ACC-002454,2024-08-01,5522,5079
ACC-002454,2024-09-01,6548,5626
ACC-002454,2024-10-01,6038,5380
ACC-002454,2024-11-01,7123,6759
ACC-002454,2024-12-01,5778,5520
ACC-002454,2025-01-01,7340,6770
ACC-002454,2025-02-01,6769,6134
ACC-002454,2025-03-01,6260,6065
ACC-002454,2025-04-01,7340,6838
ACC-002454,2025-05-01,6815,6470
ACC-002454,2025-06-01,6940,5969
ACC-002454,2025-07-01,6732,5892
ACC-002454,2025-08-01,7038,6840
ACC-002454,2025-09-01,7301,6241
ACC-002454,2025-10-01,7006,6560
ACC-002454,2025-11-01,7094,6153
ACC-002454,2025-12-01,7181,6989
ACC-002455,2024-10-01,484,456
ACC-002455,2024-11-01,4622,4450
ACC-002455,2024-12-01,3997,3606
ACC-002455,2025-01-01,4930,4434
ACC-002455,2025-02-01,4823,4304
ACC-002455,2025-03-01,4614,4429
ACC-002455,2025-04-01,4562,3886
ACC-002455,2025-05-01,4870,4300
ACC-002455,2025-06-01,4301,3811
ACC-002455,2025-07-01,5141,4496
ACC-002455,2025-08-01,4527,4174
ACC-002455,2025-09-01,5632,5223
ACC-002455,2025-10-01,4881,4219
ACC-002455,2025-11-01,5518,5050
ACC-002455,2025-12-01,4722,4212
ACC-002456,2025-11-01,653,637
ACC-002456,2025-12-01,5495,4848
ACC-002457,2025-12-01,428,364
ACC-002458,2021-07-01,422,380
ACC-002458,2021-08-01,4255,3628
ACC-002458,2021-09-01,4224,3788
ACC-002458,2021-10-01,3874,3363
ACC-002458,2021-11-01,4426,4043
ACC-002458,2021-12-01,3440,3293
ACC-002458,2022-01-01,4016,3455
ACC-002458,2022-02-01,4310,4160
ACC-002458,2022-03-01,4324,4049
ACC-002458,2022-04-01,4692,4268
ACC-002458,2022-05-01,4105,3822
ACC-002458,2022-06-01,4216,3689
ACC-002458,2022-07-01,3836,3329
ACC-002458,2022-08-01,4234,4008
ACC-002458,2022-09-01,4307,4060
ACC-002458,2022-10-01,4635,4378
ACC-002458,2022-11-01,4301,4038
ACC-002458,2022-12-01,4536,3945
ACC-002458,2023-01-01,4883,4618
ACC-002458,2023-02-01,5181,4414
ACC-002458,2023-03-01,4389,3883
ACC-002458,2023-04-01,4957,4792
ACC-002458,2023-05-01,4845,4330
ACC-002458,2023-06-01,4972,4253
ACC-002458,2023-07-01,4701,4518
ACC-002458,2023-08-01,4846,4221
ACC-002458,2023-09-01,6195,6053
ACC-002458,2023-10-01,5981,5398
ACC-002458,2023-11-01,5541,5255
ACC-002458,2023-12-01,5052,4876
ACC-002458,2024-01-01,5251,4833
ACC-002458,2024-02-01,5259,4546
ACC-002458,2024-03-01,4874,4548
ACC-002458,2024-04-01,5881,2830
ACC-002458,2024-05-01,5066,2427
ACC-002458,2024-06-01,3540,2151
ACC-002458,2024-07-01,2739,1178
ACC-002458,2024-08-01,1798,729
ACC-002459,2024-03-01,208,199
ACC-002459,2024-04-01,2375,2268
ACC-002459,2024-05-01,2822,2567
ACC-002459,2024-06-01,3330,3090
ACC-002459,2024-07-01,3625,3275
ACC-002459,2024-08-01,5331,5125
ACC-002459,2024-09-01,6840,6424
ACC-002459,2024-10-01,8723,7946
ACC-002459,2024-11-01,11485,10707
ACC-002459,2024-12-01,12012,10570
ACC-002459,2025-01-01,19123,16284
ACC-002459,2025-02-01,19844,18131
ACC-002459,2025-03-01,29486,27481
ACC-002459,2025-04-01,31654,30887
ACC-002459,2025-05-01,33061,28892
ACC-002459,2025-06-01,43889,37966
ACC-002459,2025-07-01,16303,15717
ACC-002459,2025-08-01,14292,13687
ACC-002459,2025-09-01,18306,17318
ACC-002459,2025-10-01,19742,17487
ACC-002459,2025-11-01,20189,19560
ACC-002459,2025-12-01,16993,16243
ACC-002460,2022-12-01,388,351
ACC-002460,2023-01-01,5352,4585
ACC-002460,2023-02-01,5173,4601
ACC-002460,2023-03-01,5376,5107
ACC-002460,2023-04-01,6112,5843
ACC-002460,2023-05-01,4997,4302
ACC-002460,2023-06-01,5096,4956
ACC-002460,2023-07-01,5546,5029
ACC-002460,2023-08-01,4518,4015
ACC-002460,2023-09-01,5840,4976
ACC-002460,2023-10-01,5023,4419
ACC-002460,2023-11-01,5574,4828
ACC-002460,2023-12-01,4757,4112
ACC-002460,2024-01-01,6744,6443
ACC-002460,2024-02-01,6692,6457
ACC-002460,2024-03-01,6275,5813
ACC-002460,2024-04-01,6166,5410
ACC-002460,2024-05-01,5797,5646
ACC-002460,2024-06-01,5318,5202
ACC-002460,2024-07-01,5439,5163
ACC-002460,2024-08-01,5261,4531
ACC-002460,2024-09-01,5922,5045
ACC-002460,2024-10-01,5516,5241
ACC-002460,2024-11-01,6479,5657
ACC-002460,2024-12-01,5957,5785
ACC-002460,2025-01-01,7444,6389
ACC-002460,2025-02-01,5677,5149
ACC-002460,2025-03-01,6678,5732
ACC-002460,2025-04-01,6044,5444
ACC-002460,2025-05-01,6964,6281
ACC-002460,2025-06-01,7190,7014
ACC-002460,2025-07-01,6649,6512
ACC-002460,2025-08-01,7151,6748
ACC-002460,2025-09-01,7924,6983
ACC-002460,2025-10-01,8456,7449
ACC-002460,2025-11-01,7840,6790
ACC-002460,2025-12-01,7086,6112
ACC-002461,2023-08-01,367,345
ACC-002461,2023-09-01,3285,2991
ACC-002461,2023-10-01,3670,3479
ACC-002461,2023-11-01,3978,3449
ACC-002461,2023-12-01,3427,3314
ACC-002461,2024-01-01,4075,3706
ACC-002461,2024-02-01,3533,3337
ACC-002461,2024-03-01,4327,4150
ACC-002461,2024-04-01,3514,3096
ACC-002461,2024-05-01,3255,3048
ACC-002461,2024-06-01,4303,3874
ACC-002461,2024-07-01,3767,3232
ACC-002461,2024-08-01,3904,3373
ACC-002461,2024-09-01,3885,3530
ACC-002461,2024-10-01,4054,3894
ACC-002461,2024-11-01,3776,3545
ACC-002461,2024-12-01,3062,2936
ACC-002461,2025-01-01,4626,4327
ACC-002461,2025-02-01,3972,3697
ACC-002461,2025-03-01,4406,3999
ACC-002461,2025-04-01,4471,4236
ACC-002461,2025-05-01,4249,3976
ACC-002461,2025-06-01,4557,4132
ACC-002461,2025-07-01,4221,4122
ACC-002461,2025-08-01,4239,3776
ACC-002461,2025-09-01,4238,4042
ACC-002461,2025-10-01,4329,4211
ACC-002461,2025-11-01,4359,3979
ACC-002461,2025-12-01,3853,3635
ACC-002462,2024-06-01,358,320
ACC-002462,2024-07-01,4314,3795
ACC-002462,2024-08-01,4307,2416
ACC-002462,2024-09-01,3584,1257
ACC-002462,2024-10-01,2963,1199
ACC-002462,2024-11-01,1890,1039
ACC-002462,2024-12-01,1157,638
ACC-002463,2025-02-01,698,599
ACC-002463,2025-03-01,7755,7453
ACC-002463,2025-04-01,6375,5441
ACC-002463,2025-05-01,7621,6586
ACC-002463,2025-06-01,5821,5487
ACC-002463,2025-07-01,6841,5902
ACC-002463,2025-08-01,7290,6441
ACC-002463,2025-09-01,6981,5934
ACC-002463,2025-10-01,8533,8024
ACC-002463,2025-11-01,7680,6643
ACC-002463,2025-12-01,5367,4928
ACC-002464,2023-08-01,350,314
ACC-002464,2023-09-01,4159,3660
ACC-002464,2023-10-01,4502,4223
ACC-002464,2023-11-01,4018,3480
ACC-002464,2023-12-01,3794,3654
ACC-002464,2024-01-01,4957,4797
ACC-002464,2024-02-01,4453,4308
ACC-002464,2024-03-01,4380,4230
ACC-002464,2024-04-01,5474,4800
ACC-002464,2024-05-01,4842,4560
ACC-002464,2024-06-01,5103,4613
ACC-002464,2024-07-01,4437,3971
ACC-002464,2024-08-01,4899,4576
ACC-002464,2024-09-01,4297,2460
ACC-002464,2024-10-01,4038,1509
ACC-002464,2024-11-01,3638,1576
ACC-002464,2024-12-01,2110,992
ACC-002464,2025-01-01,1598,925
ACC-002465,2025-12-01,678,583
ACC-002466,2024-07-01,465,452
ACC-002466,2024-08-01,5075,4472
ACC-002466,2024-09-01,6265,5541
ACC-002466,2024-10-01,4720,4526
ACC-002466,2024-11-01,5951,5350
ACC-002466,2024-12-01,4408,4181
ACC-002466,2025-01-01,5049,4499
ACC-002466,2025-02-01,5244,4832
ACC-002466,2025-03-01,4915,4268
ACC-002466,2025-04-01,5684,5292
ACC-002466,2025-05-01,4834,4421
ACC-002466,2025-06-01,4507,3973
ACC-002466,2025-07-01,5617,4837
ACC-002466,2025-08-01,5204,4747
ACC-002466,2025-09-01,5518,5389
ACC-002466,2025-10-01,6354,5757
ACC-002466,2025-11-01,5903,5213
ACC-002466,2025-12-01,4418,3850
ACC-002467,2023-06-01,511,460
ACC-002467,2023-07-01,3988,3468
ACC-002467,2023-08-01,4120,3512
ACC-002467,2023-09-01,4642,4387
ACC-002467,2023-10-01,4582,4176
ACC-002467,2023-11-01,4495,4234
ACC-002467,2023-12-01,3813,3407
ACC-002467,2024-01-01,4431,3931
ACC-002467,2024-02-01,4955,4270
ACC-002467,2024-03-01,5151,4808
ACC-002467,2024-04-01,4906,4766
ACC-002467,2024-05-01,4753,4572
ACC-002467,2024-06-01,5083,4954
ACC-002467,2024-07-01,4347,3759
ACC-002467,2024-08-01,4900,4676
ACC-002467,2024-09-01,4934,4512
ACC-002467,2024-10-01,5999,5401
ACC-002467,2024-11-01,4666,4205
ACC-002467,2024-12-01,4502,4117
ACC-002467,2025-01-01,6307,5724
ACC-002467,2025-02-01,5430,5143
ACC-002467,2025-03-01,5029,4577
ACC-002467,2025-04-01,5612,5140
ACC-002467,2025-05-01,5152,4643
ACC-002467,2025-06-01,5066,4906
ACC-002467,2025-07-01,5064,4815
ACC-002467,2025-08-01,5127,4865
ACC-002467,2025-09-01,5613,5066
ACC-002467,2025-10-01,6647,6078
ACC-002467,2025-11-01,6833,6164
ACC-002467,2025-12-01,5001,4835
ACC-002468,2024-08-01,460,416
ACC-002468,2024-09-01,4812,4353
ACC-002468,2024-10-01,5543,4812
ACC-002468,2024-11-01,5053,4329
ACC-002468,2024-12-01,3950,3622
ACC-002468,2025-01-01,5123,4394
ACC-002468,2025-02-01,5019,4644
ACC-002468,2025-03-01,5445,4989
ACC-002468,2025-04-01,4777,4366
ACC-002468,2025-05-01,4491,4010
ACC-002468,2025-06-01,5218,5099
ACC-002468,2025-07-01,4546,4369
ACC-002468,2025-08-01,4246,3772
ACC-002468,2025-09-01,5749,5271
ACC-002468,2025-10-01,5428,5319
ACC-002468,2025-11-01,6071,5325
ACC-002468,2025-12-01,4127,3797
ACC-002469,2025-03-01,514,471
ACC-002469,2025-04-01,5388,5031
ACC-002469,2025-05-01,5226,4755
ACC-002469,2025-06-01,5690,4961
ACC-002469,2025-07-01,5548,4967
ACC-002469,2025-08-01,5347,4657
ACC-002469,2025-09-01,6627,5934
ACC-002469,2025-10-01,5960,5747
ACC-002469,2025-11-01,5372,5017
ACC-002469,2025-12-01,4792,4081
ACC-002470,2025-08-01,566,487
ACC-002470,2025-09-01,5409,4618
ACC-002470,2025-10-01,5493,4772
ACC-002470,2025-11-01,5515,5374
ACC-002470,2025-12-01,4323,3849
ACC-002471,2023-07-01,370,326
ACC-002471,2023-08-01,4016,3559
ACC-002471,2023-09-01,4263,4173
ACC-002471,2023-10-01,4766,4341
ACC-002471,2023-11-01,4509,3883
ACC-002471,2023-12-01,3282,2907
ACC-002471,2024-01-01,4520,3873
ACC-002471,2024-02-01,4291,4075
ACC-002471,2024-03-01,4422,4285
ACC-002471,2024-04-01,4501,3884
ACC-002471,2024-05-01,4227,3863
ACC-002471,2024-06-01,4079,3596
ACC-002471,2024-07-01,4230,3761
ACC-002471,2024-08-01,4148,3971
ACC-002471,2024-09-01,4781,4197
ACC-002471,2024-10-01,4371,4107
ACC-002471,2024-11-01,4366,3856
ACC-002471,2024-12-01,4353,2505
ACC-002471,2025-01-01,4716,2509
ACC-002471,2025-02-01,2907,1621
ACC-002471,2025-03-01,1961,984
ACC-002471,2025-04-01,859,534
ACC-002472,2025-11-01,511,462
ACC-002472,2025-12-01,4796,4503
ACC-002473,2022-09-01,571,514
ACC-002473,2022-10-01,5472,5086
ACC-002473,2022-11-01,5503,4965
ACC-002473,2022-12-01,5667,5079
ACC-002473,2023-01-01,5726,5386
ACC-002473,2023-02-01,5369,4785
ACC-002473,2023-03-01,5624,4935
ACC-002473,2023-04-01,5175,4589
ACC-002473,2023-05-01,4517,3996
ACC-002473,2023-06-01,5681,5312
ACC-002473,2023-07-01,4770,4348
ACC-002473,2023-08-01,5705,4921
ACC-002473,2023-09-01,6719,6207
ACC-002473,2023-10-01,7054,6095
ACC-002473,2023-11-01,6852,6071
ACC-002473,2023-12-01,5765,5174
ACC-002473,2024-01-01,6007,5222
ACC-002473,2024-02-01,5591,4826
ACC-002473,2024-03-01,6412,5867
ACC-002473,2024-04-01,5330,4903
ACC-002473,2024-05-01,6009,5345
ACC-002473,2024-06-01,6590,5822
ACC-002473,2024-07-01,6163,5708
ACC-002473,2024-08-01,5291,4972
ACC-002473,2024-09-01,6524,5955
ACC-002473,2024-10-01,6925,6636
ACC-002473,2024-11-01,6114,5730
ACC-002473,2024-12-01,5469,4951
ACC-002473,2025-01-01,7502,6734
ACC-002473,2025-02-01,6493,5677
ACC-002473,2025-03-01,6742,6482
ACC-002473,2025-04-01,7309,6699
ACC-002473,2025-05-01,7574,6639
ACC-002473,2025-06-01,6365,6001
ACC-002473,2025-07-01,5680,4858
ACC-002473,2025-08-01,7398,6509
ACC-002473,2025-09-01,6422,6274
ACC-002473,2025-10-01,7555,7043
ACC-002473,2025-11-01,7670,7410
ACC-002473,2025-12-01,5538,5058
ACC-002474,2024-08-01,454,390
ACC-002474,2024-09-01,4612,4396
ACC-002474,2024-10-01,4595,4190
ACC-002474,2024-11-01,4487,4245
ACC-002474,2024-12-01,4274,3802
ACC-002474,2025-01-01,4926,4328
ACC-002474,2025-02-01,5480,5338
ACC-002474,2025-03-01,5388,5104
ACC-002474,2025-04-01,5383,4905
ACC-002474,2025-05-01,5006,4902
ACC-002474,2025-06-01,4920,4489
ACC-002474,2025-07-01,4365,4039
ACC-002474,2025-08-01,4688,4140
ACC-002474,2025-09-01,5848,5377
ACC-002474,2025-10-01,5889,5126
ACC-002474,2025-11-01,5323,5205
ACC-002474,2025-12-01,5102,4638
ACC-002475,2024-04-01,439,413
ACC-002475,2024-05-01,3612,3252
ACC-002475,2024-06-01,4899,4677
ACC-002475,2024-07-01,3998,3788
ACC-002475,2024-08-01,3735,3599
ACC-002475,2024-09-01,5195,5089
ACC-002475,2024-10-01,4612,4446
ACC-002475,2024-11-01,4483,4262
ACC-002475,2024-12-01,4351,3784
ACC-002475,2025-01-01,4836,4405
ACC-002475,2025-02-01,5544,5326
ACC-002475,2025-03-01,4538,4386
ACC-002475,2025-04-01,5551,5360
ACC-002475,2025-05-01,5062,4427
ACC-002475,2025-06-01,5627,4909
ACC-002475,2025-07-01,4505,4107
ACC-002475,2025-08-01,5003,4416
ACC-002475,2025-09-01,5501,5171
ACC-002476,2023-05-01,587,574
ACC-002476,2023-06-01,5144,4966
ACC-002476,2023-07-01,5731,5252
ACC-002476,2023-08-01,5729,5557
ACC-002476,2023-09-01,6403,5831
ACC-002476,2023-10-01,6300,6165
ACC-002476,2023-11-01,5767,5464
ACC-002476,2023-12-01,4754,4117
ACC-002476,2024-01-01,6496,5984
ACC-002476,2024-02-01,5882,5307
ACC-002476,2024-03-01,6288,5635
ACC-002476,2024-04-01,6654,6197
ACC-002476,2024-05-01,7127,6510
ACC-002476,2024-06-01,5162,4912
ACC-002476,2024-07-01,5743,5528
ACC-002476,2024-08-01,6448,6140
ACC-002476,2024-09-01,6411,6055
ACC-002476,2024-10-01,6836,6050
ACC-002476,2024-11-01,6313,5781
ACC-002476,2024-12-01,5815,4987
ACC-002476,2025-01-01,7066,6883
ACC-002476,2025-02-01,6656,6120
ACC-002476,2025-03-01,6363,5558
ACC-002476,2025-04-01,5760,5337
ACC-002476,2025-05-01,6490,6004
ACC-002476,2025-06-01,7171,6603
ACC-002476,2025-07-01,5950,5812
ACC-002476,2025-08-01,6408,5783
ACC-002476,2025-09-01,8232,7593
ACC-002476,2025-10-01,6554,5624
ACC-002476,2025-11-01,5980,5250
ACC-002476,2025-12-01,6383,5999
ACC-002477,2023-06-01,575,555
ACC-002477,2023-07-01,40289,38460
ACC-002477,2023-08-01,42122,38123
ACC-002477,2023-09-01,48327,43043
ACC-002477,2023-10-01,42037,39428
ACC-002477,2023-11-01,39945,35852
ACC-002477,2023-12-01,36545,31523
ACC-002477,2024-01-01,43773,40024
ACC-002477,2024-02-01,46270,43379
ACC-002477,2024-03-01,45998,39822
ACC-002477,2024-04-01,43625,42208
ACC-002477,2024-05-01,46972,45384
ACC-002477,2024-06-01,46898,40023
ACC-002477,2024-07-01,37707,33369
ACC-002477,2024-08-01,43738,39394
ACC-002477,2024-09-01,51228,46462
ACC-002477,2024-10-01,53729,45889
ACC-002477,2024-11-01,51508,47367
ACC-002477,2024-12-01,42106,37654
ACC-002477,2025-01-01,61495,53514
ACC-002477,2025-02-01,48847,42706
ACC-002477,2025-03-01,50786,43779
ACC-002477,2025-04-01,57997,54882
ACC-002477,2025-05-01,59427,51733
ACC-002477,2025-06-01,54157,50192
ACC-002477,2025-07-01,48122,46172
ACC-002477,2025-08-01,50303,46471
ACC-002477,2025-09-01,50032,43840
ACC-002477,2025-10-01,59646,52613
ACC-002477,2025-11-01,59844,51725
ACC-002477,2025-12-01,49152,44596
ACC-002478,2022-01-01,590,573
ACC-002478,2022-02-01,5599,4917
ACC-002478,2022-03-01,5391,4801
ACC-002478,2022-04-01,5602,5337
ACC-002478,2022-05-01,6418,5648
ACC-002478,2022-06-01,4997,4749
ACC-002478,2022-07-01,4769,4315
ACC-002478,2022-08-01,5588,5292
ACC-002478,2022-09-01,6354,5798
ACC-002478,2022-10-01,6007,5128
ACC-002478,2022-11-01,5687,4956
ACC-002478,2022-12-01,5410,4653
ACC-002478,2023-01-01,6480,6050
ACC-002478,2023-02-01,7711,7132
ACC-002478,2023-03-01,6687,6551
ACC-002478,2023-04-01,6906,6078
ACC-002478,2023-05-01,6292,5488
ACC-002478,2023-06-01,5537,5417
ACC-002478,2023-07-01,6186,6004
ACC-002478,2023-08-01,5855,5249
ACC-002478,2023-09-01,6716,6447
ACC-002478,2023-10-01,7965,7611
ACC-002478,2023-11-01,5790,5350
ACC-002478,2023-12-01,6599,5892
ACC-002478,2024-01-01,6991,6496
ACC-002478,2024-02-01,7609,7001
ACC-002478,2024-03-01,6251,5615
ACC-002478,2024-04-01,7669,6905
ACC-002478,2024-05-01,8754,7596
ACC-002478,2024-06-01,7529,6440
ACC-002478,2024-07-01,7254,6511
ACC-002478,2024-08-01,7452,6358
ACC-002478,2024-09-01,7207,6754
ACC-002478,2024-10-01,8171,7177
ACC-002478,2024-11-01,8424,7802
ACC-002478,2024-12-01,7432,7003
ACC-002478,2025-01-01,8269,7607
ACC-002478,2025-02-01,8393,7563
ACC-002478,2025-03-01,8244,7696
ACC-002478,2025-04-01,8184,7876
ACC-002478,2025-05-01,8603,7513
ACC-002478,2025-06-01,9968,9341
ACC-002478,2025-07-01,7537,6462
ACC-002478,2025-08-01,8361,8170
ACC-002478,2025-09-01,10274,9177
ACC-002478,2025-10-01,8234,7170
ACC-002478,2025-11-01,9461,9249
ACC-002478,2025-12-01,7778,6694
ACC-002479,2025-07-01,397,377
ACC-002479,2025-08-01,3890,3444
ACC-002479,2025-09-01,4032,3715
ACC-002479,2025-10-01,3972,3749
ACC-002479,2025-11-01,3885,3436
ACC-002479,2025-12-01,3826,3297
ACC-002480,2023-11-01,462,410
ACC-002480,2023-12-01,3980,3667
ACC-002480,2024-01-01,5396,4885
ACC-002480,2024-02-01,5638,4894
ACC-002480,2024-03-01,4934,4253
ACC-002480,2024-04-01,6165,5632
ACC-002480,2024-05-01,4591,4449
ACC-002480,2024-06-01,5387,5239
ACC-002480,2024-07-01,5317,4773
ACC-002480,2024-08-01,5255,4578
ACC-002480,2024-09-01,6338,5914
ACC-002480,2024-10-01,5163,4410
ACC-002480,2024-11-01,5836,5047
ACC-002480,2024-12-01,5171,4676
ACC-002480,2025-01-01,5691,4962
ACC-002480,2025-02-01,5756,5092
ACC-002480,2025-03-01,5872,5144
ACC-002480,2025-04-01,5716,4919
ACC-002480,2025-05-01,5485,5356
ACC-002480,2025-06-01,5996,5192
ACC-002480,2025-07-01,5404,4875
ACC-002480,2025-08-01,5859,5223
ACC-002480,2025-09-01,6070,5913
ACC-002480,2025-10-01,5703,5061
ACC-002480,2025-11-01,7504,6450
ACC-002480,2025-12-01,6470,5668
ACC-002481,2024-07-01,431,382
ACC-002481,2024-08-01,4524,4063
ACC-002481,2024-09-01,5374,4843
ACC-002481,2024-10-01,5133,4672
