account_id,month,segment,mrr
ACC-000476,2025-05-01,Commercial,2804.75
ACC-000476,2025-06-01,Commercial,3335.15
ACC-000476,2025-07-01,Commercial,3008.85
ACC-000476,2025-08-01,Commercial,2942.25
ACC-000476,2025-09-01,Commercial,3315.35
ACC-000476,2025-10-01,Commercial,3366.35
ACC-000476,2025-11-01,Commercial,2597.85
ACC-000476,2025-12-01,Commercial,2960.65
ACC-000477,2025-04-01,Commercial,273.55
ACC-000477,2025-05-01,Commercial,2133.4
ACC-000477,2025-06-01,Commercial,2659.3
ACC-000477,2025-07-01,Commercial,2511.35
ACC-000477,2025-08-01,Commercial,2847.35
ACC-000477,2025-09-01,Commercial,3258.15
ACC-000477,2025-10-01,Commercial,3362.4
ACC-000477,2025-11-01,Commercial,3649.8
ACC-000477,2025-12-01,Commercial,2952.2
ACC-000478,2021-10-01,SMB,23.7
ACC-000478,2021-11-01,SMB,245.35
ACC-000478,2021-12-01,SMB,527.3
ACC-000478,2022-01-01,SMB,1862.7
ACC-000478,2022-02-01,SMB,1983.3
ACC-000478,2022-03-01,Commercial,1776.75
ACC-000478,2022-04-01,Commercial,1985.25
ACC-000478,2022-05-01,Commercial,2037.1
ACC-000478,2022-06-01,Commercial,1715.95
ACC-000478,2022-07-01,Commercial,1878.15
ACC-000478,2022-08-01,Commercial,1590.8
ACC-000478,2022-09-01,Commercial,2179.0
ACC-000478,2022-10-01,Commercial,2204.9
ACC-000478,2022-11-01,Commercial,1818.55
ACC-000478,2022-12-01,Commercial,1650.25
ACC-000478,2023-01-01,Commercial,1876.85
ACC-000478,2023-02-01,Commercial,2193.45
ACC-000478,2023-03-01,Commercial,1971.15
ACC-000478,2023-04-01,Commercial,2142.5
ACC-000478,2023-05-01,Commercial,1911.25
ACC-000478,2023-06-01,Commercial,2022.0
ACC-000478,2023-07-01,Commercial,1931.0
ACC-000478,2023-08-01,Commercial,1747.3
ACC-000478,2023-09-01,Commercial,2403.75
ACC-000478,2023-10-01,Commercial,2328.15
ACC-000478,2023-11-01,Commercial,2151.8
ACC-000478,2023-12-01,Commercial,2216.4
ACC-000478,2024-01-01,Commercial,2089.05
ACC-000478,2024-02-01,Commercial,2950.9
ACC-000478,2024-03-01,Commercial,2109.7
ACC-000478,2024-04-01,Commercial,2584.35
ACC-000478,2024-05-01,Commercial,2309.45
ACC-000478,2024-06-01,Commercial,2210.25
ACC-000478,2024-07-01,Commercial,2039.25
ACC-000478,2024-08-01,Commercial,2658.6
ACC-000478,2024-09-01,Commercial,2567.35
ACC-000478,2024-10-01,Commercial,2200.55
ACC-000478,2024-11-01,Commercial,2935.7
ACC-000478,2024-12-01,Commercial,2197.75
ACC-000478,2025-01-01,Commercial,3013.85
ACC-000478,2025-02-01,Commercial,2656.15
ACC-000478,2025-03-01,Commercial,2557.35
ACC-000478,2025-04-01,Commercial,2557.05
ACC-000478,2025-05-01,Commercial,3176.8
ACC-000478,2025-06-01,Commercial,2942.8
ACC-000478,2025-07-01,Commercial,2557.05
ACC-000478,2025-08-01,Commercial,2984.55
ACC-000478,2025-09-01,Commercial,3366.9
ACC-000478,2025-10-01,Commercial,2557.05
ACC-000478,2025-11-01,Commercial,2596.0
ACC-000478,2025-12-01,Commercial,2885.35
ACC-000479,2025-07-01,SMB,9.05
ACC-000479,2025-08-01,SMB,98.55
ACC-000479,2025-09-01,SMB,95.5
ACC-000479,2025-10-01,SMB,111.45
ACC-000479,2025-11-01,SMB,111.2
ACC-000479,2025-12-01,SMB,93.25
ACC-000480,2025-12-01,SMB,17.95
ACC-000481,2022-12-01,SMB,44.3
ACC-000481,2023-01-01,SMB,451.95
ACC-000481,2023-02-01,SMB,475.8
ACC-000481,2023-03-01,SMB,362.15
ACC-000481,2023-04-01,SMB,448.7
ACC-000481,2023-05-01,SMB,417.05
ACC-000481,2023-06-01,SMB,364.1
ACC-000481,2023-07-01,SMB,418.05
ACC-000481,2023-08-01,SMB,376.7
ACC-000481,2023-09-01,SMB,408.2
ACC-000481,2023-10-01,SMB,448.25
ACC-000481,2023-11-01,SMB,416.45
ACC-000481,2023-12-01,SMB,361.6
ACC-000481,2024-01-01,SMB,522.5
ACC-000481,2024-02-01,SMB,503.75
ACC-000481,2024-03-01,SMB,487.55
ACC-000481,2024-04-01,SMB,429.45
ACC-000481,2024-05-01,SMB,459.7
ACC-000481,2024-06-01,SMB,457.6
ACC-000481,2024-07-01,SMB,402.25
ACC-000481,2024-08-01,SMB,399.9
ACC-000481,2024-09-01,SMB,449.1
ACC-000481,2024-10-01,SMB,569.65
ACC-000481,2024-11-01,SMB,509.3
ACC-000481,2024-12-01,SMB,438.5
ACC-000481,2025-01-01,SMB,606.75
ACC-000481,2025-02-01,SMB,540.95
ACC-000481,2025-03-01,SMB,553.65
ACC-000481,2025-04-01,SMB,512.4
ACC-000481,2025-05-01,SMB,570.15
ACC-000481,2025-06-01,SMB,539.25
ACC-000481,2025-07-01,SMB,539.75
ACC-000481,2025-08-01,SMB,520.95
ACC-000481,2025-09-01,SMB,477.4
ACC-000481,2025-10-01,SMB,536.45
ACC-000481,2025-11-01,SMB,510.35
ACC-000481,2025-12-01,SMB,397.05
ACC-000482,2025-05-01,SMB,19.2
ACC-000482,2025-06-01,SMB,199.55
ACC-000482,2025-07-01,SMB,192.0
ACC-000482,2025-08-01,SMB,197.05
ACC-000482,2025-09-01,SMB,223.3
ACC-000482,2025-10-01,SMB,226.35
ACC-000482,2025-11-01,SMB,208.6
ACC-000482,2025-12-01,SMB,195.65
ACC-000483,2020-10-01,SMB,20.7
ACC-000483,2020-11-01,SMB,211.3
ACC-000483,2020-12-01,SMB,189.75
ACC-000483,2021-01-01,SMB,225.35
ACC-000483,2021-02-01,SMB,200.4
ACC-000483,2021-03-01,SMB,239.1
ACC-000483,2021-04-01,SMB,210.0
ACC-000483,2021-05-01,SMB,205.7
ACC-000483,2021-06-01,SMB,212.65
ACC-000483,2021-07-01,SMB,179.6
ACC-000483,2021-08-01,SMB,186.55
ACC-000483,2021-09-01,SMB,194.0
ACC-000483,2021-10-01,SMB,217.45
ACC-000483,2021-11-01,SMB,213.35
ACC-000483,2021-12-01,SMB,172.25
ACC-000483,2022-01-01,SMB,217.75
ACC-000483,2022-02-01,SMB,199.75
ACC-000483,2022-03-01,SMB,213.2
ACC-000483,2022-04-01,SMB,257.45
ACC-000483,2022-05-01,SMB,198.2
ACC-000483,2022-06-01,SMB,226.25
ACC-000483,2022-07-01,SMB,226.5
ACC-000483,2022-08-01,SMB,203.15
ACC-000483,2022-09-01,SMB,235.5
ACC-000483,2022-10-01,SMB,245.2
ACC-000483,2022-11-01,SMB,248.65
ACC-000483,2022-12-01,SMB,191.7
ACC-000483,2023-01-01,SMB,275.65
ACC-000483,2023-02-01,SMB,247.0
ACC-000483,2023-03-01,SMB,248.05
ACC-000483,2023-04-01,SMB,280.7
ACC-000483,2023-05-01,SMB,240.2
ACC-000483,2023-06-01,SMB,204.4
ACC-000483,2023-07-01,SMB,213.9
ACC-000483,2023-08-01,SMB,245.05
ACC-000483,2023-09-01,SMB,256.8
ACC-000483,2023-10-01,SMB,249.7
ACC-000483,2023-11-01,SMB,247.55
ACC-000483,2023-12-01,SMB,273.75
ACC-000483,2024-01-01,SMB,281.55
ACC-000483,2024-02-01,SMB,258.8
ACC-000483,2024-03-01,SMB,255.4
ACC-000483,2024-04-01,SMB,272.45
ACC-000483,2024-05-01,SMB,314.3
ACC-000483,2024-06-01,SMB,234.35
ACC-000483,2024-07-01,SMB,308.05
ACC-000483,2024-08-01,SMB,244.65
ACC-000483,2024-09-01,SMB,271.0
ACC-000483,2024-10-01,SMB,315.8
ACC-000483,2024-11-01,SMB,311.35
ACC-000483,2024-12-01,SMB,286.85
ACC-000483,2025-01-01,SMB,297.6
ACC-000483,2025-02-01,SMB,297.9
ACC-000483,2025-03-01,SMB,342.25
ACC-000483,2025-04-01,SMB,297.25
ACC-000483,2025-05-01,SMB,290.1
ACC-000483,2025-06-01,SMB,295.15
ACC-000483,2025-07-01,SMB,286.95
ACC-000483,2025-08-01,SMB,302.2
ACC-000483,2025-09-01,SMB,296.25
ACC-000483,2025-10-01,SMB,307.9
ACC-000483,2025-11-01,SMB,381.9
ACC-000483,2025-12-01,SMB,267.9
ACC-000484,2022-07-01,SMB,20.35
ACC-000484,2022-08-01,SMB,205.9
ACC-000484,2022-09-01,SMB,202.6
ACC-000484,2022-10-01,SMB,232.15
ACC-000484,2022-11-01,SMB,309.5
ACC-000484,2022-12-01,SMB,193.9
ACC-000484,2023-01-01,SMB,261.95
ACC-000484,2023-02-01,SMB,202.8
ACC-000484,2023-03-01,SMB,245.15
ACC-000484,2023-04-01,SMB,296.9
ACC-000484,2023-05-01,SMB,229.0
ACC-000484,2023-06-01,SMB,230.3
ACC-000484,2023-07-01,SMB,210.2
ACC-000484,2023-08-01,SMB,218.55
ACC-000484,2023-09-01,SMB,268.1
ACC-000484,2023-10-01,SMB,245.35
ACC-000484,2023-11-01,SMB,254.6
ACC-000484,2023-12-01,SMB,190.2
ACC-000484,2024-01-01,SMB,283.7
ACC-000484,2024-02-01,SMB,233.9
ACC-000484,2024-03-01,SMB,298.35
ACC-000484,2024-04-01,SMB,290.8
ACC-000484,2024-05-01,SMB,345.9
ACC-000484,2024-06-01,SMB,245.15
ACC-000484,2024-07-01,SMB,276.55
ACC-000484,2024-08-01,SMB,278.7
ACC-000484,2024-09-01,SMB,280.25
ACC-000484,2024-10-01,SMB,316.65
ACC-000484,2024-11-01,SMB,289.65
ACC-000484,2024-12-01,SMB,271.05
ACC-000484,2025-01-01,SMB,135.25
ACC-000484,2025-02-01,SMB,96.3
ACC-000484,2025-03-01,SMB,103.1
ACC-000484,2025-04-01,SMB,46.1
ACC-000484,2025-05-01,SMB,17.7
ACC-000485,2025-11-01,SMB,18.3
ACC-000485,2025-12-01,SMB,170.15
ACC-000486,2024-10-01,SMB,16.8
ACC-000486,2024-11-01,SMB,159.05
ACC-000486,2024-12-01,SMB,117.5
ACC-000486,2025-01-01,SMB,168.7
ACC-000486,2025-02-01,SMB,179.8
ACC-000486,2025-03-01,SMB,164.45
ACC-000486,2025-04-01,SMB,154.5
ACC-000486,2025-05-01,SMB,158.6
ACC-000486,2025-06-01,SMB,180.85
ACC-000486,2025-07-01,SMB,152.15
ACC-000486,2025-08-01,SMB,185.25
ACC-000486,2025-09-01,SMB,196.6
ACC-000486,2025-10-01,SMB,176.8
ACC-000486,2025-11-01,SMB,195.3
ACC-000486,2025-12-01,SMB,165.05
ACC-000487,2025-08-01,SMB,19.0
ACC-000487,2025-09-01,SMB,173.65
ACC-000487,2025-10-01,SMB,212.05
ACC-000487,2025-11-01,SMB,228.4
ACC-000487,2025-12-01,SMB,200.4
ACC-000488,2025-12-01,SMB,12.15
ACC-000489,2024-12-01,SMB,22.95
ACC-000489,2025-01-01,SMB,289.15
ACC-000489,2025-02-01,SMB,319.25
ACC-000489,2025-03-01,SMB,331.2
ACC-000489,2025-04-01,SMB,387.4
ACC-000489,2025-05-01,SMB,336.0
ACC-000489,2025-06-01,SMB,291.5
ACC-000489,2025-07-01,SMB,321.6
ACC-000489,2025-08-01,SMB,303.9
ACC-000489,2025-09-01,SMB,387.5
ACC-000489,2025-10-01,SMB,345.4
ACC-000489,2025-11-01,SMB,346.6
ACC-000489,2025-12-01,SMB,359.7
ACC-000490,2025-09-01,SMB,20.2
ACC-000490,2025-10-01,SMB,189.5
ACC-000490,2025-11-01,SMB,204.3
ACC-000490,2025-12-01,SMB,134.4
ACC-000491,2024-02-01,SMB,22.0
ACC-000491,2024-03-01,SMB,238.55
ACC-000491,2024-04-01,SMB,273.6
ACC-000491,2024-05-01,SMB,216.7
ACC-000491,2024-06-01,SMB,248.85
ACC-000491,2024-07-01,SMB,224.0
ACC-000491,2024-08-01,SMB,266.0
ACC-000491,2024-09-01,SMB,254.1
ACC-000491,2024-10-01,SMB,252.2
ACC-000491,2024-11-01,SMB,270.65
ACC-000491,2024-12-01,SMB,250.05
ACC-000491,2025-01-01,SMB,297.1
ACC-000491,2025-02-01,SMB,270.4
ACC-000491,2025-03-01,SMB,251.05
ACC-000491,2025-04-01,SMB,257.5
ACC-000491,2025-05-01,SMB,290.6
ACC-000491,2025-06-01,SMB,288.6
ACC-000491,2025-07-01,SMB,270.1
ACC-000491,2025-08-01,SMB,271.2
ACC-000491,2025-09-01,SMB,301.05
ACC-000491,2025-10-01,SMB,314.25
ACC-000491,2025-11-01,SMB,299.55
ACC-000491,2025-12-01,SMB,269.65
ACC-000492,2024-03-01,SMB,14.15
ACC-000492,2024-04-01,SMB,141.3
ACC-000492,2024-05-01,SMB,156.25
ACC-000492,2024-06-01,SMB,159.15
ACC-000492,2024-07-01,SMB,131.05
ACC-000492,2024-08-01,SMB,120.2
ACC-000492,2024-09-01,SMB,155.9
ACC-000492,2024-10-01,SMB,149.45
ACC-000492,2024-11-01,SMB,140.2
ACC-000492,2024-12-01,SMB,132.45
ACC-000492,2025-01-01,SMB,158.1
ACC-000492,2025-02-01,SMB,172.05
ACC-000492,2025-03-01,SMB,147.7
ACC-000492,2025-04-01,SMB,136.4
ACC-000492,2025-05-01,SMB,193.55
ACC-000492,2025-06-01,SMB,165.0
ACC-000492,2025-07-01,SMB,158.65
ACC-000492,2025-08-01,SMB,138.95
ACC-000492,2025-09-01,SMB,143.5
ACC-000492,2025-10-01,SMB,181.85
ACC-000492,2025-11-01,SMB,169.8
ACC-000492,2025-12-01,SMB,149.8
ACC-000493,2024-10-01,SMB,22.75
ACC-000493,2024-11-01,SMB,189.7
ACC-000493,2024-12-01,SMB,184.6
ACC-000493,2025-01-01,SMB,221.6
ACC-000493,2025-02-01,SMB,209.8
ACC-000493,2025-03-01,SMB,183.4
ACC-000493,2025-04-01,SMB,185.15
ACC-000493,2025-05-01,SMB,220.1
ACC-000493,2025-06-01,SMB,174.85
ACC-000493,2025-07-01,SMB,182.45
ACC-000493,2025-08-01,SMB,195.45
ACC-000493,2025-09-01,SMB,166.95
ACC-000493,2025-10-01,SMB,215.85
ACC-000493,2025-11-01,SMB,213.35
ACC-000493,2025-12-01,SMB,173.4
ACC-000494,2024-11-01,SMB,24.3
ACC-000494,2024-12-01,SMB,231.95
ACC-000494,2025-01-01,SMB,340.9
ACC-000494,2025-02-01,SMB,302.3
ACC-000494,2025-03-01,SMB,279.05
ACC-000494,2025-04-01,SMB,258.45
ACC-000494,2025-05-01,SMB,296.45
ACC-000494,2025-06-01,SMB,261.65
ACC-000494,2025-07-01,SMB,261.05
ACC-000494,2025-08-01,SMB,291.75
ACC-000494,2025-09-01,SMB,269.5
ACC-000494,2025-10-01,SMB,320.35
ACC-000494,2025-11-01,SMB,373.5
ACC-000494,2025-12-01,SMB,257.75
ACC-000495,2025-06-01,SMB,9.6
ACC-000495,2025-07-01,SMB,49.85
ACC-000495,2025-08-01,SMB,29.85
ACC-000496,2025-10-01,SMB,28.9
ACC-000496,2025-11-01,SMB,294.45
ACC-000496,2025-12-01,SMB,229.05
ACC-000497,2023-06-01,SMB,17.55
ACC-000497,2023-07-01,SMB,189.65
ACC-000497,2023-08-01,SMB,195.95
ACC-000497,2023-09-01,SMB,201.65
ACC-000497,2023-10-01,SMB,235.45
ACC-000497,2023-11-01,SMB,239.45
ACC-000497,2023-12-01,SMB,191.0
ACC-000497,2024-01-01,SMB,274.15
ACC-000497,2024-02-01,SMB,262.0
ACC-000497,2024-03-01,SMB,310.0
ACC-000497,2024-04-01,SMB,263.6
ACC-000497,2024-05-01,SMB,230.6
ACC-000497,2024-06-01,SMB,252.25
ACC-000497,2024-07-01,SMB,219.35
ACC-000497,2024-08-01,SMB,234.45
ACC-000497,2024-09-01,SMB,258.8
ACC-000497,2024-10-01,SMB,231.5
ACC-000497,2024-11-01,SMB,287.7
ACC-000497,2024-12-01,SMB,199.35
ACC-000497,2025-01-01,SMB,269.0
ACC-000497,2025-02-01,SMB,263.85
ACC-000497,2025-03-01,SMB,253.1
ACC-000497,2025-04-01,SMB,271.65
ACC-000497,2025-05-01,SMB,264.85
ACC-000497,2025-06-01,SMB,281.7
ACC-000497,2025-07-01,SMB,255.7
ACC-000497,2025-08-01,SMB,298.75
ACC-000497,2025-09-01,SMB,304.6
ACC-000497,2025-10-01,SMB,324.75
ACC-000497,2025-11-01,SMB,297.65
ACC-000497,2025-12-01,SMB,270.95
ACC-000498,2025-10-01,SMB,13.65
ACC-000498,2025-11-01,SMB,106.95
ACC-000498,2025-12-01,SMB,115.2
ACC-000499,2025-05-01,SMB,20.75
ACC-000499,2025-06-01,SMB,210.75
ACC-000499,2025-07-01,SMB,198.5
ACC-000499,2025-08-01,SMB,245.15
ACC-000499,2025-09-01,SMB,192.5
ACC-000499,2025-10-01,SMB,243.0
ACC-000499,2025-11-01,SMB,233.95
ACC-000499,2025-12-01,SMB,227.45
ACC-000500,2025-09-01,SMB,47.65
ACC-000500,2025-10-01,SMB,444.4
ACC-000500,2025-11-01,SMB,539.05
ACC-000500,2025-12-01,SMB,355.1
ACC-000501,2025-01-01,SMB,26.5
ACC-000501,2025-02-01,SMB,234.6
ACC-000501,2025-03-01,SMB,253.5
ACC-000501,2025-04-01,SMB,212.45
ACC-000501,2025-05-01,SMB,210.25
ACC-000501,2025-06-01,SMB,250.65
ACC-000501,2025-07-01,SMB,200.7
ACC-000501,2025-08-01,SMB,243.45
ACC-000501,2025-09-01,SMB,244.95
ACC-000501,2025-10-01,SMB,224.75
ACC-000501,2025-11-01,SMB,254.35
ACC-000501,2025-12-01,SMB,223.7
ACC-000502,2024-11-01,SMB,25.55
ACC-000502,2024-12-01,SMB,174.7
ACC-000502,2025-01-01,SMB,268.6
ACC-000502,2025-02-01,SMB,241.1
ACC-000502,2025-03-01,SMB,251.65
ACC-000502,2025-04-01,SMB,258.3
ACC-000502,2025-05-01,SMB,241.8
ACC-000502,2025-06-01,SMB,220.85
ACC-000502,2025-07-01,SMB,226.6
ACC-000502,2025-08-01,SMB,190.25
ACC-000502,2025-09-01,SMB,263.6
ACC-000502,2025-10-01,SMB,259.35
ACC-000502,2025-11-01,SMB,222.15
ACC-000502,2025-12-01,SMB,243.15
ACC-000503,2024-08-01,SMB,14.8
ACC-000503,2024-09-01,SMB,180.3
ACC-000503,2024-10-01,SMB,179.45
ACC-000503,2024-11-01,SMB,174.1
ACC-000503,2024-12-01,SMB,136.75
ACC-000503,2025-01-01,SMB,204.35
ACC-000503,2025-02-01,SMB,168.55
ACC-000503,2025-03-01,SMB,207.7
ACC-000503,2025-04-01,SMB,161.45
ACC-000503,2025-05-01,SMB,103.75
ACC-000503,2025-06-01,SMB,111.95
ACC-000503,2025-07-01,SMB,52.85
ACC-000503,2025-08-01,SMB,44.0
ACC-000503,2025-09-01,SMB,48.1
ACC-000504,2024-03-01,SMB,16.45
ACC-000504,2024-04-01,SMB,156.0
ACC-000504,2024-05-01,SMB,165.4
ACC-000505,2024-08-01,SMB,19.25
ACC-000505,2024-09-01,SMB,224.65
ACC-000505,2024-10-01,SMB,221.25
ACC-000505,2024-11-01,SMB,176.65
ACC-000505,2024-12-01,SMB,211.05
ACC-000505,2025-01-01,SMB,246.15
ACC-000505,2025-02-01,SMB,238.25
ACC-000505,2025-03-01,SMB,212.2
ACC-000505,2025-04-01,SMB,238.1
ACC-000505,2025-05-01,SMB,215.4
ACC-000505,2025-06-01,SMB,216.4
ACC-000505,2025-07-01,SMB,214.6
ACC-000505,2025-08-01,SMB,192.55
ACC-000505,2025-09-01,SMB,253.2
ACC-000505,2025-10-01,SMB,230.25
ACC-000505,2025-11-01,SMB,209.25
ACC-000505,2025-12-01,SMB,244.5
ACC-000506,2023-05-01,SMB,18.35
ACC-000506,2023-06-01,SMB,168.55
ACC-000506,2023-07-01,SMB,159.35
ACC-000506,2023-08-01,SMB,170.1
ACC-000506,2023-09-01,SMB,161.2
ACC-000506,2023-10-01,SMB,188.5
ACC-000506,2023-11-01,SMB,187.6
ACC-000506,2023-12-01,SMB,137.65
ACC-000506,2024-01-01,SMB,219.1
ACC-000506,2024-02-01,SMB,178.35
ACC-000506,2024-03-01,SMB,206.8
ACC-000506,2024-04-01,SMB,195.75
ACC-000506,2024-05-01,SMB,188.2
ACC-000506,2024-06-01,SMB,187.45
ACC-000506,2024-07-01,SMB,148.1
ACC-000506,2024-08-01,SMB,163.65
ACC-000506,2024-09-01,SMB,167.7
ACC-000506,2024-10-01,SMB,212.45
ACC-000506,2024-11-01,SMB,190.4
ACC-000506,2024-12-01,SMB,188.4
ACC-000506,2025-01-01,SMB,221.4
ACC-000506,2025-02-01,SMB,247.75
ACC-000506,2025-03-01,SMB,202.65
ACC-000506,2025-04-01,SMB,194.1
ACC-000506,2025-05-01,SMB,199.3
ACC-000506,2025-06-01,SMB,188.15
ACC-000506,2025-07-01,SMB,193.3
ACC-000506,2025-08-01,SMB,182.45
ACC-000506,2025-09-01,SMB,186.0
ACC-000506,2025-10-01,SMB,272.65
ACC-000506,2025-11-01,SMB,208.65
ACC-000506,2025-12-01,SMB,211.45
ACC-000507,2023-01-01,SMB,31.1
ACC-000507,2023-02-01,SMB,304.35
ACC-000507,2023-03-01,SMB,387.6
ACC-000507,2023-04-01,SMB,337.15
ACC-000507,2023-05-01,SMB,291.55
ACC-000507,2023-06-01,SMB,335.6
ACC-000507,2023-07-01,SMB,332.55
ACC-000507,2023-08-01,SMB,381.8
ACC-000507,2023-09-01,SMB,335.35
ACC-000507,2023-10-01,SMB,384.8
ACC-000507,2023-11-01,SMB,347.1
ACC-000507,2023-12-01,SMB,368.9
ACC-000507,2024-01-01,SMB,416.95
ACC-000507,2024-02-01,SMB,422.85
ACC-000507,2024-03-01,SMB,393.35
ACC-000507,2024-04-01,SMB,354.55
ACC-000507,2024-05-01,SMB,383.55
ACC-000507,2024-06-01,SMB,381.25
ACC-000507,2024-07-01,SMB,298.7
ACC-000507,2024-08-01,SMB,306.9
ACC-000507,2024-09-01,SMB,420.7
ACC-000507,2024-10-01,SMB,420.7
ACC-000507,2024-11-01,SMB,386.65
ACC-000507,2024-12-01,SMB,391.2
ACC-000507,2025-01-01,SMB,413.0
ACC-000507,2025-02-01,SMB,384.15
ACC-000507,2025-03-01,SMB,411.95
ACC-000507,2025-04-01,SMB,392.15
ACC-000507,2025-05-01,SMB,390.95
ACC-000507,2025-06-01,SMB,367.8
ACC-000507,2025-07-01,SMB,411.6
ACC-000507,2025-08-01,SMB,385.85
ACC-000507,2025-09-01,SMB,472.0
ACC-000507,2025-10-01,SMB,497.45
ACC-000507,2025-11-01,SMB,428.75
ACC-000507,2025-12-01,SMB,400.25
ACC-000508,2022-03-01,SMB,24.2
ACC-000508,2022-04-01,SMB,291.35
ACC-000508,2022-05-01,SMB,256.25
ACC-000508,2022-06-01,SMB,252.75
ACC-000508,2022-07-01,SMB,203.7
ACC-000508,2022-08-01,SMB,264.25
ACC-000508,2022-09-01,SMB,228.75
ACC-000508,2022-10-01,SMB,271.55
ACC-000508,2022-11-01,SMB,290.45
ACC-000508,2022-12-01,SMB,205.05
ACC-000508,2023-01-01,SMB,281.6
ACC-000508,2023-02-01,SMB,260.2
ACC-000508,2023-03-01,SMB,288.2
ACC-000508,2023-04-01,SMB,285.5
ACC-000508,2023-05-01,SMB,243.25
ACC-000508,2023-06-01,SMB,252.45
ACC-000508,2023-07-01,SMB,234.8
ACC-000508,2023-08-01,SMB,291.05
ACC-000508,2023-09-01,SMB,294.4
ACC-000508,2023-10-01,SMB,252.6
ACC-000508,2023-11-01,SMB,296.45
ACC-000508,2023-12-01,SMB,205.7
ACC-000508,2024-01-01,SMB,284.9
ACC-000508,2024-02-01,SMB,325.7
ACC-000508,2024-03-01,SMB,304.7
ACC-000508,2024-04-01,SMB,311.35
ACC-000508,2024-05-01,SMB,257.3
ACC-000508,2024-06-01,SMB,290.9
ACC-000508,2024-07-01,SMB,283.4
ACC-000508,2024-08-01,SMB,274.45
ACC-000508,2024-09-01,SMB,321.9
ACC-000508,2024-10-01,SMB,364.6
ACC-000508,2024-11-01,SMB,310.75
ACC-000508,2024-12-01,SMB,303.8
ACC-000508,2025-01-01,SMB,348.25
ACC-000508,2025-02-01,SMB,324.25
ACC-000508,2025-03-01,SMB,338.3
ACC-000508,2025-04-01,SMB,306.6
ACC-000508,2025-05-01,SMB,296.85
ACC-000508,2025-06-01,SMB,296.05
ACC-000508,2025-07-01,SMB,328.25
ACC-000508,2025-08-01,SMB,340.9
ACC-000508,2025-09-01,SMB,302.1
ACC-000508,2025-10-01,SMB,354.35
ACC-000508,2025-11-01,SMB,362.25
ACC-000508,2025-12-01,SMB,271.3
ACC-000509,2024-08-01,SMB,17.55
ACC-000509,2024-09-01,SMB,227.0
ACC-000509,2024-10-01,SMB,254.8
ACC-000509,2024-11-01,SMB,228.65
ACC-000509,2024-12-01,SMB,179.4
ACC-000509,2025-01-01,SMB,260.3
ACC-000509,2025-02-01,SMB,244.3
ACC-000509,2025-03-01,SMB,231.6
ACC-000509,2025-04-01,SMB,231.0
ACC-000509,2025-05-01,SMB,229.45
ACC-000509,2025-06-01,SMB,214.4
ACC-000509,2025-07-01,SMB,206.6
ACC-000509,2025-08-01,SMB,220.3
ACC-000509,2025-09-01,SMB,269.45
ACC-000509,2025-10-01,SMB,268.2
ACC-000509,2025-11-01,SMB,273.25
ACC-000509,2025-12-01,SMB,222.85
ACC-000510,2024-08-01,SMB,24.2
ACC-000510,2024-09-01,SMB,250.9
ACC-000510,2024-10-01,SMB,272.65
ACC-000510,2024-11-01,SMB,223.35
ACC-000510,2024-12-01,SMB,237.5
ACC-000510,2025-01-01,SMB,252.15
ACC-000510,2025-02-01,SMB,249.05
ACC-000510,2025-03-01,SMB,266.9
ACC-000510,2025-04-01,SMB,265.8
ACC-000510,2025-05-01,SMB,301.7
ACC-000510,2025-06-01,SMB,235.35
ACC-000510,2025-07-01,SMB,270.85
ACC-000510,2025-08-01,SMB,215.4
ACC-000510,2025-09-01,SMB,285.45
ACC-000510,2025-10-01,SMB,300.75
ACC-000510,2025-11-01,SMB,294.7
ACC-000510,2025-12-01,SMB,227.3
ACC-000511,2025-10-01,SMB,14.8
ACC-000511,2025-11-01,SMB,133.75
ACC-000511,2025-12-01,SMB,114.75
ACC-000512,2025-06-01,SMB,11.05
ACC-000512,2025-07-01,SMB,113.35
ACC-000512,2025-08-01,SMB,136.25
ACC-000512,2025-09-01,SMB,119.5
ACC-000512,2025-10-01,SMB,123.4
ACC-000512,2025-11-01,SMB,125.3
ACC-000512,2025-12-01,SMB,111.6
ACC-000513,2025-01-01,SMB,28.95
ACC-000513,2025-02-01,SMB,276.05
ACC-000513,2025-03-01,SMB,393.65
ACC-000513,2025-04-01,SMB,257.55
ACC-000513,2025-05-01,SMB,331.75
ACC-000513,2025-06-01,SMB,295.35
ACC-000513,2025-07-01,SMB,308.1
ACC-000513,2025-08-01,SMB,281.7
ACC-000513,2025-09-01,SMB,358.25
ACC-000513,2025-10-01,SMB,296.55
ACC-000513,2025-11-01,SMB,297.7
ACC-000513,2025-12-01,SMB,285.75
ACC-000514,2024-03-01,SMB,23.0
ACC-000514,2024-04-01,SMB,1734.8
ACC-000514,2024-05-01,SMB,2036.95
ACC-000514,2024-06-01,Commercial,1836.55
ACC-000514,2024-07-01,Commercial,1953.25
ACC-000514,2024-08-01,Commercial,1332.4
ACC-000514,2024-09-01,Commercial,2181.15
ACC-000514,2024-10-01,Commercial,2221.0
ACC-000514,2024-11-01,Commercial,2039.95
ACC-000514,2024-12-01,Commercial,1690.15
ACC-000514,2025-01-01,Commercial,2361.7
ACC-000514,2025-02-01,Commercial,1997.2
ACC-000514,2025-03-01,Commercial,2031.5
ACC-000514,2025-04-01,Commercial,2069.6
