opportunity_id,stage,entered_date
OPP-0002064,Closed Lost,2023-05-20
OPP-0002065,SAL,2023-05-03
OPP-0002065,SQO,2023-05-07
OPP-0002065,Proposal/Negotiation,2023-05-08
OPP-0002065,Closed Lost,2023-05-09
OPP-0002066,SAL,2023-06-08
OPP-0002066,SQO,2023-06-19
OPP-0002066,POC,2023-07-23
OPP-0002066,Proposal/Negotiation,2023-08-11
OPP-0002066,Closed Won,2023-08-23
OPP-0002068,Open,2023-04-28
OPP-0002068,Negotiation,2023-05-17
OPP-0002068,Closed Won,2023-06-01
OPP-0002069,SAL,2023-04-30
OPP-0002069,SQO,2023-05-02
OPP-0002069,Proposal/Negotiation,2023-05-04
OPP-0002069,Closed Lost,2023-05-10
OPP-0002073,Open,2023-06-01
OPP-0002073,Negotiation,2023-06-05
OPP-0002073,Closed Won,2023-06-23
OPP-0002074,Open,2023-05-17
OPP-0002074,Negotiation,2023-05-25
OPP-0002074,Closed Won,2023-07-01
OPP-0002081,SAL,2023-06-21
OPP-0002081,SQO,2023-07-06
OPP-0002081,POC,2023-09-01
OPP-0002081,Proposal/Negotiation,2023-09-08
OPP-0002081,Closed Lost,2023-09-16
OPP-0002082,SAL,2023-04-30
OPP-0002082,SQO,2023-05-03
OPP-0002082,Proposal/Negotiation,2023-05-12
OPP-0002082,Closed Won,2023-05-18
OPP-0002088,SAL,2023-05-03
OPP-0002088,SQO,2023-05-07
OPP-0002088,Proposal/Negotiation,2023-05-17
OPP-0002088,Closed Lost,2023-05-22
OPP-0002089,SAL,2023-04-30
OPP-0002089,SQO,2023-05-19
OPP-0002089,POC,2023-05-30
OPP-0002089,Proposal/Negotiation,2023-06-24
OPP-0002089,Closed Won,2023-08-20
OPP-0002095,SAL,2023-05-01
OPP-0002095,SQO,2023-06-11
OPP-0002095,POC,2023-06-29
OPP-0002095,Proposal/Negotiation,2023-07-29
OPP-0002095,Closed Lost,2023-08-22
OPP-0002096,SAL,2023-06-04
OPP-0002096,SQO,2023-07-01
OPP-0002096,POC,2023-07-26
OPP-0002096,Proposal/Negotiation,2023-07-30
OPP-0002096,Closed Lost,2023-08-06
OPP-0002097,SAL,2023-04-30
OPP-0002097,SQO,2023-05-12
OPP-0002097,Proposal/Negotiation,2023-05-14
OPP-0002097,SAL,2023-05-19
OPP-0002097,Closed Lost,2023-05-21
OPP-0002098,SAL,2023-05-03
OPP-0002098,SQO,2023-05-15
OPP-0002098,Proposal/Negotiation,2023-05-19
OPP-0002098,Closed Lost,2023-05-21
OPP-0002099,SAL,2023-05-03
OPP-0002099,SQO,2023-06-10
OPP-0002099,POC,2023-07-25
OPP-0002099,Proposal/Negotiation,2023-08-06
OPP-0002099,Closed Lost,2023-09-15
OPP-0002104,SAL,2023-05-04
OPP-0002104,SQO,2023-05-13
OPP-0002104,Proposal/Negotiation,2023-05-25
OPP-0002104,Closed Lost,2023-06-12
OPP-0002111,SAL,2023-05-16
OPP-0002111,SQO,2023-06-02
OPP-0002111,Proposal/Negotiation,2023-06-05
OPP-0002111,Closed Lost,2023-06-09
OPP-0002112,SAL,2023-06-01
OPP-0002112,SQO,2023-08-06
OPP-0002112,POC,2023-09-01
OPP-0002112,Proposal/Negotiation,2023-09-09
OPP-0002112,Closed Lost,2023-10-10
OPP-0002113,SAL,2023-05-28
OPP-0002113,SQO,2023-06-04
OPP-0002113,POC,2023-07-01
OPP-0002113,Proposal/Negotiation,2023-07-19
OPP-0002113,Closed Lost,2023-09-05
OPP-0002114,Open,2023-05-06
OPP-0002114,Negotiation,2023-06-07
OPP-0002114,Closed Won,2023-07-31
OPP-0002120,SAL,2023-05-09
OPP-0002120,SQO,2023-05-11
OPP-0002120,Proposal/Negotiation,2023-05-19
OPP-0002120,Closed Lost,2023-06-18
OPP-0002123,Open,2023-05-08
OPP-0002123,Negotiation,2023-05-20
OPP-0002123,Closed Won,2023-06-01
OPP-0002124,SAL,2023-06-09
OPP-0002124,SQO,2023-07-25
OPP-0002124,POC,2023-09-03
OPP-0002124,Proposal/Negotiation,2023-09-16
OPP-0002124,Closed Lost,2023-10-11
OPP-0002125,SAL,2023-05-23
OPP-0002125,SQO,2023-05-28
OPP-0002125,POC,2023-07-17
OPP-0002125,Proposal/Negotiation,2023-07-23
OPP-0002125,Closed Lost,2023-08-05
OPP-0002129,SAL,2023-05-10
OPP-0002129,SQO,2023-05-18
OPP-0002129,Proposal/Negotiation,2023-05-23
OPP-0002129,Closed Lost,2023-06-20
OPP-0002130,SAL,2023-05-13
OPP-0002130,SQO,2023-05-28
OPP-0002130,POC,2023-08-26
OPP-0002130,Proposal/Negotiation,2023-09-15
OPP-0002130,Closed Lost,2023-09-20
OPP-0002131,Open,2023-05-16
OPP-0002131,Negotiation,2023-06-16
OPP-0002131,Closed Won,2023-09-07
OPP-0002134,SAL,2023-05-16
OPP-0002134,SQO,2023-06-03
OPP-0002134,POC,2023-06-30
OPP-0002134,Proposal/Negotiation,2023-07-08
OPP-0002134,Closed Lost,2023-07-22
OPP-0002142,Open,2023-05-31
OPP-0002142,Negotiation,2023-06-24
OPP-0002142,Closed Won,2023-07-14
OPP-0002145,SAL,2023-05-17
OPP-0002145,SQO,2023-05-29
OPP-0002145,Proposal/Negotiation,2023-06-08
OPP-0002145,Closed Lost,2023-06-11
OPP-0002146,SAL,2023-05-13
OPP-0002146,SQO,2023-05-17
OPP-0002146,Proposal/Negotiation,2023-05-27
OPP-0002146,Closed Lost,2023-05-28
OPP-0002147,Open,2023-06-08
OPP-0002147,Negotiation,2023-06-12
OPP-0002147,Closed Won,2023-07-17
OPP-0002159,Open,2023-05-30
OPP-0002159,Negotiation,2023-06-10
OPP-0002159,Closed Won,2023-06-16
OPP-0002163,Open,2023-05-18
OPP-0002163,Negotiation,2023-06-23
OPP-0002163,Closed Lost,2023-07-01
OPP-0002166,Open,2023-05-19
OPP-0002166,Negotiation,2023-05-31
OPP-0002166,Closed Won,2023-06-01
OPP-0002167,SAL,2023-05-18
OPP-0002167,SQO,2023-05-18
OPP-0002167,Proposal/Negotiation,2023-06-03
OPP-0002167,Closed Lost,2023-06-14
OPP-0002168,SAL,2023-05-24
OPP-0002168,SQO,2023-05-29
OPP-0002168,POC,2023-07-25
OPP-0002168,Proposal/Negotiation,2023-10-06
OPP-0002168,Closed Lost,2023-10-22
OPP-0002169,SAL,2023-06-10
OPP-0002169,SQO,2023-06-11
OPP-0002169,POC,2023-07-07
OPP-0002169,Proposal/Negotiation,2023-07-08
OPP-0002169,Closed Lost,2023-08-23
OPP-0002176,SAL,2023-05-17
OPP-0002176,SQO,2023-05-21
OPP-0002176,Proposal/Negotiation,2023-05-24
OPP-0002176,Closed Lost,2023-06-08
OPP-0002177,SAL,2023-05-20
OPP-0002177,SQO,2023-05-25
OPP-0002177,Proposal/Negotiation,2023-06-01
OPP-0002177,Closed Won,2023-06-02
OPP-0002182,SAL,2023-05-23
OPP-0002182,SQO,2023-06-22
OPP-0002182,POC,2023-07-10
OPP-0002182,Proposal/Negotiation,2023-07-13
OPP-0002182,Closed Lost,2023-07-23
OPP-0002183,Open,2023-07-05
OPP-0002183,Negotiation,2023-07-10
OPP-0002183,Closed Won,2023-08-08
OPP-0002186,SAL,2023-05-29
OPP-0002186,SQO,2023-06-09
OPP-0002186,Proposal/Negotiation,2023-06-11
OPP-0002186,Closed Lost,2023-06-12
OPP-0002187,SAL,2023-05-18
OPP-0002187,SQO,2023-06-25
OPP-0002187,POC,2023-07-14
OPP-0002187,Proposal/Negotiation,2023-07-15
OPP-0002187,Closed Lost,2023-07-18
OPP-0002188,Open,2023-05-20
OPP-0002188,Negotiation,2023-07-21
OPP-0002188,Closed Won,2023-08-10
OPP-0002189,Open,2023-05-21
OPP-0002189,Negotiation,2023-05-23
OPP-0002189,Closed Won,2023-06-01
OPP-0002190,Open,2023-06-03
OPP-0002190,Negotiation,2023-06-23
OPP-0002190,Closed Won,2023-07-01
OPP-0002191,SAL,2023-05-27
OPP-0002191,SQO,2023-05-28
OPP-0002191,SAL,2023-06-01
OPP-0002191,Proposal/Negotiation,2023-06-07
OPP-0002191,Closed Lost,2023-06-10
OPP-0002192,SAL,2023-05-22
OPP-0002192,SQO,2023-05-23
OPP-0002192,Proposal/Negotiation,2023-05-30
OPP-0002192,SAL,2023-06-04
OPP-0002192,Closed Lost,2023-06-11
OPP-0002196,SAL,2023-06-06
OPP-0002196,SQO,2023-06-07
OPP-0002196,Proposal/Negotiation,2023-06-15
OPP-0002196,Closed Lost,2023-06-22
OPP-0002197,Open,2023-06-03
OPP-0002197,Negotiation,2023-07-19
OPP-0002197,Closed Won,2023-07-31
OPP-0002198,Open,2023-06-13
OPP-0002198,Negotiation,2023-06-14
OPP-0002198,Closed Won,2023-07-01
OPP-0002205,Open,2023-05-25
OPP-0002205,Negotiation,2023-06-20
OPP-0002205,Closed Won,2023-08-01
OPP-0002211,SAL,2023-05-22
OPP-0002211,SQO,2023-05-24
OPP-0002211,Proposal/Negotiation,2023-06-11
OPP-0002211,Closed Lost,2023-06-14
OPP-0002212,SAL,2023-05-26
OPP-0002212,SQO,2023-06-21
OPP-0002212,POC,2023-06-23
OPP-0002212,Proposal/Negotiation,2023-06-24
OPP-0002212,Closed Lost,2023-07-27
OPP-0002218,SAL,2023-05-25
OPP-0002218,SQO,2023-06-12
OPP-0002218,Proposal/Negotiation,2023-06-16
OPP-0002218,Closed Lost,2023-06-24
OPP-0002219,SAL,2023-05-25
OPP-0002219,SQO,2023-06-08
OPP-0002219,Proposal/Negotiation,2023-06-25
OPP-0002219,Closed Lost,2023-06-26
OPP-0002220,SAL,2023-06-18
OPP-0002220,SQO,2023-06-27
OPP-0002220,POC,2023-07-31
OPP-0002220,Proposal/Negotiation,2023-08-19
OPP-0002220,Closed Lost,2023-09-10
OPP-0002221,SAL,2023-06-10
OPP-0002221,SQO,2023-06-12
OPP-0002221,Proposal/Negotiation,2023-06-20
OPP-0002221,Closed Won,2023-06-27
OPP-0002222,SAL,2023-05-23
OPP-0002222,SQO,2023-06-08
OPP-0002222,Proposal/Negotiation,2023-06-08
OPP-0002222,Closed Won,2023-06-09
OPP-0002226,SAL,2023-05-27
OPP-0002226,SQO,2023-05-31
OPP-0002226,Proposal/Negotiation,2023-06-01
OPP-0002226,Closed Lost,2023-06-18
OPP-0002227,SAL,2023-06-08
OPP-0002227,SQO,2023-06-09
OPP-0002227,Proposal/Negotiation,2023-06-15
OPP-0002227,Closed Won,2023-06-23
OPP-0002229,SAL,2023-06-04
OPP-0002229,SQO,2023-06-22
OPP-0002229,Proposal/Negotiation,2023-06-27
OPP-0002229,Closed Lost,2023-07-03
OPP-0002230,SAL,2023-06-06
OPP-0002230,SQO,2023-06-11
OPP-0002230,Proposal/Negotiation,2023-06-17
OPP-0002230,Closed Lost,2023-06-25
OPP-0002231,SAL,2023-05-27
OPP-0002231,SQO,2023-05-30
OPP-0002231,Proposal/Negotiation,2023-06-11
OPP-0002231,Closed Won,2023-06-12
OPP-0002236,Open,2023-06-08
OPP-0002236,Negotiation,2023-06-24
OPP-0002236,Closed Won,2023-07-01
OPP-0002240,SAL,2023-05-26
OPP-0002240,SQO,2023-06-05
OPP-0002240,Proposal/Negotiation,2023-06-27
OPP-0002240,Closed Lost,2023-07-01
OPP-0002241,SAL,2023-06-02
OPP-0002241,SQO,2023-06-13
OPP-0002241,Proposal/Negotiation,2023-06-16
OPP-0002241,Closed Lost,2023-06-27
OPP-0002242,SAL,2023-05-31
OPP-0002242,SQO,2023-06-06
OPP-0002242,Proposal/Negotiation,2023-06-08
OPP-0002242,Closed Lost,2023-06-09
OPP-0002243,SAL,2023-06-14
OPP-0002243,SQO,2023-06-15
OPP-0002243,POC,2023-07-22
OPP-0002243,Proposal/Negotiation,2023-07-29
OPP-0002243,Closed Lost,2023-08-08
OPP-0002244,SAL,2023-06-11
OPP-0002244,SQO,2023-06-15
OPP-0002244,Proposal/Negotiation,2023-06-20
OPP-0002244,Closed Won,2023-07-02
OPP-0002249,Open,2023-05-29
OPP-0002249,Negotiation,2023-06-21
OPP-0002249,Closed Won,2023-08-01
OPP-0002251,Open,2023-06-03
OPP-0002251,Negotiation,2023-06-14
OPP-0002251,Closed Won,2023-07-03
OPP-0002255,Open,2023-06-08
OPP-0002255,Negotiation,2023-06-12
OPP-0002255,Closed Won,2023-07-01
OPP-0002256,SAL,2023-06-06
OPP-0002256,SQO,2023-07-02
OPP-0002256,POC,2023-07-18
OPP-0002256,Proposal/Negotiation,2023-08-26
OPP-0002256,Closed Won,2023-09-06
OPP-0002257,SAL,2023-06-06
OPP-0002257,SQO,2023-06-11
OPP-0002257,POC,2023-07-20
OPP-0002257,Proposal/Negotiation,2023-07-21
OPP-0002257,Closed Lost,2023-09-12
OPP-0002258,Open,2023-06-02
OPP-0002258,Negotiation,2023-06-28
OPP-0002258,Closed Won,2023-08-03
OPP-0002259,SAL,2023-06-19
OPP-0002259,SQO,2023-06-23
OPP-0002259,POC,2023-09-19
OPP-0002259,Proposal/Negotiation,2023-10-01
OPP-0002259,Closed Won,2023-10-14
OPP-0002266,Open,2023-06-21
OPP-0002266,Negotiation,2023-06-30
OPP-0002266,Closed Won,2023-07-01
OPP-0002267,SAL,2023-06-06
OPP-0002267,SQO,2023-06-09
OPP-0002267,Proposal/Negotiation,2023-06-10
OPP-0002267,Closed Lost,2023-06-19
OPP-0002268,Open,2023-07-12
OPP-0002268,Negotiation,2023-07-30
OPP-0002268,Closed Won,2023-08-01
OPP-0002273,SAL,2023-06-05
OPP-0002273,SQO,2023-06-08
OPP-0002273,Proposal/Negotiation,2023-06-15
OPP-0002273,Closed Lost,2023-06-20
OPP-0002274,SAL,2023-06-07
OPP-0002274,SQO,2023-06-13
OPP-0002274,Proposal/Negotiation,2023-06-18
OPP-0002274,Closed Lost,2023-06-21
OPP-0002275,SAL,2023-06-09
OPP-0002275,SQO,2023-06-21
OPP-0002275,Proposal/Negotiation,2023-06-28
OPP-0002275,SAL,2023-07-03
OPP-0002275,Closed Lost,2023-07-14
OPP-0002276,Open,2023-06-29
OPP-0002276,Negotiation,2023-08-02
OPP-0002276,Closed Won,2023-08-13
OPP-0002285,SAL,2023-06-07
OPP-0002285,SQO,2023-06-17
OPP-0002285,Proposal/Negotiation,2023-07-02
OPP-0002285,Closed Lost,2023-07-06
OPP-0002286,SAL,2023-06-08
OPP-0002286,SQO,2023-06-12
OPP-0002286,POC,2023-07-02
OPP-0002286,Proposal/Negotiation,2023-07-28
OPP-0002286,Closed Lost,2023-08-15
OPP-0002287,Open,2023-07-22
OPP-0002287,Negotiation,2023-07-24
OPP-0002287,Closed Won,2023-09-01
OPP-0002291,Open,2023-06-21
OPP-0002291,Negotiation,2023-06-23
OPP-0002291,Closed Lost,2023-08-13
OPP-0002293,Open,2023-06-16
OPP-0002293,Negotiation,2023-07-03
OPP-0002293,Closed Won,2023-07-14
OPP-0002294,Open,2023-07-30
OPP-0002294,Negotiation,2023-08-29
OPP-0002294,Closed Won,2023-09-01
OPP-0002297,Open,2023-07-03
OPP-0002297,Negotiation,2023-07-15
OPP-0002297,Closed Won,2023-08-01
OPP-0002298,SAL,2023-06-13
OPP-0002298,SQO,2023-06-16
OPP-0002298,POC,2023-07-04
OPP-0002298,Proposal/Negotiation,2023-07-15
OPP-0002298,Closed Won,2023-08-21
OPP-0002302,SAL,2023-06-14
OPP-0002302,SQO,2023-06-16
OPP-0002302,Proposal/Negotiation,2023-06-29
OPP-0002302,Closed Lost,2023-07-20
OPP-0002311,SAL,2023-06-11
OPP-0002311,SQO,2023-06-15
OPP-0002311,Proposal/Negotiation,2023-07-04
OPP-0002311,Closed Lost,2023-07-24
OPP-0002312,SAL,2023-06-17
OPP-0002312,SQO,2023-07-05
OPP-0002312,Proposal/Negotiation,2023-07-13
OPP-0002312,Closed Lost,2023-07-14
OPP-0002313,Open,2023-07-17
OPP-0002313,Negotiation,2023-08-05
OPP-0002313,Closed Won,2023-09-06
OPP-0002314,SAL,2023-06-13
OPP-0002314,SQO,2023-06-28
OPP-0002314,Proposal/Negotiation,2023-07-24
OPP-0002314,Closed Won,2023-07-25
OPP-0002315,SAL,2023-06-20
OPP-0002315,SQO,2023-07-07
OPP-0002315,Proposal/Negotiation,2023-07-08
OPP-0002315,Closed Won,2023-07-09
OPP-0002317,SAL,2023-06-29
OPP-0002317,SQO,2023-06-30
OPP-0002317,SAL,2023-07-11
OPP-0002317,Proposal/Negotiation,2023-07-20
OPP-0002317,Closed Lost,2023-07-24
OPP-0002323,SAL,2023-06-17
OPP-0002323,SQO,2023-06-26
OPP-0002323,Proposal/Negotiation,2023-07-08
OPP-0002323,Closed Lost,2023-07-21
OPP-0002324,SAL,2023-06-17
OPP-0002324,SQO,2023-06-26
OPP-0002324,Proposal/Negotiation,2023-06-29
OPP-0002324,Closed Lost,2023-07-20
OPP-0002325,SAL,2023-06-17
OPP-0002325,SQO,2023-06-27
OPP-0002325,Proposal/Negotiation,2023-07-13
OPP-0002325,Closed Lost,2023-07-13
OPP-0002326,SAL,2023-06-29
OPP-0002326,SQO,2023-07-06
OPP-0002326,POC,2023-08-03
OPP-0002326,Proposal/Negotiation,2023-08-13
OPP-0002326,Closed Lost,2023-08-20
OPP-0002327,SAL,2023-06-19
OPP-0002327,SQO,2023-07-24
OPP-0002327,POC,2023-11-06
OPP-0002327,Proposal/Negotiation,2023-11-06
OPP-0002327,Closed Lost,2023-11-28
OPP-0002331,Open,2023-06-30
OPP-0002331,Negotiation,2023-07-01
OPP-0002331,Closed Won,2023-07-01
OPP-0002332,SAL,2023-06-16
OPP-0002332,SQO,2023-06-20
OPP-0002332,Proposal/Negotiation,2023-07-04
OPP-0002332,Closed Lost,2023-07-16
OPP-0002333,SAL,2023-06-15
OPP-0002333,SQO,2023-06-20
OPP-0002333,Proposal/Negotiation,2023-07-01
OPP-0002333,Closed Lost,2023-07-23
OPP-0002334,Open,2023-06-17
OPP-0002334,Negotiation,2023-08-16
OPP-0002334,Closed Won,2023-09-09
OPP-0002339,SAL,2023-06-19
OPP-0002339,SQO,2023-07-03
OPP-0002339,Proposal/Negotiation,2023-07-10
OPP-0002339,Closed Lost,2023-07-18
OPP-0002340,SAL,2023-06-26
OPP-0002340,SQO,2023-06-27
OPP-0002340,Proposal/Negotiation,2023-06-28
OPP-0002340,Closed Lost,2023-07-03
OPP-0002341,SAL,2023-06-17
OPP-0002341,SQO,2023-06-19
OPP-0002341,Proposal/Negotiation,2023-07-03
OPP-0002341,Closed Won,2023-07-10
OPP-0002343,SAL,2023-06-19
OPP-0002343,SQO,2023-07-09
OPP-0002343,Proposal/Negotiation,2023-07-14
OPP-0002343,Closed Lost,2023-07-17
OPP-0002344,Open,2023-06-17
OPP-0002344,Negotiation,2023-09-12
OPP-0002344,Closed Won,2023-09-19
OPP-0002345,SAL,2023-06-26
OPP-0002345,SQO,2023-08-17
OPP-0002345,POC,2023-09-25
OPP-0002345,Proposal/Negotiation,2023-11-18
OPP-0002345,Closed Won,2023-11-28
OPP-0002348,Open,2023-06-30
OPP-0002348,Negotiation,2023-07-03
OPP-0002348,Closed Won,2023-08-20
OPP-0002354,SAL,2023-06-20
OPP-0002354,SQO,2023-06-24
OPP-0002354,Proposal/Negotiation,2023-07-02
OPP-0002354,Closed Lost,2023-07-06
OPP-0002355,SAL,2023-07-02
OPP-0002355,SQO,2023-07-04
OPP-0002355,Proposal/Negotiation,2023-07-04
OPP-0002355,Closed Lost,2023-07-14
OPP-0002356,Open,2023-07-11
OPP-0002356,Negotiation,2023-08-18
OPP-0002356,Closed Won,2023-08-18
OPP-0002357,SAL,2023-06-25
OPP-0002357,SQO,2023-06-30
OPP-0002357,Proposal/Negotiation,2023-07-17
OPP-0002357,Closed Won,2023-07-19
OPP-0002366,Open,2023-07-04
OPP-0002366,Negotiation,2023-08-05
OPP-0002366,Closed Won,2023-09-07
OPP-0002367,SAL,2023-07-04
OPP-0002367,SQO,2023-08-05
OPP-0002367,Proposal/Negotiation,2023-08-06
OPP-0002367,Closed Lost,2023-08-07
OPP-0002368,SAL,2023-06-27
OPP-0002368,SQO,2023-07-05
OPP-0002368,Proposal/Negotiation,2023-07-06
OPP-0002368,Closed Won,2023-07-08
OPP-0002374,SAL,2023-06-27
OPP-0002374,SQO,2023-07-04
OPP-0002374,Proposal/Negotiation,2023-07-08
OPP-0002374,Closed Lost,2023-07-21
OPP-0002375,SAL,2023-06-29
OPP-0002375,SQO,2023-07-01
OPP-0002375,Proposal/Negotiation,2023-07-02
OPP-0002375,Closed Won,2023-07-14
OPP-0002378,SAL,2023-07-08
OPP-0002378,SQO,2023-07-17
OPP-0002378,Proposal/Negotiation,2023-07-18
OPP-0002378,Closed Lost,2023-07-21
OPP-0002379,SAL,2023-07-07
OPP-0002379,SQO,2023-07-23
OPP-0002379,Proposal/Negotiation,2023-07-26
OPP-0002379,Closed Lost,2023-07-26
OPP-0002380,Open,2023-07-14
OPP-0002380,Negotiation,2023-07-16
OPP-0002380,Closed Won,2023-08-01
OPP-0002387,Open,2023-06-29
OPP-0002387,Negotiation,2023-07-18
OPP-0002387,Closed Won,2023-08-01
OPP-0002388,Open,2023-07-11
OPP-0002388,Negotiation,2023-07-27
OPP-0002388,Closed Won,2023-08-01
OPP-0002394,Open,2023-07-04
OPP-0002394,Negotiation,2023-07-14
OPP-0002394,Closed Won,2023-08-01
OPP-0002396,SAL,2023-07-03
OPP-0002396,SQO,2023-07-04
OPP-0002396,Proposal/Negotiation,2023-07-13
OPP-0002396,Closed Lost,2023-07-17
OPP-0002397,SAL,2023-07-02
OPP-0002397,SQO,2023-07-03
OPP-0002397,Proposal/Negotiation,2023-07-10
OPP-0002397,Closed Lost,2023-07-17
OPP-0002398,SAL,2023-07-23
OPP-0002398,SQO,2023-07-25
OPP-0002398,POC,2023-08-29
OPP-0002398,Proposal/Negotiation,2023-08-30
OPP-0002398,Closed Lost,2023-09-11
OPP-0002399,SAL,2023-07-02
OPP-0002399,SQO,2023-07-02
OPP-0002399,POC,2023-08-01
OPP-0002399,Proposal/Negotiation,2023-08-21
OPP-0002399,Closed Lost,2023-09-02
OPP-0002400,SAL,2023-07-07
OPP-0002400,SQO,2023-07-12
OPP-0002400,Proposal/Negotiation,2023-07-15
OPP-0002400,Closed Won,2023-07-28
OPP-0002401,SAL,2023-07-16
OPP-0002401,SQO,2023-07-29
OPP-0002401,POC,2023-10-14
OPP-0002401,Proposal/Negotiation,2023-10-18
OPP-0002401,Closed Lost,2023-10-24
OPP-0002402,SAL,2023-08-17
OPP-0002402,SQO,2023-08-27
OPP-0002402,POC,2023-09-14
OPP-0002402,Proposal/Negotiation,2023-11-01
OPP-0002402,Closed Won,2023-11-21
OPP-0002403,SAL,2023-07-11
OPP-0002403,SQO,2023-07-22
OPP-0002403,Proposal/Negotiation,2023-07-28
OPP-0002403,Closed Won,2023-08-01
OPP-0002404,SAL,2023-07-04
OPP-0002404,SQO,2023-07-19
OPP-0002404,Proposal/Negotiation,2023-07-24
OPP-0002404,Closed Won,2023-07-24
OPP-0002406,SAL,2023-07-20
OPP-0002406,SQO,2023-07-25
OPP-0002406,Proposal/Negotiation,2023-08-04
OPP-0002406,Closed Lost,2023-08-07
OPP-0002407,SAL,2023-07-02
OPP-0002407,SQO,2023-07-15
OPP-0002407,Proposal/Negotiation,2023-07-23
OPP-0002407,Closed Lost,2023-08-15
OPP-0002414,SAL,2023-07-13
OPP-0002414,SQO,2023-08-02
OPP-0002414,Proposal/Negotiation,2023-08-03
OPP-0002414,Closed Lost,2023-08-03
OPP-0002415,SAL,2023-07-11
OPP-0002415,SQO,2023-07-28
OPP-0002415,Proposal/Negotiation,2023-08-07
OPP-0002415,Closed Won,2023-08-17
OPP-0002416,SAL,2023-07-11
OPP-0002416,SQO,2023-07-18
OPP-0002416,Proposal/Negotiation,2023-07-26
OPP-0002416,Closed Lost,2023-07-28
OPP-0002417,SAL,2023-07-27
OPP-0002417,SQO,2023-08-08
OPP-0002417,Proposal/Negotiation,2023-08-10
OPP-0002417,Closed Lost,2023-08-13
OPP-0002418,SAL,2023-08-04
OPP-0002418,SQO,2023-08-14
OPP-0002418,POC,2023-09-02
OPP-0002418,Proposal/Negotiation,2023-09-25
OPP-0002418,Closed Lost,2023-09-27
OPP-0002420,SAL,2023-07-19
OPP-0002420,SQO,2023-08-05
OPP-0002420,Proposal/Negotiation,2023-08-09
OPP-0002420,Closed Lost,2023-08-12
OPP-0002425,Open,2023-07-23
OPP-0002425,Negotiation,2023-08-15
OPP-0002425,Closed Won,2023-09-15
OPP-0002429,SAL,2023-07-08
OPP-0002429,SQO,2023-07-25
OPP-0002429,Proposal/Negotiation,2023-07-26
OPP-0002429,Closed Lost,2023-08-01
OPP-0002430,SAL,2023-07-18
OPP-0002430,SQO,2023-07-20
OPP-0002430,Proposal/Negotiation,2023-07-24
OPP-0002430,Closed Lost,2023-08-07
OPP-0002431,SAL,2023-07-10
OPP-0002431,SQO,2023-07-24
OPP-0002431,Proposal/Negotiation,2023-07-30
OPP-0002431,Closed Lost,2023-08-06
OPP-0002432,Open,2023-08-05
OPP-0002432,Negotiation,2023-09-08
OPP-0002432,Closed Lost,2023-10-01
OPP-0002435,Open,2023-09-16
OPP-0002435,Negotiation,2023-09-16
OPP-0002435,Closed Won,2023-10-01
OPP-0002438,SAL,2023-07-13
OPP-0002438,SQO,2023-08-03
OPP-0002438,Proposal/Negotiation,2023-08-08
OPP-0002438,Closed Lost,2023-08-13
OPP-0002439,SAL,2023-07-12
OPP-0002439,SQO,2023-07-19
OPP-0002439,Proposal/Negotiation,2023-08-07
OPP-0002439,Closed Lost,2023-08-20
OPP-0002440,SAL,2023-07-10
OPP-0002440,SQO,2023-07-25
OPP-0002440,POC,2023-09-26
OPP-0002440,Proposal/Negotiation,2023-11-02
OPP-0002440,Closed Lost,2023-11-16
OPP-0002442,SAL,2023-08-05
OPP-0002442,SQO,2023-08-09
OPP-0002442,POC,2023-10-01
OPP-0002442,Proposal/Negotiation,2023-10-23
OPP-0002442,Closed Won,2023-11-03
OPP-0002443,SAL,2023-07-27
OPP-0002443,SQO,2023-08-04
OPP-0002443,POC,2023-09-14
OPP-0002443,Proposal/Negotiation,2023-10-10
OPP-0002443,Closed Won,2023-10-27
OPP-0002444,SAL,2023-08-08
OPP-0002444,SQO,2023-08-13
OPP-0002444,Proposal/Negotiation,2023-08-18
OPP-0002444,Closed Won,2023-08-19
OPP-0002448,SAL,2023-08-04
OPP-0002448,SQO,2023-08-04
OPP-0002448,POC,2023-11-13
OPP-0002448,Proposal/Negotiation,2023-11-14
OPP-0002448,Closed Lost,2023-11-18
OPP-0002449,SAL,2023-07-21
OPP-0002449,SQO,2023-08-06
OPP-0002449,POC,2023-08-12
OPP-0002449,Proposal/Negotiation,2023-09-03
OPP-0002449,Closed Lost,2023-09-25
OPP-0002450,SAL,2023-07-16
OPP-0002450,SQO,2023-07-17
OPP-0002450,Proposal/Negotiation,2023-07-24
OPP-0002450,Closed Won,2023-07-27
OPP-0002454,Open,2023-07-15
OPP-0002454,Negotiation,2023-07-22
OPP-0002454,Closed Won,2023-08-01
OPP-0002455,SAL,2023-07-22
OPP-0002455,SQO,2023-07-27
OPP-0002455,Proposal/Negotiation,2023-08-07
OPP-0002455,Closed Lost,2023-08-09
OPP-0002458,Open,2023-07-26
OPP-0002458,Negotiation,2023-08-02
OPP-0002458,Closed Won,2023-08-21
OPP-0002464,SAL,2023-07-17
OPP-0002464,SQO,2023-07-24
OPP-0002464,Proposal/Negotiation,2023-07-26
OPP-0002464,Closed Lost,2023-08-04
OPP-0002465,SAL,2023-07-19
OPP-0002465,SQO,2023-08-06
OPP-0002465,Proposal/Negotiation,2023-08-17
OPP-0002465,Closed Won,2023-08-23
